Time	[TCFBCatenin]	[pAkt]	[pERK]
0	8.8121	0	0
2	8.81264	1.12753e-06	5.5379e-06
4	8.81267	7.32666e-06	4.41053e-05
6	8.81267	2.05281e-05	0.000148261
8	8.81267	4.11135e-05	0.000350142
10	8.81267	6.8816e-05	0.000681551
12	8.81267	0.000103077	0.00117404
14	8.81267	0.000143197	0.00185896
16	8.81267	0.000188403	0.00276756
18	8.81266	0.000237892	0.00393099
20	8.81266	0.00029085	0.00538037
22	8.81266	0.000346475	0.00714678
24	8.81266	0.000403988	0.00926132
26	8.81266	0.000462647	0.0117551
28	8.81266	0.000521756	0.0146592
30	8.81266	0.000580672	0.0180047
32	8.81266	0.000638809	0.0218228
34	8.81266	0.000695643	0.0261445
36	8.81265	0.000750714	0.0310007
38	8.81265	0.000803626	0.0364223
40	8.81266	0.000854047	0.0424402
42	8.81266	0.000901704	0.049085
44	8.81266	0.000946386	0.056387
46	8.81266	0.000987937	0.0643764
48	8.81266	0.00102625	0.0730831
50	8.81266	0.00106128	0.0825368
52	8.81266	0.001093	0.0927667
54	8.81267	0.00112144	0.103802
56	8.81267	0.00114666	0.11567
58	8.81267	0.00116875	0.1284
60	8.81268	0.00118783	0.142019
62	8.81268	0.00120401	0.156554
64	8.81269	0.00121746	0.172032
66	8.81269	0.00122834	0.188478
68	8.8127	0.0012368	0.205918
70	8.8127	0.00124302	0.224377
72	8.81271	0.00124718	0.243879
74	8.81272	0.00124944	0.264446
76	8.81272	0.00124998	0.286104
78	8.81273	0.00124896	0.308872
80	8.81274	0.00124654	0.332774
82	8.81275	0.00124286	0.35783
84	8.81276	0.00123807	0.384061
86	8.81277	0.0012323	0.411486
88	8.81278	0.00122567	0.440124
90	8.81279	0.0012183	0.469993
92	8.8128	0.00121028	0.501112
94	8.81281	0.00120171	0.533498
96	8.81283	0.00119268	0.567167
98	8.81284	0.00118325	0.602134
100	8.81286	0.00117351	0.638416
102	8.81287	0.0011635	0.676026
104	8.81289	0.00115328	0.71498
106	8.8129	0.0011429	0.755289
108	8.81292	0.0011324	0.796968
110	8.81294	0.00112181	0.840029
112	8.81295	0.00111117	0.884482
114	8.81297	0.00110049	0.93034
116	8.81299	0.0010898	0.977614
118	8.81301	0.00107913	1.02631
120	8.81303	0.00106849	1.07645
122	8.81305	0.00105788	1.12802
124	8.81307	0.00104733	1.18105
126	8.8131	0.00103684	1.23555
128	8.81312	0.00102641	1.2915
130	8.81314	0.00101607	1.34894
132	8.81317	0.0010058	1.40786
134	8.81319	0.000995617	1.46827
136	8.81322	0.000985523	1.53017
138	8.81325	0.000975519	1.59357
140	8.81327	0.000965607	1.65848
142	8.8133	0.000955789	1.72489
144	8.81333	0.000946064	1.79283
146	8.81336	0.000936435	1.86228
148	8.81339	0.000926901	1.93325
150	8.81342	0.000917462	2.00574
152	8.81346	0.000908119	2.07977
154	8.81349	0.00089887	2.15532
156	8.81352	0.000889715	2.23241
158	8.81356	0.000880654	2.31103
160	8.81359	0.000871685	2.39119
162	8.81363	0.00086281	2.47288
164	8.81366	0.000854025	2.55611
166	8.8137	0.000845332	2.64088
168	8.81374	0.000836728	2.72719
170	8.81378	0.000828214	2.81503
172	8.81382	0.000819787	2.90442
174	8.81386	0.000811448	2.99534
176	8.8139	0.000803196	3.0878
178	8.81394	0.000795029	3.18179
180	8.81399	0.000786946	3.27732
182	8.81403	0.000778948	3.37438
184	8.81407	0.000771032	3.47298
186	8.81412	0.000763198	3.5731
188	8.81417	0.000755446	3.67475
190	8.81421	0.000747774	3.77792
192	8.81426	0.000740181	3.88262
194	8.81431	0.000732667	3.98884
196	8.81436	0.000725231	4.09657
198	8.81441	0.000717871	4.20581
200	8.81446	0.000710588	4.31657
202	8.81452	0.00070338	4.42883
204	8.81457	0.000696246	4.54259
206	8.81462	0.000689186	4.65785
208	8.81468	0.0006822	4.77461
210	8.81474	0.000675285	4.89285
212	8.81479	0.000668441	5.01258
214	8.81485	0.000661668	5.13379
216	8.81491	0.000654966	5.25648
218	8.81497	0.000648332	5.38064
220	8.81503	0.000641766	5.50627
222	8.8151	0.000635268	5.63335
224	8.81516	0.000628837	5.7619
226	8.81522	0.000622472	5.89189
228	8.81529	0.000616173	6.02333
230	8.81535	0.000609939	6.1562
232	8.81542	0.000603768	6.29052
234	8.81549	0.000597661	6.42625
236	8.81556	0.000591617	6.56342
238	8.81563	0.000585635	6.70199
240	8.8157	0.000579715	6.84198
242	8.81577	0.000573855	6.98337
244	8.81585	0.000568055	7.12615
246	8.81592	0.000562315	7.27033
248	8.816	0.000556634	7.41589
250	8.81607	0.000551011	7.56282
252	8.81615	0.000545445	7.71113
254	8.81623	0.000539937	7.8608
256	8.81631	0.000534485	8.01183
258	8.81639	0.000529089	8.16421
260	8.81647	0.000523748	8.31793
262	8.81656	0.000518462	8.47298
264	8.81664	0.00051323	8.62937
266	8.81673	0.000508051	8.78707
268	8.81681	0.000502926	8.94609
270	8.8169	0.000497853	9.10642
272	8.81699	0.000492832	9.26804
274	8.81708	0.000487862	9.43096
276	8.81717	0.000482942	9.59516
278	8.81727	0.000478074	9.76064
280	8.81736	0.000473254	9.92738
282	8.81745	0.000468484	10.0954
284	8.81755	0.000463763	10.2646
286	8.81765	0.00045909	10.4352
288	8.81775	0.000454465	10.6069
290	8.81785	0.000449886	10.7799
292	8.81795	0.000445355	10.9541
294	8.81805	0.000440869	11.1295
296	8.81816	0.00043643	11.3061
298	8.81826	0.000432035	11.4839
300	8.81837	0.000427685	11.6629
302	8.81847	0.00042338	11.8431
304	8.81858	0.000419119	12.0245
306	8.81869	0.0004149	12.207
308	8.8188	0.000410725	12.3907
310	8.81892	0.000406592	12.5755
312	8.81903	0.000402502	12.7615
314	8.81915	0.000398453	12.9486
316	8.81926	0.000394445	13.1368
318	8.81938	0.000390477	13.3262
320	8.8195	0.000386551	13.5166
322	8.81962	0.000382664	13.7082
324	8.81974	0.000378816	13.9008
326	8.81987	0.000375008	14.0946
328	8.81999	0.000371238	14.2894
330	8.82012	0.000367507	14.4853
332	8.82024	0.000363813	14.6822
334	8.82037	0.000360157	14.8802
336	8.8205	0.000356538	15.0792
338	8.82064	0.000352956	15.2793
340	8.82077	0.00034941	15.4803
342	8.8209	0.0003459	15.6825
344	8.82104	0.000342426	15.8856
346	8.82118	0.000338986	16.0897
348	8.82131	0.000335582	16.2948
350	8.82145	0.000332212	16.5009
352	8.8216	0.000328877	16.7079
354	8.82174	0.000325575	16.916
356	8.82188	0.000322306	17.125
358	8.82203	0.000319071	17.3349
360	8.82218	0.000315869	17.5458
362	8.82232	0.000312698	17.7576
364	8.82247	0.00030956	17.9703
366	8.82263	0.000306454	18.184
368	8.82278	0.000303379	18.3986
370	8.82293	0.000300336	18.614
372	8.82309	0.000297323	18.8304
374	8.82325	0.00029434	19.0476
376	8.82341	0.000291388	19.2657
378	8.82357	0.000288465	19.4847
380	8.82373	0.000285572	19.7046
382	8.82389	0.000282709	19.9253
384	8.82406	0.000279874	20.1468
386	8.82422	0.000277068	20.3692
388	8.82439	0.00027429	20.5924
390	8.82456	0.00027154	20.8164
392	8.82473	0.000268818	21.0412
394	8.8249	0.000266124	21.2668
396	8.82507	0.000263456	21.4932
398	8.82525	0.000260816	21.7204
400	8.82543	0.000258202	21.9484
402	8.8256	0.000255615	22.1772
404	8.82578	0.000253054	22.4067
406	8.82596	0.000250518	22.6369
408	8.82615	0.000248009	22.8679
410	8.82633	0.000245524	23.0997
412	8.82652	0.000243065	23.3322
414	8.8267	0.00024063	23.5654
416	8.82689	0.00023822	23.7993
418	8.82708	0.000235834	24.0339
420	8.82727	0.000233472	24.2692
422	8.82747	0.000231135	24.5052
424	8.82766	0.00022882	24.7419
426	8.82786	0.000226529	24.9792
428	8.82805	0.000224261	25.2173
430	8.82825	0.000222016	25.4559
432	8.82845	0.000219793	25.6953
434	8.82866	0.000217593	25.9352
436	8.82886	0.000215415	26.1758
438	8.82907	0.000213259	26.4171
440	8.82927	0.000211125	26.6589
442	8.82948	0.000209012	26.9014
444	8.82969	0.00020692	27.1445
446	8.8299	0.00020485	27.3881
448	8.83011	0.0002028	27.6324
450	8.83033	0.000200771	27.8772
452	8.83054	0.000198762	28.1226
454	8.83076	0.000196774	28.3686
456	8.83098	0.000194805	28.6151
458	8.8312	0.000192857	28.8622
460	8.83142	0.000190928	29.1099
462	8.83165	0.000189018	29.358
464	8.83187	0.000187127	29.6067
466	8.8321	0.000185256	29.856
468	8.83232	0.000183403	30.1057
470	8.83255	0.000181569	30.3559
472	8.83278	0.000179754	30.6067
474	8.83302	0.000177956	30.8579
476	8.83325	0.000176177	31.1096
478	8.83349	0.000174415	31.3619
480	8.83372	0.000172672	31.6145
482	8.83396	0.000170945	31.8677
484	8.8342	0.000169236	32.1213
486	8.83444	0.000167545	32.3753
488	8.83469	0.00016587	32.6298
490	8.83493	0.000164212	32.8847
492	8.83518	0.000162571	33.1401
494	8.83542	0.000160946	33.3959
496	8.83567	0.000159337	33.6521
498	8.83592	0.000157745	33.9087
500	8.83618	0.000156169	34.1657
502	8.83643	0.000154608	34.4231
504	8.83668	0.000153063	34.6809
506	8.83694	0.000151534	34.9391
508	8.8372	0.00015002	35.1977
510	8.83746	0.000148521	35.4566
512	8.83772	0.000147037	35.7159
514	8.83798	0.000145568	35.9755
516	8.83825	0.000144114	36.2355
518	8.83851	0.000142674	36.4958
520	8.83878	0.000141249	36.7565
522	8.83905	0.000139838	37.0175
524	8.83932	0.000138442	37.2788
526	8.83959	0.000137059	37.5405
528	8.83986	0.00013569	37.8024
530	8.84014	0.000134335	38.0647
532	8.84041	0.000132993	38.3273
534	8.84069	0.000131665	38.5901
536	8.84097	0.00013035	38.8532
538	8.84125	0.000129049	39.1167
540	8.84153	0.00012776	39.3803
542	8.84181	0.000126484	39.6443
544	8.8421	0.000125222	39.9085
546	8.84238	0.000123971	40.173
548	8.84267	0.000122734	40.4377
550	8.84296	0.000121508	40.7027
552	8.84325	0.000120295	40.9679
554	8.84354	0.000119094	41.2333
556	8.84384	0.000117905	41.499
558	8.84413	0.000116728	41.7648
560	8.84443	0.000115563	42.0309
562	8.84473	0.00011441	42.2972
564	8.84502	0.000113268	42.5637
566	8.84533	0.000112137	42.8304
568	8.84563	0.000111018	43.0973
570	8.84593	0.00010991	43.3644
572	8.84624	0.000108813	43.6316
574	8.84654	0.000107727	43.8991
576	8.84685	0.000106652	44.1667
578	8.84716	0.000105588	44.4344
580	8.84747	0.000104534	44.7023
582	8.84778	0.000103491	44.9704
584	8.8481	0.000102458	45.2386
586	8.84841	0.000101436	45.5069
588	8.84873	0.000100424	45.7754
590	8.84905	9.94219e-05	46.044
592	8.84936	9.843e-05	46.3128
594	8.84969	9.7448e-05	46.5816
596	8.85001	9.64757e-05	46.8506
598	8.85033	9.55133e-05	47.1197
600	8.85066	9.45604e-05	47.3889
602	8.85098	9.36171e-05	47.6582
604	8.85131	9.26832e-05	47.9275
606	8.85164	9.17586e-05	48.197
608	8.85197	9.08433e-05	48.4666
610	8.8523	8.99372e-05	48.7362
612	8.85263	8.90401e-05	49.0059
614	8.85297	8.81519e-05	49.2756
616	8.8533	8.72727e-05	49.5455
618	8.85364	8.64022e-05	49.8154
620	8.85398	8.55405e-05	50.0853
622	8.85432	8.46874e-05	50.3553
624	8.85466	8.38427e-05	50.6253
626	8.85501	8.30066e-05	50.8954
628	8.85535	8.21788e-05	51.1655
630	8.8557	8.13592e-05	51.4357
632	8.85604	8.05479e-05	51.7058
634	8.85639	7.97447e-05	51.976
636	8.85674	7.89495e-05	52.2462
638	8.85709	7.81622e-05	52.5164
640	8.85744	7.73828e-05	52.7866
642	8.8578	7.66112e-05	53.0568
644	8.85815	7.58473e-05	53.3271
646	8.85851	7.5091e-05	53.5973
648	8.85887	7.43423e-05	53.8675
650	8.85923	7.36011e-05	54.1376
652	8.85959	7.28673e-05	54.4078
654	8.85995	7.21408e-05	54.6779
656	8.86031	7.14216e-05	54.948
658	8.86068	7.07095e-05	55.2181
660	8.86104	7.00046e-05	55.4881
662	8.86141	6.93067e-05	55.7581
664	8.86178	6.86158e-05	56.0281
666	8.86215	6.79318e-05	56.298
668	8.86252	6.72546e-05	56.5678
670	8.86289	6.65841e-05	56.8376
672	8.86326	6.59204e-05	57.1073
674	8.86364	6.52633e-05	57.377
676	8.86402	6.46128e-05	57.6465
678	8.86439	6.39687e-05	57.9161
680	8.86477	6.33311e-05	58.1855
682	8.86515	6.26999e-05	58.4548
684	8.86553	6.20749e-05	58.7241
686	8.86592	6.14562e-05	58.9933
688	8.8663	6.08437e-05	59.2623
690	8.86669	6.02373e-05	59.5313
692	8.86707	5.96369e-05	59.8002
694	8.86746	5.90425e-05	60.0689
696	8.86785	5.84541e-05	60.3376
698	8.86824	5.78716e-05	60.6062
700	8.86863	5.72948e-05	60.8746
702	8.86902	5.67238e-05	61.1429
704	8.86942	5.61585e-05	61.4111
706	8.86981	5.55989e-05	61.6791
708	8.87021	5.50448e-05	61.9471
710	8.87061	5.44963e-05	62.2148
712	8.87101	5.39532e-05	62.4825
714	8.87141	5.34156e-05	62.75
716	8.87181	5.28833e-05	63.0174
718	8.87221	5.23564e-05	63.2846
720	8.87262	5.18347e-05	63.5516
722	8.87302	5.13182e-05	63.8186
724	8.87343	5.08068e-05	64.0853
726	8.87384	5.03006e-05	64.3519
728	8.87424	4.97994e-05	64.6183
730	8.87465	4.93032e-05	64.8846
732	8.87507	4.8812e-05	65.1506
734	8.87548	4.83256e-05	65.4165
736	8.87589	4.78442e-05	65.6823
738	8.87631	4.73675e-05	65.9478
740	8.87672	4.68955e-05	66.2132
742	8.87714	4.64283e-05	66.4784
744	8.87756	4.59658e-05	66.7433
746	8.87798	4.55078e-05	67.0081
748	8.8784	4.50545e-05	67.2727
750	8.87882	4.46056e-05	67.5371
752	8.87925	4.41612e-05	67.8013
754	8.87967	4.37213e-05	68.0653
756	8.8801	4.32857e-05	68.329
758	8.88052	4.28545e-05	68.5926
760	8.88095	4.24276e-05	68.8559
762	8.88138	4.2005e-05	69.1191
764	8.88181	4.15865e-05	69.382
766	8.88224	4.11723e-05	69.6446
768	8.88268	4.07621e-05	69.9071
770	8.88311	4.03561e-05	70.1693
772	8.88355	3.99541e-05	70.4313
774	8.88398	3.95561e-05	70.6931
776	8.88442	3.91621e-05	70.9546
778	8.88486	3.8772e-05	71.2159
780	8.8853	3.83858e-05	71.4769
