Time	[AKT_mod_slash_PIP3_AKT_thr308]	[BDNF]	60221.4	[Ca]	[MAPK_star]	[protein]
2499	0.00548201	5e-05	0.030377	0.08	0.00413148	5.12492e-06
2500	0.00548194	5e-05	0.0303773	0.08	0.00413147	5.12506e-06
2501	0.00548188	5e-05	0.0303776	0.08	0.00413147	5.12521e-06
2502	0.00548182	5e-05	0.0303779	0.08	0.00413146	5.12536e-06
2503	0.00548175	5e-05	0.0303782	0.08	0.00413145	5.1255e-06
2504	0.00548169	5e-05	0.0303785	0.08	0.00413145	5.12565e-06
2505	0.00548163	5e-05	0.0303788	0.08	0.00413144	5.12579e-06
2506	0.00548156	5e-05	0.0303791	0.08	0.00413143	5.12593e-06
2507	0.0054815	5e-05	0.0303794	0.08	0.00413143	5.12608e-06
2508	0.00548144	5e-05	0.0303797	0.08	0.00413142	5.12622e-06
2509	0.00548138	5e-05	0.03038	0.08	0.00413142	5.12637e-06
2510	0.00548131	5e-05	0.0303803	0.08	0.00413141	5.12651e-06
2511	0.00548125	5e-05	0.0303806	0.08	0.0041314	5.12665e-06
2512	0.00548119	5e-05	0.0303809	0.08	0.0041314	5.12679e-06
2513	0.00548112	5e-05	0.0303812	0.08	0.00413139	5.12694e-06
2514	0.00548106	5e-05	0.0303815	0.08	0.00413139	5.12708e-06
2515	0.005481	5e-05	0.0303818	0.08	0.00413138	5.12722e-06
2516	0.00548094	5e-05	0.0303821	0.08	0.00413137	5.12736e-06
2517	0.00548087	5e-05	0.0303824	0.08	0.00413137	5.1275e-06
2518	0.00548081	5e-05	0.0303826	0.08	0.00413136	5.12764e-06
2519	0.00548075	5e-05	0.0303829	0.08	0.00413136	5.12778e-06
2520	0.00548069	5e-05	0.0303832	0.08	0.00413135	5.12793e-06
2521	0.00548062	5e-05	0.0303835	0.08	0.00413134	5.12807e-06
2522	0.00548056	5e-05	0.0303838	0.08	0.00413134	5.12821e-06
2523	0.0054805	5e-05	0.0303841	0.08	0.00413133	5.12834e-06
2524	0.00548044	5e-05	0.0303844	0.08	0.00413133	5.12848e-06
2525	0.00548038	5e-05	0.0303847	0.08	0.00413132	5.12862e-06
2526	0.00548031	5e-05	0.0303849	0.08	0.00413132	5.12876e-06
2527	0.00548025	5e-05	0.0303852	0.08	0.00413131	5.1289e-06
2528	0.00548019	5e-05	0.0303855	0.08	0.00413131	5.12904e-06
2529	0.00548013	5e-05	0.0303858	0.08	0.0041313	5.12918e-06
2530	0.00548007	5e-05	0.0303861	0.08	0.00413129	5.12931e-06
2531	0.00548001	5e-05	0.0303864	0.08	0.00413129	5.12945e-06
2532	0.00547994	5e-05	0.0303866	0.08	0.00413128	5.12959e-06
2533	0.00547988	5e-05	0.0303869	0.08	0.00413128	5.12972e-06
2534	0.00547982	5e-05	0.0303872	0.08	0.00413127	5.12986e-06
2535	0.00547976	5e-05	0.0303875	0.08	0.00413127	5.13e-06
2536	0.0054797	5e-05	0.0303878	0.08	0.00413126	5.13013e-06
2537	0.00547964	5e-05	0.030388	0.08	0.00413126	5.13027e-06
2538	0.00547958	5e-05	0.0303883	0.08	0.00413125	5.1304e-06
2539	0.00547952	5e-05	0.0303886	0.08	0.00413125	5.13054e-06
2540	0.00547946	5e-05	0.0303889	0.08	0.00413124	5.13067e-06
2541	0.00547939	5e-05	0.0303892	0.08	0.00413124	5.13081e-06
2542	0.00547933	5e-05	0.0303894	0.08	0.00413123	5.13094e-06
2543	0.00547927	5e-05	0.0303897	0.08	0.00413123	5.13107e-06
2544	0.00547921	5e-05	0.03039	0.08	0.00413122	5.13121e-06
2545	0.00547915	5e-05	0.0303902	0.08	0.00413122	5.13134e-06
2546	0.00547909	5e-05	0.0303905	0.08	0.00413121	5.13147e-06
2547	0.00547903	5e-05	0.0303908	0.08	0.00413121	5.13161e-06
2548	0.00547897	5e-05	0.0303911	0.08	0.0041312	5.13174e-06
2549	0.00547891	5e-05	0.0303913	0.08	0.0041312	5.13187e-06
2550	0.00547885	5e-05	0.0303916	0.08	0.00413119	5.132e-06
2551	0.00547879	5e-05	0.0303919	0.08	0.00413119	5.13214e-06
2552	0.00547873	5e-05	0.0303921	0.08	0.00413118	5.13227e-06
2553	0.00547867	5e-05	0.0303924	0.08	0.00413118	5.1324e-06
2554	0.00547861	5e-05	0.0303927	0.08	0.00413117	5.13253e-06
2555	0.00547855	5e-05	0.030393	0.08	0.00413117	5.13266e-06
2556	0.00547849	5e-05	0.0303932	0.08	0.00413116	5.13279e-06
2557	0.00547843	5e-05	0.0303935	0.08	0.00413116	5.13292e-06
2558	0.00547837	5e-05	0.0303938	0.08	0.00413115	5.13305e-06
2559	0.00547831	5e-05	0.030394	0.08	0.00413115	5.13318e-06
2560	0.00547825	5e-05	0.0303943	0.08	0.00413114	5.13331e-06
2561	0.00547819	5e-05	0.0303945	0.08	0.00413114	5.13344e-06
2562	0.00547813	5e-05	0.0303948	0.08	0.00413113	5.13357e-06
2563	0.00547807	5e-05	0.0303951	0.08	0.00413113	5.13369e-06
2564	0.00547801	5e-05	0.0303953	0.08	0.00413112	5.13382e-06
2565	0.00547795	5e-05	0.0303956	0.08	0.00413112	5.13395e-06
2566	0.00547789	5e-05	0.0303959	0.08	0.00413111	5.13408e-06
2567	0.00547783	5e-05	0.0303961	0.08	0.00413111	5.13421e-06
2568	0.00547778	5e-05	0.0303964	0.08	0.00413111	5.13433e-06
2569	0.00547772	5e-05	0.0303966	0.08	0.0041311	5.13446e-06
2570	0.00547766	5e-05	0.0303969	0.08	0.0041311	5.13459e-06
2571	0.0054776	5e-05	0.0303972	0.08	0.00413109	5.13471e-06
2572	0.00547754	5e-05	0.0303974	0.08	0.00413109	5.13484e-06
2573	0.00547748	5e-05	0.0303977	0.08	0.00413108	5.13496e-06
2574	0.00547742	5e-05	0.0303979	0.08	0.00413108	5.13509e-06
2575	0.00547736	5e-05	0.0303982	0.08	0.00413107	5.13522e-06
2576	0.0054773	5e-05	0.0303984	0.08	0.00413107	5.13534e-06
2577	0.00547725	5e-05	0.0303987	0.08	0.00413107	5.13547e-06
2578	0.00547719	5e-05	0.030399	0.08	0.00413106	5.13559e-06
2579	0.00547713	5e-05	0.0303992	0.08	0.00413106	5.13571e-06
2580	0.00547707	5e-05	0.0303995	0.08	0.00413105	5.13584e-06
2581	0.00547701	5e-05	0.0303997	0.08	0.00413105	5.13596e-06
2582	0.00547695	5e-05	0.0304	0.08	0.00413104	5.13609e-06
2583	0.0054769	5e-05	0.0304002	0.08	0.00413104	5.13621e-06
2584	0.00547684	5e-05	0.0304005	0.08	0.00413104	5.13633e-06
2585	0.00547678	5e-05	0.0304007	0.08	0.00413103	5.13645e-06
2586	0.00547672	5e-05	0.030401	0.08	0.00413103	5.13658e-06
2587	0.00547666	5e-05	0.0304012	0.08	0.00413102	5.1367e-06
2588	0.00547661	5e-05	0.0304015	0.08	0.00413102	5.13682e-06
2589	0.00547655	5e-05	0.0304017	0.08	0.00413102	5.13694e-06
2590	0.00547649	5e-05	0.030402	0.08	0.00413101	5.13706e-06
2591	0.00547643	5e-05	0.0304022	0.08	0.00413101	5.13719e-06
2592	0.00547638	5e-05	0.0304025	0.08	0.004131	5.13731e-06
2593	0.00547632	5e-05	0.0304027	0.08	0.004131	5.13743e-06
2594	0.00547626	5e-05	0.030403	0.08	0.004131	5.13755e-06
2595	0.0054762	5e-05	0.0304032	0.08	0.00413099	5.13767e-06
2596	0.00547615	5e-05	0.0304034	0.08	0.00413099	5.13779e-06
2597	0.00547609	5e-05	0.0304037	0.08	0.00413098	5.13791e-06
2598	0.00547603	5e-05	0.0304039	0.08	0.00413098	5.13803e-06
2599	0.00547597	5e-05	0.0304042	0.08	0.00413098	5.13815e-06
2600	0.00547592	5e-05	0.0304044	0.08	0.00413097	5.13827e-06
2601	0.00547586	5e-05	0.0304047	0.08	0.00413097	5.13838e-06
2602	0.0054758	5e-05	0.0304049	0.08	0.00413096	5.1385e-06
2603	0.00547575	5e-05	0.0304051	0.08	0.00413096	5.13862e-06
2604	0.00547569	5e-05	0.0304054	0.08	0.00413096	5.13874e-06
2605	0.00547563	5e-05	0.0304056	0.08	0.00413095	5.13886e-06
2606	0.00547558	5e-05	0.0304059	0.08	0.00413095	5.13897e-06
2607	0.00547552	5e-05	0.0304061	0.08	0.00413094	5.13909e-06
2608	0.00547546	5e-05	0.0304063	0.08	0.00413094	5.13921e-06
2609	0.00547541	5e-05	0.0304066	0.08	0.00413094	5.13933e-06
2610	0.00547535	5e-05	0.0304068	0.08	0.00413093	5.13944e-06
2611	0.00547529	5e-05	0.0304071	0.08	0.00413093	5.13956e-06
2612	0.00547524	5e-05	0.0304073	0.08	0.00413093	5.13967e-06
2613	0.00547518	5e-05	0.0304075	0.08	0.00413092	5.13979e-06
2614	0.00547512	5e-05	0.0304078	0.08	0.00413092	5.13991e-06
2615	0.00547507	5e-05	0.030408	0.08	0.00413092	5.14002e-06
2616	0.00547501	5e-05	0.0304082	0.08	0.00413091	5.14014e-06
2617	0.00547496	5e-05	0.0304085	0.08	0.00413091	5.14025e-06
2618	0.0054749	5e-05	0.0304087	0.08	0.0041309	5.14037e-06
2619	0.00547484	5e-05	0.0304089	0.08	0.0041309	5.14048e-06
2620	0.00547479	5e-05	0.0304092	0.08	0.0041309	5.14059e-06
2621	0.00547473	5e-05	0.0304094	0.08	0.00413089	5.14071e-06
2622	0.00547468	5e-05	0.0304096	0.08	0.00413089	5.14082e-06
2623	0.00547462	5e-05	0.0304099	0.08	0.00413089	5.14094e-06
2624	0.00547456	5e-05	0.0304101	0.08	0.00413088	5.14105e-06
2625	0.00547451	5e-05	0.0304103	0.08	0.00413088	5.14116e-06
2626	0.00547445	5e-05	0.0304106	0.08	0.00413088	5.14128e-06
2627	0.0054744	5e-05	0.0304108	0.08	0.00413087	5.14139e-06
2628	0.00547434	5e-05	0.030411	0.08	0.00413087	5.1415e-06
2629	0.00547429	5e-05	0.0304112	0.08	0.00413087	5.14161e-06
2630	0.00547423	5e-05	0.0304115	0.08	0.00413086	5.14172e-06
2631	0.00547418	5e-05	0.0304117	0.08	0.00413086	5.14184e-06
2632	0.00547412	5e-05	0.0304119	0.08	0.00413086	5.14195e-06
2633	0.00547407	5e-05	0.0304121	0.08	0.00413085	5.14206e-06
2634	0.00547401	5e-05	0.0304124	0.08	0.00413085	5.14217e-06
2635	0.00547396	5e-05	0.0304126	0.08	0.00413085	5.14228e-06
2636	0.0054739	5e-05	0.0304128	0.08	0.00413084	5.14239e-06
2637	0.00547385	5e-05	0.030413	0.08	0.00413084	5.1425e-06
2638	0.00547379	5e-05	0.0304133	0.08	0.00413084	5.14261e-06
2639	0.00547374	5e-05	0.0304135	0.08	0.00413083	5.14272e-06
2640	0.00547368	5e-05	0.0304137	0.08	0.00413083	5.14283e-06
2641	0.00547363	5e-05	0.0304139	0.08	0.00413083	5.14294e-06
2642	0.00547357	5e-05	0.0304142	0.08	0.00413082	5.14305e-06
2643	0.00547352	5e-05	0.0304144	0.08	0.00413082	5.14316e-06
2644	0.00547346	5e-05	0.0304146	0.08	0.00413082	5.14327e-06
2645	0.00547341	5e-05	0.0304148	0.08	0.00413081	5.14337e-06
2646	0.00547336	5e-05	0.030415	0.08	0.00413081	5.14348e-06
2647	0.0054733	5e-05	0.0304153	0.08	0.00413081	5.14359e-06
2648	0.00547325	5e-05	0.0304155	0.08	0.00413081	5.1437e-06
2649	0.00547319	5e-05	0.0304157	0.08	0.0041308	5.14381e-06
2650	0.00547314	5e-05	0.0304159	0.08	0.0041308	5.14391e-06
2651	0.00547308	5e-05	0.0304161	0.08	0.0041308	5.14402e-06
2652	0.00547303	5e-05	0.0304163	0.08	0.00413079	5.14413e-06
2653	0.00547298	5e-05	0.0304166	0.08	0.00413079	5.14423e-06
2654	0.00547292	5e-05	0.0304168	0.08	0.00413079	5.14434e-06
2655	0.00547287	5e-05	0.030417	0.08	0.00413078	5.14445e-06
2656	0.00547282	5e-05	0.0304172	0.08	0.00413078	5.14455e-06
2657	0.00547276	5e-05	0.0304174	0.08	0.00413078	5.14466e-06
2658	0.00547271	5e-05	0.0304176	0.08	0.00413077	5.14476e-06
2659	0.00547265	5e-05	0.0304178	0.08	0.00413077	5.14487e-06
2660	0.0054726	5e-05	0.0304181	0.08	0.00413077	5.14497e-06
2661	0.00547255	5e-05	0.0304183	0.08	0.00413077	5.14508e-06
2662	0.00547249	5e-05	0.0304185	0.08	0.00413076	5.14518e-06
2663	0.00547244	5e-05	0.0304187	0.08	0.00413076	5.14529e-06
2664	0.00547239	5e-05	0.0304189	0.08	0.00413076	5.14539e-06
2665	0.00547233	5e-05	0.0304191	0.08	0.00413075	5.1455e-06
2666	0.00547228	5e-05	0.0304193	0.08	0.00413075	5.1456e-06
2667	0.00547223	5e-05	0.0304195	0.08	0.00413075	5.1457e-06
2668	0.00547217	5e-05	0.0304197	0.08	0.00413075	5.14581e-06
2669	0.00547212	5e-05	0.03042	0.08	0.00413074	5.14591e-06
2670	0.00547207	5e-05	0.0304202	0.08	0.00413074	5.14601e-06
2671	0.00547202	5e-05	0.0304204	0.08	0.00413074	5.14611e-06
2672	0.00547196	5e-05	0.0304206	0.08	0.00413073	5.14622e-06
2673	0.00547191	5e-05	0.0304208	0.08	0.00413073	5.14632e-06
2674	0.00547186	5e-05	0.030421	0.08	0.00413073	5.14642e-06
2675	0.0054718	5e-05	0.0304212	0.08	0.00413073	5.14652e-06
2676	0.00547175	5e-05	0.0304214	0.08	0.00413072	5.14663e-06
2677	0.0054717	5e-05	0.0304216	0.08	0.00413072	5.14673e-06
2678	0.00547165	5e-05	0.0304218	0.08	0.00413072	5.14683e-06
2679	0.00547159	5e-05	0.030422	0.08	0.00413072	5.14693e-06
2680	0.00547154	5e-05	0.0304222	0.08	0.00413071	5.14703e-06
2681	0.00547149	5e-05	0.0304224	0.08	0.00413071	5.14713e-06
2682	0.00547144	5e-05	0.0304226	0.08	0.00413071	5.14723e-06
2683	0.00547139	5e-05	0.0304228	0.08	0.0041307	5.14733e-06
2684	0.00547133	5e-05	0.030423	0.08	0.0041307	5.14743e-06
2685	0.00547128	5e-05	0.0304232	0.08	0.0041307	5.14753e-06
2686	0.00547123	5e-05	0.0304234	0.08	0.0041307	5.14763e-06
2687	0.00547118	5e-05	0.0304236	0.08	0.00413069	5.14773e-06
2688	0.00547113	5e-05	0.0304238	0.08	0.00413069	5.14783e-06
2689	0.00547107	5e-05	0.030424	0.08	0.00413069	5.14793e-06
2690	0.00547102	5e-05	0.0304242	0.08	0.00413069	5.14803e-06
2691	0.00547097	5e-05	0.0304244	0.08	0.00413068	5.14812e-06
2692	0.00547092	5e-05	0.0304246	0.08	0.00413068	5.14822e-06
2693	0.00547087	5e-05	0.0304248	0.08	0.00413068	5.14832e-06
2694	0.00547081	5e-05	0.030425	0.08	0.00413068	5.14842e-06
2695	0.00547076	5e-05	0.0304252	0.08	0.00413067	5.14852e-06
2696	0.00547071	5e-05	0.0304254	0.08	0.00413067	5.14861e-06
2697	0.00547066	5e-05	0.0304256	0.08	0.00413067	5.14871e-06
2698	0.00547061	5e-05	0.0304258	0.08	0.00413067	5.14881e-06
2699	0.00547056	5e-05	0.030426	0.08	0.00413066	5.14891e-06
2700	0.00547051	5e-05	0.0304262	0.08	0.00413066	5.149e-06
2701	0.00547046	5e-05	0.0304264	0.08	0.00413066	5.1491e-06
2702	0.0054704	5e-05	0.0304266	0.08	0.00413066	5.14919e-06
2703	0.00547035	5e-05	0.0304268	0.08	0.00413065	5.14929e-06
2704	0.0054703	5e-05	0.030427	0.08	0.00413065	5.14939e-06
2705	0.00547025	5e-05	0.0304272	0.08	0.00413065	5.14948e-06
2706	0.0054702	5e-05	0.0304274	0.08	0.00413065	5.14958e-06
2707	0.00547015	5e-05	0.0304276	0.08	0.00413064	5.14967e-06
2708	0.0054701	5e-05	0.0304277	0.08	0.00413064	5.14977e-06
2709	0.00547005	5e-05	0.0304279	0.08	0.00413064	5.14986e-06
2710	0.00547	5e-05	0.0304281	0.08	0.00413064	5.14996e-06
2711	0.00546995	5e-05	0.0304283	0.08	0.00413063	5.15005e-06
2712	0.0054699	5e-05	0.0304285	0.08	0.00413063	5.15015e-06
2713	0.00546985	5e-05	0.0304287	0.08	0.00413063	5.15024e-06
2714	0.00546979	5e-05	0.0304289	0.08	0.00413063	5.15033e-06
2715	0.00546974	5e-05	0.0304291	0.08	0.00413062	5.15043e-06
2716	0.00546969	5e-05	0.0304293	0.08	0.00413062	5.15052e-06
2717	0.00546964	5e-05	0.0304295	0.08	0.00413062	5.15061e-06
2718	0.00546959	5e-05	0.0304296	0.08	0.00413062	5.15071e-06
2719	0.00546954	5e-05	0.0304298	0.08	0.00413062	5.1508e-06
2720	0.00546949	5e-05	0.03043	0.08	0.00413061	5.15089e-06
2721	0.00546944	5e-05	0.0304302	0.08	0.00413061	5.15099e-06
2722	0.00546939	5e-05	0.0304304	0.08	0.00413061	5.15108e-06
2723	0.00546934	5e-05	0.0304306	0.08	0.00413061	5.15117e-06
2724	0.00546929	5e-05	0.0304308	0.08	0.0041306	5.15126e-06
2725	0.00546924	5e-05	0.0304309	0.08	0.0041306	5.15135e-06
2726	0.00546919	5e-05	0.0304311	0.08	0.0041306	5.15145e-06
2727	0.00546914	5e-05	0.0304313	0.08	0.0041306	5.15154e-06
2728	0.00546909	5e-05	0.0304315	0.08	0.0041306	5.15163e-06
2729	0.00546904	5e-05	0.0304317	0.08	0.00413059	5.15172e-06
2730	0.00546899	5e-05	0.0304319	0.08	0.00413059	5.15181e-06
2731	0.00546894	5e-05	0.030432	0.08	0.00413059	5.1519e-06
2732	0.0054689	5e-05	0.0304322	0.08	0.00413059	5.15199e-06
2733	0.00546885	5e-05	0.0304324	0.08	0.00413058	5.15208e-06
2734	0.0054688	5e-05	0.0304326	0.08	0.00413058	5.15217e-06
2735	0.00546875	5e-05	0.0304328	0.08	0.00413058	5.15226e-06
2736	0.0054687	5e-05	0.0304329	0.08	0.00413058	5.15235e-06
2737	0.00546865	5e-05	0.0304331	0.08	0.00413058	5.15244e-06
2738	0.0054686	5e-05	0.0304333	0.08	0.00413057	5.15253e-06
2739	0.00546855	5e-05	0.0304335	0.08	0.00413057	5.15262e-06
2740	0.0054685	5e-05	0.0304337	0.08	0.00413057	5.15271e-06
2741	0.00546845	5e-05	0.0304338	0.08	0.00413057	5.1528e-06
2742	0.0054684	5e-05	0.030434	0.08	0.00413057	5.15288e-06
2743	0.00546835	5e-05	0.0304342	0.08	0.00413056	5.15297e-06
2744	0.00546831	5e-05	0.0304344	0.08	0.00413056	5.15306e-06
2745	0.00546826	5e-05	0.0304345	0.08	0.00413056	5.15315e-06
2746	0.00546821	5e-05	0.0304347	0.08	0.00413056	5.15324e-06
2747	0.00546816	5e-05	0.0304349	0.08	0.00413055	5.15332e-06
2748	0.00546811	5e-05	0.0304351	0.08	0.00413055	5.15341e-06
2749	0.00546806	5e-05	0.0304352	0.08	0.00413055	5.1535e-06
2750	0.00546801	5e-05	0.0304354	0.08	0.00413055	5.15359e-06
2751	0.00546796	5e-05	0.0304356	0.08	0.00413055	5.15367e-06
2752	0.00546792	5e-05	0.0304358	0.08	0.00413054	5.15376e-06
2753	0.00546787	5e-05	0.0304359	0.08	0.00413054	5.15385e-06
2754	0.00546782	5e-05	0.0304361	0.08	0.00413054	5.15393e-06
2755	0.00546777	5e-05	0.0304363	0.08	0.00413054	5.15402e-06
2756	0.00546772	5e-05	0.0304365	0.08	0.00413054	5.1541e-06
2757	0.00546768	5e-05	0.0304366	0.08	0.00413053	5.15419e-06
2758	0.00546763	5e-05	0.0304368	0.08	0.00413053	5.15428e-06
2759	0.00546758	5e-05	0.030437	0.08	0.00413053	5.15436e-06
2760	0.00546753	5e-05	0.0304371	0.08	0.00413053	5.15445e-06
2761	0.00546748	5e-05	0.0304373	0.08	0.00413053	5.15453e-06
2762	0.00546744	5e-05	0.0304375	0.08	0.00413052	5.15462e-06
2763	0.00546739	5e-05	0.0304377	0.08	0.00413052	5.1547e-06
2764	0.00546734	5e-05	0.0304378	0.08	0.00413052	5.15478e-06
2765	0.00546729	5e-05	0.030438	0.08	0.00413052	5.15487e-06
2766	0.00546724	5e-05	0.0304382	0.08	0.00413052	5.15495e-06
2767	0.0054672	5e-05	0.0304383	0.08	0.00413052	5.15504e-06
2768	0.00546715	5e-05	0.0304385	0.08	0.00413051	5.15512e-06
2769	0.0054671	5e-05	0.0304387	0.08	0.00413051	5.1552e-06
2770	0.00546705	5e-05	0.0304388	0.08	0.00413051	5.15529e-06
2771	0.00546701	5e-05	0.030439	0.08	0.00413051	5.15537e-06
2772	0.00546696	5e-05	0.0304392	0.08	0.00413051	5.15545e-06
2773	0.00546691	5e-05	0.0304393	0.08	0.0041305	5.15554e-06
2774	0.00546686	5e-05	0.0304395	0.08	0.0041305	5.15562e-06
2775	0.00546682	5e-05	0.0304397	0.08	0.0041305	5.1557e-06
2776	0.00546677	5e-05	0.0304398	0.08	0.0041305	5.15579e-06
2777	0.00546672	5e-05	0.03044	0.08	0.0041305	5.15587e-06
2778	0.00546668	5e-05	0.0304401	0.08	0.00413049	5.15595e-06
2779	0.00546663	5e-05	0.0304403	0.08	0.00413049	5.15603e-06
2780	0.00546658	5e-05	0.0304405	0.08	0.00413049	5.15611e-06
2781	0.00546653	5e-05	0.0304406	0.08	0.00413049	5.15619e-06
2782	0.00546649	5e-05	0.0304408	0.08	0.00413049	5.15628e-06
2783	0.00546644	5e-05	0.030441	0.08	0.00413049	5.15636e-06
2784	0.00546639	5e-05	0.0304411	0.08	0.00413048	5.15644e-06
2785	0.00546635	5e-05	0.0304413	0.08	0.00413048	5.15652e-06
2786	0.0054663	5e-05	0.0304414	0.08	0.00413048	5.1566e-06
2787	0.00546625	5e-05	0.0304416	0.08	0.00413048	5.15668e-06
2788	0.00546621	5e-05	0.0304418	0.08	0.00413048	5.15676e-06
2789	0.00546616	5e-05	0.0304419	0.08	0.00413047	5.15684e-06
2790	0.00546611	5e-05	0.0304421	0.08	0.00413047	5.15692e-06
2791	0.00546607	5e-05	0.0304422	0.08	0.00413047	5.157e-06
2792	0.00546602	5e-05	0.0304424	0.08	0.00413047	5.15708e-06
2793	0.00546598	5e-05	0.0304426	0.08	0.00413047	5.15716e-06
2794	0.00546593	5e-05	0.0304427	0.08	0.00413047	5.15724e-06
2795	0.00546588	5e-05	0.0304429	0.08	0.00413046	5.15732e-06
2796	0.00546584	5e-05	0.030443	0.08	0.00413046	5.1574e-06
2797	0.00546579	5e-05	0.0304432	0.08	0.00413046	5.15748e-06
2798	0.00546574	5e-05	0.0304433	0.08	0.00413046	5.15755e-06
2799	0.0054657	5e-05	0.0304435	0.08	0.00413046	5.15763e-06
2800	0.00546565	5e-05	0.0304437	0.08	0.00413046	5.15771e-06
2801	0.00546561	5e-05	0.0304438	0.08	0.00413045	5.15779e-06
2802	0.00546556	5e-05	0.030444	0.08	0.00413045	5.15787e-06
2803	0.00546551	5e-05	0.0304441	0.08	0.00413045	5.15794e-06
2804	0.00546547	5e-05	0.0304443	0.08	0.00413045	5.15802e-06
2805	0.00546542	5e-05	0.0304444	0.08	0.00413045	5.1581e-06
2806	0.00546538	5e-05	0.0304446	0.08	0.00413045	5.15818e-06
2807	0.00546533	5e-05	0.0304447	0.08	0.00413044	5.15825e-06
2808	0.00546529	5e-05	0.0304449	0.08	0.00413044	5.15833e-06
2809	0.00546524	5e-05	0.030445	0.08	0.00413044	5.15841e-06
2810	0.0054652	5e-05	0.0304452	0.08	0.00413044	5.15848e-06
2811	0.00546515	5e-05	0.0304454	0.08	0.00413044	5.15856e-06
2812	0.0054651	5e-05	0.0304455	0.08	0.00413044	5.15864e-06
2813	0.00546506	5e-05	0.0304457	0.08	0.00413043	5.15871e-06
2814	0.00546501	5e-05	0.0304458	0.08	0.00413043	5.15879e-06
2815	0.00546497	5e-05	0.030446	0.08	0.00413043	5.15887e-06
2816	0.00546492	5e-05	0.0304461	0.08	0.00413043	5.15894e-06
2817	0.00546488	5e-05	0.0304463	0.08	0.00413043	5.15902e-06
2818	0.00546483	5e-05	0.0304464	0.08	0.00413043	5.15909e-06
2819	0.00546479	5e-05	0.0304466	0.08	0.00413042	5.15917e-06
2820	0.00546474	5e-05	0.0304467	0.08	0.00413042	5.15924e-06
2821	0.0054647	5e-05	0.0304469	0.08	0.00413042	5.15932e-06
2822	0.00546465	5e-05	0.030447	0.08	0.00413042	5.15939e-06
2823	0.00546461	5e-05	0.0304471	0.08	0.00413042	5.15947e-06
2824	0.00546456	5e-05	0.0304473	0.08	0.00413042	5.15954e-06
2825	0.00546452	5e-05	0.0304474	0.08	0.00413041	5.15962e-06
2826	0.00546447	5e-05	0.0304476	0.08	0.00413041	5.15969e-06
2827	0.00546443	5e-05	0.0304477	0.08	0.00413041	5.15976e-06
2828	0.00546438	5e-05	0.0304479	0.08	0.00413041	5.15984e-06
2829	0.00546434	5e-05	0.030448	0.08	0.00413041	5.15991e-06
2830	0.0054643	5e-05	0.0304482	0.08	0.00413041	5.15998e-06
2831	0.00546425	5e-05	0.0304483	0.08	0.00413041	5.16006e-06
2832	0.00546421	5e-05	0.0304485	0.08	0.0041304	5.16013e-06
2833	0.00546416	5e-05	0.0304486	0.08	0.0041304	5.1602e-06
2834	0.00546412	5e-05	0.0304488	0.08	0.0041304	5.16028e-06
2835	0.00546407	5e-05	0.0304489	0.08	0.0041304	5.16035e-06
2836	0.00546403	5e-05	0.030449	0.08	0.0041304	5.16042e-06
2837	0.00546399	5e-05	0.0304492	0.08	0.0041304	5.16049e-06
2838	0.00546394	5e-05	0.0304493	0.08	0.00413039	5.16057e-06
2839	0.0054639	5e-05	0.0304495	0.08	0.00413039	5.16064e-06
2840	0.00546385	5e-05	0.0304496	0.08	0.00413039	5.16071e-06
2841	0.00546381	5e-05	0.0304498	0.08	0.00413039	5.16078e-06
2842	0.00546377	5e-05	0.0304499	0.08	0.00413039	5.16085e-06
2843	0.00546372	5e-05	0.03045	0.08	0.00413039	5.16093e-06
2844	0.00546368	5e-05	0.0304502	0.08	0.00413039	5.161e-06
2845	0.00546363	5e-05	0.0304503	0.08	0.00413038	5.16107e-06
2846	0.00546359	5e-05	0.0304505	0.08	0.00413038	5.16114e-06
2847	0.00546355	5e-05	0.0304506	0.08	0.00413038	5.16121e-06
2848	0.0054635	5e-05	0.0304507	0.08	0.00413038	5.16128e-06
2849	0.00546346	5e-05	0.0304509	0.08	0.00413038	5.16135e-06
2850	0.00546342	5e-05	0.030451	0.08	0.00413038	5.16142e-06
2851	0.00546337	5e-05	0.0304512	0.08	0.00413038	5.16149e-06
2852	0.00546333	5e-05	0.0304513	0.08	0.00413037	5.16156e-06
2853	0.00546329	5e-05	0.0304514	0.08	0.00413037	5.16163e-06
2854	0.00546324	5e-05	0.0304516	0.08	0.00413037	5.1617e-06
2855	0.0054632	5e-05	0.0304517	0.08	0.00413037	5.16177e-06
2856	0.00546316	5e-05	0.0304518	0.08	0.00413037	5.16184e-06
2857	0.00546311	5e-05	0.030452	0.08	0.00413037	5.16191e-06
2858	0.00546307	5e-05	0.0304521	0.08	0.00413037	5.16198e-06
2859	0.00546303	5e-05	0.0304523	0.08	0.00413036	5.16205e-06
2860	0.00546298	5e-05	0.0304524	0.08	0.00413036	5.16212e-06
2861	0.00546294	5e-05	0.0304525	0.08	0.00413036	5.16219e-06
2862	0.0054629	5e-05	0.0304527	0.08	0.00413036	5.16225e-06
2863	0.00546285	5e-05	0.0304528	0.08	0.00413036	5.16232e-06
2864	0.00546281	5e-05	0.0304529	0.08	0.00413036	5.16239e-06
2865	0.00546277	5e-05	0.0304531	0.08	0.00413036	5.16246e-06
2866	0.00546273	5e-05	0.0304532	0.08	0.00413035	5.16253e-06
