Time	[TCFBCatenin]	[pAkt]	[pERK]
101	8.8126	0.00116853	0.0843363
102	8.81259	0.0011635	0.0874031
103	8.81259	0.00115841	0.0905381
104	8.81259	0.00115328	0.0937418
105	8.81259	0.00114811	0.0970142
106	8.81259	0.0011429	0.100356
107	8.81259	0.00113766	0.103767
108	8.81259	0.0011324	0.107248
109	8.81259	0.00112711	0.110799
110	8.81259	0.00112181	0.11442
111	8.81259	0.00111649	0.118112
112	8.81259	0.00111117	0.121875
113	8.81259	0.00110583	0.125708
114	8.81259	0.00110049	0.129613
115	8.81259	0.00109515	0.133589
116	8.81258	0.00108981	0.137636
117	8.81258	0.00108447	0.141755
118	8.81258	0.00107913	0.145946
119	8.81258	0.00107381	0.150209
120	8.81258	0.00106849	0.154544
121	8.81258	0.00106318	0.158951
122	8.81258	0.00105788	0.16343
123	8.81258	0.0010526	0.167981
124	8.81258	0.00104733	0.172605
125	8.81258	0.00104207	0.177301
126	8.81258	0.00103684	0.18207
127	8.81258	0.00103162	0.186911
128	8.81258	0.00102641	0.191825
129	8.81258	0.00102123	0.196811
130	8.81258	0.00101607	0.20187
131	8.81257	0.00101092	0.207001
132	8.81257	0.0010058	0.212205
133	8.81257	0.0010007	0.217481
134	8.81257	0.000995618	0.22283
135	8.81257	0.000990559	0.22825
136	8.81257	0.000985523	0.233744
137	8.81257	0.00098051	0.239309
138	8.81257	0.000975519	0.244947
139	8.81257	0.000970552	0.250656
140	8.81257	0.000965607	0.256438
141	8.81257	0.000960686	0.262291
142	8.81257	0.000955789	0.268217
143	8.81257	0.000950915	0.274213
144	8.81257	0.000946065	0.280282
145	8.81257	0.000941238	0.286421
146	8.81256	0.000936436	0.292632
147	8.81256	0.000931657	0.298914
148	8.81256	0.000926902	0.305267
149	8.81256	0.00092217	0.311691
150	8.81256	0.000917463	0.318185
151	8.81256	0.000912779	0.324749
152	8.81256	0.000908119	0.331384
153	8.81256	0.000903483	0.338089
154	8.81256	0.00089887	0.344864
155	8.81256	0.000894281	0.351708
156	8.81256	0.000889715	0.358621
157	8.81256	0.000885173	0.365604
158	8.81256	0.000880654	0.372656
159	8.81256	0.000876158	0.379776
160	8.81256	0.000871686	0.386965
161	8.81256	0.000867236	0.394222
162	8.81255	0.00086281	0.401548
163	8.81255	0.000858406	0.408941
164	8.81255	0.000854026	0.416401
165	8.81255	0.000849668	0.423929
166	8.81255	0.000845332	0.431524
167	8.81255	0.000841019	0.439185
168	8.81255	0.000836728	0.446913
169	8.81255	0.00083246	0.454707
170	8.81255	0.000828214	0.462567
171	8.81255	0.00082399	0.470492
172	8.81255	0.000819788	0.478483
173	8.81255	0.000815607	0.486539
174	8.81255	0.000811449	0.49466
175	8.81255	0.000807311	0.502845
176	8.81255	0.000803196	0.511094
177	8.81255	0.000799102	0.519407
178	8.81255	0.000795029	0.527783
179	8.81254	0.000790977	0.536223
180	8.81254	0.000786947	0.544725
181	8.81254	0.000782937	0.55329
182	8.81254	0.000778948	0.561918
183	8.81254	0.00077498	0.570607
184	8.81254	0.000771032	0.579358
185	8.81254	0.000767105	0.588169
186	8.81254	0.000763199	0.597042
187	8.81254	0.000759312	0.605976
188	8.81254	0.000755446	0.614969
189	8.81254	0.0007516	0.624023
190	8.81254	0.000747774	0.633136
191	8.81254	0.000743968	0.642308
192	8.81254	0.000740181	0.65154
193	8.81254	0.000736415	0.660829
194	8.81254	0.000732667	0.670177
195	8.81254	0.000728939	0.679583
196	8.81254	0.000725231	0.689046
197	8.81254	0.000721542	0.698566
198	8.81254	0.000717872	0.708143
199	8.81253	0.00071422	0.717776
200	8.81253	0.000710588	0.727465
201	8.81253	0.000706975	0.73721
202	8.81253	0.00070338	0.74701
203	8.81253	0.000699804	0.756865
204	8.81253	0.000696247	0.766775
205	8.81253	0.000692708	0.776739
206	8.81253	0.000689187	0.786756
207	8.81253	0.000685684	0.796827
208	8.81253	0.0006822	0.806951
209	8.81253	0.000678734	0.817128
210	8.81253	0.000675285	0.827357
211	8.81253	0.000671855	0.837638
212	8.81253	0.000668442	0.847971
213	8.81253	0.000665046	0.858354
214	8.81253	0.000661669	0.868789
215	8.81253	0.000658309	0.879274
216	8.81253	0.000654966	0.889809
217	8.81253	0.00065164	0.900394
218	8.81253	0.000648332	0.911028
219	8.81253	0.000645041	0.921711
220	8.81253	0.000641766	0.932442
221	8.81253	0.000638509	0.943222
222	8.81253	0.000635268	0.95405
223	8.81252	0.000632045	0.964925
224	8.81252	0.000628838	0.975847
225	8.81252	0.000625647	0.986815
226	8.81252	0.000622473	0.99783
227	8.81252	0.000619315	1.00889
228	8.81252	0.000616173	1.02
229	8.81252	0.000613048	1.03115
230	8.81252	0.000609939	1.04234
231	8.81252	0.000606846	1.05359
232	8.81252	0.000603769	1.06487
233	8.81252	0.000600707	1.0762
234	8.81252	0.000597662	1.08757
235	8.81252	0.000594632	1.09898
236	8.81252	0.000591618	1.11044
237	8.81252	0.000588619	1.12194
238	8.81252	0.000585635	1.13348
239	8.81252	0.000582668	1.14506
240	8.81252	0.000579715	1.15668
241	8.81252	0.000576777	1.16835
242	8.81252	0.000573855	1.18005
243	8.81252	0.000570948	1.19179
244	8.81252	0.000568055	1.20358
245	8.81252	0.000565178	1.2154
246	8.81252	0.000562315	1.22726
247	8.81252	0.000559467	1.23916
248	8.81252	0.000556634	1.25109
249	8.81252	0.000553815	1.26307
250	8.81252	0.000551011	1.27508
251	8.81252	0.000548221	1.28713
252	8.81252	0.000545445	1.29921
253	8.81252	0.000542684	1.31134
254	8.81252	0.000539937	1.32349
255	8.81252	0.000537204	1.33568
256	8.81252	0.000534485	1.34791
257	8.81252	0.00053178	1.36017
258	8.81252	0.000529089	1.37247
259	8.81252	0.000526412	1.3848
260	8.81252	0.000523748	1.39716
261	8.81252	0.000521099	1.40956
262	8.81252	0.000518462	1.42199
263	8.81252	0.00051584	1.43445
264	8.81252	0.00051323	1.44695
265	8.81252	0.000510634	1.45947
266	8.81252	0.000508052	1.47203
267	8.81252	0.000505482	1.48462
268	8.81252	0.000502926	1.49724
269	8.81252	0.000500383	1.50989
270	8.81252	0.000497853	1.52257
271	8.81252	0.000495336	1.53528
272	8.81252	0.000492832	1.54801
273	8.81252	0.00049034	1.56078
274	8.81252	0.000487862	1.57358
275	8.81252	0.000485396	1.5864
276	8.81252	0.000482943	1.59925
277	8.81252	0.000480502	1.61213
278	8.81252	0.000478074	1.62504
279	8.81252	0.000475658	1.63797
280	8.81252	0.000473255	1.65093
281	8.81252	0.000470864	1.66392
282	8.81252	0.000468485	1.67693
283	8.81252	0.000466118	1.68997
284	8.81252	0.000463763	1.70303
285	8.81252	0.000461421	1.71612
286	8.81252	0.00045909	1.72923
287	8.81253	0.000456772	1.74237
288	8.81253	0.000454465	1.75553
289	8.81253	0.00045217	1.76871
290	8.81253	0.000449886	1.78192
291	8.81253	0.000447615	1.79514
292	8.81253	0.000445355	1.8084
293	8.81253	0.000443106	1.82167
294	8.81253	0.000440869	1.83497
295	8.81253	0.000438644	1.84828
296	8.81253	0.00043643	1.86162
297	8.81253	0.000434227	1.87498
298	8.81253	0.000432035	1.88836
299	8.81253	0.000429855	1.90176
300	8.81253	0.000427686	1.91519
301	8.81253	0.000425527	1.92863
302	8.81253	0.00042338	1.94209
303	8.81253	0.000421244	1.95556
304	8.81254	0.000419119	1.96906
305	8.81254	0.000417004	1.98258
306	8.81254	0.000414901	1.99611
307	8.81254	0.000412808	2.00966
308	8.81254	0.000410725	2.02323
309	8.81254	0.000408654	2.03682
310	8.81254	0.000406593	2.05042
311	8.81254	0.000404542	2.06404
312	8.81254	0.000402502	2.07768
313	8.81254	0.000400472	2.09133
314	8.81254	0.000398453	2.105
315	8.81254	0.000396444	2.11868
316	8.81255	0.000394445	2.13238
317	8.81255	0.000392456	2.1461
318	8.81255	0.000390478	2.15983
319	8.81255	0.000388509	2.17357
320	8.81255	0.000386551	2.18732
321	8.81255	0.000384602	2.20109
322	8.81255	0.000382664	2.21488
323	8.81255	0.000380735	2.22868
324	8.81255	0.000378816	2.24249
325	8.81256	0.000376907	2.25631
326	8.81256	0.000375008	2.27014
327	8.81256	0.000373118	2.28399
328	8.81256	0.000371238	2.29785
329	8.81256	0.000369368	2.31172
330	8.81256	0.000367507	2.3256
331	8.81256	0.000365655	2.33949
332	8.81256	0.000363813	2.35339
333	8.81257	0.000361981	2.36731
334	8.81257	0.000360157	2.38123
335	8.81257	0.000358343	2.39517
336	8.81257	0.000356538	2.40911
337	8.81257	0.000354743	2.42306
338	8.81257	0.000352956	2.43702
339	8.81257	0.000351179	2.45099
340	8.81258	0.00034941	2.46497
341	8.81258	0.000347651	2.47896
342	8.81258	0.0003459	2.49296
343	8.81258	0.000344159	2.50696
344	8.81258	0.000342426	2.52097
345	8.81258	0.000340702	2.53499
346	8.81259	0.000338987	2.54902
347	8.81259	0.00033728	2.56305
348	8.81259	0.000335582	2.57709
349	8.81259	0.000333893	2.59113
350	8.81259	0.000332213	2.60519
351	8.81259	0.00033054	2.61924
352	8.8126	0.000328877	2.63331
353	8.8126	0.000327222	2.64738
354	8.8126	0.000325575	2.66145
355	8.8126	0.000323937	2.67553
356	8.8126	0.000322307	2.68962
357	8.81261	0.000320685	2.7037
358	8.81261	0.000319071	2.7178
359	8.81261	0.000317466	2.73189
360	8.81261	0.000315869	2.74599
361	8.81261	0.00031428	2.7601
362	8.81262	0.000312699	2.77421
363	8.81262	0.000311126	2.78832
364	8.81262	0.000309561	2.80243
365	8.81262	0.000308003	2.81655
366	8.81263	0.000306454	2.83067
367	8.81263	0.000304913	2.84479
368	8.81263	0.000303379	2.85891
369	8.81263	0.000301854	2.87304
370	8.81264	0.000300336	2.88717
371	8.81264	0.000298825	2.90129
372	8.81264	0.000297323	2.91542
373	8.81264	0.000295828	2.92956
374	8.81265	0.00029434	2.94369
375	8.81265	0.00029286	2.95782
376	8.81265	0.000291388	2.97195
377	8.81265	0.000289923	2.98609
378	8.81266	0.000288465	3.00022
379	8.81266	0.000287015	3.01435
380	8.81266	0.000285572	3.02848
381	8.81266	0.000284137	3.04262
382	8.81267	0.000282709	3.05675
383	8.81267	0.000281288	3.07088
384	8.81267	0.000279874	3.08501
385	8.81268	0.000278467	3.09914
386	8.81268	0.000277068	3.11326
387	8.81268	0.000275675	3.12739
388	8.81268	0.00027429	3.14151
389	8.81269	0.000272912	3.15563
390	8.81269	0.00027154	3.16975
391	8.81269	0.000270176	3.18386
392	8.8127	0.000268818	3.19798
393	8.8127	0.000267468	3.21209
394	8.8127	0.000266124	3.2262
395	8.81271	0.000264787	3.2403
396	8.81271	0.000263457	3.2544
397	8.81271	0.000262133	3.2685
398	8.81272	0.000260816	3.28259
399	8.81272	0.000259506	3.29668
400	8.81272	0.000258203	3.31077
401	8.81273	0.000256906	3.32485
402	8.81273	0.000255615	3.33893
403	8.81273	0.000254331	3.353
404	8.81274	0.000253054	3.36707
405	8.81274	0.000251783	3.38113
406	8.81274	0.000250519	3.39519
407	8.81275	0.000249261	3.40924
408	8.81275	0.000248009	3.42329
409	8.81275	0.000246763	3.43733
410	8.81276	0.000245524	3.45137
411	8.81276	0.000244291	3.4654
412	8.81277	0.000243065	3.47943
413	8.81277	0.000241844	3.49344
414	8.81277	0.00024063	3.50746
415	8.81278	0.000239422	3.52146
416	8.81278	0.00023822	3.53546
417	8.81279	0.000237024	3.54945
418	8.81279	0.000235834	3.56344
419	8.81279	0.00023465	3.57742
420	8.8128	0.000233473	3.59139
421	8.8128	0.000232301	3.60535
422	8.81281	0.000231135	3.61931
423	8.81281	0.000229975	3.63326
424	8.81282	0.00022882	3.6472
425	8.81282	0.000227672	3.66113
426	8.81282	0.000226529	3.67506
427	8.81283	0.000225392	3.68897
428	8.81283	0.000224261	3.70288
429	8.81284	0.000223136	3.71678
430	8.81284	0.000222016	3.73067
431	8.81285	0.000220902	3.74455
432	8.81285	0.000219794	3.75843
433	8.81286	0.000218691	3.77229
434	8.81286	0.000217593	3.78615
435	8.81287	0.000216502	3.79999
436	8.81287	0.000215415	3.81383
437	8.81288	0.000214335	3.82766
438	8.81288	0.000213259	3.84148
439	8.81289	0.000212189	3.85528
440	8.81289	0.000211125	3.86908
441	8.8129	0.000210066	3.88287
442	8.8129	0.000209012	3.89665
443	8.81291	0.000207964	3.91041
444	8.81291	0.00020692	3.92417
445	8.81292	0.000205883	3.93792
446	8.81292	0.00020485	3.95165
447	8.81293	0.000203822	3.96538
448	8.81293	0.0002028	3.97909
449	8.81294	0.000201783	3.99279
450	8.81294	0.000200771	4.00649
451	8.81295	0.000199764	4.02017
452	8.81295	0.000198762	4.03384
453	8.81296	0.000197766	4.04749
454	8.81296	0.000196774	4.06114
455	8.81297	0.000195787	4.07478
456	8.81298	0.000194805	4.0884
457	8.81298	0.000193829	4.10201
458	8.81299	0.000192857	4.11561
459	8.81299	0.00019189	4.1292
460	8.813	0.000190928	4.14277
461	8.813	0.00018997	4.15633
462	8.81301	0.000189018	4.16988
463	8.81302	0.00018807	4.18342
464	8.81302	0.000187127	4.19695
465	8.81303	0.000186189	4.21046
466	8.81303	0.000185256	4.22396
467	8.81304	0.000184327	4.23744
468	8.81305	0.000183403	4.25092
469	8.81305	0.000182484	4.26438
470	8.81306	0.000181569	4.27782
471	8.81307	0.000180659	4.29126
472	8.81307	0.000179754	4.30468
473	8.81308	0.000178853	4.31809
474	8.81309	0.000177956	4.33148
475	8.81309	0.000177064	4.34486
476	8.8131	0.000176177	4.35822
477	8.8131	0.000175294	4.37158
478	8.81311	0.000174415	4.38491
479	8.81312	0.000173541	4.39824
480	8.81312	0.000172672	4.41155
481	8.81313	0.000171806	4.42484
482	8.81314	0.000170945	4.43812
483	8.81315	0.000170089	4.45139
484	8.81315	0.000169237	4.46464
485	8.81316	0.000168389	4.47788
486	8.81317	0.000167545	4.4911
487	8.81317	0.000166705	4.50431
488	8.81318	0.00016587	4.51751
489	8.81319	0.000165039	4.53069
490	8.8132	0.000164212	4.54385
491	8.8132	0.000163389	4.557
492	8.81321	0.000162571	4.57013
493	8.81322	0.000161756	4.58325
494	8.81322	0.000160946	4.59635
495	8.81323	0.00016014	4.60944
496	8.81324	0.000159338	4.62251
497	8.81325	0.000158539	4.63557
498	8.81325	0.000157745	4.64861
499	8.81326	0.000156955	4.66164
500	8.81327	0.000156169	4.67465
501	8.81328	0.000155387	4.68764
502	8.81329	0.000154608	4.70062
503	8.81329	0.000153834	4.71358
504	8.8133	0.000153063	4.72653
505	8.81331	0.000152297	4.73946
506	8.81332	0.000151534	4.75237
507	8.81333	0.000150775	4.76527
508	8.81333	0.00015002	4.77815
509	8.81334	0.000149269	4.79102
510	8.81335	0.000148521	4.80387
511	8.81336	0.000147777	4.8167
512	8.81337	0.000147037	4.82952
513	8.81338	0.000146301	4.84232
514	8.81338	0.000145568	4.8551
515	8.81339	0.000144839	4.86787
516	8.8134	0.000144114	4.88062
517	8.81341	0.000143393	4.89335
518	8.81342	0.000142675	4.90606
519	8.81343	0.00014196	4.91876
520	8.81344	0.000141249	4.93144
521	8.81344	0.000140542	4.94411
522	8.81345	0.000139838	4.95676
523	8.81346	0.000139138	4.96939
524	8.81347	0.000138442	4.982
525	8.81348	0.000137749	4.9946
526	8.81349	0.000137059	5.00717
527	8.8135	0.000136373	5.01974
528	8.81351	0.00013569	5.03228
529	8.81352	0.000135011	5.04481
530	8.81353	0.000134335	5.05731
531	8.81353	0.000133662	5.0698
532	8.81354	0.000132993	5.08228
533	8.81355	0.000132328	5.09473
534	8.81356	0.000131665	5.10717
535	8.81357	0.000131006	5.11959
536	8.81358	0.00013035	5.13199
537	8.81359	0.000129698	5.14438
538	8.8136	0.000129049	5.15675
539	8.81361	0.000128403	5.16909
540	8.81362	0.00012776	5.18142
541	8.81363	0.000127121	5.19374
542	8.81364	0.000126484	5.20603
543	8.81365	0.000125851	5.21831
544	8.81366	0.000125222	5.23056
545	8.81367	0.000124595	5.2428
546	8.81368	0.000123971	5.25503
547	8.81369	0.000123351	5.26723
548	8.8137	0.000122734	5.27941
549	8.81371	0.000122119	5.29158
550	8.81372	0.000121508	5.30373
551	8.81373	0.0001209	5.31586
552	8.81374	0.000120295	5.32797
553	8.81375	0.000119693	5.34006
554	8.81376	0.000119094	5.35213
555	8.81377	0.000118498	5.36419
556	8.81378	0.000117905	5.37622
557	8.8138	0.000117315	5.38824
558	8.81381	0.000116728	5.40024
559	8.81382	0.000116144	5.41222
560	8.81383	0.000115563	5.42418
561	8.81384	0.000114985	5.43612
562	8.81385	0.00011441	5.44805
563	8.81386	0.000113837	5.45995
564	8.81387	0.000113268	5.47184
565	8.81388	0.000112701	5.4837
566	8.81389	0.000112137	5.49555
567	8.81391	0.000111576	5.50738
568	8.81392	0.000111018	5.51919
569	8.81393	0.000110463	5.53098
570	8.81394	0.00010991	5.54275
571	8.81395	0.00010936	5.5545
572	8.81396	0.000108813	5.56623
573	8.81397	0.000108269	5.57795
574	8.81399	0.000107727	5.58964
575	8.814	0.000107188	5.60132
576	8.81401	0.000106652	5.61297
577	8.81402	0.000106119	5.62461
578	8.81403	0.000105588	5.63622
579	8.81404	0.00010506	5.64782
580	8.81406	0.000104534	5.6594
581	8.81407	0.000104011	5.67096
582	8.81408	0.000103491	5.6825
583	8.81409	0.000102973	5.69402
584	8.8141	0.000102458	5.70552
585	8.81412	0.000101946	5.717
586	8.81413	0.000101436	5.72846
587	8.81414	0.000100929	5.7399
588	8.81415	0.000100424	5.75132
589	8.81417	9.99217e-05	5.76272
590	8.81418	9.9422e-05	5.7741
591	8.81419	9.89248e-05	5.78547
592	8.8142	9.843e-05	5.79681
593	8.81422	9.79378e-05	5.80813
594	8.81423	9.7448e-05	5.81944
595	8.81424	9.69607e-05	5.83072
596	8.81425	9.64758e-05	5.84198
597	8.81427	9.59933e-05	5.85323
598	8.81428	9.55133e-05	5.86445
599	8.81429	9.50357e-05	5.87566
600	8.81431	9.45604e-05	5.88684
601	8.81432	9.40876e-05	5.898
602	8.81433	9.36171e-05	5.90915
603	8.81435	9.3149e-05	5.92027
604	8.81436	9.26832e-05	5.93138
605	8.81437	9.22198e-05	5.94246
606	8.81439	9.17587e-05	5.95353
607	8.8144	9.12999e-05	5.96457
608	8.81441	9.08434e-05	5.9756
609	8.81443	9.03891e-05	5.9866
610	8.81444	8.99372e-05	5.99759
611	8.81445	8.94875e-05	6.00855
612	8.81447	8.90401e-05	6.0195
613	8.81448	8.85949e-05	6.03042
614	8.8145	8.8152e-05	6.04133
615	8.81451	8.77113e-05	6.05221
616	8.81452	8.72727e-05	6.06308
617	8.81454	8.68364e-05	6.07392
618	8.81455	8.64023e-05	6.08475
619	8.81457	8.59703e-05	6.09555
620	8.81458	8.55405e-05	6.10634
621	8.81459	8.51129e-05	6.1171
622	8.81461	8.46874e-05	6.12784
623	8.81462	8.4264e-05	6.13857
624	8.81464	8.38428e-05	6.14927
625	8.81465	8.34237e-05	6.15996
626	8.81467	8.30066e-05	6.17062
627	8.81468	8.25917e-05	6.18126
628	8.8147	8.21788e-05	6.19188
629	8.81471	8.1768e-05	6.20249
630	8.81473	8.13593e-05	6.21307
631	8.81474	8.09526e-05	6.22363
632	8.81476	8.05479e-05	6.23417
633	8.81477	8.01453e-05	6.24469
634	8.81479	7.97447e-05	6.2552
635	8.8148	7.93461e-05	6.26568
636	8.81482	7.89495e-05	6.27614
637	8.81483	7.85549e-05	6.28658
638	8.81485	7.81622e-05	6.297
639	8.81486	7.77716e-05	6.3074
640	8.81488	7.73828e-05	6.31778
641	8.81489	7.69961e-05	6.32814
642	8.81491	7.66112e-05	6.33848
643	8.81492	7.62283e-05	6.3488
644	8.81494	7.58473e-05	6.3591
645	8.81495	7.54683e-05	6.36937
646	8.81497	7.50911e-05	6.37963
647	8.81499	7.47158e-05	6.38987
648	8.815	7.43424e-05	6.40009
649	8.81502	7.39708e-05	6.41028
650	8.81503	7.36012e-05	6.42046
651	8.81505	7.32333e-05	6.43062
652	8.81507	7.28673e-05	6.44075
653	8.81508	7.25032e-05	6.45087
654	8.8151	7.21408e-05	6.46096
655	8.81511	7.17803e-05	6.47104
656	8.81513	7.14216e-05	6.48109
657	8.81515	7.10647e-05	6.49113
658	8.81516	7.07096e-05	6.50114
659	8.81518	7.03562e-05	6.51114
660	8.8152	7.00046e-05	6.52111
661	8.81521	6.96548e-05	6.53106
662	8.81523	6.93067e-05	6.541
663	8.81525	6.89604e-05	6.55091
664	8.81526	6.86158e-05	6.5608
665	8.81528	6.82729e-05	6.57067
666	8.8153	6.79318e-05	6.58053
667	8.81531	6.75924e-05	6.59036
668	8.81533	6.72546e-05	6.60017
669	8.81535	6.69186e-05	6.60996
670	8.81536	6.65842e-05	6.61973
671	8.81538	6.62515e-05	6.62948
672	8.8154	6.59204e-05	6.63921
673	8.81542	6.55911e-05	6.64892
674	8.81543	6.52633e-05	6.65861
675	8.81545	6.49373e-05	6.66828
676	8.81547	6.46128e-05	6.67792
677	8.81549	6.429e-05	6.68755
678	8.8155	6.39688e-05	6.69716
679	8.81552	6.36491e-05	6.70675
680	8.81554	6.33311e-05	6.71632
681	8.81556	6.30147e-05	6.72586
682	8.81557	6.26999e-05	6.73539
683	8.81559	6.23866e-05	6.7449
684	8.81561	6.20749e-05	6.75438
685	8.81563	6.17648e-05	6.76385
686	8.81565	6.14562e-05	6.7733
687	8.81566	6.11492e-05	6.78272
688	8.81568	6.08437e-05	6.79213
689	8.8157	6.05397e-05	6.80151
690	8.81572	6.02373e-05	6.81088
691	8.81574	5.99364e-05	6.82022
692	8.81576	5.96369e-05	6.82955
693	8.81577	5.9339e-05	6.83885
694	8.81579	5.90426e-05	6.84814
695	8.81581	5.87476e-05	6.8574
696	8.81583	5.84541e-05	6.86665
697	8.81585	5.81621e-05	6.87587
698	8.81587	5.78716e-05	6.88507
699	8.81589	5.75825e-05	6.89426
700	8.8159	5.72948e-05	6.90342
701	8.81592	5.70086e-05	6.91256
702	8.81594	5.67238e-05	6.92169
703	8.81596	5.64405e-05	6.93079
704	8.81598	5.61586e-05	6.93987
705	8.816	5.5878e-05	6.94894
706	8.81602	5.55989e-05	6.95798
707	8.81604	5.53212e-05	6.967
708	8.81606	5.50449e-05	6.976
709	8.81608	5.47699e-05	6.98499
710	8.8161	5.44963e-05	6.99395
711	8.81612	5.42241e-05	7.00289
712	8.81614	5.39533e-05	7.01182
713	8.81616	5.36838e-05	7.02072
714	8.81618	5.34156e-05	7.0296
715	8.81619	5.31488e-05	7.03846
716	8.81621	5.28834e-05	7.04731
717	8.81623	5.26192e-05	7.05613
718	8.81625	5.23564e-05	7.06493
719	8.81627	5.20949e-05	7.07371
720	8.81629	5.18347e-05	7.08248
721	8.81631	5.15758e-05	7.09122
722	8.81633	5.13182e-05	7.09994
723	8.81635	5.10619e-05	7.10865
724	8.81638	5.08069e-05	7.11733
725	8.8164	5.05531e-05	7.12599
726	8.81642	5.03006e-05	7.13464
727	8.81644	5.00494e-05	7.14326
728	8.81646	4.97994e-05	7.15186
729	8.81648	4.95507e-05	7.16045
730	8.8165	4.93032e-05	7.16901
731	8.81652	4.9057e-05	7.17756
732	8.81654	4.8812e-05	7.18608
733	8.81656	4.85682e-05	7.19459
734	8.81658	4.83257e-05	7.20307
735	8.8166	4.80843e-05	7.21154
736	8.81662	4.78442e-05	7.21998
737	8.81664	4.76052e-05	7.22841
738	8.81666	4.73675e-05	7.23681
739	8.81669	4.71309e-05	7.2452
740	8.81671	4.68956e-05	7.25357
741	8.81673	4.66614e-05	7.26191
742	8.81675	4.64284e-05	7.27024
743	8.81677	4.61965e-05	7.27855
744	8.81679	4.59658e-05	7.28684
745	8.81681	4.57362e-05	7.29511
746	8.81684	4.55079e-05	7.30336
747	8.81686	4.52806e-05	7.31158
748	8.81688	4.50545e-05	7.31979
