"T","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,145,98,4,6,4,4,4,0,10,0,486,145,0,0,0,0,0,3,2,9,3.5,3,7,0,0,17,7,101,2,6,400,17,5,22,0,2,30,2,6,226,0,20,6,520,520,0,14,3,3,0,2,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,1,1,2,1,2
1.,50,147,96,0,5,5,1,4,3,10,0,486,147,0,0,0,0,0,1.5,3,3,2,1,4,0,0,9,6,102,1,7,400,9,4,13,0,1,30,2,11,226,0,23,11,511,511,0,13,4,4,0,4,662,538,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
2.,48,146,95,3,9,7,1,2,3,16,0,482,146,0,0,0,0,0,2,3,3,2,0,6,0,0,10,4,104,0,8,400,10,1,11,0,4,30,1,6,228,0,28,6,501,501,2,14,3,3,0,3,662,538,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
3.,48,146,97,1,8,4,6,2,2,12,0,486,146,0,0,0,0,0,2.5,5,9,4.5,1,9,0,0,19,3,105,1,7,400,19,5,24,0,7,30,2,8,226,0,23,8,507,507,0,17,1,1,0,1,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
4.,48,146,98,3,4,4,6,4,0,8,0,488,146,0,0,0,0,0,3.5,2,3,2,1,7,0,0,12,3,105,1,7,400,12,5,17,0,5,30,3,6,227,0,27,6,496,496,1,13,4,4,0,3,670,530,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
5.,47,147,97,5,5,5,3,2,1,10,0,488,147,0,0,0,0,0,2.5,1,3,1,1,6,0,0,9,4,104,1,7,400,9,5,14,0,6,30,1,3,226,0,31,3,496,496,0,17,2,2,0,2,674,526,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
6.,49,147,94,2,6,8,0,4,4,14,0,482,147,0,0,0,0,0,3,3,5,3,1,7,0,0,14,8,100,0,8,400,14,8,22,0,4,30,0,8,226,0,29,8,494,494,2,15,4,4,0,2,674,526,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
7.,48,144,95,3,10,8,4,4,2,18,0,478,144,0,0,0,0,0,3.5,1,6,4,1,5,0,0,14,8,100,2,6,400,14,6,20,1,4,30,0,12,225,0,32,12,490,490,0,16,3,3,0,2,673,527,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
8.,48,149,96,2,4,5,2,1,3,9,0,490,149,0,0,0,0,0,4.5,1,8,2,1,13,0,0,18,10,98,2,6,400,18,6,24,1,5,30,0,9,226,0,26,9,497,497,0,15,3,3,0,2,669,531,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
9.,48,150,94,1,3,8,3,1,4,11,0,488,150,0,0,0,0,0,2.5,0,9,2.5,1,8,0,0,14,11,97,2,6,400,14,4,18,0,2,30,0,16,224,0,32,16,487,487,0,15,3,3,0,2,669,531,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
10.,48,148,97,2,2,4,6,4,2,6,0,490,148,0,0,0,0,0,4.5,3,9,3.5,0,14,0,0,21,9,99,1,7,400,21,10,31,0,5,30,0,9,225,0,28,9,466,466,0,20,0,0,0,0,670,530,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
11.,49,144,96,2,8,7,4,5,1,15,0,480,144,0,0,0,0,0,3.5,1,11,3,4,9,0,0,19,10,98,3,5,400,19,9,28,0,4,30,0,13,231,0,26,12,493,493,0,19,0,0,0,0,669,531,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
12.,48,148,94,3,1,8,5,7,4,9,0,484,148,0,0,0,0,0,3,1,6,1,0,11,0,0,13,10,98,1,7,400,13,5,18,1,5,30,0,9,235,0,22,9,509,509,1,12,1,1,0,1,662,538,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
13.,49,147,97,2,4,5,2,3,1,9,0,488,147,0,0,0,0,0,2.5,0,8,3.5,0,6,0,0,13,11,97,1,7,400,13,7,20,0,2,30,0,7,237,0,28,6,497,497,1,17,4,4,0,2,663,537,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
14.,49,147,97,1,4,4,4,4,2,8,0,488,147,0,0,0,0,0,1,0,10,3,0,6,0,0,12,11,97,1,7,400,12,7,19,0,1,30,1,8,239,0,21,8,486,486,0,15,4,4,0,3,653,547,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
15.,49,147,96,1,3,8,5,3,0,11,0,486,147,0,0,0,0,0,2.5,0,6,1,0,9,0,0,11,9,99,0,8,400,11,3,14,0,3,30,0,5,239,0,28,5,496,496,0,10,4,4,0,4,649,551,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
16.,49,146,97,2,5,6,3,3,0,11,0,486,146,0,0,0,0,0,3.5,2,4,2.5,1,7,0,0,13,6,102,1,7,400,13,4,17,0,8,30,1,8,240,0,31,7,494,494,1,16,1,1,0,1,650,550,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
17.,50,142,96,1,10,8,4,6,0,18,0,476,142,0,0,0,0,0,3,1,7,1.5,0,11,0,0,14,8,100,1,7,400,14,7,21,0,1,30,1,6,239,0,29,6,480,480,1,12,1,1,0,1,648,552,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
