"T","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,145,98,4,6,4,4,4,0,10,0,486,145,0,0,0,0,0,3,2,9,3.5,3,7,0,0,17,7,101,2,6,400,17,5,22,0,2,30,2,6,226,0,20,6,520,520,0,14,3,3,0,2,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
1.,48,146,98,3,6,4,4,2,0,10,0,488,146,0,0,0,0,0,2,3,5,3,1,5,0,0,12,8,100,0,8,400,12,5,17,32,107,30,7,780,590,1,20,778,1554,1554,0,15,39,39,0,33,667,533,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
2.,48,147,97,2,5,5,5,2,1,10,0,488,147,0,0,0,0,0,4.5,2,7,4,1,9,0,0,18,10,98,2,8,400,18,4,22,26,106,30,17,780,809,1,24,779,1575,1575,2,9,40,40,0,34,667,533,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
3.,49,144,98,2,10,3,2,3,1,13,0,484,144,0,0,0,0,0,4,2,4,2.5,1,8,0,0,14,14,94,8,12,400,14,5,19,28,179,30,9,767,937,4,26,767,1574,1574,3,14,38,38,0,36,663,537,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
4.,49,148,97,2,3,4,1,3,2,7,0,490,148,0,0,0,0,0,4.5,2,5,3.5,2,7,0,0,16,23,85,11,15,400,16,2,18,28,171,30,14,790,1072,6,12,790,1573,1573,0,13,39,39,0,35,663,537,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
5.,48,148,97,3,3,5,3,2,1,8,0,490,148,0,0,0,0,0,4,0,5,2.5,0,8,0,0,13,36,72,14,14,400,13,5,18,4,18,30,10,110,1115,6,13,110,1498,1498,0,12,32,32,0,26,663,537,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
6.,50,144,97,1,6,6,4,6,0,12,0,482,144,0,0,0,0,0,7,2,3,6.5,3,3,0,0,19,41,67,13,14,400,19,7,26,2,14,30,13,49,1129,6,10,49,1368,1368,0,19,22,22,0,18,659,541,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
7.,47,145,96,4,8,7,6,3,1,15,0,482,145,0,0,0,0,0,4.5,5,6,6,1,7,0,0,20,44,64,16,15,400,20,0,20,1,9,30,20,38,1134,6,5,37,1274,1274,1,19,19,19,0,16,655,545,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
8.,46,145,97,5,9,2,7,5,4,11,0,484,145,0,0,0,0,0,4,5,1,4.5,2,3,0,0,14,46,62,18,11,400,14,3,17,0,6,30,16,26,1139,6,7,25,1158,1158,1,7,17,17,0,13,656,544,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
9.,49,147,97,2,4,3,2,5,3,7,0,488,147,0,0,0,0,0,4,5,4,5,6,1,0,0,17,48,60,14,14,400,17,2,19,0,7,30,12,24,1143,6,1,23,1086,1086,0,10,10,10,0,10,656,544,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
