"T","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,145,98,4,6,4,4,4,0,10,0,486,145,0,0,0,0,0,3,2,9,3.5,3,7,0,0,17,7,101,2,6,400,17,5,22,0,2,30,2,6,226,0,20,6,520,520,0,14,3,3,0,2,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
1.,50,146,97,1,4,4,2,6,2,8,0,486,146,0,0,0,0,0,2.5,3,4,3,2,4,0,0,12,7,101,1,7,400,12,7,19,0,2,30,3,7,225,0,18,7,519,519,1,14,7,7,0,5,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
2.,47,145,98,4,9,3,5,2,1,12,0,486,145,0,0,0,0,0,3.5,6,2,3.5,3,5,0,0,15,6,102,3,5,400,15,4,19,0,4,30,1,10,227,0,23,10,516,516,0,11,6,6,0,5,661,539,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,2,1,2
3.,47,147,97,3,4,3,8,5,3,7,0,488,147,0,0,0,0,0,3.5,2,4,3,3,4,0,0,13,8,100,1,7,400,13,6,19,0,6,30,2,8,226,0,33,8,490,490,1,17,4,4,0,4,667,533,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,2,1,2
4.,48,147,95,2,7,6,3,3,4,13,0,484,147,0,0,0,0,0,4.5,2,4,3.5,4,4,0,0,15,10,98,2,6,400,15,5,20,0,3,30,2,6,226,0,21,6,498,498,2,19,3,3,0,3,663,537,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,2,1,2
5.,48,147,97,2,5,4,5,3,2,9,0,488,147,0,0,0,0,0,4.5,1,6,3.5,2,7,0,0,16,12,96,1,7,400,16,5,21,0,8,30,1,6,224,0,30,5,497,497,0,12,3,3,0,3,667,533,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
6.,49,145,98,0,7,4,7,3,0,11,0,486,145,0,0,0,0,0,3.5,3,7,4.5,1,7,0,0,17,12,96,2,6,400,17,4,21,0,4,30,4,6,223,0,30,6,494,494,1,14,5,5,0,5,665,535,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
7.,49,147,97,2,4,4,2,4,2,8,0,488,147,0,0,0,0,0,5,2,5,4,1,8,0,0,17,10,98,1,7,400,17,7,24,0,7,30,5,12,225,0,28,11,491,491,0,19,2,2,0,1,657,543,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
8.,48,148,97,2,3,4,5,3,2,7,0,490,148,0,0,0,0,0,3,0,6,1.5,3,6,0,0,12,12,96,2,6,400,12,7,19,1,8,30,2,9,225,0,29,9,493,493,1,14,6,6,0,6,663,537,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
9.,48,148,97,1,6,3,4,1,3,9,0,490,148,0,0,0,0,0,3.5,1,7,2,2,9,0,0,15,13,95,1,7,400,15,6,21,0,3,30,1,12,224,0,22,12,497,497,0,17,4,4,0,4,660,540,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
