"T","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,145,98,4,6,4,4,4,0,10,0,486,145,0,0,0,0,0,3,2,9,3.5,3,7,0,0,17,7,101,2,6,400,17,5,22,0,2,30,2,6,226,0,20,6,520,520,0,14,3,3,0,2,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,1,1,2,1,2
1.,49,146,98,2,5,4,3,3,0,9,0,488,146,0,0,0,0,0,4.5,3,7,3.5,4,8,0,0,19,9,99,0,8,400,19,3,22,0,3,30,2,6,226,0,23,5,510,510,0,20,1,1,0,1,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
2.,49,147,97,2,5,4,1,3,2,9,0,488,147,0,0,0,0,0,2.5,1,7,1.5,2,8,0,0,13,9,99,0,7,400,13,9,22,0,1,30,1,3,226,0,27,3,497,497,2,14,5,5,0,2,665,535,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
3.,49,147,98,2,3,4,3,3,0,7,0,490,147,0,0,0,0,0,2.5,1,6,2.5,1,6,0,0,12,8,100,2,6,400,12,5,17,0,7,30,0,8,227,0,24,8,482,482,0,13,1,1,0,1,657,543,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
4.,49,147,96,2,4,5,2,5,3,9,0,486,147,0,0,0,0,0,3.5,0,5,3.5,1,4,0,0,12,8,100,1,7,400,12,7,19,0,7,30,0,8,226,0,23,8,487,487,0,16,2,2,0,1,660,540,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
5.,49,145,96,2,8,4,2,6,4,12,0,482,145,0,0,0,0,0,2,1,9,4,1,5,0,0,14,5,103,1,7,400,14,3,17,0,6,30,2,3,228,0,30,3,488,488,0,15,4,4,0,4,656,544,0,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
6.,47,149,95,3,5,6,3,1,4,11,0,488,149,0,0,0,0,0,3.5,2,6,2.5,1,9,0,0,15,5,103,1,7,400,15,5,20,0,5,30,1,11,230,0,25,11,481,481,1,9,3,3,0,3,657,543,0,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
7.,48,149,95,2,5,4,1,3,6,9,0,488,149,0,0,0,0,0,2,1,8,1,2,9,0,0,13,6,102,0,8,400,13,3,16,0,2,30,0,8,230,0,30,8,477,477,0,18,3,3,0,3,648,552,0,498,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
8.,48,150,96,1,3,3,3,2,5,6,0,492,150,0,0,0,0,0,3.5,1,8,2,1,11,0,0,16,6,102,3,5,400,16,4,20,0,3,30,6,14,229,0,33,14,472,472,0,13,0,0,0,0,652,548,0,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
9.,48,147,98,1,6,2,6,2,2,8,0,490,147,0,0,0,0,0,3,1,12,3,0,13,0,0,19,7,101,1,7,400,19,5,24,0,2,30,1,5,230,0,28,5,460,460,2,15,1,1,0,0,654,546,0,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
10.,47,147,97,2,7,4,7,1,2,11,0,488,147,0,0,0,0,0,3.5,1,9,2,1,12,0,0,17,7,101,1,7,400,17,5,22,0,1,30,3,4,229,0,26,4,471,471,0,15,4,4,0,3,649,551,0,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
11.,47,145,96,4,11,5,3,2,3,16,0,482,145,0,0,0,0,0,2,0,11,2.5,2,8,0,0,15,8,100,3,5,400,15,5,20,0,3,30,5,14,234,0,25,13,466,466,0,10,4,4,0,4,653,547,0,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
12.,48,148,96,2,6,2,2,4,6,8,0,488,148,0,0,0,0,0,1.5,1,10,3,2,6,0,0,14,8,100,2,6,400,14,3,17,0,4,30,3,6,237,0,32,5,482,482,1,17,3,3,0,3,648,552,0,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
13.,49,146,95,0,9,6,3,3,4,15,0,482,146,0,0,0,0,0,1,1,6,1.5,1,5,0,0,9,7,101,1,7,400,9,3,12,0,6,30,2,7,235,0,35,7,498,498,0,16,2,2,0,2,647,553,0,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
