"T","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,145,98,4,6,4,4,4,0,10,0,486,145,0,0,0,0,0,3,2,9,3.5,3,7,0,0,17,7,101,2,6,400,17,5,22,0,2,30,2,6,226,0,20,6,520,520,0,14,3,3,0,2,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
1.,50,147,98,2,2,4,0,4,0,6,0,490,147,0,0,0,0,0,3,2,8,3,2,8,0,0,16,7,101,3,5,400,16,6,22,0,8,30,1,9,227,0,29,9,513,513,0,20,6,6,0,5,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
2.,49,146,97,4,4,4,0,6,2,8,0,486,146,0,0,0,0,0,3,4,7,5,1,6,0,0,17,8,100,0,8,400,17,5,22,0,5,30,3,9,227,0,30,9,508,508,2,17,5,5,0,4,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,2,1,2
3.,50,146,94,0,5,10,3,5,2,15,0,480,146,0,0,0,0,0,4,1,7,2.5,1,10,0,0,16,8,100,3,5,400,16,8,24,0,3,30,3,14,227,0,25,14,509,509,0,23,4,4,0,4,666,534,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,25,25,1,1,2,1,2
4.,47,145,97,4,7,4,7,5,2,11,0,484,145,0,0,0,0,0,5,0,6,3.5,2,7,0,0,16,10,98,0,8,400,16,3,19,1,4,30,1,10,229,0,23,9,512,512,0,10,3,3,0,3,670,530,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,25,25,1,1,2,1,2
5.,48,147,97,3,4,4,4,4,2,8,0,488,147,0,0,0,0,0,1,2,8,3.5,1,4,0,0,12,11,97,2,6,400,12,7,19,0,6,30,4,9,227,0,29,9,518,518,0,11,8,8,0,4,666,534,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,26,25,25,1,1,2,1,2
6.,47,148,95,4,4,9,4,1,1,13,0,486,148,0,0,0,0,0,2.5,1,3,1.5,0,6,0,0,9,11,97,0,8,400,9,4,13,0,4,30,2,10,227,0,27,10,509,509,2,15,6,6,0,4,668,532,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,26,25,25,1,1,2,1,2
7.,48,149,95,1,5,4,3,3,6,9,0,488,149,0,0,0,0,0,3.5,2,3,2.5,1,6,0,0,12,11,97,1,7,400,12,7,19,0,5,30,5,10,226,0,25,10,501,501,1,14,3,3,0,2,671,529,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,26,25,25,1,1,2,1,2
8.,47,149,96,2,6,2,4,2,6,8,0,490,149,0,0,0,0,0,3,1,2,3,0,3,0,0,9,12,96,1,7,400,9,5,14,0,6,30,5,12,226,0,24,12,490,490,1,13,3,3,0,1,671,529,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,26,25,25,1,1,2,1,2
9.,49,149,96,0,3,6,3,1,2,9,0,490,149,0,0,0,0,0,4,1,5,3,3,5,0,0,14,11,97,2,6,400,14,3,17,0,3,30,4,15,229,0,24,15,489,489,2,11,2,2,0,2,671,529,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,26,25,25,1,1,2,1,2
