"T","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,145,98,4,6,4,4,4,0,10,0,486,145,0,0,0,0,0,3,2,9,3.5,3,7,0,0,17,7,101,2,6,400,17,5,22,0,2,30,2,6,226,0,20,6,520,520,0,14,3,3,0,2,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,1,1,2,1,2
1.,47,147,99,5,5,1,3,2,1,6,0,492,147,0,0,0,0,0,4,1,5,4.5,1,4,0,0,14,7,101,0,8,400,14,3,17,0,7,30,2,9,225,0,28,9,494,494,0,10,3,3,0,3,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
2.,49,146,97,2,6,4,2,4,2,10,0,486,146,0,0,0,0,0,3,1,5,2.5,0,7,0,0,12,6,102,0,8,400,12,8,20,0,3,30,0,8,228,0,32,8,486,486,1,16,7,7,0,6,658,542,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
3.,49,147,96,1,5,5,3,4,3,10,0,486,147,0,0,0,0,0,1.5,5,5,2.5,1,7,0,0,13,5,103,2,6,400,13,5,18,0,6,30,0,8,230,0,33,8,470,470,0,11,8,8,0,8,658,542,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
4.,50,148,97,1,2,4,0,4,2,6,0,490,148,0,0,0,0,0,4.5,3,7,5.5,1,7,0,0,19,6,102,0,8,400,19,4,23,0,7,30,2,8,232,0,27,8,466,466,2,10,8,8,0,7,658,542,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
5.,50,144,98,0,8,4,4,4,0,12,0,484,144,0,0,0,0,0,4.5,1,7,4,2,7,0,0,17,8,100,2,6,400,17,6,23,1,9,30,4,7,233,0,30,7,480,480,0,8,2,2,0,2,654,546,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
6.,50,143,96,1,11,7,1,4,1,18,0,478,143,0,0,0,0,0,2.5,2,6,3,2,5,0,0,13,7,101,0,8,400,13,6,19,1,5,30,2,11,233,0,32,10,490,490,1,10,4,4,0,3,658,542,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
7.,50,145,98,1,6,4,2,4,0,10,0,486,145,0,0,0,0,0,2.5,0,7,1,0,10,0,0,12,10,98,2,6,400,12,6,18,1,5,30,3,5,232,0,32,5,480,480,2,15,3,3,0,3,658,542,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
8.,47,146,96,4,5,6,7,5,2,11,0,484,146,0,0,0,0,0,5.5,0,5,4,0,8,0,0,16,9,99,2,6,400,16,3,19,0,4,30,1,10,230,0,35,10,481,481,0,15,2,2,0,2,658,542,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
9.,49,146,99,0,8,2,4,0,0,10,0,490,146,0,0,0,0,0,2,2,5,2,2,5,0,0,11,11,97,2,6,400,11,7,18,0,7,30,2,7,229,0,27,7,487,487,0,18,5,5,0,5,654,546,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
