"T","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,145,98,4,6,4,4,4,0,10,0,486,145,0,0,0,0,0,3,2,9,3.5,3,7,0,0,17,7,101,2,6,400,17,5,22,0,2,30,2,6,226,0,20,6,520,520,0,14,3,3,0,2,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,1,1,2,1,2
1.,49,144,99,2,8,2,4,4,0,10,0,486,144,0,0,0,0,0,5,1,5,3.5,4,5,0,0,16,9,99,2,6,400,16,6,22,0,0,30,3,14,231,0,27,14,515,515,0,12,2,2,0,2,674,526,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
2.,49,146,97,2,6,3,2,5,3,9,0,486,146,0,0,0,0,0,4,2,4,3,2,6,0,0,14,10,98,2,6,400,14,9,23,0,0,30,2,6,231,0,27,6,513,513,1,15,4,4,0,2,678,522,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
3.,49,146,96,2,4,8,4,4,0,12,0,484,146,0,0,0,0,0,3,3,6,1.5,3,9,0,0,15,12,96,3,5,400,15,4,19,0,3,30,2,9,230,0,27,9,518,518,0,12,2,2,0,1,674,526,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
4.,50,146,97,2,3,4,1,7,2,7,0,486,146,0,0,0,0,0,4,3,11,5,2,10,0,0,22,8,100,0,8,400,22,7,29,0,2,30,0,6,231,0,17,6,522,522,0,11,3,3,0,3,674,526,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
5.,49,145,97,2,7,5,3,4,1,12,0,484,145,0,0,0,0,0,3,3,9,3,1,11,0,0,18,7,101,2,6,400,18,4,22,0,0,30,1,9,237,0,24,9,523,523,0,15,3,3,0,2,670,530,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
6.,49,146,97,3,3,5,3,6,1,8,0,486,146,0,0,0,0,0,4,0,4,2.5,1,6,0,0,12,11,97,2,6,400,12,6,18,1,5,30,4,11,239,0,27,11,518,518,1,8,4,4,0,4,673,527,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
7.,49,147,98,1,4,3,4,3,1,7,0,490,147,0,0,0,0,0,4,4,10,4.5,0,13,0,0,22,13,95,1,7,400,22,5,27,0,3,30,2,10,239,0,26,10,514,514,0,16,2,2,0,2,673,527,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
8.,47,147,98,4,4,2,6,4,2,6,0,490,147,0,0,0,0,0,4.5,1,7,2,2,11,0,0,17,15,93,3,5,400,17,5,22,0,5,30,1,11,240,0,22,11,514,514,0,19,6,6,0,3,672,528,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
9.,50,148,98,0,3,3,1,2,1,6,0,492,148,0,0,0,0,0,4.5,1,6,2,1,11,0,0,16,13,95,1,7,400,16,6,22,0,2,30,0,12,242,0,21,12,513,513,1,15,6,6,0,5,671,529,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
10.,50,145,96,1,6,5,2,7,3,11,0,482,145,0,0,0,0,0,2,4,5,3,1,6,0,0,13,12,96,0,8,400,13,5,18,0,6,30,3,10,243,0,20,10,513,513,1,12,4,4,0,2,667,533,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
11.,49,147,97,1,6,4,2,2,2,10,0,488,147,0,0,0,0,0,3,3,8,4.5,1,7,0,0,17,12,96,2,6,400,17,2,19,0,5,30,4,10,243,0,26,10,498,498,1,12,6,6,0,5,667,533,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
12.,47,145,97,6,7,3,3,6,3,10,0,484,145,0,0,0,0,0,4.5,2,7,2.5,1,12,0,0,18,13,95,2,6,400,18,5,23,0,5,30,2,9,243,0,23,9,498,498,1,16,5,5,0,4,663,537,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
13.,49,147,95,2,3,6,3,7,4,9,0,484,147,0,0,0,0,0,3.5,0,7,3,2,6,0,0,14,11,97,2,6,400,14,5,19,0,7,30,6,5,244,0,24,5,502,502,1,20,3,3,0,2,655,545,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,26,25,25,1,1,2,1,2
14.,48,145,97,4,9,5,1,2,1,14,0,484,145,0,0,0,0,0,2,2,8,3,2,6,0,0,14,13,95,0,8,400,14,7,21,0,3,30,1,14,243,0,31,14,486,486,0,12,4,4,0,3,655,545,0,500,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,26,25,25,1,1,2,1,2
15.,49,147,94,2,4,10,2,4,2,14,0,482,147,0,0,0,0,0,2.5,1,7,3,1,6,0,0,13,9,99,0,8,400,13,3,16,0,6,30,4,5,245,0,20,4,500,500,0,9,2,2,0,2,660,540,0,500,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,26,25,25,1,1,2,1,2
16.,49,148,95,1,4,7,2,3,3,11,0,486,148,0,0,0,0,0,3.5,2,7,3,2,8,0,0,16,9,99,0,8,400,16,3,19,0,6,30,1,7,247,1,23,6,504,504,0,17,3,3,0,2,664,536,0,499,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,26,26,25,1,0,2,1,2
17.,47,147,94,4,6,7,4,5,5,13,0,482,147,0,0,0,0,0,3.5,0,4,2.5,0,6,0,0,11,9,99,1,7,400,11,2,13,0,5,30,2,5,245,1,29,5,499,499,0,14,4,4,0,4,664,536,0,499,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,26,26,25,1,0,2,1,2
18.,48,149,94,2,3,8,3,3,4,11,0,486,149,0,0,0,0,0,2.5,2,7,2.5,0,9,0,0,14,9,99,2,6,400,14,2,16,0,4,30,3,8,247,1,29,8,504,504,0,9,3,3,0,3,668,532,0,499,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,26,26,25,1,0,2,1,2
19.,49,148,98,1,5,2,1,1,2,7,0,492,148,0,0,0,0,0,3.5,0,8,3,0,9,0,0,15,11,97,0,8,400,15,6,21,1,5,30,5,13,247,1,35,13,512,512,1,9,3,3,0,3,672,528,0,499,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,26,26,25,1,0,2,1,2
20.,47,149,97,3,2,1,6,5,5,3,0,492,149,0,0,0,0,0,1.5,1,9,3,0,7,0,0,13,11,97,3,5,400,13,6,19,0,5,30,4,14,247,1,32,14,522,522,0,15,1,1,0,1,672,528,0,499,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,26,26,25,1,0,2,1,2
21.,49,143,97,1,10,3,6,7,3,13,0,480,143,0,0,0,0,0,1.5,0,11,3.5,0,7,0,0,14,12,96,1,7,400,14,6,20,1,3,30,4,5,246,1,27,5,523,523,0,9,4,4,0,3,672,528,0,499,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,26,26,25,1,0,2,1,2
22.,48,146,97,2,7,4,5,3,2,11,0,486,146,0,0,0,0,0,1,2,10,2,1,9,0,0,14,16,92,2,6,400,14,6,20,0,4,30,1,14,246,1,25,14,518,518,0,11,5,5,0,4,669,531,0,499,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,26,26,25,1,0,2,1,2
23.,49,149,97,1,2,3,2,3,3,5,0,492,149,0,0,0,0,0,2.5,1,5,1,1,8,0,0,11,14,94,2,6,400,11,5,16,1,4,30,1,12,245,1,37,12,511,511,0,12,5,5,0,5,669,531,0,499,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,26,26,25,1,0,2,1,2
24.,50,147,99,1,3,1,1,4,1,4,0,492,147,0,0,0,0,0,2,0,8,3.5,1,4,0,0,12,13,95,1,7,400,12,5,17,0,5,30,1,5,246,1,28,4,514,514,1,17,4,4,0,3,665,535,0,499,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,26,26,25,1,0,2,1,2
25.,50,146,98,1,5,3,1,4,1,8,0,488,146,0,0,0,0,0,2.5,0,8,3.5,0,6,0,0,13,14,94,0,8,400,13,7,20,0,3,30,1,10,247,1,30,10,508,508,1,17,7,7,0,7,667,533,0,499,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,26,26,25,1,0,2,1,2
26.,48,145,97,6,5,4,1,7,2,9,0,484,145,0,0,0,0,0,2,0,10,1.5,2,9,0,0,14,14,94,3,5,400,14,10,24,0,5,30,1,7,248,1,33,7,495,495,2,11,5,5,0,5,663,537,0,499,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,26,26,25,1,0,2,1,2
