"T","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,145,98,4,6,4,4,4,0,10,0,486,145,0,0,0,0,0,3,2,9,3.5,3,7,0,0,17,7,101,2,6,400,17,5,22,0,2,30,2,6,226,0,20,6,520,520,0,14,3,3,0,2,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
1.,49,145,98,2,7,2,3,5,2,9,0,486,145,0,0,0,0,0,3.5,3,4,3.5,3,4,0,0,14,9,99,3,5,400,14,7,21,0,4,30,1,10,228,0,18,10,515,515,0,10,5,5,0,4,662,538,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
2.,49,147,95,1,4,7,4,5,3,11,0,484,147,0,0,0,0,0,4.5,0,3,2.5,0,7,0,0,12,9,99,0,8,400,12,6,18,0,0,30,1,9,228,0,24,9,503,503,0,13,5,5,0,5,658,542,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,2,1,2
3.,51,144,97,0,6,5,2,7,1,11,0,482,144,0,0,0,0,0,1.5,3,6,3,0,6,0,0,12,8,100,2,6,400,12,4,16,0,4,30,0,8,226,0,31,8,499,499,1,14,2,2,0,1,659,541,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,2,1,2
4.,48,145,97,2,9,5,5,2,1,14,0,484,145,0,0,0,0,0,3,1,7,3,0,8,0,0,14,9,99,0,8,400,14,5,19,0,3,30,1,4,228,0,21,4,492,492,0,15,2,2,0,2,651,549,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,2,1,2
5.,49,149,97,0,5,3,1,0,3,8,0,492,149,0,0,0,0,0,3,0,6,1,2,8,0,0,12,9,99,0,8,400,12,5,17,0,4,30,1,5,227,0,33,5,506,506,1,17,1,1,0,1,650,550,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
6.,48,149,96,0,6,2,4,2,6,8,0,490,149,0,0,0,0,0,2.5,1,8,1.5,1,10,0,0,14,8,100,1,7,400,14,2,16,0,3,30,4,6,229,0,28,6,511,511,2,14,2,2,0,2,654,546,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
7.,48,149,96,2,4,4,2,2,4,8,0,490,149,0,0,0,0,0,3,1,6,1.5,2,8,0,0,13,10,98,1,7,400,13,3,16,0,2,30,4,10,229,0,31,10,499,499,0,16,3,3,0,2,659,541,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
8.,48,148,97,3,2,4,4,4,2,6,0,490,148,0,0,0,0,0,5.5,0,8,6,0,7,0,0,19,10,98,0,8,400,19,3,22,0,3,30,2,10,229,0,32,10,478,478,1,17,2,2,0,1,658,542,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
9.,50,145,95,0,5,7,5,8,3,12,0,480,145,0,0,0,0,0,3.5,0,13,3,1,13,0,0,20,9,99,1,7,400,20,6,26,0,1,30,2,7,229,0,27,7,472,472,0,14,0,0,0,0,653,547,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
