"T","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,145,98,4,6,4,4,4,0,10,0,486,145,0,0,0,0,0,3,2,9,3.5,3,7,0,0,17,7,101,2,6,400,17,5,22,0,2,30,2,6,226,0,20,6,520,520,0,14,3,3,0,2,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,1,1,2,1,2
1.,49,144,98,1,9,4,5,3,0,13,0,484,144,0,0,0,0,0,4,1,6,3,2,7,0,0,15,6,102,0,8,400,15,5,20,0,5,30,1,7,226,0,22,7,512,512,2,14,7,7,0,6,667,533,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
2.,47,147,97,4,4,5,6,3,1,9,0,488,147,0,0,0,0,0,3,2,5,2.5,1,7,0,0,13,8,100,2,6,400,13,8,21,0,6,30,2,13,223,0,30,13,497,497,0,13,6,6,0,5,662,538,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,26,25,25,1,1,2,1,2
3.,48,144,97,5,8,5,2,5,1,13,0,482,144,0,0,0,0,0,3,2,9,4,2,7,0,0,17,10,98,4,4,400,17,4,21,0,2,30,3,6,223,0,27,6,507,507,4,20,3,3,0,3,660,540,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,26,25,25,1,1,2,1,2
4.,49,146,93,3,2,11,4,9,3,13,0,478,146,0,0,0,0,0,2.5,2,5,4.5,1,2,0,0,12,12,96,3,5,400,12,5,17,1,6,30,2,6,223,0,17,6,509,509,1,15,2,2,0,2,659,541,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,26,25,25,1,1,2,1,2
5.,49,144,98,3,7,4,3,5,0,11,0,484,144,0,0,0,0,0,4.5,2,1,4.5,0,3,0,0,12,15,93,0,6,400,12,3,15,0,4,30,3,7,221,0,30,7,504,504,0,24,5,5,0,4,655,545,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,26,25,25,1,1,2,1,2
6.,49,146,98,3,6,3,0,3,1,9,0,488,146,0,0,0,0,0,3,0,4,1.5,1,6,0,0,10,15,93,3,3,400,10,6,16,2,5,30,3,8,223,0,26,8,522,522,1,20,5,5,0,4,655,545,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,26,25,25,1,1,2,1,2
7.,48,145,97,4,5,3,5,8,3,8,0,484,145,0,0,0,0,0,2.5,2,8,1,2,11,0,0,15,13,95,1,5,400,15,4,19,0,3,30,3,9,223,0,23,8,502,502,0,16,3,3,0,2,659,541,0,499,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,26,25,25,1,1,2,1,2
8.,49,146,98,2,7,3,1,2,1,10,0,488,146,0,0,0,0,0,3,1,6,2.5,1,7,0,0,13,8,100,0,6,400,13,4,17,0,8,30,0,8,224,0,29,8,499,499,0,19,3,3,0,2,659,541,0,499,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,26,25,25,1,1,2,1,2
9.,50,147,98,1,1,4,3,5,0,5,0,490,147,0,0,0,0,0,5.5,3,4,2.5,3,10,0,0,18,6,102,0,6,400,18,6,24,0,8,30,2,13,224,0,31,11,503,503,1,20,4,4,0,3,669,531,0,499,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,26,25,25,1,1,2,1,2
