"T","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,145,98,4,6,4,4,4,0,10,0,486,145,0,0,0,0,0,3,2,9,3.5,3,7,0,0,17,7,101,2,6,400,17,5,22,0,62,30,2,6,226,0,20,6,520,520,0,14,3,3,0,2,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
1.,50,144,99,1,8,2,2,4,0,10,0,486,144,0,0,0,0,0,2.5,1,5,3.5,0,4,0,0,11,9,99,2,6,400,11,6,17,0,4,30,2,13,224,0,27,12,517,517,0,19,5,5,0,4,657,543,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
2.,49,145,98,3,5,3,3,6,1,8,0,486,145,0,0,0,0,0,2.5,1,5,2.5,1,5,0,0,11,10,98,3,5,400,11,3,14,0,3,30,2,11,223,0,31,11,518,518,1,17,4,4,0,4,657,543,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,25,25,25,0,1,1,1,1
3.,47,147,98,4,5,3,5,2,1,8,0,490,147,0,0,0,0,0,2.5,3,6,3.5,1,6,0,0,14,15,93,3,5,400,14,2,16,0,5,30,0,13,223,0,19,13,519,519,0,14,5,5,0,2,658,542,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,25,25,25,0,1,1,1,1
4.,50,145,97,0,9,3,1,4,3,12,0,484,145,0,0,0,0,0,2.5,1,6,2.5,1,6,0,0,12,13,95,0,8,400,12,6,18,0,5,30,4,9,223,0,25,9,554,554,0,14,8,8,0,6,659,541,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,25,25,25,0,1,1,1,1
5.,50,145,96,0,6,6,4,6,2,12,0,482,145,0,0,0,0,0,1.5,1,4,3,0,2,0,0,8,14,94,3,5,400,8,4,12,0,8,30,4,9,224,0,15,9,553,553,0,13,8,8,0,7,660,540,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,25,25,25,0,1,1,1,1
6.,47,146,99,4,7,1,5,2,1,8,0,490,146,0,0,0,0,0,2,1,5,4,1,1,0,0,10,15,93,0,8,400,10,4,14,0,4,30,3,16,227,0,28,16,573,573,1,18,5,5,0,5,670,530,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,25,25,25,0,1,1,1,1
7.,48,148,96,4,3,6,1,3,2,9,0,488,148,0,0,0,0,0,4.5,3,4,3,4,6,0,0,16,17,91,2,6,400,16,3,19,0,6,30,2,11,226,0,19,11,582,582,3,9,4,4,0,3,670,530,0,500,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,25,25,25,0,1,1,1,1
8.,47,148,97,4,5,3,3,2,3,8,0,490,148,0,0,0,0,0,4.5,0,3,2.5,3,4,0,0,12,14,94,2,6,400,12,4,16,0,8,30,2,11,228,0,24,8,585,585,0,14,5,5,0,5,672,528,0,500,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,25,25,25,0,1,1,1,1
9.,49,147,97,2,5,4,1,3,2,9,0,488,147,0,0,0,0,0,6,0,5,4,3,6,0,0,17,13,95,0,8,400,17,12,29,1,4,30,1,19,232,0,19,18,612,612,0,13,5,5,0,4,677,523,0,500,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,25,25,25,0,1,1,1,1
