"T","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,145,98,4,6,4,4,4,0,10,0,486,145,0,0,0,0,0,3,2,9,3.5,3,7,0,0,17,7,101,2,6,400,17,5,22,0,2,30,2,6,226,0,20,6,520,520,0,14,3,3,0,2,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
1.,49,146,97,1,6,3,4,5,3,9,0,486,146,0,0,0,0,0,4.5,1,5,4.5,2,4,0,0,15,8,100,1,7,400,15,6,21,0,3,30,1,10,228,0,29,9,510,510,3,15,3,3,0,3,670,530,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
2.,48,146,96,1,7,5,7,4,3,12,0,484,146,0,0,0,0,0,3,3,8,4,1,8,0,0,17,11,97,2,6,400,17,7,24,0,5,30,1,10,230,0,26,10,517,517,1,14,1,1,0,1,674,526,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
3.,48,148,96,2,2,7,6,3,1,9,0,488,148,0,0,0,0,0,3.5,1,5,1,4,7,0,0,13,10,98,3,5,400,13,9,22,0,3,30,2,9,231,0,35,8,495,495,0,18,1,1,0,0,672,528,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
4.,46,146,98,5,8,1,6,3,3,9,0,488,146,0,0,0,0,0,3,1,7,5,1,3,0,0,14,9,99,2,6,400,14,7,21,0,1,30,1,14,230,0,26,14,499,499,0,14,2,2,0,2,671,529,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
5.,48,149,97,2,3,3,3,2,3,6,0,492,149,0,0,0,0,0,1.5,1,12,3,4,6,0,0,16,11,97,3,5,400,16,6,22,0,6,30,0,5,232,0,29,5,503,503,1,14,4,4,0,2,671,529,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
6.,49,146,99,2,5,2,3,3,0,7,0,490,146,0,0,0,0,0,5,2,6,4,3,7,0,0,18,13,95,0,8,400,18,7,25,0,6,30,1,11,234,0,24,11,511,511,0,16,2,2,0,2,667,533,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
7.,49,150,97,1,1,3,1,2,3,4,0,494,150,0,0,0,0,0,2.5,1,7,4.5,0,4,0,0,13,12,96,2,6,400,13,5,18,0,1,30,0,7,237,0,24,7,515,515,0,15,4,4,0,3,667,533,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
8.,49,146,97,2,6,5,2,3,1,11,0,486,146,0,0,0,0,0,4,1,6,2.5,3,7,0,0,15,14,94,1,7,400,15,5,20,0,4,30,0,9,236,0,24,9,500,500,0,11,3,3,0,3,667,533,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
9.,48,145,97,3,7,4,5,5,2,11,0,484,145,0,0,0,0,0,2,1,10,3,3,6,0,0,15,13,95,0,8,400,15,5,20,0,4,30,2,5,238,0,24,5,491,491,0,14,1,1,0,1,666,534,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
