"T","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,145,98,4,6,4,4,4,0,10,0,486,145,0,0,0,0,0,3,2,9,3.5,3,7,0,0,17,7,101,2,6,400,17,5,22,0,2,30,2,6,226,0,20,6,520,520,0,14,3,3,0,2,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,1,1,2,1,2
1.,50,146,97,0,6,4,2,4,2,10,0,486,146,0,0,0,0,0,3,2,5,1.5,2,8,0,0,13,11,97,2,6,400,13,4,17,0,3,30,2,14,228,0,24,14,509,509,1,13,1,1,0,1,664,536,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
2.,49,146,99,3,5,1,1,4,1,6,0,490,146,0,0,0,0,0,2.5,3,4,3.5,1,4,0,0,12,11,97,2,6,400,12,3,15,0,2,30,1,7,231,0,26,7,493,493,0,18,5,5,0,3,655,545,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
3.,49,144,95,2,8,8,4,6,2,16,0,478,144,0,0,0,0,0,3.5,2,8,3,3,8,0,0,17,11,97,1,7,400,17,7,24,0,3,30,0,11,233,0,37,11,503,503,0,19,3,3,0,3,663,537,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
4.,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,4,3,3,3.5,1,6,0,0,14,12,96,3,5,400,14,4,18,0,7,30,1,9,233,0,25,9,485,485,1,15,1,1,0,1,659,541,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
5.,48,149,93,1,6,9,2,1,5,15,0,484,149,0,0,0,0,0,4,1,5,3.5,2,5,0,0,14,13,95,2,6,400,14,5,19,0,0,30,2,8,233,0,22,7,488,488,1,14,1,1,0,1,667,533,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
6.,46,151,95,4,3,4,3,1,6,7,0,492,151,0,0,0,0,0,3,2,9,4,3,6,0,0,17,14,94,4,4,400,17,7,24,0,2,30,2,9,233,0,23,8,487,487,0,19,2,2,0,1,668,532,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
7.,48,152,93,0,3,6,1,1,8,9,0,490,152,0,0,0,0,0,3.5,1,6,3.5,3,4,0,0,14,16,92,1,7,400,14,6,20,0,2,30,2,7,235,0,26,7,482,482,0,19,3,3,0,2,664,536,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
8.,48,148,98,1,7,0,3,1,4,7,0,492,148,0,0,0,0,0,0.5,4,9,4.5,1,4,0,0,14,14,94,2,6,400,14,3,17,1,8,30,0,9,233,0,31,9,481,481,0,18,3,3,0,2,662,538,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
9.,48,148,95,3,4,7,2,3,3,11,0,486,148,0,0,0,0,0,3,1,8,3.5,2,6,0,0,15,15,93,3,5,400,15,3,18,0,3,30,2,6,233,0,31,6,473,473,2,15,2,2,0,2,664,536,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
