"T","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,145,98,4,6,4,4,4,0,10,0,486,145,0,0,0,0,0,3,2,9,3.5,3,7,0,0,17,7,101,2,6,400,17,5,22,0,2,30,2,6,226,0,20,6,520,520,0,14,3,3,0,2,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
1.,48,145,95,5,7,7,1,6,3,14,0,480,145,0,0,0,0,0,6.5,1,2,4,1,7,0,0,16,6,102,0,8,400,16,6,22,0,6,30,1,7,223,0,25,7,518,518,0,10,3,3,0,3,666,534,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
2.,48,144,98,4,9,3,3,4,1,12,0,484,144,0,0,0,0,0,4,2,5,3.5,2,6,0,0,15,9,99,4,4,400,15,4,19,0,5,30,1,6,225,0,24,6,519,519,0,14,4,4,0,3,662,538,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
3.,48,147,96,4,3,6,3,5,2,9,0,486,147,0,0,0,0,0,2,4,5,4,0,5,0,0,13,12,96,2,6,400,13,4,17,1,7,30,1,10,226,0,24,10,514,514,0,18,5,5,0,4,662,538,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
4.,50,147,97,0,3,4,3,5,2,7,0,488,147,0,0,0,0,0,3,3,4,1.5,0,10,0,0,13,11,97,0,8,400,13,7,20,0,3,30,3,9,227,0,28,9,503,503,1,14,4,4,0,3,666,534,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
5.,48,147,97,3,5,4,3,3,2,9,0,488,147,0,0,0,0,0,2,5,5,2.5,0,9,0,0,14,11,97,1,7,400,14,7,21,0,6,30,4,8,229,0,21,8,482,482,1,19,4,4,0,4,663,537,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
6.,50,145,98,0,8,2,2,4,2,10,0,486,145,0,0,0,0,0,3,2,5,2,1,8,0,0,13,9,99,2,6,400,13,6,19,1,7,30,2,8,231,0,24,7,487,487,1,16,4,4,0,3,665,535,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
7.,50,145,97,0,6,4,4,6,2,10,0,484,145,0,0,0,0,0,3,1,6,1.5,1,9,0,0,13,12,96,2,6,400,13,9,22,0,6,30,3,13,231,0,25,13,486,486,1,14,3,3,0,2,665,535,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
8.,48,147,98,2,8,1,2,1,3,9,0,490,147,0,0,0,0,0,1.5,1,4,1,0,6,0,0,8,10,98,1,7,400,8,5,13,0,2,30,2,11,232,0,24,9,493,493,1,15,5,5,0,4,661,539,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
9.,47,149,97,4,4,3,2,1,3,7,0,492,149,0,0,0,0,0,2.5,6,4,1,1,12,0,0,15,10,98,2,6,400,15,7,22,0,7,30,4,8,231,0,23,8,491,491,0,16,2,2,0,2,669,531,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
