"T","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,145,98,4,6,4,4,4,0,10,0,486,145,0,0,0,0,0,3,2,9,3.5,3,7,0,0,17,7,101,2,6,400,17,5,22,0,2,30,2,6,226,0,20,6,520,520,0,14,3,3,0,2,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
1.,48,147,97,3,3,2,5,7,4,5,0,488,147,0,0,0,0,0,3,1,5,2,2,6,0,0,12,10,98,2,6,400,12,4,16,0,7,30,1,8,226,0,23,8,523,523,0,12,7,7,0,7,662,538,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
2.,48,149,97,3,2,5,2,1,1,7,0,492,149,0,0,0,0,0,4,1,6,2.5,2,8,0,0,15,12,96,4,4,400,15,4,19,0,5,30,1,10,228,0,32,10,510,510,3,17,4,4,0,4,662,538,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
3.,49,147,97,0,5,5,5,2,1,10,0,488,147,0,0,0,0,0,4,1,8,3.5,2,8,0,0,17,14,94,2,6,400,17,1,18,0,3,30,0,14,232,0,28,14,511,511,1,21,3,3,0,2,658,542,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
4.,47,146,97,4,8,5,4,1,1,13,0,486,146,0,0,0,0,0,3.5,2,2,1.5,1,7,0,0,11,15,93,3,5,400,11,3,14,0,2,30,1,16,233,0,26,16,515,515,0,11,2,2,0,2,664,536,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
5.,48,146,98,2,6,1,6,5,3,7,0,488,146,0,0,0,0,0,4,0,7,3,2,7,0,0,15,14,94,3,5,400,15,3,18,1,3,30,1,11,234,0,26,11,507,507,0,16,5,5,0,4,652,548,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
6.,47,147,96,3,7,5,5,2,3,12,0,486,147,0,0,0,0,0,3.5,1,5,2,3,6,0,0,13,15,93,2,6,400,13,4,17,0,7,30,0,13,233,0,20,13,491,491,3,9,1,1,0,1,653,547,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
7.,47,149,96,3,5,3,3,2,5,8,0,490,149,0,0,0,0,0,2.5,3,6,4,0,6,0,0,14,15,93,1,7,400,14,6,20,0,4,30,0,13,234,0,21,13,496,496,0,10,5,5,0,5,654,546,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
8.,47,148,95,2,5,8,7,1,2,13,0,486,148,0,0,0,0,0,2,1,4,1.5,0,6,0,0,9,15,93,3,5,400,9,5,14,0,6,30,0,14,234,0,19,14,507,507,0,13,2,2,0,2,655,545,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
9.,47,149,94,3,5,9,3,0,3,14,0,486,149,0,0,0,0,0,1.5,1,6,1,0,8,0,0,10,15,93,1,7,400,10,4,14,0,5,30,0,14,236,1,23,13,516,516,1,18,5,5,0,5,643,557,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
