# Output of 'KaSim' 'Agents.ka' '8020.ka' 'Variables.ka' 'Observables.ka' 'Rules.ka' 'Modifications_cTheta16.ka' '-l' '5000' '-p' '1' '-o' 'cTheta16_1.out' -seed 1048574966
# "uuid" : "22088241"
"[T]","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,8,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,1,1,2,1,2
1.,46,147,95,7,5,8,3,3,2,13,0,484,147,0,0,0,0,0,1,3,0,1.5,1,1,0,0,5,20,88,2,10,0,5,9,14,0,2,30,2,8,888,6,4,7,475,475,0,15,4,4,0,2,549,651,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
2.,48,147,97,2,6,3,4,3,3,9,0,488,147,0,0,0,0,0,2.5,6,0,2.5,6,0,0,0,11,20,88,3,9,0,11,6,17,0,4,30,3,8,885,7,6,8,475,475,2,19,4,4,0,2,549,651,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
3.,47,146,97,5,6,4,4,4,2,10,0,486,146,0,0,0,0,0,0,2,1,0.5,2,0,0,0,3,18,90,2,10,0,3,5,8,0,5,30,3,7,886,7,7,7,475,475,2,16,4,4,0,4,549,651,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
4.,49,145,95,1,8,7,4,5,3,15,0,480,145,0,0,0,0,0,1.5,6,0,2.5,4,0,0,0,9,15,93,3,9,2,9,8,17,0,6,30,5,6,886,7,6,6,462,462,0,14,3,3,0,2,547,653,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
5.,48,147,98,2,5,2,5,3,2,7,0,490,147,0,0,0,0,0,1.5,3,0,1,4,0,0,0,6,17,91,3,9,2,6,11,17,0,7,30,2,4,887,7,5,4,464,464,0,14,3,3,0,3,547,653,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
6.,50,146,96,0,5,5,3,6,3,10,0,484,146,0,0,0,0,0,0,3,0,0,3,0,0,0,3,18,90,2,10,0,3,10,13,0,1,30,2,6,888,8,6,6,462,462,1,17,2,2,0,2,549,651,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
7.,49,148,98,1,3,2,3,3,2,5,0,492,148,0,0,0,0,0,0.5,4,0,1,3,0,0.5,0,4,15,93,0,12,0,5,7,12,0,5,30,1,8,891,8,5,8,479,479,0,12,6,6,0,5,549,651,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
8.,48,148,96,2,6,6,2,0,2,12,0,488,148,0,0,0,0,0,0,5,1,1.5,3,0,0,0,6,13,95,2,10,0,6,9,15,1,4,30,1,17,893,8,6,16,486,486,1,13,3,3,0,2,549,651,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
9.,48,148,97,2,4,3,4,3,3,7,0,490,148,0,0,0,0,0,2,1,0,1,3,0,0,0,5,13,95,2,10,2,5,8,13,0,4,30,2,8,892,7,10,8,497,497,0,8,5,5,0,5,547,653,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
