# Output of 'KaSim' 'Agents.ka' '8020.ka' 'Variables.ka' 'Observables.ka' 'Rules.ka' 'Modifications_weakLTP16.ka' '-l' '5000' '-p' '1' '-o' 'weakLTP16_4.out' -seed 531554653
# "uuid" : "612636377"
"[T]","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,8,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
1.,48,149,97,2,5,1,1,2,5,6,0,492,149,0,0,0,0,0,1,4,0,1,4,0,0,0,6,18,90,1,11,0,6,11,17,0,1,30,5,15,885,6,4,14,488,488,0,13,5,5,0,4,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
2.,47,147,95,5,7,5,1,4,5,12,0,484,147,0,0,0,0,0,1.5,3,0,1,4,0,0,0,6,19,89,4,8,0,6,7,13,0,4,30,4,9,881,7,8,9,484,484,0,14,5,5,0,5,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
3.,49,148,96,2,2,6,2,4,2,8,0,488,148,0,0,0,0,0,1.5,1,1,1.5,2,0,0,0,5,21,87,5,7,0,5,5,10,0,5,30,2,7,875,6,4,7,478,478,1,14,6,6,0,4,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
4.,49,147,98,2,3,3,3,4,1,6,0,490,147,0,0,0,0,0,0.5,5,0,2,2,0,0,0,6,20,88,2,10,0,6,8,14,0,8,30,1,11,872,6,8,11,469,469,0,12,7,7,0,5,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
5.,49,148,97,1,4,5,2,1,1,9,0,490,148,0,0,0,0,0,1.5,1,1,1,3,0,0,0,5,20,88,1,10,2,5,7,12,0,4,30,2,5,870,6,7,5,460,460,0,16,3,3,0,2,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
6.,49,148,94,0,6,7,2,3,5,13,0,484,148,0,0,0,0,0,0,2,1,1,1,0,0,0,3,24,84,2,10,0,3,8,11,0,8,30,1,5,873,6,6,5,459,459,2,19,5,5,0,4,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
7.,49,148,96,1,3,4,3,5,4,7,0,488,148,0,0,0,0,0,0.5,5,0,1,4,0,0,0,6,22,86,1,11,0,6,4,10,0,4,30,1,4,876,6,2,3,451,451,0,9,7,7,0,5,550,650,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,25,25,25,0,1,2,1,2
8.,48,145,96,3,9,5,3,4,3,14,0,482,145,0,0,0,0,0,0,6,0,1,2,2,0,0,6,24,84,3,9,0,6,9,15,0,4,30,2,10,875,5,4,10,457,457,1,12,3,3,0,3,550,650,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,25,25,25,0,1,2,1,2
9.,49,146,95,2,7,5,1,6,5,12,0,482,146,0,0,0,0,0,0.5,5,0,1,4,0,0,0,6,26,82,3,9,0,6,10,16,1,3,30,2,5,876,6,5,4,465,465,1,14,0,0,0,0,550,650,0,499,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,25,25,25,0,1,2,1,2
10.,49,149,97,1,3,2,1,3,4,5,0,492,149,0,0,0,0,0,1,4,0,1.5,3,0,0,0,6,25,83,2,10,0,6,12,18,0,7,30,1,8,877,6,4,8,463,463,0,11,4,4,0,4,550,650,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,25,25,25,0,1,2,1,2
11.,47,147,96,3,7,4,5,3,4,11,0,486,147,0,0,0,0,0,0,4,0,1.5,1,0,0,0,4,24,84,2,10,0,4,8,12,0,2,30,1,8,875,5,3,8,467,467,1,9,1,1,0,1,550,650,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,25,25,25,0,1,2,1,2
12.,47,148,96,3,7,2,3,3,6,9,0,488,148,0,0,0,0,0,0.5,5,0,2,1,1,0,0,6,20,88,1,11,1,6,6,12,1,7,30,2,13,872,5,8,13,462,462,0,19,3,3,0,3,549,651,0,500,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,25,25,25,0,1,2,1,2
13.,48,150,95,1,5,4,1,1,6,9,0,490,150,0,0,0,0,0,1,2,1,1,2,1,0,0,5,21,87,3,9,0,5,12,17,0,2,30,0,14,872,5,5,14,472,472,0,14,3,3,0,2,550,650,0,500,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,25,25,25,0,1,2,1,2
14.,47,150,95,3,5,5,1,0,5,10,0,490,150,0,0,0,0,0,0.5,4,0,2,1,0,0,0,5,20,88,4,8,0,5,13,18,0,7,30,3,17,873,5,4,17,488,488,1,14,3,3,0,2,550,650,0,500,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,25,25,25,0,1,2,1,2
15.,48,145,95,1,13,6,3,1,4,19,0,480,145,0,0,0,0,0,0,7,0,1.5,3,1,0,0,7,18,90,1,11,0,7,6,13,0,5,30,1,12,872,5,3,12,487,487,0,17,3,3,0,2,550,650,0,500,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,25,25,25,0,1,2,1,2
16.,48,148,96,2,4,5,4,3,3,9,0,488,148,0,0,0,0,0,1,3,0,1,2,1,0,0,5,16,92,2,10,0,5,8,13,0,9,30,2,9,869,5,3,9,488,488,0,12,3,3,0,3,551,649,0,500,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,25,25,25,0,1,2,1,2
17.,49,144,95,3,9,8,1,5,2,17,0,478,144,0,0,0,0,0,0,6,0,2.5,0,1,0,0,6,21,87,4,8,0,6,11,17,0,3,30,1,14,866,5,8,13,504,504,1,13,5,5,0,3,551,649,0,500,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,25,25,25,0,1,2,1,2
18.,48,147,97,2,7,4,3,1,2,11,0,488,147,0,0,0,0,0,0,7,0,2.5,1,1,0,0,7,21,87,2,10,2,7,13,20,0,4,30,3,11,871,7,5,10,512,512,0,15,2,2,0,2,549,651,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
19.,49,149,95,1,3,5,1,4,5,8,0,488,149,0,0,0,0,0,0,8,0,1.5,4,1,0,0,8,22,86,4,8,2,8,9,17,0,2,30,3,10,871,6,4,10,510,510,0,13,3,3,0,2,549,651,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
20.,48,146,98,3,8,3,2,1,1,11,0,488,146,0,0,0,0,0,0.5,8,0,2.5,3,1,0,0,9,22,86,6,6,2,9,9,18,1,4,30,2,12,869,6,2,11,500,500,1,9,4,4,0,4,549,651,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
21.,49,147,95,2,4,9,2,3,1,13,0,484,147,0,0,0,0,0,0,5,0,0.5,2,2,0,0,5,22,86,3,9,2,5,8,13,0,0,30,0,15,868,6,6,15,495,495,0,16,4,4,0,3,549,651,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
22.,47,149,96,4,3,4,3,3,4,7,0,490,149,0,0,0,0,0,2,2,0,2.5,1,0,0,0,6,20,88,3,9,0,6,9,15,0,3,30,0,6,867,6,4,6,484,484,0,16,1,1,0,0,551,649,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
23.,48,145,96,4,8,5,2,5,3,13,0,482,145,0,0,0,0,0,1,2,0,0,3,1,0,0,4,19,89,4,7,0,4,9,13,0,4,30,0,7,869,6,4,7,494,494,1,12,5,5,0,3,551,649,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
24.,51,143,95,1,7,7,1,10,3,14,0,476,143,0,0,0,0,0,1,5,0,2,3,0,0,0,7,19,89,2,10,0,7,9,16,0,4,30,0,6,864,5,5,6,461,461,0,16,6,6,0,4,551,649,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
25.,49,147,96,2,4,5,2,5,3,9,0,486,147,0,0,0,0,0,0,4,0,1,2,0,0,0,4,20,88,4,8,1,4,9,13,1,2,30,0,7,863,6,4,7,455,455,0,17,5,5,0,3,550,650,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
