# Output of 'KaSim' 'Agents.ka' '8020.ka' 'Variables.ka' 'Observables.ka' 'Rules.ka' 'Modifications_LFS16.ka' '-l' '5000' '-p' '1' '-o' 'LFS16_3.out' -seed 866487
# "uuid" : "114846045"
"[T]","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,68,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
1.,47,146,97,4,7,4,5,3,2,11,0,486,146,0,0,0,0,0,1.5,3,0,1.5,3,0,0,0,6,20,88,3,9,3,6,8,14,0,0,30,2,10,883,5,6,10,474,474,0,17,1,1,0,0,546,654,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
2.,49,147,97,1,4,4,4,4,2,8,0,488,147,0,0,0,0,0,1,5,1,2.5,3,0,0,0,8,18,90,4,8,1,8,7,15,0,4,30,3,10,886,5,6,10,487,487,1,13,2,2,0,1,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
3.,48,148,97,3,3,5,3,2,1,8,0,490,148,0,0,0,0,0,1,5,0,2,1,2,0,0,7,16,92,3,9,0,7,5,12,0,7,30,1,13,889,5,3,13,502,502,0,13,3,3,0,3,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
4.,49,147,94,1,4,8,4,6,4,12,0,482,147,0,0,0,0,0,0.5,5,0,1,4,0,0,0,6,19,89,0,10,0,6,9,15,0,8,30,1,10,890,4,1,9,511,511,0,12,1,1,0,1,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
5.,46,146,97,6,7,4,5,3,2,11,0,486,146,0,0,0,0,0,1,3,1,1,4,0,0,0,6,18,90,2,8,2,6,7,13,1,5,30,5,13,888,2,8,13,517,517,0,19,4,4,0,3,548,652,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
6.,48,150,96,3,2,3,0,3,5,5,0,492,150,0,0,0,0,0,0.5,4,0,1,3,0,0,0,5,20,88,2,8,2,5,4,9,0,6,30,6,15,889,2,6,15,539,539,3,16,5,5,0,4,548,652,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
7.,48,148,97,1,7,3,3,0,3,10,0,490,148,0,0,0,0,0,0,5,0,1,3,0,0,0,5,18,90,2,8,0,5,11,16,0,1,30,3,7,893,2,3,7,556,556,0,15,4,4,0,4,551,649,0,499,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
8.,49,149,96,0,4,4,2,2,4,8,0,490,149,0,0,0,0,0,1.5,2,0,1,3,0,0,0,5,14,94,2,8,1,5,9,14,1,8,30,4,15,896,2,3,15,548,548,2,17,5,5,0,5,550,650,0,499,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,25,25,25,0,1,1,1,1
9.,48,145,96,2,10,6,4,2,2,16,0,482,145,0,0,0,1,2545,0,3,0,0.5,2,0,0,0,3,14,94,2,8,0,3,10,13,0,4,30,5,21,902,3,2,20,585,585,0,9,3,3,0,2,551,649,0,499,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,25,25,25,0,1,1,1,1
10.,48,146,97,3,6,6,4,2,0,12,0,486,146,0,0,0,0,0,0,2,0,0,2,0,0,0,2,14,94,0,10,0,2,13,15,0,5,30,7,21,909,3,5,21,625,625,0,18,4,4,0,4,551,649,0,499,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,25,25,25,0,1,1,1,1
11.,48,144,94,4,9,5,3,10,7,14,0,476,144,0,0,0,0,0,0.5,3,0,1.5,1,0,0,0,4,13,95,1,9,0,4,7,11,0,7,30,6,12,908,4,10,12,624,624,2,11,7,7,0,7,551,649,0,499,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,25,25,25,0,1,1,1,1
12.,49,146,97,2,6,3,2,5,3,9,0,486,146,0,0,0,0,0,1,6,0,1,6,0,0,0,8,11,97,1,9,0,8,7,15,1,11,30,10,12,903,4,4,12,656,656,1,10,12,12,0,10,551,649,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
13.,49,148,97,2,3,5,1,2,1,8,0,490,148,0,0,0,0,0,0,7,0,1.5,4,0,0,0,7,10,98,2,8,0,7,8,15,0,7,30,9,18,903,4,6,18,654,654,1,10,5,5,0,5,551,649,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
14.,48,149,96,3,2,6,2,2,2,8,0,490,149,0,0,0,0,0,0.5,1,0,0.5,1,0,0,0,2,7,101,2,8,0,2,8,10,2,4,30,8,17,910,4,7,16,668,668,0,15,7,7,0,5,551,649,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
15.,48,147,98,3,4,4,4,2,0,8,0,490,147,0,0,0,0,0,0.5,5,1,2.5,2,0,0,0,7,9,99,2,8,0,7,7,14,1,4,30,3,22,913,4,11,22,686,686,0,10,5,5,0,5,551,649,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
16.,48,147,95,4,3,8,3,5,2,11,0,484,147,0,0,0,0,0,1,6,1,2.5,4,0,0,0,9,7,101,1,9,4,9,5,14,1,4,30,5,11,923,5,7,10,682,682,0,14,4,4,0,3,547,653,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
17.,49,147,97,0,4,5,6,3,1,9,0,488,147,0,0,0,0,0,0.5,5,0,1,3,1,0,0,6,6,102,1,9,0,6,6,12,1,7,30,1,15,921,5,6,15,679,679,1,19,8,8,0,5,552,648,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
18.,50,146,96,0,6,4,2,6,4,10,0,484,146,0,0,0,0,0,1,5,0,1.5,4,0,0,0,7,6,102,1,9,1,7,8,15,0,4,30,0,14,916,5,8,14,675,675,0,13,8,8,0,6,552,648,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
19.,49,147,98,3,3,2,1,5,2,5,0,490,147,0,0,0,0,0,0.5,3,0,0.5,2,1,0,0,4,8,100,2,8,1,4,5,9,2,3,30,3,18,911,6,7,18,694,694,1,16,6,6,0,5,552,648,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
20.,49,145,98,3,4,3,4,7,1,7,0,486,145,0,0,0,0,0,0.5,3,0,1.5,1,0,0,0,4,10,98,1,9,1,4,12,16,1,7,30,1,14,913,6,4,14,704,704,1,16,7,7,0,5,552,648,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
21.,51,146,98,0,3,4,1,5,0,7,0,488,146,0,0,0,0,0,1,4,0,1.5,3,0,0,0,6,12,96,2,8,0,6,7,13,1,8,30,4,9,910,7,12,9,710,710,1,13,9,9,0,7,553,647,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
22.,49,144,98,2,9,2,3,5,2,11,0,484,144,0,0,0,0,0,0.5,4,0,1.5,2,0,0,0,5,13,95,1,9,4,5,3,8,0,5,30,6,16,910,7,8,16,712,712,0,15,8,8,0,7,549,651,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
23.,48,148,98,4,2,2,2,4,2,4,0,492,148,0,0,0,0,0,0.5,5,0,1,3,1,0,0,6,13,95,1,9,1,6,8,14,1,4,30,4,14,906,7,7,14,702,702,2,16,5,5,0,5,552,648,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
24.,48,147,98,1,5,2,7,3,2,7,0,490,147,0,0,0,0,0,2,2,0,0.5,4,1,0,0,6,12,96,0,10,3,6,8,14,1,6,30,8,17,905,8,12,17,725,725,2,12,5,5,0,4,551,649,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
25.,48,146,94,2,8,8,4,4,4,16,0,480,146,0,0,0,0,0,2,7,0,2.5,4,2,0,0,11,12,96,0,10,2,11,6,17,1,7,30,6,10,908,8,9,10,716,716,2,23,6,6,0,5,553,647,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
