# Output of 'KaSim' 'Agents.ka' '8020.ka' 'Variables.ka' 'Observables.ka' 'Rules.ka' 'Modifications_cTheta16.ka' '-l' '5000' '-p' '1' '-o' 'cTheta16_5.out' -seed 313566266
# "uuid" : "791955201"
"[T]","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,8,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,1,1,2,1,2
1.,49,148,97,2,1,4,3,5,2,5,0,490,148,0,0,0,0,0,2,4,0,1,6,0,0,0,8,17,91,3,9,1,8,7,15,0,3,30,1,12,879,8,6,12,478,478,2,15,4,4,0,4,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
2.,48,148,98,0,5,2,7,1,2,7,0,492,148,0,0,0,0,0,1,7,0,1,4,3,0,0,9,16,92,1,11,1,9,6,15,0,8,30,2,9,878,8,5,9,466,466,1,13,2,2,0,2,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
3.,48,150,93,1,4,9,2,1,5,13,0,486,150,0,0,0,0,0,2,5,1,1.5,6,1,0,0,10,15,93,1,10,1,10,5,15,0,6,30,1,10,875,10,6,9,476,476,0,10,4,4,0,4,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
4.,48,150,95,3,2,4,0,4,6,6,0,490,150,0,0,0,0,0,2,2,0,2.5,1,0,0,0,6,17,91,4,8,0,6,6,12,0,3,30,1,10,872,9,5,10,481,481,0,6,7,7,0,6,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
5.,48,148,98,3,3,2,3,3,2,5,0,492,148,0,0,0,0,0,2.5,3,0,1.5,4,1,0,0,8,17,91,1,11,2,8,8,16,1,3,30,1,9,872,10,5,9,468,468,1,11,4,4,0,3,547,653,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
6.,49,149,95,0,3,6,3,3,4,9,0,488,149,0,0,0,0,0,1.5,0,0,0.5,1,1,0,0,3,16,92,4,8,1,3,5,8,0,3,30,0,7,874,10,8,7,469,469,1,8,5,5,0,5,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
7.,50,146,95,1,3,9,3,6,1,12,0,482,146,0,0,0,0,0,0.5,6,0,1.5,4,0,0,0,7,19,89,2,10,1,7,6,13,0,2,30,0,7,874,10,8,7,474,474,0,15,1,1,0,1,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
8.,48,148,96,1,4,6,6,2,2,10,0,488,148,0,0,0,0,0,0.5,4,0,1,3,0,0,0,5,18,90,6,6,1,5,5,10,0,3,30,1,6,872,8,8,6,460,460,1,12,2,2,0,2,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
9.,49,150,97,0,2,3,2,1,3,5,0,494,150,0,0,0,0,0,0,8,0,1.5,3,2,0,0,8,17,91,3,9,1,8,3,11,0,1,30,0,13,872,8,6,12,480,480,0,13,1,1,0,1,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
