# Output of 'KaSim' 'Agents.ka' '8020.ka' 'Variables.ka' 'Observables.ka' 'Rules.ka' 'Modifications_Delta16.ka' '-l' '5000' '-p' '1' '-o' 'Delta16_2.out' -seed 581051877
# "uuid" : "938465034"
"[T]","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,8,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
1.,49,147,95,2,3,7,3,6,3,10,0,484,147,0,0,0,0,0,1.5,7,0,1,6,2,0,0,10,19,89,0,12,3,10,4,14,2,1,30,2,5,878,6,5,5,467,467,2,17,4,4,0,3,546,654,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
2.,50,145,97,0,8,4,2,4,2,12,0,484,145,0,0,0,0,0,0,4,0,1,2,0,0,0,4,19,89,1,11,3,4,6,10,0,6,30,4,7,878,6,8,7,475,475,2,10,1,1,0,1,546,654,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,2,1,2
3.,48,149,97,1,3,4,5,1,2,7,0,492,149,0,0,0,0,0,1,4,0,1.5,2,1,0,0,6,19,89,3,9,2,6,7,13,0,5,30,1,11,882,6,7,11,474,474,0,18,2,2,0,2,547,653,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,2,1,2
4.,51,143,97,1,7,5,1,8,1,12,0,480,143,0,0,0,0,0,1,3,0,0.5,4,0,0,0,5,18,90,3,9,2,5,5,10,0,3,30,2,10,883,6,7,10,475,475,0,13,0,0,0,0,547,653,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,2,1,2
5.,50,146,96,1,4,7,2,5,1,11,0,484,146,0,0,0,0,0,3,4,0,1,8,0,0,0,10,18,90,2,10,2,10,11,21,0,3,30,0,4,881,6,5,4,469,469,0,8,0,0,0,0,547,653,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
6.,49,144,97,3,7,5,3,6,1,12,0,482,144,0,0,0,0,0,1,3,0,0,5,0,0,0,5,19,89,1,11,1,5,10,15,0,3,30,0,13,882,6,6,13,473,473,1,18,1,1,0,0,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
7.,49,146,97,2,5,5,3,4,1,10,0,486,146,0,0,0,0,0,2,4,1,1.5,6,0,0,0,9,19,89,2,10,3,9,8,17,0,8,30,1,6,881,6,9,6,471,471,0,16,5,5,0,3,547,653,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
8.,49,147,96,3,4,7,0,3,1,11,0,486,147,0,0,0,0,0,1.5,1,1,0,5,0,0,0,5,18,90,2,10,1,5,12,17,1,2,30,1,8,882,8,5,8,472,472,0,16,3,3,0,2,549,651,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,26,25,25,1,1,2,1,2
9.,47,146,96,5,6,8,4,2,0,14,0,484,146,0,0,0,0,0,1.5,5,1,1.5,6,0,0,0,9,17,91,2,10,1,9,6,15,0,6,30,0,9,883,9,7,9,487,487,0,11,1,1,0,1,549,651,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,26,25,25,1,1,2,1,2
10.,49,147,97,2,4,3,2,5,3,7,0,488,147,0,0,0,0,0,1,3,0,1,3,0,0,0,5,16,92,3,9,0,5,8,13,2,3,30,2,11,881,9,5,11,491,491,0,14,2,2,0,2,550,650,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,26,25,25,1,1,2,1,2
11.,49,146,97,1,6,2,4,6,4,8,0,486,146,0,0,0,0,0,2.5,2,0,1,5,0,0,0,7,16,92,2,10,0,7,10,17,0,4,30,1,10,883,10,9,10,481,481,1,16,2,2,0,2,550,650,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,26,25,25,1,1,2,1,2
12.,49,145,100,2,6,0,4,4,0,6,0,490,145,0,0,0,0,0,0.5,4,0,1.5,2,0,0,0,5,13,95,1,11,0,5,13,18,0,6,30,3,5,881,10,7,5,474,474,1,14,1,1,0,1,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
13.,48,147,96,3,4,5,4,5,3,9,0,486,147,0,0,0,0,0,1.5,3,1,1.5,3,1,0,0,7,13,95,2,10,0,7,6,13,0,7,30,3,5,879,10,9,5,471,471,0,12,0,0,0,0,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
14.,50,149,96,0,2,5,0,3,3,7,0,490,149,0,0,0,0,0,1,7,0,1.5,5,1,0,0,9,17,91,3,9,0,9,6,15,0,4,30,2,4,876,10,5,4,456,456,0,14,1,1,0,0,550,650,0,500,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,26,25,25,1,1,2,1,2
15.,49,146,97,1,7,4,3,3,2,11,0,486,146,0,0,0,0,0,1.5,4,0,2,3,0,0,0,7,20,88,1,11,0,7,7,14,0,1,30,2,8,880,10,6,8,457,457,0,13,1,1,0,1,550,650,0,500,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,26,25,25,1,1,2,1,2
16.,50,144,96,0,9,8,3,3,0,17,0,480,144,0,0,0,0,0,2,5,0,3.5,2,0,0,0,9,22,86,2,10,0,9,10,19,0,4,30,1,10,882,11,5,9,471,471,1,12,2,2,0,2,550,650,0,500,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,26,25,25,1,1,2,1,2
17.,47,148,96,4,4,5,4,3,3,9,0,488,148,0,0,0,0,0,1,4,1,2,2,1,0,0,7,23,85,1,11,2,7,11,18,0,7,30,6,11,881,10,5,11,479,479,2,12,3,3,0,3,548,652,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,26,25,25,1,1,2,1,2
18.,49,145,95,1,10,6,2,4,4,16,0,480,145,0,0,0,0,0,1,4,1,1.5,3,1,0,0,7,21,87,0,12,0,7,8,15,0,6,30,2,7,878,10,4,7,468,468,2,12,5,5,0,4,550,650,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,26,25,25,1,1,2,1,2
