# Output of 'KaSim' 'Agents.ka' '8020.ka' 'Variables.ka' 'Observables.ka' 'Rules.ka' 'Modifications_Theta16.ka' '-l' '5000' '-p' '1' '-o' 'Theta16_3.out' -seed 68953874
# "uuid" : "1045100069"
"[T]","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,8,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,0,1,1,1,1
1.,50,146,97,1,6,5,0,3,1,11,0,486,146,0,0,0,0,0,2.5,4,0,2.5,4,0,0,0,9,16,92,1,11,0,9,9,18,0,3,30,4,10,883,4,4,10,491,491,0,13,4,4,0,3,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,1,1,1
2.,49,147,99,1,5,1,3,2,1,6,0,492,147,0,0,0,0,0,0,5,0,1.5,1,1,0,0,5,19,89,3,9,0,5,12,17,1,4,30,3,9,879,4,1,9,498,498,0,15,3,3,0,2,549,651,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,25,25,1,1,1,1,1
3.,46,150,95,5,1,7,5,2,3,8,0,490,150,0,0,0,0,0,0.5,3,0,0,2,2,0,0,4,19,89,3,9,0,4,6,10,0,5,30,3,12,881,4,7,12,498,498,1,11,2,2,0,2,549,651,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,25,25,1,1,1,1,1
4.,48,148,97,2,1,4,7,5,2,5,0,490,148,0,0,0,0,0,1.5,2,0,0,3,2,0,0,5,19,89,2,10,0,5,5,10,0,9,30,4,10,881,4,7,9,508,508,0,14,3,3,0,2,549,651,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,25,25,1,1,1,1,1
5.,48,145,98,2,11,1,3,2,3,12,0,486,145,0,0,0,0,0,0,3,0,1.5,0,0,0,0,3,22,86,2,10,0,3,4,7,0,2,30,2,12,886,4,6,12,533,533,3,13,4,4,0,3,549,651,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,1,1,1
6.,49,145,95,1,8,8,4,4,2,16,0,480,145,0,0,0,0,0,0.5,1,0,1,0,0,0,0,2,19,89,2,10,0,2,10,12,0,6,30,1,4,891,4,2,3,515,515,1,15,3,3,0,1,549,651,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,1,1,1
7.,50,146,97,1,5,3,1,6,3,8,0,486,146,0,0,0,0,0,0,7,0,1.5,3,1,0,0,7,20,88,4,8,3,7,5,12,0,6,30,3,7,884,4,6,6,516,516,2,11,5,5,0,5,546,654,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,1,1,1
8.,50,147,96,0,4,6,2,4,2,10,0,486,147,0,0,0,0,0,1,2,0,1.5,1,0,0,0,4,20,88,2,10,3,4,7,11,0,5,30,3,9,887,5,1,9,527,527,0,13,1,1,0,0,546,654,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,1,1,1
9.,50,146,96,1,3,5,3,8,3,8,0,484,146,0,0,0,0,0,0.5,3,0,0.5,3,0,0,0,4,18,90,2,10,1,4,13,17,0,6,30,2,10,885,5,5,10,516,516,0,16,3,3,0,3,548,652,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,1,1,1
