# Output of 'KaSim' 'Agents.ka' '8020.ka' 'Variables.ka' 'Observables.ka' 'Rules.ka' 'Modifications_weakLTP16.ka' '-l' '5000' '-p' '1' '-o' 'weakLTP16_5.out' -seed 724942092
# "uuid" : "140908804"
"[T]","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,8,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
1.,46,148,93,3,6,8,8,4,6,14,0,482,148,0,0,0,0,0,0,4,0,0.5,2,1,0,0,4,18,90,2,10,1,4,10,14,0,2,30,1,5,881,5,7,5,461,461,0,15,5,5,0,5,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
2.,48,147,96,3,3,6,5,5,2,9,0,486,147,0,0,0,1,2550,1,4,1,0.5,5,1,0,0,7,19,89,3,9,1,7,10,17,0,4,30,1,6,875,5,7,6,466,466,1,10,2,2,0,2,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
3.,49,146,97,1,7,3,3,4,3,10,0,486,146,0,0,0,0,0,0.5,3,0,1,2,0,0,0,4,20,88,4,8,3,4,11,15,0,4,30,0,10,874,6,9,10,447,447,0,13,3,3,0,2,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
4.,49,147,96,1,5,4,3,5,4,9,0,486,147,0,0,0,0,0,1,5,1,1.5,4,1,0,0,8,15,93,0,12,1,8,13,21,0,5,30,0,10,872,6,1,10,447,447,0,10,6,6,0,5,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
5.,49,146,96,1,7,6,3,3,2,13,0,484,146,0,0,0,0,0,0.5,6,0,1.5,3,1,0,0,7,16,92,3,9,1,7,13,20,0,3,30,0,12,873,6,11,12,465,465,1,10,2,2,0,2,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
6.,49,146,97,2,7,4,1,3,2,11,0,486,146,0,0,0,0,0,2,4,0,1,5,1,0,0,8,17,91,5,7,0,8,9,17,1,5,30,2,12,869,5,2,12,479,479,0,16,3,3,0,3,551,649,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
7.,50,144,98,1,8,2,2,6,2,10,0,484,144,0,0,0,0,0,0.5,1,0,0,1,1,0,0,2,19,89,1,10,0,2,10,12,0,3,30,2,6,868,6,3,6,463,463,1,13,4,4,0,3,551,649,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
8.,48,147,97,3,4,4,4,4,2,8,0,488,147,0,0,0,0,0,0,5,1,1.5,3,0,0,0,6,19,89,2,10,0,6,8,14,0,4,30,4,8,867,6,7,8,485,485,0,11,6,6,0,6,551,649,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
9.,49,146,98,1,4,3,6,5,1,7,0,488,146,0,0,0,0,0,0.5,5,0,0.5,5,0,0,0,6,20,88,3,9,2,6,8,14,0,6,30,5,10,872,8,3,10,479,479,0,12,5,5,0,5,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
