# Output of 'KaSim' 'Agents.ka' '8020.ka' 'Variables.ka' 'Observables.ka' 'Rules.ka' 'Modifications_LFS16.ka' '-l' '5000' '-p' '1' '-o' 'LFS16_5.out' -seed 363614396
# "uuid" : "1054964509"
"[T]","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,68,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
1.,48,146,98,3,7,1,3,4,3,8,0,488,146,0,0,0,0,0,0.5,6,2,1.5,5,1,0,0,9,19,89,5,7,2,9,5,14,0,3,30,3,4,882,5,3,3,474,474,2,13,4,4,0,4,547,653,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
2.,49,147,97,1,4,4,4,4,2,8,0,488,147,0,0,0,0,0,1,5,0,2,3,0,0,0,7,17,91,3,9,1,7,10,17,0,8,30,2,10,886,7,6,10,482,482,1,12,2,2,0,1,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
3.,49,147,99,0,7,0,3,1,2,7,0,492,147,0,0,0,0,0,0.5,1,0,0.5,1,0,0,0,2,20,88,3,9,1,2,9,11,0,3,30,1,3,887,7,4,3,491,491,0,12,4,4,0,3,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
4.,49,145,94,2,8,11,2,3,1,19,0,478,145,0,0,0,0,0,0.5,6,2,1.5,5,1,0,0,9,21,87,2,10,1,9,9,18,0,4,30,4,9,886,7,5,9,493,493,3,12,0,0,0,0,548,652,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
5.,47,148,97,5,5,4,1,1,2,9,0,490,148,0,0,0,0,0,0.5,5,1,2,3,0,0,0,7,17,91,1,11,1,7,10,17,0,5,30,3,11,886,7,4,11,509,509,0,14,2,2,0,1,548,652,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
6.,47,144,98,5,8,3,6,5,1,11,0,484,144,0,0,0,0,0,0.5,2,0,0.5,2,0,0,0,3,20,88,4,8,1,3,12,15,1,3,30,4,10,879,7,6,9,513,513,0,17,5,5,0,5,548,652,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
7.,49,149,99,2,1,0,1,3,2,1,0,496,149,0,0,0,0,0,0.5,5,1,1.5,4,0,0,0,7,24,84,3,9,0,7,10,17,0,4,30,1,17,875,8,6,17,544,544,1,13,5,5,0,4,550,650,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
8.,49,148,97,1,4,4,2,2,2,8,0,490,148,0,0,0,0,0,1,2,1,1,2,1,0,0,5,24,84,2,10,0,5,6,11,1,4,30,2,18,875,8,6,17,572,572,1,12,0,0,0,0,550,650,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
9.,48,146,95,1,5,8,9,5,2,13,0,482,146,0,0,0,0,0,0.5,5,0,1,4,0,0,0,6,23,85,3,9,0,6,7,13,1,4,30,1,16,878,9,3,16,596,596,2,9,5,5,0,4,550,650,0,500,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,25,25,25,0,1,1,1,1
