# Output of 'KaSim' 'Agents.ka' '8020.ka' 'Variables.ka' 'Observables.ka' 'Rules.ka' 'Modifications_weakLTP16.ka' '-l' '5000' '-p' '1' '-o' 'weakLTP16_2.out' -seed 317699515
# "uuid" : "630494494"
"[T]","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,8,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
1.,48,146,97,4,5,5,3,4,1,10,0,486,146,0,0,0,0,0,0.5,4,0,1.5,2,0,0,0,5,19,89,2,10,1,5,9,14,0,1,30,2,10,883,7,6,10,477,477,0,13,5,5,0,4,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
2.,50,145,98,1,7,4,1,3,0,11,0,486,145,0,0,0,0,0,0,3,1,0.5,2,1,0,0,4,15,93,2,9,1,4,7,11,0,1,30,2,8,876,7,4,8,469,469,0,12,5,5,0,5,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
3.,50,144,98,2,7,3,1,6,1,10,0,484,144,0,0,0,0,0,2.5,3,0,0.5,7,0,0,0,8,16,92,1,11,1,8,9,17,0,6,30,0,13,878,6,6,13,460,460,2,14,4,4,0,3,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
4.,51,144,97,0,4,6,4,8,0,10,0,482,144,0,0,0,0,0,2.5,2,1,0.5,6,1,0,0,8,16,92,1,9,3,8,7,15,0,3,30,5,10,878,6,5,10,465,465,1,10,2,2,0,2,546,654,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
5.,51,147,98,0,1,3,1,6,1,4,0,490,147,0,0,0,0,0,0.5,6,0,1.5,3,1,0,0,7,14,94,3,7,1,7,8,15,0,6,30,3,7,877,6,6,7,474,474,1,6,2,2,0,1,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
6.,49,148,98,2,3,3,1,2,1,6,0,492,148,0,0,0,0,0,2,4,0,1.5,5,0,0,0,8,17,91,3,7,3,8,7,15,0,2,30,4,5,873,6,5,4,463,463,0,12,3,3,0,2,547,653,0,500,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,25,25,25,0,1,2,1,2
7.,48,147,95,3,6,8,2,2,2,14,0,484,147,0,0,0,0,0,2,2,0,1,4,0,0,0,6,18,90,0,10,1,6,11,17,1,10,30,3,12,876,6,7,12,454,454,0,13,3,3,0,2,549,651,0,500,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,25,25,25,0,1,2,1,2
8.,49,146,98,2,6,1,2,5,3,7,0,488,146,0,0,0,0,0,0.5,3,0,1,2,0,0,0,4,19,89,2,8,1,4,7,11,1,4,30,6,9,871,5,5,9,474,474,0,10,3,3,0,2,549,651,0,500,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,25,25,25,0,1,2,1,2
9.,47,146,98,5,8,2,2,2,2,10,0,488,146,0,0,0,0,0,0,1,0,0,1,0,0,0,1,17,91,3,7,3,1,8,9,0,5,30,4,12,870,5,5,12,480,480,2,13,4,4,0,3,547,653,0,500,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,25,25,25,0,1,2,1,2
10.,47,147,95,3,7,6,5,3,4,13,0,484,147,0,0,0,0,0,0.5,3,0,1,2,0,0,0,4,15,93,2,8,0,4,12,16,0,5,30,2,11,866,5,5,11,479,479,0,16,3,3,0,3,550,650,0,500,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,25,25,25,0,1,2,1,2
11.,47,147,97,3,6,2,6,4,4,8,0,488,147,0,0,0,0,0,0,5,0,1,2,1,0,0,5,12,96,1,9,0,5,7,12,0,2,30,3,6,865,5,2,6,482,482,1,14,5,5,0,4,550,650,0,500,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,25,25,25,0,1,2,1,2
12.,48,147,97,4,5,3,1,4,3,8,0,488,147,0,0,0,0,0,1.5,3,0,1.5,3,0,0,0,6,9,99,1,9,0,6,9,15,0,4,30,5,9,864,5,9,9,475,475,0,13,7,7,0,7,550,650,0,500,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,25,25,25,0,1,2,1,2
13.,47,147,98,3,8,1,4,1,3,9,0,490,147,0,0,0,0,0,1.5,4,0,1,4,1,0,0,7,12,96,3,7,1,7,13,20,0,1,30,2,7,858,4,3,7,458,458,2,13,2,2,0,1,549,651,0,500,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,25,25,25,0,1,2,1,2
14.,48,149,94,1,4,7,4,3,5,11,0,486,149,0,0,0,0,0,1,2,0,1.5,1,0,0,0,4,12,96,2,8,2,4,7,11,0,5,30,3,10,854,4,5,10,449,449,3,14,1,1,0,1,548,652,0,499,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,25,25,25,0,1,2,1,2
15.,46,148,97,5,6,3,4,1,3,9,0,490,148,0,0,0,0,0,1.5,2,0,1.5,2,0,0,0,5,15,93,1,9,2,5,6,11,0,4,30,2,16,853,3,13,16,462,462,2,19,1,1,0,1,548,652,0,499,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,25,25,25,0,1,2,1,2
