# Output of 'KaSim' 'Agents.ka' '8020.ka' 'Variables.ka' 'Observables.ka' 'Rules.ka' 'Modifications_weakLTP16.ka' '-l' '5000' '-p' '1' '-o' 'weakLTP16_1.out' -seed 557214944
# "uuid" : "912914653"
"[T]","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,8,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
1.,48,147,95,3,4,9,4,3,1,13,0,484,147,0,0,0,0,0,1.5,3,0,1.5,3,0,0,0,6,18,90,2,9,0,6,10,16,0,6,30,1,8,880,5,3,8,480,480,1,11,5,5,0,4,549,651,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
2.,48,148,97,2,4,4,4,2,2,8,0,490,148,0,0,0,0,0,0.5,5,0,1.5,3,0,0.5,0,5,15,93,5,7,0,6,9,15,2,4,30,2,10,874,5,6,10,512,512,0,20,6,6,0,5,549,651,0,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
3.,49,147,96,1,3,4,5,7,4,7,0,486,147,0,0,0,0,0,1,2,0,0,3,1,0,0,4,15,93,2,10,0,4,9,13,0,3,30,4,9,871,6,7,8,509,509,0,10,4,4,0,4,549,651,0,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
4.,49,146,98,3,3,4,3,5,0,7,0,488,146,0,0,0,0,0,1,4,0,1.5,3,0,0,0,6,17,91,1,11,1,6,11,17,0,5,30,3,11,870,7,5,10,508,508,2,20,4,4,0,3,548,652,0,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
5.,49,146,98,3,3,4,3,5,0,7,0,488,146,0,0,0,0,0,0.5,6,0,1,3,2,0,0,7,18,90,3,9,3,7,7,14,0,7,30,1,12,867,7,5,12,509,509,2,17,3,3,0,3,546,654,0,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
6.,49,143,97,4,6,6,4,8,0,12,0,480,143,0,0,0,0,0,1,5,0,1,5,0,0,0,7,19,89,3,9,1,7,8,15,0,4,30,1,9,870,8,7,9,486,486,0,12,4,4,0,3,548,652,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
7.,48,146,95,2,8,9,4,1,1,17,0,482,146,0,0,0,0,0,0,7,0,2,3,0,0,0,7,18,90,2,10,1,7,8,15,0,2,30,1,12,872,9,2,11,479,479,0,15,1,1,0,1,548,652,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
8.,49,143,98,3,10,3,2,5,1,13,0,482,143,0,0,0,0,0,0,3,0,1,1,0,0,0,3,18,90,3,9,0,3,9,12,0,4,30,0,9,869,9,2,8,490,490,1,16,2,2,0,2,549,651,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
9.,48,148,97,3,4,4,2,2,2,8,0,490,148,0,0,0,0,0,1,5,0,1.5,3,1,0,0,7,17,91,2,10,1,7,9,16,0,6,30,1,10,864,9,6,9,512,512,2,10,4,4,0,4,548,652,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
10.,48,147,98,3,3,3,5,4,1,6,0,490,147,0,0,0,0,0,0,7,0,2,3,0,0,0,7,19,89,1,11,0,7,8,15,0,1,30,0,14,864,9,5,14,510,510,0,13,1,1,0,0,549,651,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
11.,47,148,96,4,4,6,4,2,2,10,0,488,148,0,0,0,0,0,1,5,0,0.5,6,0,0,0,7,16,92,1,11,1,7,9,16,0,3,30,1,14,863,10,6,14,529,529,0,21,4,4,0,3,548,652,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
12.,49,149,96,1,1,6,3,3,2,7,0,490,149,0,0,0,0,0,1,4,0,1.5,2,1,0,0,6,13,95,1,11,4,6,9,15,0,2,30,3,10,865,10,2,10,522,522,1,10,2,2,0,2,546,654,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
13.,49,147,95,1,5,8,3,3,2,13,0,484,147,0,0,0,0,0,0.5,5,1,0.5,6,0,0,0,7,13,95,3,9,0,7,8,15,0,4,30,5,12,860,10,2,12,520,520,0,18,3,3,0,3,550,650,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
14.,49,147,97,0,5,4,5,3,2,9,0,488,147,0,0,0,0,0,1,2,0,1.5,1,0,0,0,4,14,94,1,11,0,4,11,15,0,5,30,2,11,859,10,6,11,527,527,2,13,0,0,0,0,550,650,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
15.,48,144,95,4,11,6,1,5,4,17,0,478,144,0,0,0,0,0,0,3,1,1.5,1,0,0,0,4,17,91,3,8,3,4,13,17,0,5,30,7,9,855,10,7,9,521,521,0,11,2,2,0,1,547,653,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
16.,49,149,97,1,4,4,0,0,2,8,0,492,149,0,0,0,0,0,0.5,5,0,2,1,1,0,0,6,17,91,1,11,1,6,11,17,0,5,30,3,11,856,10,3,11,501,501,0,15,2,2,0,1,549,651,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
