# Output of 'KaSim' 'Agents.ka' '8020.ka' 'Variables.ka' 'Observables.ka' 'Rules.ka' 'Modifications_sTheta16.ka' '-l' '5000' '-p' '1' '-o' 'sTheta16_4.out' -seed 89138323
# "uuid" : "332929803"
"[T]","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,8,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,1,1,2,1,2
1.,48,147,98,1,6,2,6,2,2,8,0,490,147,0,0,0,0,0,2,4,1,2,4,1,0,0,9,15,93,3,9,4,9,6,15,0,6,30,1,7,881,6,7,7,484,484,0,9,3,3,0,3,545,655,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
2.,48,147,96,3,6,4,2,4,4,10,0,486,147,0,0,0,0,0,2,6,0,2.5,4,1,0,0,10,13,95,2,10,0,10,5,15,0,1,30,0,11,880,8,5,11,465,465,0,14,2,2,0,2,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
3.,48,148,98,2,4,2,4,2,2,6,0,492,148,0,0,0,0,0,0,1,0,0,1,0,0,0,1,13,95,1,11,2,1,9,10,0,7,30,1,10,877,8,5,10,473,473,0,15,4,4,0,4,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
4.,47,150,98,4,0,1,4,3,3,1,0,496,150,0,0,0,0,0,0,6,0,2,2,0,0,0,6,15,93,2,10,1,6,4,10,0,3,30,0,7,875,8,6,7,493,493,0,15,1,1,0,1,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
5.,47,148,95,2,7,7,5,0,3,14,0,486,148,0,0,0,0,0,0,3,1,1.5,0,1,0,0,4,14,94,2,10,1,4,6,10,0,5,30,0,6,875,8,8,6,486,486,1,13,4,4,0,4,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
6.,47,149,98,4,3,2,3,1,2,5,0,494,149,0,0,0,0,0,1.5,4,0,2,3,0,0,0,7,15,93,3,9,0,7,8,15,0,4,30,1,9,874,8,7,8,482,482,0,12,3,3,0,2,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
7.,49,147,97,0,9,1,1,2,5,10,0,488,147,0,0,0,0,0,0.5,5,0,2,2,0,0,0,6,17,91,0,12,2,6,8,14,1,4,30,2,8,873,8,14,8,495,495,0,17,3,3,0,2,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
8.,49,147,98,1,7,1,1,2,3,8,0,490,147,0,0,0,0,0,0,5,0,1.5,1,1,0,0,5,16,92,6,6,3,5,7,12,0,6,30,1,6,869,8,3,6,498,498,0,11,6,6,0,4,547,653,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
9.,49,145,96,2,8,7,2,3,1,15,0,482,145,0,0,0,0,0,1.5,2,0,2,0,1,0,0,5,16,92,1,11,0,5,7,12,0,4,30,3,17,865,9,8,17,509,509,0,11,1,1,0,1,551,649,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
10.,50,144,96,2,6,7,2,7,1,13,0,480,144,0,0,0,0,0,1,6,0,3,1,1,0,0,8,17,91,2,10,1,8,11,19,0,4,30,3,5,865,8,5,5,506,506,0,13,5,5,0,3,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
11.,49,145,98,2,7,3,3,4,1,10,0,486,145,0,0,0,0,0,1.5,3,0,1.5,2,1,0,0,6,19,89,1,11,0,6,9,15,1,6,30,1,12,860,7,7,12,492,492,1,16,5,5,0,5,551,649,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
12.,48,143,99,4,11,1,3,4,1,12,0,484,143,0,0,0,0,0,1.5,2,0,2,1,0,0,0,5,20,88,4,8,0,5,11,16,0,3,30,0,6,859,6,10,6,499,499,0,13,5,5,0,5,551,649,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
13.,49,145,95,2,8,9,2,3,1,17,0,480,145,0,0,0,0,0,0.5,3,0,1,2,0,0,0,4,22,86,3,9,0,4,10,14,0,3,30,0,16,854,5,7,15,504,504,1,10,4,4,0,4,551,649,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
14.,50,143,97,1,11,5,1,4,1,16,0,480,143,0,0,0,0,0,0.5,4,0,2,1,0,0,0,5,24,84,2,10,1,5,10,15,0,3,30,1,9,850,5,6,9,499,499,0,16,3,3,0,1,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
15.,48,147,97,3,3,3,5,6,3,6,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,22,86,5,6,1,3,11,14,1,2,30,1,9,848,5,4,9,508,508,1,8,3,3,0,2,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
16.,49,143,98,3,9,4,3,5,0,13,0,482,143,0,0,0,1,2422,1,3,0,0.5,2,2,0,0,5,23,85,1,11,1,5,7,12,0,7,30,1,10,842,5,6,10,526,526,0,19,2,2,0,2,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
17.,49,147,97,3,3,5,1,4,1,8,0,488,147,0,0,0,0,0,0.5,3,1,1,3,0,0,0,5,18,90,3,9,0,5,15,20,0,1,30,1,12,838,5,6,12,515,515,2,10,3,3,0,3,551,649,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
18.,49,145,97,3,5,4,3,7,2,9,0,484,145,0,0,0,0,0,1,0,0,0.5,1,0,0,0,2,16,92,0,12,0,2,10,12,1,1,30,1,8,841,5,5,8,507,507,1,16,2,2,0,2,551,649,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
19.,50,144,97,2,6,5,2,7,1,11,0,482,144,0,0,0,0,0,0.5,2,0,1,1,0,0,0,3,18,90,5,7,3,3,11,14,0,6,30,3,7,840,5,7,7,511,511,0,7,3,3,0,2,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
20.,51,147,97,0,2,6,0,4,0,8,0,488,147,0,0,0,0,0,0.5,5,1,2.5,2,0,0,0,7,22,86,2,10,2,7,13,20,0,5,30,2,11,840,5,4,11,521,521,0,14,3,3,0,3,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
21.,50,148,95,0,4,7,0,3,3,11,0,486,148,0,0,0,0,0,0,1,0,0.5,0,0,0,0,1,20,88,3,9,1,1,10,11,0,0,30,4,9,839,5,5,8,522,522,1,18,3,3,0,3,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
22.,49,148,95,2,3,8,1,3,2,11,0,486,148,0,0,0,0,0,1.5,2,0,2,0,1,0,0,5,17,91,2,10,0,5,8,13,0,6,30,2,11,839,4,8,11,514,514,1,19,4,4,0,4,551,649,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
