# Output of 'KaSim' 'Agents.ka' '8020.ka' 'Variables.ka' 'Observables.ka' 'Rules.ka' 'Modifications_sTheta16.ka' '-l' '5000' '-p' '1' '-o' 'sTheta16_5.out' -seed 476817347
# "uuid" : "826861095"
"[T]","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,8,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,1,1,2,1,2
1.,50,146,96,0,7,5,1,4,3,12,0,484,146,0,0,0,0,0,0.5,4,1,2,1,1,0,0,6,15,93,1,11,1,6,9,15,0,6,30,2,8,881,6,15,8,460,460,1,14,3,3,0,1,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
2.,49,145,97,2,7,5,3,4,1,12,0,484,145,0,0,0,0,0,0,4,0,1,2,0,0,0,4,11,97,3,9,1,4,5,9,0,7,30,1,13,882,6,4,13,465,465,0,19,1,1,0,1,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
3.,50,146,97,0,5,5,3,4,1,10,0,486,146,0,0,0,0,0,0.5,3,0,0.5,3,0,0,0,4,14,94,2,9,1,4,10,14,0,5,30,0,5,883,6,1,5,463,463,1,15,6,6,0,2,548,652,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
4.,48,145,96,3,9,6,3,3,2,15,0,482,145,0,0,0,0,0,1.5,1,0,1.5,1,0,0,0,4,15,93,2,10,2,4,9,13,1,7,30,0,7,882,6,10,7,476,476,1,12,2,2,0,1,547,653,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
5.,48,147,96,2,6,6,4,2,2,12,0,486,147,0,0,0,0,0,1.5,1,0,0.5,3,0,0,0,4,20,88,3,9,1,4,7,11,1,5,30,1,10,886,7,2,10,489,489,0,10,1,1,0,1,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
6.,47,146,97,5,9,2,1,3,4,11,0,486,146,0,0,0,0,0,1,4,1,1,5,0,0,0,7,20,88,3,9,1,7,6,13,0,2,30,0,11,888,7,4,11,488,488,0,10,2,2,0,1,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
7.,49,148,95,1,5,7,1,2,3,12,0,486,148,0,0,0,0,0,1,5,0,0.5,6,0,0,0,7,22,86,2,10,1,7,6,13,0,5,30,1,8,890,7,7,8,487,487,1,12,2,2,0,2,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
8.,50,146,96,0,8,5,0,3,3,13,0,484,146,0,0,0,0,0,1,3,0,2,1,0,0,0,5,26,82,2,10,1,5,7,12,0,3,30,1,12,887,7,5,11,485,485,1,16,1,1,0,1,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
9.,47,149,95,4,4,4,2,4,6,8,0,488,149,0,0,0,0,0,0,4,0,0.5,3,0,0,0,4,24,84,2,10,2,4,6,10,0,1,30,1,7,883,7,4,7,498,498,2,20,1,1,0,1,547,653,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
