# Output of 'KaSim' 'Agents.ka' '8020.ka' 'Variables.ka' 'Observables.ka' 'Rules.ka' 'Modifications_Theta16.ka' '-l' '5000' '-p' '1' '-o' 'Theta16_4.out' -seed 803802385
# "uuid" : "544789632"
"[T]","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,8,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,0,1,1,1,1
1.,49,148,97,1,5,3,1,2,3,8,0,490,148,0,0,0,0,0,1.5,4,0,1.5,4,0,0,0,7,21,87,2,10,1,7,6,13,0,4,30,1,11,882,6,3,11,480,480,2,8,3,3,0,2,549,651,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,1,1,1
2.,47,146,96,4,8,6,4,2,2,14,0,484,146,0,0,0,0,0,0.5,3,1,1,3,0,0,0,5,22,86,3,9,1,5,5,10,1,4,30,2,6,880,5,3,6,486,486,1,12,1,1,0,1,549,651,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,25,25,1,1,1,1,1
3.,49,147,96,0,9,4,1,1,4,13,0,486,147,0,0,0,0,0,1,5,0,2,3,0,0,0,7,22,86,2,10,1,7,6,13,0,4,30,1,12,880,6,7,12,480,480,0,21,3,3,0,3,549,651,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,25,25,1,1,1,1,1
4.,47,148,97,4,4,3,4,3,3,7,0,490,148,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,23,85,1,11,1,3,9,12,0,11,30,2,10,880,8,4,10,475,475,1,14,2,2,0,2,549,651,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,25,25,1,1,1,1,1
5.,48,145,97,4,6,5,4,5,1,11,0,484,145,0,0,0,0,0,0.5,2,0,1.5,0,0,0,0,3,25,83,4,8,1,3,7,10,0,6,30,3,7,876,8,5,7,469,469,1,17,3,3,0,2,549,651,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,1,1,1
6.,49,146,96,2,7,5,1,4,3,12,0,484,146,0,0,0,0,0,1.5,4,0,1.5,4,0,0,0,7,24,84,3,9,2,7,11,18,0,5,30,1,5,877,9,2,5,474,474,1,15,2,2,0,1,548,652,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,1,1,1
7.,47,150,95,4,3,6,1,1,4,9,0,490,150,0,0,0,0,0,0,3,0,0,3,0,0,0,3,22,86,2,10,3,3,7,10,1,3,30,1,15,875,9,6,15,489,489,1,13,5,5,0,3,547,653,0,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,1,1,1
8.,48,150,97,2,2,1,2,3,5,3,0,494,150,0,0,0,0,0,0.5,7,0,1.5,5,0,0,0,8,18,90,3,9,2,8,5,13,1,3,30,0,9,874,8,7,9,493,493,1,14,1,1,0,1,548,652,0,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,1,1,1
9.,49,148,95,2,4,7,0,3,3,11,0,486,148,0,0,0,0,0,0.5,4,0,0.5,4,0,0,0,5,15,93,1,10,0,5,6,11,0,3,30,1,11,876,8,4,11,481,481,2,9,4,4,0,2,550,650,0,499,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,1,1,1
10.,48,148,98,3,4,2,2,2,2,6,0,492,148,0,0,0,0,0,0,5,0,1,3,0,0,0,5,18,90,4,8,0,5,7,12,1,5,30,2,6,877,8,8,6,496,496,0,14,3,3,0,3,550,650,0,499,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,1,1,1
11.,49,147,97,1,4,5,4,3,1,9,0,488,147,0,0,0,0,0,1,3,0,0.5,2,2,0,0,5,19,89,3,8,4,5,11,16,0,3,30,2,10,876,8,11,10,484,484,0,16,3,3,0,2,546,654,0,499,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,1,1,1
12.,49,145,96,2,8,8,2,2,0,16,0,482,145,0,0,0,0,0,0.5,4,0,1.5,2,0,0,0,5,22,86,4,8,0,5,8,13,0,3,30,3,11,885,8,5,11,510,510,0,15,3,3,0,3,550,650,0,499,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,1,1,1
13.,49,148,95,1,2,8,4,4,2,10,0,486,148,0,0,0,0,0,0.5,4,0,1,3,0,0,0,5,19,89,6,6,0,5,10,15,0,5,30,3,6,883,8,5,6,504,504,2,14,7,7,0,5,550,650,0,499,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,1,1,1
14.,46,149,98,4,3,2,7,1,2,5,0,494,149,0,0,0,0,0,1,3,0,1,3,0,0,0,5,19,89,3,9,0,5,7,12,0,3,30,4,13,885,7,3,13,502,502,0,9,7,7,0,6,550,650,0,499,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,1,1,1
15.,46,146,97,6,7,3,5,4,3,10,0,486,146,0,0,0,0,0,0,3,0,1,1,0,0,0,3,19,89,2,10,0,3,8,11,0,2,30,5,6,884,7,4,6,502,502,1,12,4,4,0,4,550,650,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,1,1,1
16.,49,147,97,1,7,3,1,2,3,10,0,488,147,0,0,0,0,0,0.5,2,1,1,2,0,0,0,4,19,89,1,11,0,4,8,12,1,4,30,2,7,886,7,8,6,505,505,1,15,2,2,0,2,550,650,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,1,1,1
17.,48,147,95,2,5,6,5,5,4,11,0,484,147,0,0,0,0,0,1.5,5,0,1,6,0,0,0,8,23,85,2,9,3,8,7,15,0,4,30,1,12,885,8,4,11,492,492,1,12,6,6,0,3,548,652,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,1,1,1
18.,45,146,98,9,6,3,4,3,1,9,0,488,146,0,0,0,0,0,0.5,5,0,0.5,4,1,0,0,6,21,87,2,10,1,6,6,12,0,4,30,1,4,872,7,4,4,480,480,1,12,7,7,0,7,550,650,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,1,1,1
19.,48,147,98,1,9,1,3,0,3,10,0,490,147,0,0,0,0,0,2.5,4,0,3,3,0,0,0,9,23,85,4,8,1,9,8,17,0,2,30,0,11,869,7,2,10,468,468,1,15,7,7,0,7,550,650,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,25,25,1,1,1,1,1
20.,50,146,97,0,6,4,2,4,2,10,0,486,146,0,0,0,0,0,0.5,7,0,1.5,5,0,0,0,8,23,85,4,7,0,8,6,14,0,4,30,2,8,871,6,3,8,478,478,0,17,5,5,0,3,551,649,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,25,25,1,1,1,1,1
21.,48,148,97,4,4,4,0,2,2,8,0,490,148,0,0,0,0,0,1,3,0,1.5,2,0,0,0,5,22,86,1,10,0,5,9,14,0,6,30,2,7,874,6,9,7,474,474,0,7,4,4,0,3,551,649,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,25,25,1,1,1,1,1
22.,46,149,93,5,6,9,2,1,5,15,0,484,149,0,0,0,0,0,1,3,0,1,3,0,0,0,5,20,88,2,10,0,5,12,17,0,3,30,2,12,877,6,2,12,492,492,0,15,6,6,0,5,551,649,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,25,25,1,1,1,1,1
23.,47,150,95,3,3,5,3,2,5,8,0,490,150,0,0,0,0,0,0.5,6,0,1,5,0,0.5,0,6,20,88,1,11,0,7,6,13,0,3,30,2,16,881,6,3,16,501,501,0,19,2,2,0,2,551,649,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,25,25,1,1,1,1,1
24.,47,150,96,3,2,5,4,1,3,7,0,492,150,0,0,0,0,0,0.5,3,0,1,2,0,0,0,4,19,89,1,11,0,4,9,13,0,3,30,2,7,885,7,1,7,483,483,3,14,3,3,0,3,551,649,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,25,25,1,1,1,1,1
25.,48,147,96,3,5,6,3,3,2,11,0,486,147,0,0,0,0,0,0,4,0,0.5,3,0,0,0,4,25,83,2,10,0,4,5,9,0,3,30,3,10,885,7,6,10,491,491,0,12,7,7,0,6,551,649,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,1,1,1
