# Output of 'KaSim' 'Agents.ka' '8020.ka' 'Variables.ka' 'Observables.ka' 'Rules.ka' 'Modifications_Delta16.ka' '-l' '5000' '-p' '1' '-o' 'Delta16_5.out' -seed 1020987266
# "uuid" : "506271912"
"[T]","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,8,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
1.,50,143,98,0,10,2,4,6,2,12,0,482,143,0,0,0,0,0,1,3,1,2,2,0,0,0,6,15,93,5,7,1,6,7,13,0,5,30,2,10,880,6,8,10,483,483,1,14,4,4,0,4,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
2.,48,145,97,4,8,4,2,4,2,12,0,484,145,0,0,0,0,0,0.5,3,0,1.5,1,0,0,0,4,15,93,3,8,1,4,12,16,0,4,30,1,16,873,6,5,15,470,470,1,19,4,4,0,4,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,2,1,2
3.,48,146,97,4,3,6,5,5,0,9,0,486,146,0,0,0,0,0,0.5,4,0,1.5,2,0,0,0,5,12,96,2,9,1,5,10,15,0,3,30,2,5,870,6,6,5,465,465,1,11,5,5,0,5,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,2,1,2
4.,47,147,98,5,3,2,5,5,2,5,0,490,147,0,0,0,0,0,1,3,0,1,2,1,0,0,5,16,92,1,11,0,5,8,13,0,4,30,1,5,870,6,4,5,468,468,2,22,3,3,0,2,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,2,1,2
5.,49,145,98,2,8,1,2,5,3,9,0,486,145,0,0,0,0,0,1.5,3,0,1,4,0,0,0,6,16,92,3,9,0,6,10,16,0,7,30,2,4,870,6,7,4,483,483,0,8,3,3,0,2,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
6.,47,150,96,3,4,2,2,2,6,6,0,492,150,0,0,0,0,0,0,4,0,1,2,0,0,0,4,16,92,2,10,0,4,9,13,0,3,30,2,8,871,5,8,8,503,503,0,9,4,4,0,4,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
7.,48,147,94,2,8,8,2,2,4,16,0,482,147,0,0,0,0,0,0.5,5,0,2,2,0,0,0,6,14,94,3,9,0,6,9,15,0,4,30,3,10,875,6,9,10,518,518,1,18,4,4,0,3,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
8.,47,149,96,2,2,6,8,2,2,8,0,490,149,0,0,0,0,0,0,4,0,0.5,2,1,0,0,4,16,92,0,12,1,4,8,12,0,4,30,3,6,874,7,7,6,520,520,1,15,2,2,0,2,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
9.,48,147,96,2,6,5,4,3,3,11,0,486,147,0,0,0,0,0,0.5,1,0,0.5,1,0,0,0,2,16,92,4,8,1,2,9,11,0,2,30,4,7,869,7,7,7,518,518,0,18,5,5,0,3,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
