# Output of 'KaSim' 'Agents.ka' '8020.ka' 'Variables.ka' 'Observables.ka' 'Rules.ka' 'Modifications_LFS16.ka' '-l' '5000' '-p' '1' '-o' 'LFS16_2.out' -seed 525062527
# "uuid" : "904799257"
"[T]","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,68,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
1.,49,146,97,2,7,4,1,3,2,11,0,486,146,0,0,0,0,0,1.5,5,0,2,4,0,0,0,8,20,88,1,11,2,8,9,17,0,5,30,1,9,886,6,5,9,485,485,3,14,2,2,0,2,547,653,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
2.,49,147,98,2,4,3,2,3,1,7,0,490,147,0,0,0,0,0,1,2,0,0.5,3,0,0,0,4,18,90,2,10,1,4,6,10,0,3,30,3,6,886,8,4,6,483,483,1,13,3,3,0,3,548,652,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,25,25,0,1,1,1,1
3.,49,147,97,1,7,4,1,1,2,11,0,488,147,0,0,0,0,0,1,4,0,0,5,1,0,0,6,15,93,4,8,1,6,10,16,0,7,30,1,11,889,8,6,11,517,517,0,13,1,1,0,1,548,652,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,25,25,0,1,1,1,1
4.,49,146,97,1,8,2,2,4,4,10,0,486,146,0,0,0,0,0,0.5,4,0,0.5,4,0,0,0,5,17,91,4,8,3,5,8,13,1,4,30,2,13,881,6,9,12,515,515,0,13,5,5,0,5,547,653,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,25,25,0,1,1,1,1
5.,48,148,97,1,6,4,4,0,2,10,0,490,148,0,0,0,0,0,1.5,6,0,2,5,0,0,0,9,15,93,3,9,0,9,11,20,0,5,30,1,14,880,5,6,14,551,551,1,19,5,5,0,4,550,650,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,25,25,0,1,1,1,1
6.,49,146,96,1,8,4,2,4,4,12,0,484,146,0,0,0,0,0,1.5,2,0,1,3,0,0,0,5,20,88,2,10,2,5,7,12,0,12,30,1,16,874,6,3,16,572,572,2,15,6,6,0,6,548,652,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,25,25,0,1,1,1,1
7.,49,146,99,1,6,1,4,3,1,7,0,490,146,0,0,0,0,0,1.5,4,0,1,4,1,0,0,7,23,85,0,12,2,7,8,15,0,6,30,1,14,874,6,4,13,590,590,1,16,6,6,0,5,548,652,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,25,25,0,1,1,1,1
8.,48,146,96,3,7,5,3,4,3,12,0,484,146,0,0,0,0,0,0,3,1,0.5,2,1,0,0,4,22,86,2,10,1,4,11,15,0,6,30,1,15,880,8,3,15,594,594,0,13,3,3,0,3,549,651,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,25,25,0,1,1,1,1
9.,50,146,99,1,5,1,1,4,1,6,0,490,146,0,0,0,0,0,1.5,3,0,1.5,3,0,0,0,6,19,89,1,11,1,6,10,16,0,6,30,0,13,881,9,11,13,610,610,1,12,5,5,0,3,549,651,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,25,25,0,1,1,1,1
