# Output of 'KaSim' 'Agents.ka' '8020.ka' 'Variables.ka' 'Observables.ka' 'Rules.ka' 'Modifications_weakLTP16.ka' '-l' '5000' '-p' '1' '-o' 'weakLTP16_4.out' -seed 931700769
# "uuid" : "403391486"
"[T]","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,145,98,4,6,4,4,4,0,10,0,486,145,0,0,0,0,0,3,2,9,3.5,3,7,0,0,17,7,101,2,6,400,17,5,22,0,2,30,2,6,226,0,20,6,520,520,0,14,3,3,0,2,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
1.,49,144,98,1,10,4,4,2,0,14,0,484,144,0,0,0,0,0,3.5,2,5,4,1,5,0,0,14,9,99,2,6,400,14,2,16,0,1,30,1,13,222,0,23,13,540,540,2,10,3,3,0,3,668,532,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
2.,50,146,99,1,5,1,1,4,1,6,0,490,146,0,0,0,0,0,3.5,1,7,3,3,6,0,0,15,9,99,0,8,400,15,5,20,0,2,30,0,8,217,0,24,8,534,534,0,15,2,2,0,2,671,529,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
3.,49,145,97,2,8,1,2,7,5,9,0,484,145,0,0,0,0,0,1.5,0,11,3.5,3,4,0,0,14,9,99,0,8,400,14,6,20,0,5,30,4,8,219,0,25,7,534,534,1,15,3,3,0,2,671,529,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
4.,48,148,97,3,4,3,2,3,3,7,0,490,148,0,0,0,0,0,3,3,5,2.5,1,8,0,0,14,9,99,3,5,400,14,6,20,0,6,30,2,11,216,0,26,11,524,524,1,15,3,3,0,3,670,530,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
5.,50,149,95,0,1,7,1,4,3,8,0,488,149,0,0,0,0,0,2,2,14,4,3,9,0,0,20,9,99,1,7,400,20,2,22,0,5,30,4,10,213,0,25,10,516,516,0,19,4,4,0,3,665,535,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
6.,51,144,98,0,8,2,0,6,2,10,0,484,144,0,0,0,0,0,3.5,2,3,2.5,2,5,0,0,12,9,99,0,8,400,12,7,19,0,5,30,4,7,210,0,18,7,497,497,0,12,3,3,0,2,661,539,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
7.,50,146,95,2,3,9,1,6,1,12,0,482,146,0,0,0,0,0,1.5,3,7,3,2,5,0,0,13,7,101,1,7,400,13,2,15,0,4,30,3,5,208,0,21,5,491,491,1,17,5,5,0,4,660,540,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
8.,50,147,97,1,3,4,1,5,2,7,0,488,147,0,0,0,0,0,2,2,5,2.5,0,6,0,0,11,9,99,2,6,400,11,6,17,0,4,30,0,14,208,0,24,13,499,499,0,19,1,1,0,1,664,536,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
9.,48,146,99,3,6,1,4,3,1,7,0,490,146,0,0,0,0,0,2,2,2,2.5,1,2,0,0,8,13,95,2,6,400,8,4,12,0,5,30,3,8,207,0,16,8,486,486,2,9,2,2,0,2,660,540,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
10.,47,146,98,5,7,2,3,3,2,9,0,488,146,0,0,0,0,0,1.5,4,3,1,0,8,0,0,10,14,94,2,6,400,10,6,16,0,5,30,4,6,207,0,18,6,490,490,1,11,7,7,0,7,660,540,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
11.,49,146,97,2,5,5,3,4,1,10,0,486,146,0,0,0,0,0,2,3,5,2,0,8,0,0,12,13,95,0,8,400,12,5,17,0,3,30,4,10,207,0,19,10,499,499,1,7,4,4,0,3,660,540,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
12.,49,145,96,1,5,6,7,7,2,11,0,482,145,0,0,0,0,0,3,3,1,1,1,7,0,0,10,14,94,1,7,400,10,4,14,0,8,30,2,12,206,0,21,12,508,508,0,13,2,2,0,1,659,541,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
13.,47,146,95,5,5,6,5,7,4,11,0,482,146,0,0,0,0,0,2.5,3,5,3.5,1,5,0,0,13,14,94,1,7,400,13,4,17,0,4,30,3,5,203,0,19,5,524,524,0,11,4,4,0,4,647,553,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
14.,49,145,99,1,9,1,3,2,1,10,0,488,145,0,0,0,0,0,2.5,1,4,2.5,1,4,0,0,10,16,92,2,6,400,10,9,19,0,5,30,2,7,203,0,17,7,531,531,1,14,2,2,0,2,650,550,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
15.,50,144,97,1,8,6,2,4,0,14,0,482,144,0,0,0,0,0,2,0,3,2,0,3,0,0,7,13,95,1,7,400,7,5,12,0,5,30,3,11,199,0,28,11,512,512,0,16,1,1,0,1,638,562,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
16.,49,145,96,3,5,6,3,7,2,11,0,482,145,0,0,0,0,0,4.5,1,4,2.5,2,7,0,0,14,12,96,2,6,400,14,10,24,0,6,30,2,10,198,0,28,10,506,506,1,16,1,1,0,1,642,558,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
17.,49,146,97,2,6,5,2,3,1,11,0,486,146,0,0,0,0,0,1.5,2,5,1.5,2,5,0,0,10,10,98,0,8,400,10,6,16,0,6,30,4,13,198,0,19,13,529,529,0,16,0,0,0,0,641,559,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
18.,49,146,97,1,5,6,5,3,0,11,0,486,146,0,0,0,0,0,2,1,6,2.5,1,5,0,0,11,12,96,1,7,400,11,7,18,0,7,30,3,9,192,0,28,9,526,526,0,16,5,5,0,4,646,554,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
19.,49,147,94,1,3,10,5,5,2,13,0,482,147,0,0,0,0,0,3,0,4,2,1,5,0,0,10,12,96,2,6,400,10,9,19,0,4,30,3,12,193,0,26,12,516,516,0,11,3,3,0,2,647,553,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
20.,49,147,97,2,4,4,2,4,2,8,0,488,147,0,0,0,0,0,4,0,5,2,2,7,0,0,13,11,97,2,6,400,13,4,17,0,5,30,6,9,188,0,28,8,517,517,0,16,1,1,0,0,647,553,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
21.,48,149,95,4,2,5,0,5,5,7,0,488,149,0,0,0,0,0,1.5,1,3,1,1,4,0,0,7,11,97,0,8,400,7,6,13,0,4,30,1,10,183,0,24,10,519,519,1,12,3,3,0,2,647,553,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
22.,48,148,98,2,5,3,3,0,1,8,0,492,148,0,0,0,0,0,2,0,3,2.5,0,2,0,0,7,9,99,4,4,400,7,9,16,0,7,30,3,9,176,0,22,9,516,516,0,15,0,0,0,0,648,552,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
23.,47,147,94,3,7,9,5,2,3,16,0,482,147,0,0,0,0,0,3,2,3,2.5,1,5,0,0,11,8,100,3,5,400,11,2,13,0,4,30,2,9,176,0,22,8,519,519,0,15,4,4,0,3,640,560,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
24.,48,146,98,1,6,1,8,5,3,7,0,488,146,0,0,0,0,0,2,0,6,3,0,4,0,0,10,11,97,3,5,400,10,6,16,0,4,30,1,13,174,0,28,12,501,501,0,9,3,3,0,2,633,567,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
25.,47,147,97,4,4,4,6,4,2,8,0,488,147,0,0,0,0,0,1.5,0,8,2,1,6,0,0,11,13,95,1,7,400,11,5,16,0,5,30,1,4,171,0,30,4,491,491,1,13,2,2,0,2,629,571,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
26.,47,146,96,4,7,6,5,3,2,13,0,484,146,0,0,0,0,0,2.5,0,5,3,2,2,0,0,10,11,97,1,7,400,10,7,17,0,6,30,1,2,172,0,27,2,468,468,1,11,1,1,0,1,628,572,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
27.,49,146,96,2,7,4,1,5,4,11,0,484,146,0,0,0,0,0,1,1,5,1,2,4,0,0,8,14,94,3,5,400,8,8,16,1,5,30,0,11,168,0,30,11,464,464,1,14,4,4,0,3,624,576,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
