# Output of 'KaSim' 'Agents.ka' '8020.ka' 'Variables.ka' 'Observables.ka' 'Rules.ka' 'Modifications_Delta16.ka' '-l' '5000' '-p' '1' '-o' 'Delta16_1.out' -seed 890988777
# "uuid" : "887811243"
"[T]","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,145,98,4,6,4,4,4,0,10,0,486,145,0,0,0,0,0,3,2,9,3.5,3,7,0,0,17,7,101,2,6,400,17,5,22,0,2,30,2,6,226,0,20,6,520,520,0,14,3,3,0,2,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
1.,50,146,98,1,4,4,2,4,0,8,0,488,146,0,0,0,0,0,5.5,2,2,3,2,7,0,0,15,7,101,2,6,400,15,6,21,0,7,30,1,7,220,0,26,7,520,520,1,14,0,0,0,0,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
2.,49,144,99,3,7,0,3,7,2,7,0,486,144,0,0,0,0,0,5.5,1,3,3.5,2,6,0,0,15,10,98,1,7,400,15,6,21,0,6,30,0,11,221,0,23,11,498,498,1,12,0,0,0,0,670,530,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,2,1,2
3.,50,147,98,0,2,3,4,5,1,5,0,490,147,0,0,0,0,0,2.5,4,7,2.5,3,8,0,0,16,8,100,1,7,400,16,8,24,0,5,30,2,15,217,0,22,15,494,494,1,16,3,3,0,3,664,536,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,2,1,2
4.,50,145,98,1,8,3,0,3,1,11,0,486,145,0,0,0,0,0,3,4,4,2,1,9,0,0,14,8,100,2,6,400,14,5,19,0,2,30,2,9,216,0,18,8,511,511,2,16,4,4,0,3,660,540,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,2,1,2
5.,50,147,99,1,3,2,1,3,0,5,0,492,147,0,0,0,0,0,3.5,1,3,3,1,4,0,0,11,9,99,2,6,400,11,7,18,1,5,30,1,9,215,0,24,9,490,490,0,15,5,5,0,5,660,540,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
6.,49,144,96,3,6,7,4,7,1,13,0,480,144,0,0,0,0,0,4,2,6,2,2,10,0,0,16,9,99,1,7,400,16,6,22,0,5,30,1,7,212,0,23,7,478,478,2,15,6,6,0,5,651,549,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
7.,50,146,98,0,6,4,2,2,0,10,0,488,146,0,0,0,0,0,1,3,5,3,1,3,0,0,10,10,98,3,5,400,10,2,12,0,4,30,1,10,211,0,23,10,468,468,1,17,4,4,0,3,651,549,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
8.,49,147,96,2,5,4,1,5,4,9,0,486,147,0,0,0,0,0,3,1,7,3.5,2,5,0,0,14,9,99,1,6,400,14,5,19,0,1,30,3,9,209,0,22,9,474,474,3,15,5,5,0,4,647,553,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
9.,49,145,98,2,6,3,4,5,1,9,0,486,145,0,0,0,0,0,4,2,7,3.5,3,7,0,0,17,7,101,1,7,400,17,6,23,0,8,30,3,7,203,0,22,7,468,468,1,15,4,4,0,3,645,555,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
10.,49,148,98,0,5,3,3,0,1,8,0,492,148,0,0,0,0,0,2.5,4,6,3,2,7,0,0,15,6,102,1,7,400,15,8,23,0,3,30,1,7,199,0,25,7,460,460,1,12,4,4,0,3,649,551,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,25,25,1,1,2,1,2
11.,49,148,97,1,4,3,2,3,3,7,0,490,148,0,0,0,0,0,2.5,3,4,3,1,5,0,0,12,5,103,0,8,400,12,7,19,0,5,30,2,8,198,0,24,7,469,469,0,17,1,1,0,1,649,551,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,25,25,1,1,2,1,2
12.,47,149,96,4,2,5,4,3,3,7,0,490,149,0,0,0,0,0,1,5,6,2.5,1,7,0,0,13,5,103,1,7,400,13,5,18,1,4,30,2,11,196,0,33,11,483,483,2,20,2,2,0,1,649,551,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,25,25,1,1,2,1,2
13.,47,146,97,2,9,3,7,2,3,12,0,486,146,0,0,0,0,0,5,1,3,4,0,6,0,0,14,9,99,0,8,400,14,1,15,0,9,30,1,11,195,0,20,11,486,486,0,15,2,2,0,2,641,559,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,25,25,1,1,2,1,2
14.,48,148,96,2,5,4,3,3,4,9,0,488,148,0,0,0,0,0,1.5,4,5,3,0,6,0,0,12,10,98,1,7,400,12,6,18,0,4,30,2,13,195,0,33,13,508,508,1,16,3,3,0,2,638,562,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,25,25,1,1,2,1,2
15.,48,147,97,2,7,3,3,2,3,10,0,488,147,0,0,0,0,0,0.5,3,3,1,1,4,0,0,7,10,98,1,7,400,7,4,11,0,4,30,1,9,191,0,27,9,507,507,0,16,3,3,0,2,632,568,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,25,25,1,1,2,1,2
16.,46,148,95,6,4,8,4,2,2,12,0,486,148,0,0,0,0,0,3,0,4,1.5,0,7,0,0,10,17,91,2,6,400,10,4,14,0,5,30,0,11,192,0,19,11,519,519,0,15,4,4,0,2,633,567,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,25,25,1,1,2,1,2
17.,49,146,97,1,7,3,3,4,3,10,0,486,146,0,0,0,0,0,3,4,7,3,0,11,0,0,17,14,94,1,7,400,17,3,20,0,6,30,0,6,189,0,27,6,508,508,0,9,5,5,0,4,633,567,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,25,25,1,1,2,1,2
18.,48,145,98,3,8,3,4,3,1,11,0,486,145,0,0,0,0,0,3,1,3,1,1,7,0,0,10,12,96,4,4,400,10,5,15,0,2,30,2,10,186,0,14,10,507,507,2,18,5,5,0,4,629,571,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,25,25,1,1,2,1,2
19.,49,144,96,0,13,4,3,3,4,17,0,480,144,0,0,0,0,0,1.5,4,2,1,0,7,0,0,9,13,95,1,7,400,9,3,12,0,5,30,2,10,182,0,28,10,497,497,4,20,2,2,0,1,629,571,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,25,25,1,1,2,1,2
20.,48,147,95,2,7,6,3,3,4,13,0,484,147,0,0,0,0,0,3.5,2,4,4.5,0,4,0,0,13,13,95,2,6,400,13,4,17,2,0,30,4,7,179,0,25,6,484,484,0,19,2,2,0,1,629,571,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,25,25,1,1,2,1,2
21.,48,146,97,2,9,3,3,2,3,12,0,486,146,0,0,0,0,0,3.5,1,4,2,1,7,0,0,12,12,96,0,8,400,12,5,17,0,5,30,3,12,179,0,26,12,487,487,1,13,3,3,0,2,629,571,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,25,25,1,1,2,1,2
