# Output of 'KaSim' 'Agents.ka' '8020.ka' 'Variables.ka' 'Observables.ka' 'Rules.ka' 'Modifications_sTheta16.ka' '-l' '5000' '-p' '1' '-o' 'sTheta16_5.out' -seed 519210839
# "uuid" : "42688515"
"[T]","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,145,98,4,6,4,4,4,0,10,0,486,145,0,0,0,0,0,3,2,9,3.5,3,7,0,0,17,7,101,2,6,400,17,5,22,0,2,30,2,6,226,0,20,6,520,520,0,14,3,3,0,2,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,1,1,2,1,2
1.,50,145,98,0,6,2,4,6,2,8,0,486,145,0,0,0,0,0,4,2,4,2.5,3,6,0,0,14,7,101,1,7,400,14,5,19,0,7,30,4,12,221,0,18,12,504,504,0,12,6,6,0,4,670,530,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
2.,49,145,96,0,7,7,7,4,1,14,0,482,145,0,0,0,0,0,4,3,4,4.5,0,6,0,0,15,7,101,0,8,400,15,7,22,0,5,30,3,7,216,0,21,7,509,509,1,13,5,5,0,4,670,530,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
3.,49,145,98,3,8,1,0,5,3,9,0,486,145,0,0,0,0,0,4.5,2,2,3,1,6,0,0,13,6,102,1,7,400,13,5,18,0,4,30,4,4,215,0,23,4,503,503,0,12,5,5,0,5,670,530,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
4.,49,147,96,0,5,8,5,1,0,13,0,486,147,0,0,0,0,0,3,1,3,2.5,1,4,0,0,10,10,98,1,7,400,10,7,17,0,3,30,4,10,212,0,22,10,502,502,1,16,2,2,0,1,669,531,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
5.,48,146,97,5,6,4,0,4,2,10,0,486,146,0,0,0,0,0,5,1,3,3,2,6,0,0,14,14,94,0,8,400,14,8,22,0,3,30,1,11,206,0,27,11,497,497,2,14,3,3,0,3,669,531,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
6.,49,147,99,2,3,2,3,3,0,5,0,492,147,0,0,0,0,0,5.5,2,4,4.5,1,7,0,0,17,10,98,1,7,400,17,6,23,0,3,30,5,7,204,0,20,7,464,464,2,14,4,4,0,3,669,531,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
7.,49,146,96,1,6,7,4,3,1,13,0,484,146,0,0,0,0,0,3.5,3,7,4.5,2,6,0,0,17,11,97,2,6,400,17,3,20,0,5,30,3,14,201,0,17,14,456,456,1,12,4,4,0,4,672,528,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,26,25,25,1,1,2,1,2
8.,49,146,97,1,8,3,2,3,3,11,0,486,146,0,0,0,0,0,2.5,2,6,2.5,1,7,0,0,13,12,96,2,6,400,13,5,18,0,4,30,2,5,200,0,24,5,431,431,0,15,1,1,0,1,668,532,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,26,25,25,1,1,2,1,2
9.,48,148,97,1,5,3,5,2,3,8,0,490,148,0,0,0,0,0,3,1,9,3,3,7,0,0,16,11,97,1,7,400,16,5,21,0,7,30,1,6,197,0,25,6,432,432,0,9,4,4,0,4,664,536,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,26,25,25,1,1,2,1,2
10.,47,148,96,4,3,6,5,3,2,9,0,488,148,0,0,0,0,0,3,2,8,3.5,3,6,0,0,16,8,100,1,7,400,16,4,20,0,2,30,2,7,191,0,26,7,449,449,1,14,4,4,0,4,663,537,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,26,25,25,1,1,2,1,2
11.,48,146,97,3,8,5,2,1,1,13,0,486,146,0,0,0,0,0,3.5,0,7,5,1,3,0,0,14,8,100,2,6,400,14,5,19,0,1,30,0,6,187,0,27,6,460,460,1,17,3,3,0,3,655,545,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,26,25,25,1,1,2,1,2
12.,49,147,99,2,4,1,2,3,1,5,0,492,147,0,0,0,0,0,2,1,9,2,1,9,0,0,14,8,100,4,4,400,14,3,17,0,5,30,0,9,183,0,22,8,441,441,1,11,3,3,0,3,658,542,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,26,25,25,1,1,2,1,2
13.,49,146,96,2,4,8,4,4,0,12,0,484,146,0,0,0,0,0,3,4,4,3.5,0,7,0,0,14,10,98,2,6,400,14,4,18,0,3,30,1,6,182,0,27,6,448,448,0,10,5,5,0,5,662,538,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,26,25,25,1,1,2,1,2
