# Output of 'KaSim' 'Agents.ka' '8020.ka' 'Variables.ka' 'Observables.ka' 'Rules.ka' 'Modifications_weakLTP16.ka' '-l' '5000' '-p' '1' '-o' 'weakLTP16_1.out' -seed 313157344
# "uuid" : "198945805"
"[T]","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,145,98,4,6,4,4,4,0,10,0,486,145,0,0,0,0,0,3,2,9,3.5,3,7,0,0,17,7,101,2,6,400,17,5,22,0,2,30,2,6,226,0,20,6,520,520,0,14,3,3,0,2,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
1.,49,146,97,2,6,4,2,4,2,10,0,486,146,0,0,0,0,0,5,1,2,2.5,3,5,0,0,13,9,99,3,5,400,13,6,19,0,4,30,3,9,223,0,15,9,513,513,4,9,1,1,0,1,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
2.,49,146,97,0,10,3,2,1,3,13,0,486,146,0,0,0,0,0,2.5,3,0,2,0,4,0,0,8,9,99,1,7,400,8,3,11,0,4,30,2,7,223,0,21,7,513,513,1,14,2,2,0,2,665,535,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
3.,47,148,95,3,7,7,3,0,3,14,0,486,148,0,0,0,0,0,3.5,1,1,1.5,2,4,0,0,9,9,99,0,8,400,9,3,12,0,4,30,0,7,218,0,15,7,505,505,1,11,3,3,0,3,660,540,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
4.,48,148,97,1,5,5,5,0,1,10,0,490,148,0,0,0,0,0,4.5,2,3,2,1,9,0,0,14,7,101,1,7,400,14,6,20,0,4,30,1,8,216,0,23,7,492,492,2,16,5,5,0,4,656,544,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
5.,48,147,96,2,7,6,3,1,2,13,0,486,147,0,0,0,0,0,2.5,3,4,3,1,5,0,0,12,7,101,0,8,400,12,6,18,0,3,30,2,10,214,0,31,9,478,478,2,7,2,2,0,1,660,540,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
6.,49,146,97,1,5,4,5,5,2,9,0,486,146,0,0,0,0,0,2.5,1,5,2,0,7,0,0,11,8,100,1,7,400,11,7,18,0,6,30,3,4,212,0,29,4,481,481,0,16,1,1,0,1,656,544,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
7.,48,149,98,1,3,2,5,1,2,5,0,494,149,0,0,0,0,0,3.5,2,8,4,2,7,0,0,17,10,98,1,7,400,17,5,22,0,5,30,3,7,207,0,19,7,465,465,2,14,3,3,0,2,656,544,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
8.,47,146,97,3,7,4,7,3,2,11,0,486,146,0,0,0,0,0,4.5,2,6,5.5,1,5,0,0,17,14,94,1,7,400,17,5,22,0,8,30,0,15,206,0,19,15,462,462,1,10,3,3,0,2,656,544,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
9.,48,147,96,4,5,5,1,4,3,10,0,486,147,0,0,0,0,0,3,0,8,2.5,3,6,0,0,14,13,95,2,6,400,14,9,23,0,3,30,1,13,205,0,15,13,471,471,0,20,3,3,0,2,655,545,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
10.,49,147,98,1,6,3,2,1,1,9,0,490,147,0,0,0,0,0,1.5,1,6,1.5,1,6,0,0,10,10,98,0,8,400,10,3,13,0,5,30,5,12,203,0,20,12,475,475,0,15,3,3,0,2,655,545,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
11.,48,148,97,2,6,2,2,2,4,8,0,490,148,0,0,0,0,0,3,2,4,2,1,7,0,0,12,9,99,0,8,400,12,7,19,0,3,30,2,9,197,0,22,9,476,476,0,19,3,3,0,2,655,545,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
12.,48,149,96,2,5,2,1,3,6,7,0,490,149,0,0,0,0,0,3,2,8,4,1,7,0,0,16,9,99,2,6,400,16,6,22,0,3,30,1,3,194,0,21,3,467,467,0,12,4,4,0,3,655,545,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
13.,49,147,98,1,5,3,3,2,1,8,0,490,147,0,0,0,0,0,2.5,1,6,2,1,7,0,0,12,14,94,2,6,400,12,5,17,0,4,30,1,11,193,0,25,11,468,468,3,16,1,1,0,1,655,545,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
14.,49,146,97,1,5,4,5,5,2,9,0,486,146,0,0,0,0,0,4.5,2,5,3.5,0,9,0,0,16,12,96,1,7,400,16,5,21,0,5,30,0,11,186,0,26,11,465,465,1,13,3,3,0,3,658,542,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
15.,49,145,98,2,6,3,4,5,1,9,0,486,145,0,0,0,0,0,4.5,3,3,2.5,1,9,0,0,15,12,96,3,5,400,15,8,23,0,3,30,2,5,182,0,21,4,456,456,1,15,3,3,0,3,658,542,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
