# Output of 'KaSim' 'Agents.ka' '8020.ka' 'Variables.ka' 'Observables.ka' 'Rules.ka' 'Modifications_cTheta16.ka' '-l' '5000' '-p' '1' '-o' 'cTheta16_5.out' -seed 694935852
# "uuid" : "324217247"
"[T]","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,145,98,4,6,4,4,4,0,10,0,486,145,0,0,0,0,0,3,2,9,3.5,3,7,0,0,17,7,101,2,6,400,17,5,22,0,2,30,2,6,226,0,20,6,520,520,0,14,3,3,0,2,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,1,1,2,1,2
1.,49,145,98,4,5,4,1,5,0,9,0,486,145,0,0,0,0,0,6,1,4,3.5,3,7,0,0,17,7,101,1,7,400,17,7,24,0,4,30,2,7,223,0,20,7,525,525,4,16,2,2,0,2,669,531,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
2.,50,148,96,1,1,6,1,5,2,7,0,488,148,0,0,0,0,0,2.5,3,4,4,1,3,0,0,12,6,102,3,5,400,12,9,21,1,6,30,2,10,222,0,23,10,510,510,0,17,5,5,0,4,657,543,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
3.,47,146,96,6,7,5,1,4,3,12,0,484,146,0,0,0,0,0,2,1,9,4,2,4,0,0,14,8,100,0,8,400,14,3,17,1,6,30,2,12,222,0,23,12,512,512,0,15,4,4,0,4,657,543,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
4.,46,147,98,7,4,3,4,3,1,7,0,490,147,0,0,0,0,0,2,1,3,1,0,6,0,0,8,11,97,1,7,400,8,4,12,0,2,30,1,4,223,0,17,4,517,517,0,20,6,6,0,5,660,540,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
5.,49,147,96,1,6,6,2,2,2,12,0,486,147,0,0,0,0,0,1.5,4,5,3.5,0,5,0,0,12,11,97,1,7,400,12,6,18,0,5,30,4,7,222,0,24,7,502,502,1,12,5,5,0,5,668,532,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
6.,47,146,97,3,9,4,5,1,2,13,0,486,146,0,0,0,0,0,2.5,1,9,5,3,2,0,0,15,13,95,0,8,400,15,8,23,0,5,30,2,5,224,0,22,5,509,509,0,16,3,3,0,3,659,541,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
7.,47,148,97,3,3,4,7,3,2,7,0,490,148,0,0,0,0,0,2.5,0,6,2.5,4,2,0,0,11,11,97,3,5,400,11,8,19,0,9,30,2,11,224,0,21,11,519,519,1,12,5,5,0,4,650,550,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
8.,48,149,96,3,3,5,1,2,3,8,0,490,149,0,0,0,0,0,3,0,9,3.5,2,6,0,0,15,12,96,0,8,400,15,5,20,0,7,30,3,14,221,0,13,14,514,514,1,10,5,5,0,4,649,551,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
9.,49,145,97,1,7,5,5,4,1,12,0,484,145,0,0,0,0,0,3,1,4,2.5,1,5,0,0,11,14,94,1,7,400,11,5,16,0,3,30,2,14,215,0,18,14,498,498,0,16,5,5,0,5,650,550,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
