# Output of 'KaSim' 'Agents.ka' '8020.ka' 'Variables.ka' 'Observables.ka' 'Rules.ka' 'Modifications_Theta16.ka' '-l' '5000' '-p' '1' '-o' 'Theta16_2.out' -seed 182917660
# "uuid" : "242613596"
"[T]","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,145,98,4,6,4,4,4,0,10,0,486,145,0,0,0,0,0,3,2,9,3.5,3,7,0,0,17,7,101,2,6,400,17,5,22,0,2,30,2,6,226,0,20,6,520,520,0,14,3,3,0,2,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,0,1,1,1,1
1.,49,147,96,2,6,6,0,2,2,12,0,486,147,0,0,0,0,0,4,1,5,4,1,5,0,0,14,4,104,1,7,400,14,3,17,0,5,30,2,7,227,0,25,7,497,497,0,16,6,6,0,4,662,538,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,26,25,25,1,1,1,1,1
2.,49,146,97,1,8,4,2,2,2,12,0,486,146,0,0,0,0,0,2,4,4,2,1,7,0,0,12,3,105,2,6,400,12,5,17,0,3,30,1,7,226,0,21,6,486,486,0,10,7,7,0,6,651,549,0,500,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,26,25,25,1,1,1,1,1
3.,49,147,95,1,5,7,3,4,3,12,0,484,147,0,0,0,0,0,3.5,3,4,2.5,2,7,0,0,14,5,103,3,5,400,14,4,18,0,8,30,2,4,227,0,28,4,474,474,0,14,6,6,0,6,650,550,0,500,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,26,25,25,1,1,1,1,1
4.,49,148,97,2,2,3,2,5,3,5,0,490,148,0,0,0,0,0,4.5,0,2,2.5,1,5,0,0,11,8,100,3,5,400,11,4,15,0,9,30,3,7,223,0,17,6,470,470,2,14,2,2,0,0,651,549,0,500,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,26,25,25,1,1,1,1,1
5.,47,147,96,5,7,3,1,4,5,10,0,486,147,0,0,0,0,0,3,3,4,2.5,1,7,0,0,13,12,96,1,7,400,13,3,16,0,8,30,5,7,217,0,16,7,477,477,1,9,1,1,0,1,655,545,0,500,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,26,25,25,1,1,1,1,1
6.,47,149,97,3,4,2,4,2,4,6,0,492,149,0,0,0,0,0,3.5,0,3,1.5,1,6,0,0,10,14,94,2,6,400,10,5,15,0,6,30,0,10,216,0,15,10,475,475,0,17,2,2,0,2,663,537,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,1,1,1
7.,49,147,98,1,4,3,4,3,1,7,0,490,147,0,0,0,0,0,5,0,9,4,3,8,0,0,19,17,91,2,6,400,19,6,25,0,1,30,3,10,215,0,19,8,462,462,0,10,3,3,0,3,665,535,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,1,1,1
8.,50,147,98,0,3,3,3,4,1,6,0,490,147,0,0,0,0,0,3,4,8,3.5,1,10,0,0,18,17,91,3,5,400,18,2,20,0,3,30,1,13,209,0,21,13,463,463,2,22,4,4,0,4,661,539,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,1,1,1
9.,49,146,96,3,4,5,2,7,3,9,0,484,146,0,0,0,0,0,1,2,10,1.5,1,10,0,0,14,15,93,0,8,400,14,5,19,1,5,30,1,10,208,0,19,10,482,482,0,21,6,6,0,4,661,539,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,1,1,1
10.,50,145,98,0,4,2,6,8,2,6,0,486,145,0,0,0,0,0,2,3,6,2,3,6,0,0,13,14,94,2,6,400,13,9,22,0,4,30,0,13,204,0,22,13,490,490,1,18,5,5,0,4,657,543,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,1,1,1
11.,47,146,95,5,6,9,4,3,1,15,0,482,146,0,0,0,0,0,5,1,6,2,2,11,0,0,17,11,97,1,7,400,17,5,22,0,4,30,1,9,198,0,19,8,479,479,0,14,3,3,0,3,660,540,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,1,1,1
12.,49,148,97,2,3,5,1,2,1,8,0,490,148,0,0,0,0,0,3,2,5,1.5,1,9,0,0,13,10,98,1,7,400,13,5,18,0,4,30,2,11,197,0,14,11,481,481,2,13,7,7,0,6,660,540,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,1,1,1
13.,48,148,97,5,1,4,1,5,2,5,0,490,148,0,0,0,0,0,4.5,1,7,4,2,7,0,0,17,12,96,2,6,400,17,4,21,0,4,30,0,8,192,0,24,7,484,484,0,10,6,6,0,5,656,544,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,1,1,1
14.,50,148,98,1,2,3,0,3,1,5,0,492,148,0,0,0,0,0,3,2,7,4,0,7,0,0,15,12,96,4,4,400,15,9,24,0,7,30,0,10,195,0,17,10,472,472,0,11,2,2,0,2,654,546,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,1,1,1
15.,48,147,94,3,6,8,2,4,4,14,0,482,147,0,0,0,0,0,2.5,0,5,3,1,3,0,0,10,14,94,1,7,400,10,4,14,0,7,30,0,11,195,0,25,11,475,475,1,19,4,4,0,4,654,546,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,1,1,1
16.,48,148,95,3,5,4,1,5,6,9,0,486,148,0,0,0,0,0,3,3,5,2.5,2,7,0,0,14,15,93,2,6,400,14,5,19,0,7,30,1,11,193,0,20,11,478,478,1,9,1,1,0,1,659,541,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,1,1,1
17.,49,149,96,1,3,5,1,2,3,8,0,490,149,0,0,0,0,0,2,1,9,2.5,0,9,0,0,14,13,95,0,8,400,14,6,20,2,7,30,0,11,194,0,26,11,502,502,0,14,1,1,0,0,662,538,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,1,1,1
18.,49,146,98,3,4,3,2,5,1,7,0,488,146,0,0,0,0,0,6,1,7,3,2,12,0,0,20,12,96,4,4,400,20,4,24,0,3,30,1,11,194,0,27,10,517,517,1,14,1,1,0,0,645,555,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,1,1,1
19.,50,146,97,1,4,3,2,7,3,7,0,486,146,0,0,0,0,0,4.5,2,7,4,2,8,0,0,18,12,96,1,7,400,18,6,24,0,2,30,0,6,188,0,16,6,496,496,1,11,2,2,0,1,641,559,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,1,1,1
20.,50,144,97,2,6,5,2,7,1,11,0,482,144,0,0,0,0,0,2,0,9,3.5,2,4,0,0,13,14,94,1,7,400,13,6,19,1,5,30,0,13,188,0,24,13,502,502,0,11,2,2,0,2,633,567,0,499,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,26,25,25,1,1,1,1,1
21.,49,144,97,2,10,3,2,5,3,13,0,482,144,0,0,0,0,0,1,1,5,1.5,2,3,0,0,8,12,96,0,8,400,8,4,12,2,6,30,1,11,187,0,24,10,506,506,0,14,4,4,0,3,632,568,0,499,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,26,25,25,1,1,1,1,1
22.,48,148,95,3,3,4,3,7,6,7,0,486,148,0,0,0,0,0,4,1,5,3.5,1,6,0,0,14,11,97,2,6,400,14,6,20,0,5,30,0,4,187,0,13,4,512,512,2,11,3,3,0,3,636,564,0,499,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,26,25,25,1,1,1,1,1
23.,48,147,98,2,7,0,3,3,4,7,0,490,147,0,0,0,0,0,3.5,1,9,4.5,1,7,0,0,17,10,98,2,6,400,17,6,23,0,7,30,2,4,184,0,14,4,529,529,0,12,4,4,0,3,644,556,0,499,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,26,25,25,1,1,1,1,1
24.,50,147,97,0,3,3,3,6,3,6,0,488,147,0,0,0,0,0,1,3,8,3,1,6,0,0,13,13,95,1,7,400,13,4,17,0,8,30,3,9,181,0,19,9,507,507,0,11,1,1,0,1,645,555,0,500,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,26,25,25,1,1,1,1,1
