# Output of 'KaSim' 'Agents.ka' '8020.ka' 'Variables.ka' 'Observables.ka' 'Rules.ka' 'Modifications_cTheta16.ka' '-l' '5000' '-p' '1' '-o' 'cTheta16_3.out' -seed 937197702
# "uuid" : "897032168"
"[T]","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,145,98,4,6,4,4,4,0,10,0,486,145,0,0,0,0,0,3,2,9,3.5,3,7,0,0,17,7,101,2,6,400,17,5,22,0,2,30,2,6,226,0,20,6,520,520,0,14,3,3,0,2,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,1,1,2,1,2
1.,49,144,97,3,8,4,2,6,2,12,0,482,144,0,0,0,0,0,3.5,3,2,2.5,1,6,0,0,12,7,101,2,6,400,12,8,20,1,8,30,2,14,220,0,18,14,515,515,0,11,5,5,0,5,668,532,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
2.,50,147,96,0,4,4,2,6,4,8,0,486,147,0,0,0,0,0,3.5,1,5,3.5,2,4,0,0,13,7,101,2,6,400,13,4,17,0,3,30,2,13,216,0,27,13,513,513,1,12,5,5,0,5,664,536,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
3.,49,142,97,3,9,5,5,8,1,14,0,478,142,0,0,0,0,0,3.5,4,5,3,3,7,0,0,16,7,101,2,6,400,16,9,25,0,7,30,5,7,214,0,23,6,529,529,1,14,2,2,0,1,668,532,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
4.,48,145,97,5,6,6,2,4,0,12,0,484,145,0,0,0,0,0,2.5,5,5,1.5,4,8,0,0,15,7,101,3,5,400,15,6,21,0,6,30,3,5,215,0,14,5,517,517,0,12,2,2,0,2,664,536,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
5.,48,145,98,5,4,2,4,8,2,6,0,486,145,0,0,0,0,0,3.5,3,8,4.5,1,8,0,0,18,9,99,2,6,400,18,6,24,0,0,30,3,7,212,0,17,7,506,506,1,12,2,2,0,2,668,532,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
6.,50,143,95,0,10,8,4,6,2,18,0,476,143,0,0,0,0,0,2.5,1,5,2,2,5,0,0,11,9,99,2,6,400,11,6,17,0,2,30,1,8,213,0,24,8,512,512,0,17,3,3,0,3,666,534,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
7.,48,148,98,3,3,2,3,3,2,5,0,492,148,0,0,0,0,0,0.5,4,8,1.5,1,9,0,0,13,10,98,2,6,400,13,4,17,0,6,30,1,7,213,0,22,7,508,508,0,11,3,3,0,3,662,538,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
8.,47,148,95,5,5,4,1,5,6,9,0,486,148,0,0,0,0,0,3.5,1,5,1.5,4,6,0,0,13,10,98,1,7,400,13,7,20,0,5,30,1,4,207,0,22,4,505,505,0,17,4,4,0,4,661,539,0,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
9.,47,148,96,4,7,4,1,1,4,11,0,488,148,0,0,0,0,0,2.5,1,4,2,2,4,0,0,10,13,95,3,5,400,10,6,16,0,1,30,3,15,197,0,28,14,495,495,1,14,5,5,0,3,662,538,0,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
