# Output of 'KaSim' 'Agents.ka' '8020.ka' 'Variables.ka' 'Observables.ka' 'Rules.ka' 'Modifications_Delta16.ka' '-l' '5000' '-p' '1' '-o' 'Delta16_5.out' -seed 155584362
# "uuid" : "698959469"
"[T]","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,145,98,4,6,4,4,4,0,10,0,486,145,0,0,0,0,0,3,2,9,3.5,3,7,0,0,17,7,101,2,6,400,17,5,22,0,2,30,2,6,226,0,20,6,520,520,0,14,3,3,0,2,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
1.,49,147,97,2,4,4,2,4,2,8,0,488,147,0,0,0,0,0,3.5,1,7,3,2,7,0,0,15,10,98,2,6,400,15,5,20,0,6,30,1,5,223,0,20,5,530,530,1,15,0,0,0,0,667,533,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
2.,49,149,98,2,1,2,1,3,2,3,0,494,149,0,0,0,0,0,1.5,3,5,1,1,8,0,0,11,10,98,0,8,400,11,6,17,1,5,30,0,13,221,0,22,13,536,536,0,10,0,0,0,0,663,537,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,2,1,2
3.,47,147,96,4,6,3,4,5,5,9,0,486,147,0,0,0,0,0,4.5,2,3,4,2,4,0,0,14,8,100,3,5,400,14,3,17,0,5,30,1,7,219,0,25,7,526,526,1,18,0,0,0,0,670,530,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,2,1,2
4.,47,148,96,4,4,5,4,3,3,9,0,488,148,0,0,0,0,0,3,3,3,4,0,4,0,0,12,9,99,2,6,400,12,4,16,0,3,30,1,14,219,0,25,14,521,521,2,22,1,1,0,1,678,522,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,2,1,2
5.,50,146,97,1,4,5,2,5,1,9,0,486,146,0,0,0,0,0,4,2,6,1.5,3,10,0,0,16,9,99,0,8,400,16,8,24,0,1,30,1,7,213,0,28,7,503,503,0,15,0,0,0,0,678,522,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
6.,49,147,98,2,2,3,4,5,1,5,0,490,147,0,0,0,0,0,3.5,4,7,4,3,7,0,0,18,13,95,1,7,400,18,6,24,1,5,30,0,7,208,0,23,7,487,487,0,14,2,2,0,1,678,522,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
7.,48,145,96,3,8,7,4,3,1,15,0,482,145,0,0,0,0,0,2.5,2,6,2,0,9,0,0,13,12,96,2,6,400,13,6,19,1,2,30,0,8,208,0,25,8,492,492,1,18,3,3,0,3,674,526,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
8.,49,147,94,1,4,10,4,4,2,14,0,482,147,0,0,0,0,0,3,2,5,2.5,2,6,0,0,13,13,95,1,7,400,13,7,20,0,3,30,0,7,203,0,20,7,506,506,0,16,3,3,0,2,673,527,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
9.,49,147,97,2,3,4,3,5,2,7,0,488,147,0,0,0,0,0,3,0,9,3.5,1,7,0,0,15,14,94,2,6,400,15,8,23,0,3,30,1,7,201,0,20,7,501,501,1,21,1,1,0,1,673,527,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
10.,47,149,94,2,6,7,4,1,5,13,0,486,149,0,0,0,0,0,3,1,6,3,0,7,0,0,13,19,89,0,8,400,13,7,20,0,5,30,0,6,197,0,24,6,497,497,0,19,1,1,0,1,676,524,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
11.,47,149,97,2,5,1,5,2,5,6,0,492,149,0,0,0,0,0,2,1,7,4,1,3,0,0,12,17,91,2,6,400,12,4,16,0,8,30,1,5,197,0,26,5,499,499,0,17,2,2,0,2,672,528,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
12.,49,147,94,1,6,6,2,6,6,12,0,482,147,0,0,0,0,0,3.5,1,4,3,2,4,0,0,12,16,92,1,7,400,12,8,20,0,3,30,1,8,194,0,17,8,484,484,1,14,3,3,0,3,672,528,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
