# Output of 'KaSim' 'Agents.ka' '8020.ka' 'Variables.ka' 'Observables.ka' 'Rules.ka' 'Modifications_weakLTP16.ka' '-l' '5000' '-p' '1' '-o' 'weakLTP16_3.out' -seed 752099730
# "uuid" : "588297256"
"[T]","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,145,98,4,6,4,4,4,0,10,0,486,145,0,0,0,0,0,3,2,9,3.5,3,7,0,0,17,7,101,2,6,400,17,5,22,0,2,30,2,6,226,0,20,6,520,520,0,14,3,3,0,2,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
1.,50,145,96,1,5,6,3,7,2,11,0,482,145,0,0,0,0,0,1.5,3,7,4,1,4,0,0,13,6,102,1,7,400,13,2,15,0,3,30,0,10,223,0,28,10,514,514,1,19,5,5,0,5,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
2.,49,148,97,2,3,3,1,4,3,6,0,490,148,0,0,0,0,0,3,2,6,2,2,8,0,0,14,7,101,2,6,400,14,4,18,0,5,30,2,5,221,0,23,5,519,519,0,14,1,1,0,1,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
3.,50,147,96,1,4,5,0,5,3,9,0,486,147,0,0,0,0,0,2.5,3,2,4,0,2,0,0,10,7,101,0,8,400,10,5,15,0,5,30,2,11,217,0,17,11,526,526,0,13,4,4,0,4,666,534,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
4.,49,142,96,3,10,8,4,6,0,18,0,476,142,0,0,0,0,0,1.5,2,5,2.5,1,4,0,0,10,7,101,0,8,400,10,5,15,0,3,30,5,12,212,0,26,12,532,532,0,15,3,3,0,2,662,538,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
5.,48,146,97,1,4,5,10,5,1,9,0,486,146,0,0,0,0,0,2.5,0,5,3,0,4,0,0,10,6,102,1,7,400,10,3,13,0,7,30,6,14,209,0,15,14,541,541,1,17,3,3,0,2,666,534,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
6.,50,146,95,2,4,8,0,6,2,12,0,482,146,0,0,0,0,0,1.5,3,6,2.5,1,6,0,0,12,7,101,2,6,400,12,3,15,0,5,30,3,15,205,0,24,15,526,526,0,10,3,3,0,2,666,534,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
7.,48,149,96,4,2,6,0,2,2,8,0,490,149,0,0,0,0,0,3.5,2,6,3,1,8,0,0,15,7,101,0,8,400,15,5,20,0,5,30,3,14,206,0,23,14,529,529,0,15,1,1,0,1,666,534,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
8.,49,147,98,2,5,3,1,2,1,8,0,490,147,0,0,0,0,0,1.5,2,7,1.5,1,8,0,0,12,6,102,0,8,400,12,6,18,0,3,30,3,8,203,0,18,8,511,511,1,15,4,4,0,3,665,535,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
9.,47,148,96,5,3,7,3,2,1,10,0,488,148,0,0,0,0,0,2,1,8,2.5,1,7,0,0,13,7,101,2,6,400,13,4,17,0,5,30,0,10,203,0,29,10,515,515,1,11,4,4,0,4,665,535,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
