# Output of 'KaSim' 'Agents.ka' '8020.ka' 'Variables.ka' 'Observables.ka' 'Rules.ka' 'Modifications_Delta16.ka' '-l' '5000' '-p' '1' '-o' 'Delta16_3.out' -seed 411087533
# "uuid" : "474015972"
"[T]","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,145,98,4,6,4,4,4,0,10,0,486,145,0,0,0,0,0,3,2,9,3.5,3,7,0,0,17,7,101,2,6,400,17,5,22,0,2,30,2,6,226,0,20,6,520,520,0,14,3,3,0,2,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
1.,49,144,97,1,13,3,1,2,3,16,0,482,144,0,0,0,0,0,2.5,1,7,3.5,1,5,0,0,13,8,100,0,8,400,13,3,16,0,1,30,3,14,223,0,16,14,525,525,1,16,5,5,0,4,662,538,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
2.,49,146,96,2,4,7,4,5,1,11,0,484,146,0,0,0,0,0,4.5,3,4,3.5,0,9,0,0,16,8,100,0,8,400,16,6,22,1,4,30,2,7,219,0,23,7,531,531,1,21,8,8,0,7,662,538,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,2,1,2
3.,48,144,97,2,12,4,4,2,2,16,0,482,144,0,0,0,0,0,3,0,7,3.5,1,5,0,0,13,10,98,0,8,400,13,3,16,0,6,30,3,13,215,0,26,13,544,544,1,14,5,5,0,4,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,2,1,2
4.,48,147,97,2,6,3,4,3,3,9,0,488,147,0,0,0,0,0,3.5,1,6,2.5,0,9,0,0,14,10,98,0,8,400,14,3,17,0,4,30,3,8,214,0,24,8,548,548,0,18,2,2,0,2,663,537,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,2,1,2
5.,49,149,96,1,2,4,2,4,4,6,0,490,149,0,0,0,0,0,3.5,3,5,2,0,11,0,0,15,11,97,1,7,400,15,3,18,0,8,30,1,9,212,0,22,8,533,533,0,13,3,3,0,2,663,537,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,25,25,1,1,2,1,2
6.,50,147,96,0,6,6,0,2,2,12,0,486,147,0,0,0,0,0,3.5,1,6,1.5,0,11,0,0,14,14,94,2,6,400,14,4,18,0,5,30,4,13,212,0,25,12,516,516,1,18,1,1,0,0,656,544,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,25,25,1,1,2,1,2
7.,48,145,97,4,9,4,1,3,2,13,0,484,145,0,0,0,0,0,2,2,1,1,1,4,0,0,7,14,94,0,8,400,7,8,15,0,3,30,4,3,206,0,34,3,488,488,0,16,2,2,0,2,653,547,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,25,25,1,1,2,1,2
8.,47,149,96,3,4,5,4,1,3,9,0,490,149,0,0,0,0,0,1.5,4,3,1,2,6,0,0,10,13,95,1,7,400,10,4,14,0,3,30,1,12,202,0,21,12,491,491,0,15,2,2,0,1,656,544,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,25,25,1,1,2,1,2
9.,50,144,98,2,8,4,0,4,0,12,0,484,144,0,0,0,0,0,3,2,4,4,0,4,0,0,12,10,98,1,7,400,12,6,18,0,2,30,1,6,198,0,22,6,489,489,1,11,2,2,0,0,656,544,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,25,25,1,1,2,1,2
10.,49,144,98,3,6,4,4,6,0,10,0,484,144,0,0,0,0,0,3,1,3,1.5,2,5,0,0,10,11,97,1,7,400,10,3,13,0,10,30,0,12,192,0,27,12,490,490,1,17,4,4,0,2,657,543,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,25,25,1,1,2,1,2
11.,48,147,98,4,5,4,1,1,0,9,0,490,147,0,0,0,0,0,3.5,1,3,2,1,6,0,0,11,11,97,2,6,400,11,6,17,0,8,30,0,13,188,0,28,13,497,497,1,11,2,2,0,1,657,543,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,25,25,1,1,2,1,2
12.,47,149,95,4,3,8,3,1,2,11,0,488,149,0,0,0,0,0,2.5,1,9,1.5,2,10,0,0,15,10,98,1,6,400,15,4,19,1,6,30,0,8,187,0,28,7,498,498,0,20,3,3,0,3,657,543,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,25,25,1,1,2,1,2
13.,48,147,97,5,2,4,2,6,2,6,0,488,147,0,0,0,0,0,1.5,2,5,1.5,0,7,0,0,10,8,100,2,6,400,10,5,15,1,6,30,2,5,185,0,22,5,516,516,1,17,4,4,0,4,655,545,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,25,25,1,1,2,1,2
14.,50,144,99,2,6,2,2,6,0,8,0,486,144,0,0,0,0,0,0.5,1,7,1.5,0,6,0,0,9,10,98,3,5,400,9,6,15,0,6,30,1,14,182,0,24,14,519,519,1,11,3,3,0,2,659,541,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,25,25,1,1,2,1,2
15.,50,145,95,2,3,8,3,9,2,11,0,480,145,0,0,0,0,0,1.5,1,7,2.5,1,5,0,0,11,11,97,0,8,400,11,5,16,1,6,30,4,9,181,0,29,9,515,515,2,14,3,3,0,3,643,557,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,25,25,1,1,2,1,2
16.,49,145,99,2,6,2,4,4,0,8,0,488,145,0,0,0,0,0,2.5,0,1,1.5,2,1,0,0,6,9,99,2,6,400,6,2,8,1,3,30,3,14,181,0,21,14,503,503,2,16,1,1,0,1,638,562,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,25,25,1,1,2,1,2
17.,48,143,99,5,10,2,2,4,0,12,0,484,143,0,0,0,0,0,2,0,5,1.5,0,6,0,0,9,10,98,1,7,400,9,2,11,0,6,30,4,11,179,0,16,11,506,506,0,10,4,4,0,4,638,562,0,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,25,25,1,1,2,1,2
18.,48,147,97,3,5,4,3,3,2,9,0,488,147,0,0,0,0,0,1,2,7,1.5,1,7,0,0,11,10,98,1,7,400,11,5,16,0,3,30,2,13,174,0,23,13,497,497,0,11,4,4,0,3,638,562,0,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,25,25,1,1,2,1,2
19.,49,148,96,1,3,3,3,6,5,6,0,488,148,0,0,0,0,0,2,2,10,3.5,1,8,0,0,16,11,97,2,6,400,16,4,20,0,2,30,3,7,170,0,22,7,490,490,2,19,6,6,0,5,638,562,0,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,25,25,1,1,2,1,2
20.,50,145,99,0,7,1,3,4,1,8,0,488,145,0,0,0,0,0,1,2,6,2,1,5,0,0,10,11,97,1,7,400,10,4,14,0,3,30,1,9,171,0,25,9,501,501,1,11,4,4,0,3,639,561,0,499,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,25,25,1,1,2,1,2
21.,50,143,99,0,12,1,2,3,1,13,0,484,143,0,0,0,0,0,1.5,0,8,1.5,1,7,0,0,11,13,95,0,8,400,11,3,14,0,3,30,3,9,165,0,21,9,505,505,1,19,4,4,0,3,631,569,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,25,25,1,1,2,1,2
22.,48,147,96,2,6,6,4,2,2,12,0,486,147,0,0,0,0,0,1.5,0,7,2.5,1,4,0,0,10,13,95,2,6,400,10,5,15,0,4,30,2,15,164,0,26,14,518,518,1,13,3,3,0,2,631,569,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,25,25,1,1,2,1,2
23.,50,147,96,0,2,7,4,5,1,9,0,486,147,0,0,0,0,0,2,0,7,1.5,3,5,0,0,11,13,95,2,6,400,11,5,16,1,1,30,1,12,162,0,25,12,504,504,0,14,4,4,0,4,630,570,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,25,25,1,1,2,1,2
24.,47,144,99,7,6,1,4,7,1,7,0,486,144,0,0,0,0,0,1,0,8,2.5,0,5,0,0,10,14,94,4,4,400,10,2,12,0,5,30,0,12,160,0,24,12,486,486,0,12,5,5,0,5,622,578,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,25,25,1,1,2,1,2
25.,47,145,98,4,9,3,5,2,1,12,0,486,145,0,0,0,0,0,0.5,0,8,1,1,6,0,0,9,12,96,1,7,400,9,6,15,0,7,30,1,5,161,0,32,5,494,494,2,16,2,2,0,2,622,578,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,25,25,1,1,2,1,2
26.,48,145,98,4,8,2,2,4,2,10,0,486,145,0,0,0,0,0,1,1,6,2,0,5,0,0,9,13,95,3,5,400,9,5,14,0,6,30,1,13,160,0,36,13,498,498,0,13,2,2,0,2,618,582,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,25,25,1,2,2,1,2
27.,49,145,98,0,6,4,8,4,0,10,0,486,145,0,0,0,0,0,1,0,4,0.5,1,4,0,0,6,13,95,2,6,400,6,3,9,2,3,30,1,12,152,0,32,12,505,505,1,14,2,2,0,2,610,590,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,25,25,1,2,2,1,2
28.,49,147,96,3,3,5,1,6,3,8,0,486,147,0,0,0,0,0,1.5,2,4,2,1,4,0,0,9,14,94,0,8,400,9,5,14,0,5,30,2,3,149,0,29,3,490,490,1,14,4,4,0,3,606,594,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,25,25,1,2,2,1,2
29.,47,146,99,5,6,0,4,4,2,6,0,490,146,0,0,0,0,0,0.5,1,10,2.5,0,7,0,0,12,16,92,0,8,400,12,5,17,0,3,30,2,12,147,0,20,12,516,516,1,11,5,5,0,3,605,595,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,25,25,1,2,2,1,2
30.,49,148,97,2,2,5,2,3,1,7,0,490,148,0,0,0,0,0,2.5,0,6,2,2,5,0,0,11,14,94,2,6,400,11,3,14,1,6,30,3,12,148,0,23,12,536,536,0,10,7,7,0,6,609,591,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,25,25,1,2,2,1,2
31.,48,148,97,3,2,5,4,3,1,7,0,490,148,0,0,0,0,0,4,0,3,1,1,8,0,0,11,16,92,1,7,400,11,3,14,0,5,30,2,3,145,0,27,2,542,542,1,12,6,6,0,5,613,587,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,25,25,1,2,2,1,2
32.,49,146,99,3,5,2,1,3,0,7,0,490,146,0,0,0,0,0,2,0,4,2,0,4,0,0,8,14,94,0,8,400,8,3,11,1,2,30,2,5,145,0,25,5,532,532,1,9,7,7,0,6,612,588,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,25,25,1,2,2,1,2
33.,50,148,97,1,2,6,0,2,0,8,0,490,148,0,0,0,0,0,0,0,5,1,0,3,0,0,5,14,94,3,5,400,5,2,7,0,3,30,2,10,142,0,30,10,529,529,0,7,2,2,0,2,612,588,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,25,25,1,2,2,1,2
34.,48,145,98,2,8,2,6,4,2,10,0,486,145,0,0,0,0,0,1.5,0,5,1.5,0,5,0,0,8,14,94,1,7,400,8,3,11,0,2,30,1,17,139,0,28,17,520,520,2,15,3,3,0,3,613,587,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,25,25,1,2,2,1,2
35.,48,144,98,4,9,3,3,4,1,12,0,484,144,0,0,0,0,0,0.5,1,5,1,1,4,0,0,7,13,95,1,7,400,7,5,12,0,6,30,1,19,136,0,27,18,541,541,0,21,1,1,0,1,615,585,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,25,25,1,2,2,1,2
36.,48,146,95,2,7,6,5,5,4,13,0,482,146,0,0,0,0,0,2.5,0,6,3,1,4,0,0,11,12,96,0,8,400,11,4,15,0,0,30,0,18,133,0,29,18,539,539,1,11,4,4,0,4,615,585,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,25,25,1,2,2,1,2
37.,49,146,96,2,6,6,2,4,2,12,0,484,146,0,0,0,0,0,0.5,0,5,0,1,5,0,0,6,14,94,0,8,400,6,4,10,0,2,30,3,10,131,0,26,10,517,517,1,17,3,3,0,3,615,585,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,25,25,1,2,2,1,2
38.,49,149,98,1,3,2,1,1,2,5,0,494,149,0,0,0,0,0,1.5,1,2,1,0,4,0,0,6,14,94,0,8,400,6,4,10,0,5,30,2,9,132,0,30,9,504,504,1,15,2,2,0,2,617,583,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,25,25,1,2,2,1,2
39.,48,148,95,2,6,4,2,4,6,10,0,486,148,0,0,0,0,0,2.5,0,5,3,1,3,0,0,10,15,93,0,8,400,10,4,14,1,7,30,4,10,128,0,29,10,527,527,1,15,2,2,0,2,617,583,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,25,25,1,2,2,1,2
40.,45,149,97,7,4,3,4,1,3,7,0,492,149,0,0,0,0,0,1,0,3,1,1,2,0,0,5,16,92,3,5,400,5,5,10,0,2,30,0,12,124,0,19,12,515,515,0,8,0,0,0,0,615,585,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,25,25,1,2,2,1,2
41.,48,148,97,2,3,3,5,4,3,6,0,490,148,0,0,0,0,0,1,0,1,1,0,1,0,0,3,19,89,1,7,400,3,9,12,1,5,30,2,10,121,0,23,10,504,504,1,13,2,2,0,2,611,589,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,25,25,1,2,2,1,2
42.,49,147,94,1,5,9,3,4,3,14,0,482,147,0,0,0,0,0,2,0,5,1.5,1,5,0,0,9,14,94,3,5,400,9,4,13,2,5,30,4,9,118,0,22,9,504,504,0,18,2,2,0,2,609,591,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,25,25,1,2,2,1,2
43.,48,148,97,4,3,4,1,3,2,7,0,490,148,0,0,0,0,0,1,0,1,1,1,0,0,0,3,13,95,3,5,400,3,6,9,0,5,30,3,11,116,0,27,11,498,498,0,11,3,3,0,3,605,595,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,2,2,1,2
44.,47,145,95,6,6,8,4,6,2,14,0,480,145,0,0,0,0,0,1.5,0,3,1.5,0,3,0,0,6,16,92,3,5,400,6,3,9,0,2,30,0,10,110,0,30,10,495,495,1,7,6,6,0,5,605,595,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,25,25,1,2,2,1,2
45.,48,146,98,4,6,2,2,4,2,8,0,488,146,0,0,0,0,0,1,1,4,2,0,3,0,0,7,14,94,1,7,400,7,6,13,0,3,30,4,9,109,0,24,9,500,500,0,13,4,4,0,3,601,599,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,25,25,1,2,2,1,2
46.,46,147,96,5,5,6,7,3,2,11,0,486,147,0,0,0,0,0,1.5,0,4,1,1,4,0,0,7,13,95,2,6,400,7,2,9,0,0,30,3,9,109,0,22,9,505,505,1,17,3,3,0,2,601,599,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,25,25,1,2,2,1,2
47.,47,144,94,5,11,9,3,4,3,20,0,476,144,0,0,0,0,0,0,1,4,1.5,0,2,0,0,5,12,96,1,7,400,5,3,8,0,6,30,5,16,108,0,26,15,514,514,0,18,2,2,0,0,601,599,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,25,25,1,2,2,1,2
48.,47,148,98,2,6,2,6,0,2,8,0,492,148,0,0,0,0,0,1.5,0,5,1,0,6,0,0,8,9,99,3,5,400,8,4,12,0,6,30,7,9,107,0,25,9,518,518,0,14,1,1,0,1,601,599,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,25,25,1,2,2,1,2
49.,48,147,96,3,4,6,4,4,2,10,0,486,147,0,0,0,0,0,1,1,5,1,0,6,0,0,8,9,99,1,7,400,8,6,14,0,5,30,1,12,106,0,25,12,516,516,0,11,4,4,0,4,600,600,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,25,25,1,2,2,1,2
