# Output of 'KaSim' 'Agents.ka' '8020.ka' 'Variables.ka' 'Observables.ka' 'Rules.ka' 'Modifications_cTheta16.ka' '-l' '5000' '-p' '1' '-o' 'cTheta16_1.out' -seed 334984001
# "uuid" : "730706692"
"[T]","AMPAR1","AMPAR12","AMPAR23","AMPAR1homo","AMPAR12hetero","AMPAR23hetero","A1","A2","A3","A2sub1","A2sub2","A2subboth","Basal","Small","Medium","Large","Glu_Trigger","Glutamate_level","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_p","S818_pp","S818_u","I1_P","I1_u","PKA_a","PKA_i","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","PKC_membrane","PKC_endo","PKC_PICK1","subunits_AMPA_PSD","subunits_AMPA_X","subunits_AMPA_endo","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5","Gap","Pulse_Number","Pulse_Numberb","Pulse_Numberc","Pulse","Gapb","Pulseb","Gapc","Pulsec"
0.,48,145,98,4,6,4,4,4,0,10,0,486,145,0,0,0,0,0,3,2,9,3.5,3,7,0,0,17,7,101,2,6,400,17,5,22,0,2,30,2,6,226,0,20,6,520,520,0,14,3,3,0,2,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,1,1,2,1,2
1.,50,146,98,1,3,3,3,6,1,6,0,488,146,0,0,0,0,0,2.5,3,4,2,2,6,0,0,12,9,99,3,5,400,12,7,19,0,5,30,1,9,222,0,18,9,523,523,0,14,6,6,0,4,666,534,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
2.,50,145,97,2,5,4,1,7,2,9,0,484,145,0,0,0,0,0,3,3,7,4,2,6,0,0,16,11,97,3,5,400,16,5,21,0,3,30,1,7,220,0,18,7,527,527,0,15,1,1,0,1,663,537,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
3.,51,144,99,0,7,2,1,5,0,9,0,486,144,0,0,0,0,0,1.5,2,3,1.5,0,5,0,0,8,9,99,1,7,400,8,5,13,0,6,30,1,8,220,0,26,8,505,505,0,11,4,4,0,3,647,553,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
4.,48,146,99,4,3,2,5,5,0,5,0,490,146,0,0,0,0,0,3,0,5,2.5,2,4,0,0,11,9,99,1,7,400,11,6,17,1,4,30,0,4,218,0,19,4,505,505,0,18,2,2,0,1,650,550,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
5.,51,144,96,0,5,7,3,8,1,12,0,480,144,0,0,0,0,0,1.5,3,7,4,1,4,0,0,13,10,98,1,7,400,13,7,20,0,2,30,0,9,214,0,27,9,495,495,1,19,3,3,0,2,650,550,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
6.,49,147,97,2,4,4,2,4,2,8,0,488,147,0,0,0,0,0,2,1,5,1,2,6,0,0,10,12,96,1,7,400,10,4,14,0,5,30,2,8,217,0,21,7,496,496,0,15,2,2,0,2,651,549,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
7.,47,147,96,4,6,4,4,4,4,10,0,486,147,0,0,0,0,0,2.5,3,5,3,2,5,0,0,13,12,96,2,6,400,13,4,17,0,2,30,0,8,213,0,28,8,507,507,0,14,2,2,0,2,654,546,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
8.,48,147,96,2,8,4,2,2,4,12,0,486,147,0,0,0,0,0,2,1,3,2,0,4,0,0,8,15,93,2,6,400,8,2,10,0,3,30,1,10,212,0,19,9,495,495,0,18,2,2,0,2,651,549,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
9.,49,149,96,0,4,4,2,2,4,8,0,490,149,0,0,0,0,0,3,2,4,2,1,7,0,0,12,16,92,1,7,400,12,6,18,0,2,30,2,10,209,0,28,10,499,499,0,20,3,3,0,3,651,549,0,500,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,26,25,25,1,1,2,1,2
