# Output of 'KaSim' 'AMPA5_2080.ka' 'camkii.ka' 'pickgrip3.ka' 'Calcium_signalling.ka' 'K868.ka' 'K870.ka' 'K882.ka' 'Subunits.ka' 'Mod_Basal.ka' '-l' '5000' '-p' '1' '-o' 'most23.out' -seed 643380967
# "uuid" : "773883549"
"[T]","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_u","S818_p","S818_pp","I1_P","I1_u","PKA_a","PKA_i","Conductance","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","AMPA_GRIP_endo","AMPA_GRIP_PSD","AMPA_PICK_endo","AMPA_PICK_PSD","AMPA_NSF","AMPA_GRIP_PICK_endo","AMPA_GRIP_PICK_PSD","AMPA_S880","AMPA_Y876","23AMPA_GRIP_endo","23AMPA_GRIP_PSD","23AMPA_PICK_endo","23AMPA_PICK_PSD","23AMPA_NSF","23AMPA_GRIP_PICK_endo","23AMPA_GRIP_PICK_PSD","23AMPA_S880","23AMPA_Y876","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","12K870_ub","12K870_ub2","12K870_ub3","12K870_ub4","12K870_ub5","23K870_ub","23K870_ub2","23K870_ub3","23K870_ub4","23K870_ub5","12K882_ub","12K882_ub2","12K882_ub3","12K882_ub4","12K882_ub5","23K882_ub","23K882_ub2","23K882_ub3","23K882_ub4","23K882_ub5","AMPAR1","AMPAR12","AMPAR23"
693.,0,0,1,0,0,1,1,0,0,2,106,0,4,1.,23,1,26,27,0,3,0,94,4,27,27,3,6,38,18,0,6,0,3,3,0,0,0,41,4,21,2,11,12,1,7,18,2,30,1,4,64,1,0,1,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,66,201
694.,0,0,2,1,0,1,1,1,0,2,106,2,2,2.,21,2,27,29,0,3,0,95,11,30,30,4,5,40,19,0,7,0,4,4,0,0,1,35,8,17,4,13,8,3,7,17,6,30,1,11,64,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,66,201
695.,0,0,2,1,0,1,1,1,0,3,105,0,4,2.,21,2,27,29,0,3,0,96,7,33,33,0,6,37,22,0,8,0,1,6,0,0,0,35,9,18,4,10,10,4,6,17,7,30,2,7,64,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,66,201
696.,0,0,2,1,0,1,1,1,0,4,104,1,3,2.,24,2,24,26,0,3,0,95,7,16,16,1,6,39,19,1,4,0,3,3,0,0,0,35,10,20,3,11,13,3,7,15,6,30,3,7,63,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,66,201
697.,0,0,2,1,0,1,1,1,0,3,105,1,2,2.,26,2,22,24,0,2,0,94,3,17,17,0,7,39,19,1,6,1,6,5,1,0,0,37,9,14,4,10,6,4,7,16,6,30,1,3,63,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,66,201
698.,0,0,2,1,0,1,1,1,0,3,105,0,4,2.,26,2,22,24,0,1,0,93,8,18,18,3,4,37,14,1,5,1,2,2,1,0,0,43,5,18,3,7,9,1,7,16,3,30,1,8,63,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,66,201
699.,0,0,2,0,0,2,1,1,0,2,106,1,3,2.,25,2,23,25,0,1,0,94,7,20,20,2,3,40,15,1,8,1,3,7,1,0,1,43,5,14,2,16,10,2,8,19,4,30,1,7,63,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,66,201
700.,0,0,2,0,0,2,2,0,0,3,105,0,4,2.,26,2,22,24,0,1,0,93,9,32,32,2,6,38,14,1,6,0,1,4,0,0,1,44,5,23,3,13,16,2,8,17,6,30,1,9,63,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,66,201
701.,0,0,1,0,0,1,1,0,0,2,106,1,3,1.,25,1,24,25,0,2,0,94,9,24,24,0,10,39,22,1,8,0,5,7,0,0,1,38,5,16,1,19,12,1,7,15,5,30,1,9,63,2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,66,201
702.,0,0,1,0,0,1,1,0,0,5,103,0,4,1.,24,1,25,26,0,2,0,92,3,14,14,1,6,36,21,0,7,0,5,6,0,0,1,38,6,18,1,11,9,1,9,15,4,30,2,3,63,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,66,201
703.,0,0,1,0,0,1,1,0,0,4,104,1,3,1.,26,1,23,24,0,2,0,90,7,22,22,1,6,37,26,0,6,0,3,6,0,0,0,34,5,20,3,12,11,2,8,13,7,30,3,7,63,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,66,201
704.,0,0,0,0,0,0,0,0,0,5,103,0,4,0.,25,0,25,25,0,2,0,89,15,28,28,3,2,39,27,0,10,0,3,10,0,0,0,30,6,16,2,9,8,2,9,16,3,30,1,15,63,1,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,66,201
705.,0,0,0,0,0,0,0,0,0,4,104,0,4,0.,28,0,22,22,0,3,0,93,16,35,35,5,7,38,21,0,8,0,5,7,0,0,0,33,7,19,1,12,9,1,9,19,4,30,3,16,63,1,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,66,201
706.,0,0,0,0,0,0,0,0,0,4,104,0,4,0.,30,0,20,20,0,4,0,92,7,23,23,2,7,40,22,0,8,0,5,7,0,0,0,36,6,15,1,8,8,1,10,9,6,30,1,7,63,1,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,66,201
707.,0,0,0,0,0,0,0,0,0,5,103,0,4,0.,29,0,21,21,0,5,0,92,8,34,34,2,7,40,20,0,8,0,3,6,0,0,0,41,3,16,0,9,7,0,11,15,2,30,3,8,63,1,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,66,201
708.,0,0,0,0,0,0,0,0,0,4,104,1,3,0.,32,0,18,18,1,4,0,91,8,28,28,1,6,39,22,0,9,0,1,8,0,0,0,40,3,18,1,8,9,1,11,12,5,30,5,8,63,1,1,1,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,66,201
709.,0,0,0,0,0,0,0,0,0,4,104,0,4,0.,31,0,19,19,0,3,0,91,10,34,34,0,4,37,22,0,5,0,5,4,0,0,0,42,2,19,3,14,11,1,11,14,7,30,2,10,63,1,1,1,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,66,201
710.,0,0,0,0,0,0,0,0,0,7,101,0,4,0.,35,0,15,15,0,3,0,88,9,33,33,1,5,38,20,0,9,0,8,6,0,0,0,44,1,19,0,13,13,0,10,9,4,30,1,9,63,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,66,201
711.,0,0,0,0,0,0,0,0,0,4,104,0,4,0.,35,0,15,15,0,3,0,91,4,26,26,2,4,40,20,0,10,0,1,7,0,0,0,43,1,22,0,17,12,0,7,12,3,30,3,4,63,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,66,201
712.,0,0,0,0,0,0,0,0,0,5,103,1,3,0.,35,0,15,15,1,2,0,93,11,28,28,0,2,40,18,0,6,0,4,3,0,0,0,46,2,24,0,17,13,0,6,11,7,30,4,11,63,1,1,1,0,0,1,0,0,0,0,4,0,0,0,0,1,1,0,0,0,8,0,0,0,0,0,66,201
713.,0,0,0,0,0,0,0,0,0,6,102,2,2,0.,33,0,17,17,0,2,0,95,3,23,23,0,3,38,19,0,8,0,3,6,0,0,0,45,2,25,1,11,16,1,7,13,7,30,6,3,63,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,8,0,0,0,0,0,66,201
714.,0,0,0,0,0,0,0,0,0,6,102,0,4,0.,32,0,18,18,1,2,0,95,16,36,36,0,3,38,20,0,8,0,9,7,0,0,0,43,3,23,1,8,14,1,7,13,4,30,3,16,63,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,7,0,0,0,0,0,66,201
715.,0,0,0,0,0,0,0,0,0,5,103,0,4,0.,34,0,16,16,0,1,0,95,13,34,34,1,5,40,18,0,6,0,4,5,0,0,0,44,3,22,0,7,17,0,7,10,3,30,1,13,63,1,1,1,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,66,201
716.,0,0,0,0,0,0,0,0,0,5,103,0,4,0.,29,0,21,21,0,1,0,97,8,28,28,4,8,39,18,0,7,0,3,5,0,0,0,41,3,18,2,14,11,1,7,13,2,30,1,8,63,1,1,1,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,66,201
717.,0,0,0,0,0,0,0,0,0,4,104,0,4,0.,30,0,20,20,0,1,0,96,7,16,16,2,6,40,18,0,4,0,4,3,0,0,0,46,0,21,5,15,11,0,6,12,5,30,2,7,63,1,1,1,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,66,201
718.,0,0,0,0,0,0,0,0,0,3,105,0,4,0.,32,0,18,18,1,1,0,99,13,30,30,2,9,39,24,0,8,0,4,7,0,0,0,40,0,14,0,9,7,0,6,14,4,30,0,13,63,1,1,1,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,66,201
719.,0,0,0,0,0,0,0,0,0,3,105,0,4,0.,30,0,20,20,0,1,0,99,13,31,31,5,9,40,21,0,9,0,2,5,0,0,0,39,1,16,1,10,9,0,5,17,3,30,1,13,63,1,2,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,66,201
720.,0,0,0,0,0,0,0,0,0,3,105,1,3,0.,31,0,19,19,0,1,0,102,10,26,26,2,8,38,19,0,9,0,0,6,0,0,0,40,5,14,2,15,11,2,4,15,9,30,1,10,63,1,1,1,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,66,201
721.,0,0,0,0,0,0,0,0,0,3,105,0,4,0.,29,0,21,21,0,3,0,101,11,24,24,0,5,39,20,0,3,0,2,1,0,0,0,42,4,20,2,15,9,0,5,15,5,30,1,11,63,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,66,201
722.,0,0,0,0,0,0,0,0,0,3,105,0,4,0.,30,0,20,20,0,3,0,101,7,28,28,0,4,37,21,0,8,0,3,6,0,0,0,39,6,16,4,11,9,3,4,11,3,30,2,7,63,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,66,201
723.,0,0,0,0,0,0,0,0,0,3,105,0,4,0.,34,0,16,16,0,3,0,99,4,26,26,0,4,39,24,0,5,0,3,4,0,0,0,36,6,20,1,9,9,1,3,8,4,30,2,4,63,1,1,1,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,66,201
724.,0,0,0,0,0,0,0,0,0,3,105,2,2,0.,34,0,16,16,0,3,0,100,12,26,26,2,7,40,21,0,9,0,4,6,0,0,0,39,4,14,2,17,14,2,3,11,5,30,3,12,63,1,1,1,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,66,201
725.,0,0,0,0,0,0,0,0,0,2,106,0,4,0.,30,0,20,20,0,2,0,100,12,30,30,4,7,39,23,0,6,0,5,6,0,0,0,37,2,18,0,15,13,0,5,18,3,30,4,12,62,2,1,1,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,66,201
726.,0,0,0,0,0,0,0,0,0,3,105,0,4,0.,29,0,21,21,0,2,0,99,7,22,22,0,10,37,22,0,6,0,4,5,0,0,0,40,4,15,1,12,8,1,6,10,2,30,0,7,62,1,2,1,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,66,201
727.,0,0,0,0,0,0,0,0,0,3,105,1,3,0.,26,0,24,24,0,2,0,100,11,29,29,0,5,38,23,0,7,0,4,6,0,0,0,39,4,15,6,7,11,3,4,14,3,30,3,11,62,1,2,1,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,66,201
728.,0,0,0,0,0,0,0,0,0,3,105,0,4,0.,24,0,26,26,0,2,0,99,10,35,35,1,9,39,21,0,5,0,5,4,0,0,0,37,7,20,2,14,14,1,5,18,5,30,1,10,62,1,2,1,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,66,201
729.,0,0,0,0,0,0,0,0,0,4,104,1,3,0.,21,0,29,29,1,2,0,99,6,25,25,1,6,38,18,0,10,0,5,6,0,0,0,38,9,13,6,15,10,4,5,19,4,30,4,6,62,1,2,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,66,201
730.,0,0,0,0,0,0,0,0,0,2,106,0,4,0.,21,0,29,29,0,2,0,98,10,42,42,6,4,39,17,0,5,0,3,3,0,0,0,36,7,22,3,16,15,3,6,18,9,30,5,10,61,2,2,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,66,201
731.,0,0,0,0,0,0,0,0,0,2,106,2,2,0.,20,0,30,30,0,3,0,99,8,21,21,3,4,38,23,0,9,0,2,8,0,0,0,32,8,16,1,10,9,1,6,18,4,30,3,8,61,1,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66,201
732.,0,0,0,0,0,0,0,0,0,2,106,0,4,0.,22,0,28,28,0,3,0,100,8,25,25,4,3,38,21,0,8,0,4,6,0,0,0,33,8,11,7,16,7,4,6,22,4,30,2,8,61,1,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66,201
733.,0,0,0,0,0,0,0,0,0,2,106,0,4,0.,27,0,23,23,0,4,0,101,9,23,23,1,7,39,22,0,9,0,3,8,0,0,0,38,5,18,2,11,10,1,4,12,6,30,1,9,61,1,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,66,201
734.,0,0,0,0,0,0,0,0,0,2,106,2,2,0.,25,0,25,25,0,4,0,99,10,28,28,1,3,39,25,0,7,0,3,5,0,0,0,37,3,23,1,13,11,1,5,21,1,30,1,10,61,1,3,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,66,201
735.,0,0,0,0,0,0,0,0,0,2,106,0,4,0.,23,0,27,27,0,3,0,100,7,25,25,2,6,39,23,0,9,0,3,7,0,0,0,37,4,19,0,16,11,0,6,21,8,30,2,7,61,1,3,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,66,201
736.,0,0,0,0,0,0,0,0,0,2,106,0,4,0.,25,0,25,25,0,3,0,102,11,27,27,1,6,40,22,0,9,0,5,8,0,0,0,37,6,19,1,13,10,1,5,22,6,30,2,11,61,1,3,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,66,201
737.,0,0,0,0,0,0,0,0,0,2,106,0,4,0.,27,0,23,23,1,3,0,100,4,26,26,0,4,38,19,0,9,0,4,6,0,0,0,39,8,16,3,13,10,3,4,15,8,30,2,4,59,4,2,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,66,201
738.,0,0,0,0,0,0,0,0,0,2,106,0,4,0.,24,0,26,26,0,3,0,103,8,34,34,5,4,40,14,0,8,0,3,6,0,0,0,41,6,19,1,8,10,1,5,15,6,30,3,8,59,4,2,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,66,201
739.,0,0,0,0,0,0,0,0,0,3,105,0,4,0.,23,0,27,27,0,3,0,100,11,32,32,4,8,39,15,0,3,0,7,3,0,0,0,39,8,20,1,8,17,1,7,19,3,30,4,11,59,3,3,1,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,66,201
740.,0,0,0,0,0,0,0,0,0,3,105,0,4,0.,22,0,28,28,0,4,0,98,10,31,31,2,3,39,16,0,4,0,8,2,0,0,0,38,10,18,5,15,11,4,7,10,9,30,4,10,59,3,3,1,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,66,201
741.,0,0,0,0,0,0,0,0,0,3,105,0,4,0.,25,0,25,25,0,4,0,100,10,22,22,2,6,39,18,0,8,0,3,3,0,0,0,38,8,12,3,11,7,3,6,17,3,30,1,10,59,3,3,0,1,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,66,201
742.,0,0,0,0,0,0,0,0,0,2,106,1,3,0.,23,0,27,27,0,3,0,103,3,30,30,3,7,33,15,0,6,0,3,4,0,0,0,43,5,17,1,10,12,1,9,19,6,30,4,3,59,3,3,0,1,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,66,201
743.,0,0,1,1,0,0,1,0,0,2,106,1,3,1.,24,1,25,26,0,3,0,101,8,30,30,4,4,38,18,0,7,0,3,4,0,0,0,42,2,20,1,9,12,1,5,14,5,30,2,8,59,3,3,0,1,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,66,201
744.,0,0,1,0,0,1,1,0,0,2,106,1,3,1.,26,1,23,24,0,4,0,102,9,33,33,3,6,39,19,0,5,0,7,4,0,0,1,41,3,19,0,13,13,0,5,15,3,30,2,9,59,3,3,0,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,66,201
745.,0,0,1,0,0,1,1,0,0,2,106,0,4,1.,24,1,25,26,0,4,0,104,12,31,31,1,5,38,24,0,8,0,3,6,0,0,1,38,3,20,0,16,12,0,5,17,4,30,3,12,59,3,3,0,1,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,66,201
746.,0,0,1,0,0,1,1,0,0,4,104,0,4,1.,23,1,26,27,0,4,0,103,6,23,23,2,4,39,24,0,13,0,1,10,0,0,0,37,3,14,2,16,6,2,6,18,5,30,3,6,59,3,3,0,1,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,66,201
747.,0,0,1,0,0,1,1,0,0,4,104,0,4,1.,26,1,23,24,0,4,0,104,5,22,22,1,5,40,24,0,8,0,5,6,0,0,1,37,4,20,1,5,12,0,7,15,5,30,2,5,60,2,3,0,1,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,66,201
748.,0,0,1,0,0,1,1,0,0,3,105,0,4,1.,26,1,23,24,0,5,0,103,9,29,29,1,3,40,24,0,9,0,2,7,0,0,1,37,4,16,1,13,13,1,7,19,8,30,3,9,60,3,2,0,1,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,66,201
749.,0,0,1,0,0,1,1,0,0,2,106,0,4,1.,24,1,25,26,0,5,0,103,8,32,32,1,3,39,24,0,5,0,5,4,0,0,1,37,4,20,2,14,11,2,8,15,5,30,2,8,60,3,2,0,1,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,66,201
750.,0,0,0,0,0,0,0,0,0,2,106,0,4,0.,24,0,26,26,0,5,0,101,6,24,24,0,6,39,21,0,6,0,6,5,0,0,0,40,5,21,4,9,15,3,9,20,4,30,1,6,59,4,2,1,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,66,201
751.,0,0,0,0,0,0,0,0,0,3,105,0,4,0.,25,0,25,25,0,6,0,102,6,19,19,1,9,37,19,0,8,0,3,5,0,0,0,40,6,19,1,8,8,1,8,20,6,30,2,6,59,4,2,1,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,66,201
752.,0,0,0,0,0,0,0,0,0,3,105,1,3,0.,29,0,21,21,0,5,0,101,15,29,29,2,2,40,20,0,5,0,1,4,0,0,0,39,5,20,3,11,11,2,6,16,7,30,2,15,59,4,1,2,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,66,201
753.,0,0,0,0,0,0,0,0,0,3,105,1,3,0.,30,0,20,20,0,5,0,101,9,34,34,4,2,38,25,0,11,0,5,7,0,0,0,31,6,17,3,13,7,3,5,14,3,30,4,9,58,5,1,2,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,66,201
754.,0,0,0,0,0,0,0,0,0,3,105,0,4,0.,28,0,22,22,1,5,0,100,12,35,35,2,3,39,19,0,6,0,4,6,0,0,0,36,9,20,3,6,10,3,5,17,3,30,3,12,57,6,1,2,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,66,201
755.,0,0,0,0,0,0,0,0,0,3,105,1,3,0.,27,0,23,23,0,5,0,98,5,25,25,1,2,39,18,0,7,0,3,6,0,0,0,38,9,24,4,17,12,4,5,18,4,30,2,5,58,6,1,2,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,67,201
756.,0,0,0,0,0,0,0,0,0,4,104,0,4,0.,26,0,24,24,0,4,0,97,9,22,22,2,10,39,20,0,6,0,8,4,0,0,0,37,7,15,2,8,9,2,6,16,6,30,3,9,58,6,1,2,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,67,201
757.,0,0,0,0,0,0,0,0,0,4,104,0,4,0.,26,0,24,24,1,5,0,95,9,25,25,4,5,39,19,0,9,0,6,5,0,0,0,37,6,16,3,7,9,2,7,14,3,30,3,9,57,7,1,2,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,67,201
758.,0,0,0,0,0,0,0,0,0,4,104,0,4,0.,22,0,28,28,0,4,0,97,8,26,26,0,7,39,23,0,10,0,4,6,0,0,0,36,7,16,1,12,7,1,9,19,5,30,1,8,57,6,2,2,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,67,201
759.,0,0,0,0,0,0,0,0,0,4,104,1,3,0.,25,0,25,25,0,5,0,99,8,23,23,1,5,39,21,0,10,0,3,5,0,0,0,37,7,17,3,9,13,1,7,16,7,30,3,8,59,5,2,2,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,68,201
760.,0,0,0,0,0,0,0,0,0,2,106,0,4,0.,30,0,20,20,0,6,0,99,13,31,31,3,5,40,21,0,6,0,8,5,0,0,0,36,6,21,3,7,14,3,5,13,5,30,5,13,59,5,2,2,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,68,201
761.,0,0,0,0,0,0,0,0,0,2,106,0,4,0.,30,0,20,20,0,5,0,99,6,29,29,0,6,40,26,0,8,0,1,8,0,0,0,34,6,20,1,16,12,1,5,17,5,30,0,6,60,4,2,2,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,68,201
762.,0,0,0,0,0,0,0,0,0,2,106,1,3,0.,26,0,24,24,0,5,0,98,8,29,29,3,4,38,22,0,9,0,4,8,0,0,0,36,5,16,1,12,8,0,6,22,4,30,2,8,60,5,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68,201
763.,0,0,0,0,0,0,0,0,0,2,106,0,4,0.,26,0,24,24,1,5,0,102,16,31,31,2,4,39,22,0,6,0,3,5,0,0,0,36,6,17,2,6,10,2,4,19,5,30,1,16,60,5,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68,201
764.,0,0,0,0,0,0,0,0,0,3,105,0,4,0.,27,0,23,23,0,6,0,101,10,27,27,2,4,39,23,0,11,0,2,8,0,0,0,38,3,17,2,8,12,1,5,16,5,30,3,10,60,5,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68,201
765.,0,0,0,0,0,0,0,0,0,3,105,0,4,0.,27,0,23,23,0,4,0,101,16,35,35,1,4,40,24,0,12,0,3,6,0,0,0,38,3,16,3,11,7,2,4,16,5,30,1,16,62,4,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69,201
766.,0,0,0,0,0,0,0,0,0,3,105,0,4,0.,24,0,26,26,1,4,0,102,11,30,30,2,4,38,23,0,13,0,3,10,0,0,0,36,5,13,1,13,8,0,4,19,7,30,0,11,61,5,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,69,201
767.,0,0,0,0,0,0,0,0,0,3,105,0,4,0.,26,0,24,24,0,4,0,98,9,30,30,0,3,38,21,0,7,0,3,5,0,0,0,39,6,19,1,12,12,0,3,19,7,30,1,9,62,5,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,70,201
768.,0,0,0,0,0,0,0,0,0,2,106,0,4,0.,23,0,27,27,0,4,0,100,6,15,15,3,8,39,17,0,3,0,4,2,0,0,0,38,8,19,3,17,7,2,6,20,7,30,1,6,62,5,1,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,70,201
769.,0,0,0,0,0,0,0,0,0,2,106,0,4,0.,26,0,24,24,0,4,0,102,8,32,32,4,4,39,14,0,6,0,1,3,0,0,0,42,6,22,1,12,14,1,4,19,5,30,1,8,61,6,1,2,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,70,201
770.,0,0,0,0,0,0,0,0,0,2,106,1,3,0.,26,0,24,24,0,5,0,101,12,30,30,3,8,39,15,0,6,0,6,4,0,0,0,39,9,18,2,11,8,2,3,17,7,30,3,12,61,5,2,2,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,70,201
771.,0,0,0,0,0,0,0,0,0,4,104,2,2,0.,24,0,26,26,0,5,0,99,11,34,34,0,5,38,22,0,9,0,5,7,0,0,0,35,9,12,4,7,5,3,4,20,6,30,4,11,62,4,2,2,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,70,201
772.,0,0,0,0,0,0,0,0,0,6,102,0,4,0.,24,0,26,26,0,5,0,99,7,23,23,1,3,40,22,0,8,0,3,6,0,0,0,36,7,20,3,12,14,2,4,18,1,30,3,7,61,5,2,2,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,70,201
773.,0,0,0,0,0,0,0,0,0,5,103,2,2,0.,22,0,28,28,0,6,0,98,6,26,26,1,5,38,22,0,8,0,5,6,0,0,0,34,9,14,4,10,7,3,6,22,8,30,4,6,62,3,4,1,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,70,201
