# Output of 'KaSim' 'AMPA5_12.ka' 'camkii.ka' 'pickgrip3.ka' 'Calcium_signalling.ka' 'K868.ka' 'K870.ka' 'K882.ka' 'Subunits.ka' 'Mod_Basal.ka' '-l' '5000' '-p' '1' '-o' 'All12.out' -seed 681695151
# "uuid" : "836959346"
"[T]","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_u","S818_p","S818_pp","I1_P","I1_u","PKA_a","PKA_i","Conductance","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","AMPA_GRIP_endo","AMPA_GRIP_PSD","AMPA_PICK_endo","AMPA_PICK_PSD","AMPA_NSF","AMPA_GRIP_PICK_endo","AMPA_GRIP_PICK_PSD","AMPA_S880","AMPA_Y876","23AMPA_GRIP_endo","23AMPA_GRIP_PSD","23AMPA_PICK_endo","23AMPA_PICK_PSD","23AMPA_NSF","23AMPA_GRIP_PICK_endo","23AMPA_GRIP_PICK_PSD","23AMPA_S880","23AMPA_Y876","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","12K870_ub","12K870_ub2","12K870_ub3","12K870_ub4","12K870_ub5","23K870_ub","23K870_ub2","23K870_ub3","23K870_ub4","23K870_ub5","12K882_ub","12K882_ub2","12K882_ub3","12K882_ub4","12K882_ub5","23K882_ub","23K882_ub2","23K882_ub3","23K882_ub4","23K882_ub5","AMPAR1","AMPAR12","AMPAR23"
0.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,0,0,108,0,0,0,66,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,10,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0
1.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,0,0,108,0,0,0,3,13,0,63,0,27,0,35,23,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0
2.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,0,0,108,0,0,0,1,22,0,65,0,18,0,39,13,0,0,0,0,0,0,0,0,0,0,0,0,1,30,3,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0
3.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,0,0,108,0,0,0,1,13,0,65,0,27,0,46,20,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0
4.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,0,0,108,0,1,1,2,12,0,64,0,28,0,47,23,0,0,0,0,0,0,0,0,0,0,0,0,1,30,2,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0
5.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,0,0,108,0,0,0,4,17,0,62,0,23,0,31,17,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0
6.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,0,0,108,0,0,0,1,13,0,65,0,27,0,38,24,0,0,0,0,0,0,0,0,0,0,0,0,1,30,1,0,250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0
7.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,0,0,108,0,0,0,3,13,0,63,0,27,0,39,21,0,0,0,0,0,0,0,0,0,0,0,0,1,30,2,0,250,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0
8.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,0,0,108,1,4,4,1,14,0,65,0,26,0,42,25,0,0,0,0,0,0,0,0,0,0,0,0,4,30,0,1,250,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0
9.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,0,0,108,0,0,0,3,16,0,63,0,24,0,41,18,0,0,0,0,0,0,0,0,0,0,0,0,3,30,0,0,250,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0
10.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,1,0,0,108,1,4,4,5,15,4,61,0,24,0,36,18,0,0,0,0,0,0,0,0,0,0,0,0,2,30,0,1,250,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0
11.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,1,0,0,108,1,3,3,1,13,7,65,0,24,0,36,17,0,0,0,0,0,0,0,0,0,0,0,0,1,30,1,1,250,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0
12.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,0,0,108,2,8,8,1,11,10,65,0,25,0,28,20,0,0,0,0,0,0,0,0,0,0,0,0,2,30,0,2,250,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,250,0
13.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,0,0,108,0,0,0,2,9,12,64,0,26,0,30,21,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,250,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,250,0
14.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,0,0,108,1,8,8,2,6,11,64,0,29,0,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,250,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,250,0
15.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,0,0,108,2,3,3,2,4,18,64,0,29,0,28,20,0,0,0,0,0,0,0,0,0,0,0,0,2,30,0,3,250,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,250,0
16.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,0,0,108,3,11,11,1,5,21,65,0,25,0,32,18,0,0,0,0,0,0,0,0,0,0,0,0,2,30,0,3,250,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,250,0
17.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,0,0,108,1,5,5,2,9,25,64,0,25,0,32,20,0,0,0,0,0,0,0,0,0,0,0,0,6,30,0,1,250,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,250,0
18.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,0,0,108,6,9,9,0,4,26,66,0,27,0,33,22,0,0,0,0,0,0,0,0,0,0,0,0,4,30,0,6,250,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,250,0
19.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,1,0,108,3,9,9,0,7,26,66,0,25,0,30,21,0,0,0,0,0,0,0,0,0,0,0,0,4,30,0,3,250,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,250,0
20.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,1,0,108,6,16,16,1,7,30,65,0,27,0,27,17,0,0,0,0,0,0,0,0,0,0,0,0,3,30,0,6,250,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,250,0
21.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,1,0,108,4,10,10,2,5,33,64,0,25,0,18,17,0,0,0,0,0,0,0,0,0,0,0,0,3,30,0,4,250,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,250,0
22.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,1,0,108,10,23,23,1,3,32,65,0,25,0,26,20,0,0,0,0,0,0,0,0,0,0,0,0,5,30,2,10,250,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,250,0
23.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,1,0,107,4,19,19,3,7,36,63,0,26,0,26,21,0,0,0,0,0,0,0,0,0,0,0,0,6,30,1,4,250,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,250,0
24.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,1,0,108,6,15,15,2,8,36,64,0,26,0,27,18,0,0,0,0,0,0,0,0,0,0,0,0,3,30,3,6,250,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,250,0
25.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,1,0,108,6,20,20,0,4,36,66,0,26,0,21,17,0,0,0,0,0,0,0,0,0,0,0,0,5,30,1,6,250,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,250,0
26.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,0,0,107,6,17,17,2,3,37,64,0,30,0,23,17,0,0,0,0,0,0,0,0,0,0,0,0,4,30,1,6,250,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,250,0
27.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,0,0,107,7,19,19,1,5,37,65,0,28,0,21,16,0,0,0,0,0,0,0,0,0,0,0,0,3,30,2,7,250,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,250,0
28.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,0,0,107,5,15,15,4,6,39,62,0,26,0,22,20,0,0,0,0,0,0,0,0,0,0,0,0,2,30,1,5,250,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,250,0
29.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,0,0,107,3,13,13,2,6,37,64,0,30,0,24,22,0,0,0,0,0,0,0,0,0,0,0,0,2,30,2,3,250,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,250,0
30.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,0,0,108,6,18,18,4,6,38,62,0,29,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,4,30,1,6,250,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,250,0
31.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,0,0,107,8,27,27,1,4,38,65,0,28,0,20,18,0,0,0,0,0,0,0,0,0,0,0,0,2,30,4,8,250,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,250,0
32.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,1,0,0,108,7,24,24,2,6,39,64,0,28,0,16,18,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,7,250,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,250,0
33.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,0,0,108,13,25,25,1,5,37,65,0,26,0,13,20,0,0,0,0,0,0,0,0,0,0,0,0,3,30,2,13,250,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,250,0
34.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,1,0,0,107,6,18,18,0,5,39,66,0,27,0,21,19,0,0,0,0,0,0,0,0,0,0,0,0,7,30,1,6,250,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,250,0
35.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,0,0,107,7,26,26,0,5,39,66,0,26,0,22,21,0,0,0,0,0,0,0,0,0,0,0,0,3,30,1,7,250,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,250,0
36.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,0,0,108,10,36,36,2,5,39,64,0,25,0,17,19,0,0,0,0,0,0,0,0,0,0,0,0,3,30,2,10,250,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,250,0
37.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,1,0,108,6,24,24,2,3,39,64,0,24,0,13,15,0,0,0,0,0,0,0,0,0,0,0,0,4,30,1,6,250,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,250,0
38.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,1,0,107,10,25,25,2,9,39,64,0,28,0,19,18,0,0,0,0,0,0,0,0,0,0,0,0,9,30,0,10,250,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,250,0
39.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,1,1,0,107,6,33,33,0,5,40,66,0,30,0,12,22,0,0,0,0,0,0,0,0,0,0,0,0,4,30,3,6,250,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,250,0
40.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,1,0,108,8,22,22,1,2,39,65,0,33,0,20,23,0,0,0,0,0,0,0,0,0,0,0,0,5,30,0,8,250,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,250,0
41.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,2,0,108,8,25,25,3,7,40,63,0,26,0,15,17,0,0,0,0,0,0,0,0,0,0,0,0,4,30,4,8,250,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,250,0
42.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,1,0,107,6,27,27,2,3,39,64,0,29,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,5,30,3,6,250,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,250,0
43.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,1,0,108,11,35,35,2,5,38,64,0,29,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,3,30,2,11,250,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,250,0
44.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,1,0,107,9,29,29,2,8,37,64,0,22,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,3,30,2,9,250,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,250,0
45.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,1,0,108,11,30,30,3,2,39,63,0,26,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,5,30,1,11,250,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,250,0
46.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,1,0,108,11,30,30,1,4,36,65,0,28,0,13,19,0,0,0,0,0,0,0,0,0,0,0,0,4,30,1,11,250,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,250,0
47.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,1,0,108,9,28,28,0,8,39,66,0,27,0,16,19,0,0,0,0,0,0,0,0,0,0,0,0,7,30,1,9,250,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,250,0
48.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,1,0,108,8,21,21,0,7,38,66,0,24,0,12,17,0,0,0,0,0,0,0,0,0,0,0,0,6,30,0,8,251,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,251,0
49.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,1,1,0,108,12,34,34,1,5,38,65,0,27,0,17,21,0,0,0,0,0,0,0,0,0,0,0,0,5,30,2,12,251,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,251,0
50.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,1,0,108,8,28,28,1,5,39,65,0,26,0,19,17,0,0,0,0,0,0,0,0,0,0,0,0,2,30,3,8,251,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,251,0
51.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,1,0,108,18,39,39,1,6,39,65,0,28,0,15,18,0,0,0,0,0,0,0,0,0,0,0,0,2,30,4,18,251,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,251,0
52.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,1,0,108,5,23,23,2,1,38,64,0,30,0,20,17,0,0,0,0,0,0,0,0,0,0,0,0,6,30,1,5,251,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,251,0
53.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,1,0,107,11,38,38,1,4,39,65,0,27,0,14,16,0,0,0,0,0,0,0,0,0,0,0,0,9,30,1,11,251,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,251,0
54.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,2,1,0,107,11,32,32,0,9,38,66,0,23,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,9,30,3,11,251,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,251,0
55.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,1,0,108,7,23,23,1,4,38,65,0,29,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,12,30,2,7,251,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,251,0
56.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,1,0,108,17,41,41,2,7,36,64,0,27,0,19,22,0,0,0,0,0,0,0,0,0,0,0,0,5,30,6,17,251,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,251,0
57.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,1,0,108,7,27,27,0,6,38,66,0,27,0,14,18,0,0,0,0,0,0,0,0,0,0,0,0,6,30,2,7,251,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,251,0
58.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,2,0,108,8,33,33,1,5,39,65,0,28,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,5,30,2,8,251,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,251,0
59.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,2,0,108,9,29,29,4,6,40,62,0,25,0,16,17,0,0,0,0,0,0,0,0,0,0,0,0,3,30,2,9,251,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,251,0
60.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,2,0,108,9,32,32,1,4,38,65,0,31,0,20,22,0,0,0,0,0,0,0,0,0,0,0,0,5,30,2,9,251,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,251,0
61.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,2,0,108,3,19,19,2,4,39,64,0,26,0,17,19,0,0,0,0,0,0,0,0,0,0,0,0,2,30,0,3,251,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,251,0
62.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,1,2,0,108,10,32,32,3,7,38,63,0,25,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,8,30,0,10,251,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,251,0
63.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,2,2,0,108,4,25,25,1,7,40,65,0,23,0,15,18,0,0,0,0,0,0,0,0,0,0,0,0,5,30,0,4,251,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,251,0
64.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,1,2,0,107,9,23,23,0,6,39,66,0,25,0,19,16,0,0,0,0,0,0,0,0,0,0,0,0,5,30,2,9,251,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,251,0
65.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,2,0,106,6,29,29,1,5,38,65,0,27,0,11,16,0,0,0,0,0,0,0,0,0,0,0,0,1,30,1,6,251,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,251,0
66.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,1,3,0,107,9,30,30,1,3,39,65,0,32,0,12,21,0,0,0,0,0,0,0,0,0,0,0,0,6,30,1,9,251,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,251,0
67.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,3,0,108,8,34,34,0,5,39,66,0,25,0,14,15,0,0,0,0,0,0,0,0,0,0,0,0,7,30,2,8,251,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,251,0
68.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,3,0,108,7,32,32,3,4,39,63,0,28,0,11,19,0,0,0,0,0,0,0,0,0,0,0,0,5,30,6,7,251,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,251,0
69.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,4,0,108,8,38,38,1,6,38,65,0,29,0,11,17,0,0,0,0,0,0,0,0,0,0,0,0,2,30,3,8,251,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,251,0
70.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,3,0,108,8,32,32,4,4,40,62,0,28,0,12,17,0,0,0,0,0,0,0,0,0,0,0,0,4,30,5,8,251,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,251,0
71.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,3,0,106,11,23,23,0,7,39,66,0,27,0,13,23,0,0,0,0,0,0,0,0,0,0,0,0,6,30,5,11,251,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,251,0
72.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,2,0,107,8,24,24,1,4,40,65,0,33,0,14,22,0,0,0,0,0,0,0,0,0,0,0,0,2,30,3,8,251,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,251,0
73.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,1,1,0,108,11,30,30,0,6,38,66,0,29,0,16,18,0,0,0,0,0,0,0,0,0,0,0,0,6,30,1,11,251,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,251,0
74.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,1,0,108,5,26,26,3,5,39,63,0,30,0,10,23,0,0,0,0,0,0,0,0,0,0,0,0,4,30,0,5,251,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,251,0
75.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,1,1,0,108,11,34,34,0,7,40,66,0,22,0,21,17,0,0,0,0,0,0,0,0,0,0,0,0,3,30,2,11,251,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,251,0
76.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,1,0,108,6,29,29,1,7,40,65,0,25,0,16,18,0,0,0,0,0,0,0,0,0,0,0,0,5,30,0,6,251,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,251,0
77.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,1,0,108,11,33,33,0,8,39,66,0,26,0,15,22,0,0,0,0,0,0,0,0,0,0,0,0,5,30,1,11,251,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,251,0
78.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,2,0,108,6,27,27,0,6,40,66,0,29,0,12,19,0,0,0,0,0,0,0,0,0,0,0,0,5,30,1,6,252,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,252,0
79.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,2,0,108,11,34,34,1,4,40,65,0,26,0,20,15,0,0,0,0,0,0,0,0,0,0,0,0,5,30,1,11,252,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,252,0
80.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,50,0,0,0,0,2,0,108,8,25,25,1,4,39,65,0,34,0,9,26,0,0,0,0,0,0,0,0,0,0,0,0,3,30,2,8,252,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,252,0
