# Output of 'KaSim' 'AMPA5_8020.ka' 'camkii.ka' 'pickgrip3.ka' 'Calcium_signalling.ka' 'K868.ka' 'K870.ka' 'K882.ka' 'Subunits.ka' 'Mod_LTP_1.ka' '-l' '5000' '-p' '1' '-o' 'LTP_1.out' -seed 298700151
# "uuid" : "416130954"
"[T]","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_u","S818_p","S818_pp","I1_P","I1_u","PKA_a","PKA_i","Conductance","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","AMPA_GRIP_endo","AMPA_GRIP_PSD","AMPA_PICK_endo","AMPA_PICK_PSD","AMPA_NSF","AMPA_GRIP_PICK_endo","AMPA_GRIP_PICK_PSD","AMPA_S880","AMPA_Y876","23AMPA_GRIP_endo","23AMPA_GRIP_PSD","23AMPA_PICK_endo","23AMPA_PICK_PSD","23AMPA_NSF","23AMPA_GRIP_PICK_endo","23AMPA_GRIP_PICK_PSD","23AMPA_S880","23AMPA_Y876","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","12K870_ub","12K870_ub2","12K870_ub3","12K870_ub4","12K870_ub5","23K870_ub","23K870_ub2","23K870_ub3","23K870_ub4","23K870_ub5","12K882_ub","12K882_ub2","12K882_ub3","12K882_ub4","12K882_ub5","23K882_ub","23K882_ub2","23K882_ub3","23K882_ub4","23K882_ub5","AMPAR1","AMPAR12","AMPAR23","Gap"
21.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,32,0,18,18,0,0,0,108,4,10,10,2,6,37,50,0,27,0,23,17,0,0,0,9,5,2,1,4,2,1,4,9,5,30,1,4,200,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,200,50,0
22.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,32,0,18,18,1,0,0,108,5,14,14,1,5,37,52,0,19,0,24,13,0,0,0,9,4,3,2,2,3,2,5,11,2,30,0,5,200,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,200,50,0
23.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,33,0,17,17,0,0,0,108,8,13,13,1,5,34,55,0,24,0,18,15,0,0,0,7,3,4,1,4,2,1,6,13,4,30,0,8,200,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,200,50,0
24.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,36,0,14,14,0,0,0,108,5,10,10,0,7,37,53,0,19,0,20,12,0,0,0,8,5,2,4,4,1,4,3,12,2,30,0,5,200,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,200,50,0
25.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,36,0,14,14,0,0,0,108,7,20,20,0,5,35,54,0,22,0,10,13,0,0,0,8,4,6,1,3,5,1,3,11,4,30,0,7,200,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,200,50,0
26.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,37,0,13,13,0,0,0,108,5,18,18,3,4,40,52,0,26,0,15,19,0,0,0,7,4,2,2,6,1,2,2,7,2,30,0,5,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,200,50,0
27.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,36,0,14,14,0,0,0,108,7,24,24,1,5,36,54,0,24,0,19,17,0,0,0,8,3,5,2,2,3,2,4,6,2,30,2,7,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,200,50,0
28.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,38,0,12,12,1,0,0,108,5,18,18,1,4,38,52,0,20,0,15,17,0,0,0,11,2,4,1,5,3,1,4,7,2,30,1,5,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,200,50,0
29.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,37,0,13,13,0,0,0,108,8,21,21,1,7,37,56,0,23,0,22,17,0,0,0,8,1,3,1,5,2,1,5,9,6,30,1,8,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200,50,0
30.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,35,0,15,15,0,0,0,108,9,24,24,2,8,39,53,0,15,0,15,11,0,0,0,9,2,4,2,1,4,1,6,11,1,30,1,9,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200,50,0
31.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,35,0,15,15,1,0,0,108,5,19,19,3,3,34,52,0,21,0,16,12,0,0,0,7,4,4,3,1,2,2,6,12,7,30,0,5,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200,50,0
32.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,34,0,16,16,0,0,0,108,6,25,25,2,6,39,53,0,24,0,10,14,0,0,0,6,5,2,2,2,2,2,7,15,5,30,0,6,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200,50,0
33.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,36,0,14,14,0,1,0,108,11,29,29,1,6,38,54,0,19,0,19,16,0,0,0,7,4,2,0,5,2,0,6,9,4,30,1,11,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200,50,0
34.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,36,0,14,14,0,1,0,108,6,26,26,6,8,39,52,0,19,0,13,10,0,0,0,5,3,4,2,2,3,1,4,10,4,30,1,6,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200,50,0
35.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,34,0,16,16,0,1,0,107,7,30,30,1,6,36,55,0,24,0,14,16,0,0,0,7,3,2,1,3,2,0,4,11,4,30,3,7,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200,50,0
36.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,36,0,14,14,0,1,0,107,7,28,28,0,5,37,58,0,23,0,10,17,0,0,0,7,1,3,0,2,3,0,3,10,5,30,2,7,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200,50,0
37.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,36,0,14,14,0,2,0,106,3,18,18,2,5,35,55,0,26,0,11,20,0,0,0,7,2,3,0,3,2,0,3,12,1,30,1,3,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200,50,0
38.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,37,0,13,13,0,2,0,108,7,23,23,2,4,36,54,0,23,0,14,15,0,0,0,9,1,5,0,0,3,0,3,10,3,30,1,7,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200,50,0
39.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,37,0,13,13,1,2,0,106,9,22,22,1,7,40,54,0,25,0,18,15,0,0,0,9,2,3,1,2,3,0,3,10,3,30,4,9,200,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200,50,0
40.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,39,0,11,11,0,2,0,108,14,27,27,2,5,38,54,0,24,0,11,15,0,0,0,8,2,4,1,5,3,1,1,8,5,30,2,14,200,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200,50,0
41.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,37,0,13,13,0,2,0,106,9,23,23,2,1,37,53,0,22,0,16,16,0,0,0,9,2,5,2,2,4,1,2,10,5,30,1,9,200,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200,50,0
42.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,38,0,12,12,1,2,0,106,8,25,25,1,10,39,49,0,13,0,13,10,0,0,0,12,4,6,3,6,5,2,2,9,5,30,3,8,200,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200,50,0
43.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,39,0,11,11,0,1,0,108,10,31,31,0,3,39,49,0,26,0,21,16,0,0,0,13,4,5,1,2,5,0,1,8,2,30,2,10,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200,50,0
44.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,39,0,11,11,0,1,0,108,7,33,33,0,6,38,53,0,24,0,15,15,0,0,0,11,2,1,1,4,1,0,1,10,3,30,3,7,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,200,50,0
45.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,40,0,10,10,0,1,0,108,8,24,24,1,4,38,56,0,25,0,9,14,0,0,0,8,1,2,2,2,2,0,2,6,4,30,3,8,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,50,0
46.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,41,0,9,9,0,1,0,108,11,34,34,2,4,39,53,0,20,0,14,17,0,0,0,10,1,4,1,4,3,1,3,5,3,30,3,11,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,50,0
47.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,41,0,9,9,0,1,0,107,6,31,31,3,8,40,50,0,22,0,9,16,0,0,0,11,2,4,1,1,3,1,3,7,2,30,1,6,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,50,0
48.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,40,0,10,10,0,1,0,108,9,29,29,3,3,38,51,0,22,0,14,14,0,0,0,11,1,7,0,3,2,0,3,7,9,30,0,9,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,50,0
49.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,39,0,11,11,1,1,0,108,10,30,30,1,1,37,54,0,20,0,17,12,0,0,0,10,1,6,0,3,5,0,3,8,6,30,1,10,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,50,0
50.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,39,0,11,11,1,1,0,108,11,27,27,0,7,38,57,0,23,0,11,18,0,0,0,8,1,2,0,4,0,0,3,10,5,30,2,11,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,50,0
51.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,38,0,12,12,1,1,0,107,16,38,38,1,6,39,55,0,22,0,8,17,0,0,0,9,1,5,0,2,2,0,3,9,4,30,2,16,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,50,0
52.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,38,0,12,12,0,1,0,108,7,16,16,0,6,38,56,0,20,0,8,16,0,0,0,9,1,5,1,2,1,0,3,10,2,30,4,7,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,50,0
53.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,39,0,11,11,0,1,0,108,9,24,24,1,3,39,54,0,27,0,16,19,0,0,0,9,2,4,0,2,2,0,3,8,3,30,3,9,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,50,0
54.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,39,0,11,11,0,1,0,108,10,33,33,1,5,37,54,0,19,0,11,17,0,0,0,9,2,7,0,3,3,0,1,11,3,30,4,10,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,50,0
55.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,39,0,11,11,0,2,0,107,7,26,26,1,2,39,51,0,24,0,7,13,0,0,0,9,5,6,1,5,3,1,0,9,5,30,2,7,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,50,0
56.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,39,0,11,11,2,2,0,108,6,25,25,0,7,39,49,0,21,0,9,11,0,0,0,12,5,3,1,3,3,1,0,10,4,30,1,6,200,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,50,0
57.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,39,0,11,11,0,1,0,107,6,32,32,2,7,37,49,0,26,0,11,17,0,0,0,10,5,4,0,1,4,0,0,8,3,30,2,6,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,50,0
58.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,39,0,11,11,0,2,0,108,4,25,25,1,2,39,49,0,24,0,18,14,0,0,0,11,5,3,3,3,3,2,0,9,2,30,3,4,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,50,0
59.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,39,0,11,11,0,2,0,108,8,34,34,1,6,39,52,0,21,0,12,13,0,0,0,7,6,4,2,1,3,1,1,10,7,30,2,8,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,50,0
60.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,39,0,11,11,1,3,0,106,9,29,29,2,5,39,54,0,20,0,10,16,0,0,0,4,6,4,2,1,1,2,1,8,4,30,0,9,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,50,0
61.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,39,0,11,11,0,3,0,108,9,39,39,0,7,40,57,0,24,0,12,16,0,0,0,4,5,2,2,2,2,2,2,8,2,30,2,9,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,50,0
62.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,38,0,12,12,0,3,0,108,11,29,29,7,7,38,52,0,22,0,14,15,0,0,0,3,4,2,2,1,1,2,2,9,3,30,2,11,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,50,0
63.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,37,0,13,13,1,3,0,108,8,30,30,3,6,39,55,0,23,0,15,17,0,0,0,6,2,3,1,2,2,1,3,9,2,30,0,8,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,50,0
64.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,37,0,13,13,0,2,0,107,12,34,34,1,7,37,57,0,17,0,15,10,0,0,0,5,3,4,0,3,2,0,4,10,2,30,2,12,200,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,50,0
65.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,36,0,14,14,0,2,0,107,4,25,25,1,2,39,57,0,27,0,16,19,0,0,0,7,1,3,0,3,1,0,3,12,13,30,1,4,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,50,0
66.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,35,0,15,15,0,1,0,107,8,28,28,1,2,38,58,0,22,0,14,19,0,0,0,6,1,5,3,5,3,1,5,12,8,30,1,8,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,50,0
67.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,37,0,13,13,0,0,0,108,7,39,39,2,4,39,59,0,22,0,11,15,0,0,0,4,1,2,2,1,1,0,4,11,2,30,0,7,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,50,0
68.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,37,0,13,13,0,0,0,108,9,29,29,1,4,37,57,0,24,0,10,17,0,0,0,6,2,3,3,4,2,1,4,10,2,30,5,9,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,50,0
69.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,37,0,13,13,1,0,0,108,9,19,19,2,7,40,54,0,21,0,9,15,0,0,0,9,1,3,2,2,2,0,4,9,5,30,3,9,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,200,50,0
70.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,37,0,13,13,0,1,0,108,10,24,24,3,7,39,51,0,21,0,13,14,0,0,0,11,1,4,3,0,3,1,4,6,6,30,3,10,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,200,50,0
71.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,39,0,11,11,1,1,0,108,9,29,29,2,4,39,52,0,26,0,17,19,0,0,0,11,1,2,0,2,1,0,2,6,8,30,3,9,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,200,50,0
72.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,37,0,13,13,0,1,0,107,8,25,25,1,4,39,51,0,23,0,18,17,0,0,0,10,4,1,2,3,1,2,2,10,3,30,4,8,200,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,200,50,0
73.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,37,0,13,13,0,1,0,107,6,19,19,1,6,36,51,0,17,0,13,14,0,0,0,8,6,2,4,2,1,3,1,8,1,30,2,6,200,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,200,50,0
74.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,39,0,11,11,0,1,0,107,11,24,24,1,5,36,55,0,21,0,10,13,0,0,0,7,3,2,2,6,2,1,1,7,6,30,0,11,200,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,200,50,0
