# Output of 'KaSim' 'AMPA7.ka' 'camkii.ka' 'pickgrip.ka' 'Calcium_signalling3000.ka' 'Subunits.ka' 'K868.ka' 'K870.ka' 'K882.ka' '-l' '1000' '-p' '1' '-o' '3000.ka' -seed 458609736
# "uuid" : "822653674"
"[T]","Basal","Small","Medium","Large","Glu_Trigger","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","I1_P","I1_u","PKA_a","PKA_i","PKA_killer","Glutamate_level","Conductance","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII","GRIP_level","PICK1_level","actPKC_level","AMPA_GRIP_endo","AMPA_GRIP_PSD","AMPA_PICK_endo","AMPA_PICK_PSD","AMPA_NSF","AMPA_GRIP_PICK_endo","AMPA_GRIP_PICK_PSD","AMPA_S880","AMPA_Y876","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","AMPAR1","AMPAR12","AMPAR23","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5"
12.,139,1,0,0,0,0,0,40,0,0,40,1,48,0,4,15,0,40.,0,40,10,50,0,0,0,20,0,4,14,0,39,11,18,5,16,14,4,0,26,1,30,5,0,0,140,35,138,2,0,0,0,0,138,2,0,0,0,0,138,2,0,0,0,0
13.,141,0,0,0,0,0,0,40,0,0,40,1,48,1,3,15,0,40.,1,40,9,49,0,0,0,20,0,2,15,0,40,11,13,4,20,11,2,0,27,1,30,3,0,0,141,35,139,2,0,0,0,0,139,2,0,0,0,0,139,2,0,0,0,0
14.,141,0,0,0,0,0,0,40,0,0,40,1,48,0,4,15,0,40.,0,40,10,50,0,0,0,21,0,2,17,0,39,11,18,3,14,17,2,0,29,0,30,2,0,0,141,35,140,1,0,0,0,0,139,2,0,0,0,0,139,2,0,0,0,0
15.,142,0,0,0,0,0,0,40,0,0,40,1,48,0,4,15,0,40.,0,40,10,50,0,0,0,21,0,0,15,0,42,13,18,2,16,16,1,0,30,0,30,4,0,0,142,35,141,1,0,0,0,0,140,2,0,0,0,0,140,2,0,0,0,0
16.,141,1,0,0,0,0,0,40,0,0,40,1,48,0,4,15,0,40.,1,40,9,49,0,0,0,21,0,2,12,0,42,16,16,9,11,15,7,0,25,1,30,1,0,0,142,35,141,1,0,0,0,0,140,2,0,0,0,0,140,2,0,0,0,0
17.,142,0,0,0,0,0,0,40,0,0,40,0,49,1,5,15,0,40.,1,40,9,49,0,0,0,19,0,1,18,0,39,15,14,4,11,14,4,0,23,0,30,3,0,0,142,35,141,1,0,0,0,0,140,2,0,0,0,0,140,2,0,0,0,0
18.,140,2,0,0,0,0,0,40,0,0,40,0,49,2,4,15,0,40.,1,40,9,49,0,0,0,18,0,0,19,0,37,14,14,2,19,14,2,0,24,1,30,2,0,0,142,35,141,1,0,0,0,0,139,3,0,0,0,0,140,2,0,0,0,0
19.,140,2,0,0,0,0,0,40,2,0,38,0,49,1,5,15,0,40.,1,40,9,49,0,0,0,18,0,1,17,0,35,17,12,3,21,10,3,0,27,0,30,3,0,0,142,35,141,1,0,0,0,0,140,2,0,0,0,0,140,2,0,0,0,0
20.,142,0,0,0,0,0,0,40,2,0,38,1,48,2,4,15,0,40.,1,40,9,49,0,0,0,19,0,0,15,0,31,19,14,5,13,12,5,0,31,1,30,0,0,0,142,35,141,1,0,0,0,0,140,2,0,0,0,0,140,2,0,0,0,0
21.,142,0,0,0,0,0,0,40,3,0,37,1,48,0,6,15,0,40.,1,40,9,49,0,0,0,19,0,2,17,0,28,18,12,8,12,9,8,0,30,1,30,1,0,0,142,35,140,2,0,0,0,0,140,2,0,0,0,0,140,2,0,0,0,0
22.,141,1,0,0,0,0,0,40,4,0,36,1,48,0,6,15,0,40.,1,40,9,49,0,0,0,19,0,3,17,0,26,18,10,7,13,10,6,0,28,1,30,4,0,0,142,35,140,2,0,0,0,0,139,3,0,0,0,0,140,2,0,0,0,0
23.,141,1,0,0,0,0,0,40,4,0,36,1,48,1,5,15,0,40.,1,40,9,49,0,0,0,20,0,3,16,0,30,17,15,3,12,12,3,0,33,0,30,2,0,0,142,35,140,2,0,0,0,0,139,3,0,0,0,0,140,2,0,0,0,0
24.,141,1,0,0,0,0,0,40,5,0,35,0,49,1,5,15,0,40.,1,40,9,49,0,0,0,17,0,1,18,0,33,17,14,2,12,14,2,0,30,1,30,3,0,0,142,35,140,2,0,0,0,0,138,4,0,0,0,0,139,3,0,0,0,0
25.,142,0,0,0,0,0,0,40,5,0,35,2,47,0,6,15,0,40.,1,40,9,49,0,0,0,17,0,1,16,0,35,18,15,6,11,13,5,0,27,0,30,5,0,0,142,35,140,2,0,0,0,0,138,4,0,0,0,0,139,3,0,0,0,0
26.,141,1,0,0,0,0,0,40,5,0,35,2,47,0,6,15,0,40.,1,40,9,49,0,0,0,16,0,4,14,0,32,20,13,9,10,13,9,0,26,0,30,4,0,0,142,35,140,2,0,0,0,0,138,4,0,0,0,0,139,3,0,0,0,0
27.,141,1,0,0,0,0,0,40,5,0,35,3,46,2,4,15,0,40.,1,40,9,49,0,0,0,16,0,3,21,0,32,21,8,9,13,7,8,0,27,0,30,6,0,0,142,35,140,2,0,0,0,0,138,4,0,0,0,0,139,3,0,0,0,0
28.,142,0,0,0,0,0,0,40,5,0,35,5,44,1,5,15,0,40.,1,40,9,49,0,0,0,13,0,1,15,0,37,17,18,5,12,14,4,0,28,0,30,5,0,0,142,35,141,1,0,0,0,0,140,2,0,0,0,0,139,3,0,0,0,0
29.,142,0,0,0,0,0,0,40,5,0,35,6,43,0,4,15,0,40.,1,40,9,49,0,0,0,14,0,5,15,0,33,17,11,6,12,10,5,0,33,1,30,8,0,0,142,35,141,1,0,0,0,0,139,3,0,0,0,0,139,3,0,0,0,0
30.,141,1,0,0,0,0,0,40,5,0,35,5,44,0,6,15,0,40.,1,40,9,49,0,0,0,14,0,2,20,0,33,18,6,10,15,6,9,0,29,1,30,5,0,0,142,35,141,1,0,0,0,0,139,3,0,0,0,0,139,3,0,0,0,0
31.,141,1,0,0,0,0,0,40,4,0,36,3,46,0,6,15,0,40.,1,40,9,49,0,0,0,14,0,3,13,0,34,18,16,7,19,15,6,0,33,1,30,7,0,0,142,35,140,2,0,0,0,0,139,3,0,0,0,0,139,3,0,0,0,0
32.,141,1,0,0,0,0,0,40,4,0,36,3,46,0,6,15,0,40.,1,40,9,49,0,0,0,13,0,2,16,0,33,17,15,6,17,13,4,0,28,0,30,8,0,0,142,35,139,3,0,0,0,0,139,3,0,0,0,0,139,3,0,0,0,0
33.,141,1,0,0,0,0,0,40,5,0,35,2,47,1,7,15,0,40.,1,40,9,49,0,0,0,12,0,3,14,0,34,16,15,4,17,13,4,0,25,0,30,6,0,0,142,35,138,4,0,0,0,0,139,3,0,0,0,0,140,2,0,0,0,0
34.,140,2,0,0,0,0,0,40,5,0,35,1,48,0,8,15,0,40.,1,40,9,49,0,0,0,12,0,4,17,0,36,15,12,6,12,12,6,0,31,0,30,3,0,0,142,35,139,3,0,0,0,0,139,3,0,0,0,0,138,4,0,0,0,0
35.,141,1,0,0,0,0,0,40,5,0,35,2,47,1,7,15,0,40.,1,40,9,49,0,0,0,12,0,4,19,0,32,17,11,3,14,11,3,0,30,0,30,7,0,0,142,35,140,2,0,0,0,0,139,3,0,0,0,0,139,3,0,0,0,0
36.,142,0,0,0,0,0,0,40,6,0,34,2,47,1,7,15,0,40.,1,40,9,49,0,0,0,10,0,3,18,0,36,15,15,4,17,13,4,0,26,0,30,7,0,0,142,35,139,3,0,0,0,0,139,3,0,0,0,0,139,3,0,0,0,0
37.,142,0,0,0,0,0,0,40,4,0,36,2,47,0,8,15,0,40.,1,40,9,49,0,0,0,13,0,2,15,0,37,14,16,4,9,12,4,0,26,0,30,5,0,0,142,35,139,3,0,0,0,0,140,2,0,0,0,0,139,3,0,0,0,0
38.,141,1,0,0,0,0,0,40,7,0,33,3,46,3,5,15,0,40.,1,40,9,49,0,0,0,13,0,1,17,0,38,12,12,4,18,10,3,0,27,0,30,5,0,0,142,35,139,3,0,0,0,0,140,2,0,0,0,0,139,3,0,0,0,0
39.,142,0,0,0,0,0,0,40,6,0,34,2,47,1,7,15,0,40.,1,40,9,49,0,0,0,13,0,3,15,0,36,14,11,10,6,10,7,0,31,1,30,7,0,0,142,35,139,3,0,0,0,0,141,1,0,0,0,0,138,4,0,0,0,0
40.,141,1,0,0,0,0,0,40,4,0,36,2,47,2,8,15,0,40.,1,40,9,49,0,0,0,12,0,0,17,0,39,15,13,6,7,12,6,0,31,0,30,4,0,0,142,35,140,2,0,0,0,0,141,1,0,0,0,0,137,5,0,0,0,0
41.,142,0,0,0,0,0,0,40,4,0,36,4,45,1,9,15,0,40.,1,40,9,49,0,0,0,10,0,3,16,0,35,12,13,3,11,12,3,0,28,0,30,4,0,0,142,35,139,3,0,0,0,0,141,1,0,0,0,0,137,5,0,0,0,0
42.,140,2,0,0,0,0,0,40,3,1,36,5,44,2,8,15,0,40.,1,40,9,49,0,0,0,12,0,2,14,0,36,14,13,6,14,10,5,0,30,0,30,2,0,0,142,35,137,5,0,0,0,0,141,1,0,0,0,0,137,5,0,0,0,0
43.,142,0,0,0,0,0,0,40,3,1,36,5,44,0,10,15,0,40.,1,40,9,49,0,0,0,12,0,4,19,0,38,14,11,6,9,8,5,0,29,0,30,5,0,0,142,35,137,5,0,0,0,0,141,1,0,0,0,0,137,5,0,0,0,0
44.,142,0,0,0,0,0,0,40,3,1,36,5,44,1,9,15,0,40.,1,40,9,49,0,0,0,14,0,1,13,0,39,16,19,5,11,15,3,0,30,1,30,5,0,0,142,35,136,6,0,0,0,0,141,1,0,0,0,0,137,5,0,0,0,0
45.,141,1,0,0,0,0,0,40,5,1,34,6,43,2,8,15,0,40.,1,40,9,49,0,0,0,12,0,6,18,0,37,13,15,4,7,13,4,0,31,0,30,3,0,0,142,35,136,6,0,0,0,0,141,1,0,0,0,0,138,4,0,0,0,0
46.,141,1,0,0,0,0,0,40,5,1,34,6,43,0,10,15,0,40.,1,40,9,49,0,0,0,9,0,1,7,0,45,9,15,8,13,14,6,0,30,0,30,2,0,0,142,35,136,6,0,0,0,0,140,2,0,0,0,0,137,5,0,0,0,0
47.,142,0,0,0,0,0,0,40,6,0,34,6,43,1,9,15,0,40.,1,40,9,49,0,0,0,9,0,3,15,0,44,10,18,4,13,18,4,0,30,0,30,3,0,0,142,35,136,5,1,0,0,0,140,2,0,0,0,0,138,4,0,0,0,0
48.,142,0,0,0,0,0,0,40,6,0,34,7,42,1,9,15,0,40.,1,40,9,49,0,0,0,10,0,4,13,0,40,10,16,4,8,13,4,0,28,1,30,1,0,0,142,35,136,5,1,0,0,0,139,3,0,0,0,0,137,5,0,0,0,0
49.,141,1,0,0,0,0,0,40,7,0,33,6,43,0,9,15,0,40.,1,40,9,49,0,0,0,7,0,5,13,0,39,10,15,6,10,12,6,0,23,0,30,2,0,0,142,35,136,5,1,0,0,0,139,3,0,0,0,0,137,5,0,0,0,0
50.,140,2,0,0,0,0,0,40,7,0,33,6,43,1,9,15,0,40.,1,40,9,49,0,0,0,6,0,1,19,0,37,15,12,4,14,11,4,0,26,0,30,3,0,0,142,35,135,6,1,0,0,0,137,5,0,0,0,0,137,5,0,0,0,0
51.,142,0,0,0,0,0,0,40,8,0,32,7,42,1,9,15,0,40.,1,40,9,49,0,0,0,7,0,3,15,0,35,15,8,6,15,8,5,0,26,1,30,2,0,0,142,35,136,5,1,0,0,0,136,6,0,0,0,0,138,4,0,0,0,0
52.,141,1,0,0,0,0,0,40,8,0,32,7,42,1,9,15,0,40.,1,40,9,49,0,0,0,7,0,2,15,0,41,13,17,6,17,13,6,0,30,1,30,5,0,0,142,35,136,5,1,0,0,0,136,6,0,0,0,0,139,3,0,0,0,0
53.,142,0,0,0,0,0,0,40,8,0,32,8,41,0,10,15,0,40.,1,40,9,49,0,0,0,7,0,3,16,0,41,11,16,3,16,14,3,0,32,1,30,1,0,0,142,35,136,5,1,0,0,0,136,6,0,0,0,0,138,4,0,0,0,0
54.,142,0,0,0,0,0,0,40,8,0,32,8,41,2,8,15,0,40.,1,40,9,49,0,0,0,8,0,0,14,0,43,10,18,4,16,15,2,0,30,1,30,4,0,0,142,35,136,5,1,0,0,0,136,6,0,0,0,0,138,4,0,0,0,0
55.,142,0,0,0,0,0,0,39,7,0,32,8,41,1,9,15,0,39.,2,39,9,48,0,0,0,5,0,4,19,0,38,11,12,2,10,11,2,0,30,0,30,4,0,0,142,35,137,4,1,0,0,0,137,5,0,0,0,0,138,4,0,0,0,0
56.,140,2,0,0,0,0,0,39,7,0,32,7,42,2,8,15,0,39.,2,39,9,48,0,0,0,8,0,2,17,0,41,10,13,3,13,10,2,0,31,1,30,3,0,0,142,35,137,4,1,0,0,0,137,5,0,0,0,0,137,5,0,0,0,0
57.,141,1,0,0,0,0,0,39,7,0,32,8,41,1,9,15,0,39.,2,39,9,48,0,0,0,4,0,1,15,0,42,12,16,5,8,15,4,0,30,0,30,4,0,0,142,35,137,4,1,0,0,0,137,5,0,0,0,0,138,4,0,0,0,0
58.,142,0,0,0,0,0,0,39,8,0,31,7,42,1,9,15,0,39.,2,39,9,48,0,0,0,8,0,4,15,0,39,10,16,2,12,14,2,0,30,0,30,4,0,0,142,35,137,4,1,0,0,0,138,4,0,0,0,0,137,5,0,0,0,0
59.,141,1,0,0,0,0,0,39,9,0,30,8,41,1,9,15,0,39.,2,39,9,48,0,0,0,7,0,0,21,0,37,12,12,4,11,10,3,0,29,0,30,4,0,0,142,35,137,4,1,0,0,0,138,4,0,0,0,0,138,4,0,0,0,0
60.,141,1,0,0,0,0,0,39,9,0,30,7,42,5,5,15,0,39.,2,39,9,48,0,0,0,4,0,0,11,0,36,14,15,6,18,13,5,0,27,0,30,3,0,0,142,35,136,5,1,0,0,0,138,4,0,0,0,0,136,6,0,0,0,0
61.,142,0,0,0,0,0,0,39,10,0,29,7,42,1,9,15,0,39.,2,39,9,48,0,0,0,4,0,1,8,0,36,12,15,10,17,11,9,0,29,0,30,2,0,0,142,35,135,6,1,0,0,0,138,4,0,0,0,0,136,6,0,0,0,0
62.,143,0,0,0,0,0,0,39,10,0,29,7,42,1,9,15,0,39.,2,39,9,48,0,0,0,4,0,4,15,0,37,12,17,3,10,13,3,0,27,0,30,3,0,0,143,35,136,6,1,0,0,0,139,4,0,0,0,0,137,6,0,0,0,0
63.,142,1,0,0,0,0,0,39,11,0,28,7,42,2,8,15,0,39.,2,39,9,48,0,0,0,5,0,1,14,0,35,14,15,6,13,14,5,0,27,0,30,3,0,0,143,35,135,7,1,0,0,0,140,3,0,0,0,0,137,6,0,0,0,0
64.,142,1,0,0,0,0,0,39,11,1,27,5,44,4,6,15,0,39.,2,39,9,48,0,0,0,4,0,1,11,0,40,12,17,6,13,14,5,0,23,0,30,4,0,0,143,35,135,7,1,0,0,0,140,3,0,0,0,0,137,6,0,0,0,0
65.,143,0,0,0,0,0,0,39,11,1,27,3,46,3,7,15,0,39.,2,39,9,48,0,0,0,5,0,0,17,0,42,13,15,3,15,13,3,0,21,0,30,3,0,0,143,35,135,7,1,0,0,0,139,4,0,0,0,0,137,6,0,0,0,0
66.,142,1,0,0,0,0,0,39,11,1,27,3,46,1,9,15,0,39.,2,39,9,48,0,0,0,4,0,1,14,0,44,10,17,6,15,14,5,0,26,0,30,2,0,0,143,35,135,6,2,0,0,0,139,4,0,0,0,0,136,7,0,0,0,0
67.,143,0,0,0,0,0,0,39,12,1,26,3,46,4,6,15,0,39.,1,39,10,49,0,0,0,2,0,0,11,0,43,10,19,3,10,14,2,0,29,0,30,3,0,0,143,35,136,5,2,0,0,0,140,3,0,0,0,0,136,7,0,0,0,0
68.,143,0,0,0,0,0,0,39,12,1,26,4,45,0,10,15,0,39.,0,39,11,50,0,0,0,4,0,3,20,0,40,11,11,4,17,9,4,0,24,0,30,4,0,0,143,35,137,4,2,0,0,0,140,3,0,0,0,0,137,6,0,0,0,0
69.,142,1,0,0,0,0,0,39,13,1,25,5,44,0,10,15,0,39.,0,39,11,50,0,0,0,3,0,3,21,0,35,13,14,2,13,9,1,0,29,0,30,4,0,0,143,35,137,4,2,0,0,0,141,2,0,0,0,0,137,6,0,0,0,0
70.,143,0,0,0,0,0,0,39,12,2,25,4,45,1,9,15,0,39.,0,39,11,50,0,0,0,5,0,4,17,0,36,9,12,5,14,12,5,0,26,1,30,3,0,0,143,35,137,4,2,0,0,0,141,2,0,0,0,0,138,5,0,0,0,0
71.,143,0,0,0,0,0,0,39,10,2,27,4,45,0,10,15,0,39.,0,39,11,50,0,0,0,7,0,1,20,0,36,11,13,4,12,13,4,0,31,1,30,5,0,0,143,35,137,4,1,1,0,0,140,3,0,0,0,0,138,5,0,0,0,0
72.,143,0,0,0,0,0,0,39,10,2,27,5,44,0,10,15,0,39.,0,39,11,50,0,0,0,8,0,2,15,0,38,12,16,3,14,16,3,0,28,0,30,3,0,0,143,35,137,4,1,1,0,0,140,3,0,0,0,0,137,6,0,0,0,0
73.,143,0,0,0,0,0,0,39,10,2,27,7,42,0,10,15,0,39.,0,39,11,50,0,0,0,7,0,5,14,0,35,10,11,5,12,10,3,0,25,0,30,3,0,0,143,35,137,4,1,1,0,0,140,3,0,0,0,0,137,6,0,0,0,0
74.,143,0,0,0,0,0,0,39,10,2,27,7,42,3,7,15,0,39.,0,39,11,50,0,0,0,5,0,3,15,0,34,15,14,7,17,12,6,0,24,0,30,5,0,0,143,35,137,4,1,1,0,0,140,3,0,0,0,0,139,4,0,0,0,0
75.,140,3,0,0,0,0,0,39,11,2,26,6,43,1,9,15,0,39.,0,39,11,50,0,0,0,3,0,6,19,0,35,14,15,5,13,13,5,0,32,0,30,3,0,0,143,35,136,5,1,1,0,0,140,3,0,0,0,0,138,5,0,0,0,0
76.,144,0,0,0,0,0,0,39,12,2,25,7,42,1,8,15,0,39.,0,39,11,50,0,0,0,3,0,3,14,0,32,14,14,4,11,11,4,0,30,1,30,5,0,0,144,35,137,5,1,1,0,0,141,3,0,0,0,0,140,4,0,0,0,0
77.,144,0,0,0,0,0,0,39,12,1,26,9,40,3,7,15,0,39.,0,39,11,50,0,0,0,1,0,2,16,0,38,14,15,5,9,10,5,0,26,1,30,3,0,0,144,35,137,5,1,1,0,0,141,3,0,0,0,0,141,3,0,0,0,0
78.,143,1,0,0,0,0,0,39,13,1,25,10,39,1,9,15,0,39.,0,39,11,50,0,0,0,2,0,3,11,0,37,16,16,7,11,13,6,0,29,0,30,6,0,0,144,35,137,5,1,1,0,0,141,3,0,0,0,0,141,3,0,0,0,0
79.,143,1,0,0,0,0,0,39,13,1,25,9,40,1,9,15,0,39.,0,39,11,50,0,0,0,2,0,2,18,0,39,14,17,3,10,15,3,0,26,0,30,6,0,0,144,35,137,4,2,1,0,0,141,3,0,0,0,0,140,4,0,0,0,0
80.,144,1,0,0,0,0,0,39,11,2,26,8,41,2,8,15,0,39.,0,39,11,50,0,0,0,3,0,3,22,0,35,15,8,7,20,7,7,0,31,0,30,8,0,0,145,35,138,4,2,1,0,0,143,2,0,0,0,0,141,4,0,0,0,0
81.,144,1,0,0,0,0,0,39,11,2,26,7,42,1,9,15,0,39.,0,39,11,50,0,0,0,6,0,2,18,0,35,15,13,4,8,11,2,0,27,0,30,7,0,0,145,35,138,4,2,1,0,0,143,2,0,0,0,0,141,4,0,0,0,0
82.,144,1,0,0,0,0,0,39,11,2,26,7,42,0,10,15,0,39.,0,39,11,50,0,0,0,5,0,3,16,0,32,17,11,7,15,10,6,0,27,0,30,5,0,0,145,35,138,3,3,1,0,0,143,2,0,0,0,0,141,4,0,0,0,0
83.,145,0,0,0,0,0,0,39,12,2,25,7,42,2,8,15,0,39.,0,39,11,50,0,0,0,2,0,1,11,0,32,19,19,5,10,14,5,0,27,1,30,4,0,0,145,35,138,3,2,2,0,0,144,1,0,0,0,0,141,4,0,0,0,0
84.,145,0,0,0,0,0,0,39,12,2,25,8,41,2,8,15,0,39.,0,39,11,50,0,0,0,0,0,3,17,0,32,15,9,8,13,8,8,0,22,0,30,5,0,0,145,35,138,3,2,2,0,0,144,1,0,0,0,0,142,3,0,0,0,0
85.,144,1,0,0,0,0,0,39,12,2,25,8,41,2,8,15,0,39.,0,39,11,50,0,0,0,2,0,3,17,0,34,14,9,7,11,6,7,0,27,0,30,6,0,0,145,35,138,3,2,2,0,0,144,1,0,0,0,0,142,3,0,0,0,0
86.,145,0,0,0,0,0,0,39,11,2,26,7,42,1,9,15,0,39.,0,39,11,50,0,0,0,2,0,0,19,0,40,12,13,2,9,10,2,0,29,0,30,7,0,0,145,35,138,4,1,2,0,0,144,1,0,0,0,0,142,3,0,0,0,0
87.,144,1,0,0,0,0,0,39,10,3,26,6,43,0,10,15,0,39.,0,39,11,50,0,0,0,2,0,2,12,0,32,16,14,6,19,13,6,0,32,0,30,7,0,0,145,35,138,4,0,3,0,0,144,1,0,0,0,0,141,4,0,0,0,0
88.,145,0,0,0,0,0,0,39,10,3,26,6,43,4,5,15,0,39.,0,39,11,50,0,0,0,0,0,1,10,0,36,14,11,11,9,11,8,0,25,0,30,10,0,0,145,35,139,3,0,2,1,0,144,1,0,0,0,0,141,4,0,0,0,0
89.,145,0,0,0,0,0,0,39,10,3,26,8,41,3,7,15,0,39.,0,39,11,50,0,0,0,0,0,2,16,0,39,8,15,5,12,14,5,0,33,2,30,6,0,0,145,35,138,4,0,2,1,0,144,1,0,0,0,0,141,4,0,0,0,0
90.,144,1,0,0,0,0,0,39,10,3,26,7,42,0,10,15,0,39.,0,39,11,50,0,0,0,0,0,3,17,0,38,10,9,6,7,7,5,0,33,1,30,8,0,0,145,35,138,4,0,2,1,0,144,1,0,0,0,0,143,2,0,0,0,0
91.,144,1,0,0,0,0,0,39,9,4,26,6,43,3,7,15,0,39.,0,39,11,50,0,0,0,2,0,2,17,0,38,12,13,3,12,10,2,0,33,0,30,8,0,0,145,35,136,6,0,2,1,0,143,2,0,0,0,0,143,2,0,0,0,0
92.,145,0,0,0,0,0,0,39,11,4,24,8,41,1,9,15,0,39.,0,39,11,50,0,0,0,0,0,1,13,0,44,8,16,5,15,15,4,0,28,0,30,6,0,0,145,35,136,6,0,2,1,0,143,2,0,0,0,0,143,2,0,0,0,0
93.,145,0,0,0,0,0,0,39,10,4,25,11,38,2,8,15,0,39.,0,39,11,50,0,0,0,1,0,3,15,0,39,9,14,5,11,12,3,0,27,0,30,4,0,0,145,35,136,5,1,2,1,0,143,2,0,0,0,0,143,2,0,0,0,0
94.,145,0,0,0,0,0,0,39,10,4,25,10,39,0,10,15,0,39.,0,39,11,50,0,0,0,0,0,0,16,0,42,9,16,2,17,14,2,0,26,0,30,2,0,0,145,35,136,5,1,2,1,0,142,3,0,0,0,0,143,2,0,0,0,0
95.,145,0,0,0,0,0,0,39,10,5,24,9,40,1,9,15,0,39.,0,39,11,50,0,0,0,1,0,0,18,0,42,13,15,4,10,15,4,0,23,0,30,6,0,0,145,35,137,4,1,2,1,0,142,2,1,0,0,0,143,2,0,0,0,0
