# Output of 'KaSim' 'AMPA7.ka' 'camkii.ka' 'pickgrip.ka' 'Calcium_signalling500.ka' 'Subunits.ka' 'K868.ka' 'K870.ka' 'K882.ka' '-l' '1000' '-p' '1' '-o' '500.ka' -seed 131919287
# "uuid" : "776261346"
"[T]","Basal","Small","Medium","Large","Glu_Trigger","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","I1_P","I1_u","PKA_a","PKA_i","PKA_killer","Glutamate_level","Conductance","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII","GRIP_level","PICK1_level","actPKC_level","AMPA_GRIP_endo","AMPA_GRIP_PSD","AMPA_PICK_endo","AMPA_PICK_PSD","AMPA_NSF","AMPA_GRIP_PICK_endo","AMPA_GRIP_PICK_PSD","AMPA_S880","AMPA_Y876","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","AMPAR1","AMPAR12","AMPAR23","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5"
10.,140,0,0,0,0,0,0,40,0,0,40,0,49,0,2,15,0,40.,0,40,10,50,0,0,0,21,0,3,17,0,36,15,13,5,12,13,5,0,26,0,30,6,0,0,140,35,140,0,0,0,0,0,138,2,0,0,0,0,138,2,0,0,0,0
11.,139,1,0,0,0,0,0,40,0,0,40,0,49,0,2,15,0,40.,0,40,10,50,0,0,0,21,0,2,22,0,35,16,12,3,12,9,3,0,32,1,30,7,0,0,140,35,140,0,0,0,0,0,139,1,0,0,0,0,138,2,0,0,0,0
12.,140,0,0,0,0,0,0,40,0,0,40,0,49,1,1,15,0,40.,0,40,10,50,0,0,0,21,0,5,13,0,34,15,16,4,12,13,4,0,28,1,30,9,0,0,140,35,139,1,0,0,0,0,139,1,0,0,0,0,138,2,0,0,0,0
13.,139,1,0,0,0,0,0,40,0,0,40,0,49,0,4,15,0,40.,0,40,10,50,0,0,0,22,0,2,16,0,34,19,12,5,6,10,5,0,29,0,30,2,0,0,140,35,139,1,0,0,0,0,139,1,0,0,0,0,138,2,0,0,0,0
14.,140,0,0,0,0,0,0,40,0,0,40,0,49,1,3,15,0,40.,0,40,10,50,0,0,0,22,0,3,11,0,32,16,13,6,12,12,6,0,29,1,30,3,0,0,140,35,138,2,0,0,0,0,139,1,0,0,0,0,138,2,0,0,0,0
15.,140,0,0,0,0,0,0,40,1,0,39,0,49,0,4,15,0,40.,0,40,10,50,0,0,0,22,0,0,13,0,36,16,16,6,13,14,5,0,30,1,30,3,0,0,140,35,137,3,0,0,0,0,139,1,0,0,0,0,138,2,0,0,0,0
16.,139,1,0,0,0,0,0,40,2,0,38,0,49,1,3,15,0,40.,0,40,10,50,0,0,0,22,0,1,13,0,37,14,13,8,16,12,8,0,28,1,30,6,0,0,140,35,137,3,0,0,0,0,137,3,0,0,0,0,137,3,0,0,0,0
17.,139,1,0,0,0,0,0,40,2,0,38,0,49,2,4,15,0,40.,0,40,10,50,0,0,0,20,0,1,17,0,37,17,14,7,19,11,7,0,27,1,30,4,0,0,140,35,137,3,0,0,0,0,137,3,0,0,0,0,137,3,0,0,0,0
18.,140,0,0,0,0,0,0,40,2,0,38,2,47,1,5,15,0,40.,0,40,10,50,0,0,0,17,0,6,14,0,35,15,13,11,10,11,8,0,31,1,30,2,0,0,140,35,137,3,0,0,0,0,137,3,0,0,0,0,138,2,0,0,0,0
19.,141,0,0,0,0,0,0,40,2,0,38,3,46,2,4,15,0,40.,0,40,10,50,0,0,0,17,0,1,22,0,38,16,7,6,10,7,5,0,28,0,30,2,0,0,141,35,138,3,0,0,0,0,138,3,0,0,0,0,139,2,0,0,0,0
20.,141,0,0,0,0,0,0,40,2,0,38,5,44,1,5,15,0,40.,0,40,10,50,0,0,0,15,0,3,16,0,35,18,13,6,11,11,5,0,30,0,30,4,0,0,141,35,139,2,0,0,0,0,138,3,0,0,0,0,139,2,0,0,0,0
21.,140,1,0,0,0,0,0,40,1,1,38,4,45,0,6,15,0,40.,0,40,10,50,0,0,0,13,0,0,18,0,36,15,10,7,13,10,5,0,32,0,30,3,0,0,141,35,138,3,0,0,0,0,138,3,0,0,0,0,139,2,0,0,0,0
22.,140,1,0,0,0,0,0,40,1,1,38,4,45,1,5,15,0,40.,0,40,10,50,0,0,0,15,0,2,18,0,33,17,10,5,10,10,5,0,27,1,30,2,0,0,141,35,138,3,0,0,0,0,139,2,0,0,0,0,139,2,0,0,0,0
23.,141,0,0,0,0,0,0,40,1,1,38,4,45,0,6,15,0,40.,0,40,10,50,0,0,0,15,0,3,13,0,30,19,13,8,10,8,7,0,30,1,30,2,0,0,141,35,138,3,0,0,0,0,139,2,0,0,0,0,139,2,0,0,0,0
24.,141,0,0,0,0,0,0,40,1,1,38,5,44,0,6,15,0,40.,0,40,10,50,0,0,0,11,0,2,15,0,34,15,12,8,10,12,7,0,30,0,30,2,0,0,141,35,138,3,0,0,0,0,138,3,0,0,0,0,139,2,0,0,0,0
25.,141,0,0,0,0,0,0,40,1,0,39,5,44,0,6,15,0,40.,0,40,10,50,0,0,0,11,0,2,18,0,36,12,9,5,14,7,4,0,29,0,30,3,0,0,141,35,136,5,0,0,0,0,139,2,0,0,0,0,139,2,0,0,0,0
26.,139,2,0,0,0,0,0,40,1,0,39,5,44,2,4,15,0,40.,0,40,10,50,0,0,0,13,0,2,16,0,35,13,12,5,13,9,4,0,25,0,30,3,0,0,141,35,136,5,0,0,0,0,139,2,0,0,0,0,139,2,0,0,0,0
27.,140,1,0,0,0,0,0,40,2,0,38,3,46,0,6,15,0,40.,0,40,10,50,0,0,0,12,0,1,16,0,42,10,11,7,16,10,4,0,27,0,30,2,0,0,141,35,135,6,0,0,0,0,139,2,0,0,0,0,139,2,0,0,0,0
28.,140,1,0,0,0,0,0,40,2,0,38,3,46,2,4,15,0,40.,0,40,10,50,0,0,0,12,0,2,15,0,39,14,17,4,12,14,4,0,32,0,30,5,0,0,141,35,135,6,0,0,0,0,139,2,0,0,0,0,138,3,0,0,0,0
29.,141,0,0,0,0,0,0,40,3,0,37,4,45,0,6,15,0,40.,0,40,10,50,0,0,0,13,0,0,13,0,37,16,19,4,11,16,3,0,31,1,30,2,0,0,141,35,134,7,0,0,0,0,139,2,0,0,0,0,138,3,0,0,0,0
30.,141,0,0,0,0,0,0,40,3,0,37,5,44,0,6,15,0,40.,0,40,10,50,0,0,0,12,0,0,20,0,40,16,9,6,15,7,6,0,29,1,30,3,0,0,141,35,136,5,0,0,0,0,140,1,0,0,0,0,137,4,0,0,0,0
31.,141,0,0,0,0,0,0,40,4,0,36,4,45,2,4,15,0,40.,0,40,10,50,0,0,0,12,0,2,16,0,38,17,15,6,9,14,6,0,26,1,30,5,0,0,141,35,137,4,0,0,0,0,140,1,0,0,0,0,137,4,0,0,0,0
32.,139,2,0,0,0,0,0,40,4,0,36,4,45,0,6,15,0,40.,0,40,10,50,0,0,0,10,0,1,16,0,37,16,14,6,15,13,5,0,24,1,30,6,0,0,141,35,137,4,0,0,0,0,140,1,0,0,0,0,137,4,0,0,0,0
33.,141,0,0,0,0,0,0,40,4,0,36,3,46,0,6,15,0,40.,0,40,10,50,0,0,0,11,0,0,9,0,35,16,15,12,13,13,9,0,26,0,30,5,0,0,141,35,138,3,0,0,0,0,139,2,0,0,0,0,137,4,0,0,0,0
34.,141,0,0,0,0,0,0,40,5,0,35,3,46,1,5,15,0,40.,0,40,10,50,0,0,0,10,0,2,16,0,36,15,14,5,14,12,5,0,32,1,30,4,0,0,141,35,137,4,0,0,0,0,139,2,0,0,0,0,137,4,0,0,0,0
35.,141,0,0,0,0,0,0,40,5,0,35,3,46,0,5,15,0,40.,0,40,10,50,0,0,0,10,0,4,21,0,35,14,9,5,17,7,5,0,34,1,30,6,0,0,141,35,137,3,1,0,0,0,139,2,0,0,0,0,136,5,0,0,0,0
36.,140,1,0,0,0,0,0,40,5,0,35,2,47,1,5,15,0,40.,0,40,10,50,0,0,0,7,0,1,16,0,38,14,12,7,13,11,7,0,32,1,30,6,0,0,141,35,137,3,1,0,0,0,139,2,0,0,0,0,136,5,0,0,0,0
37.,141,0,0,0,0,0,0,40,6,0,34,2,47,0,6,15,0,40.,0,40,10,50,0,0,0,9,0,2,20,0,37,14,10,6,9,8,6,0,25,0,30,3,0,0,141,35,138,2,1,0,0,0,138,3,0,0,0,0,137,4,0,0,0,0
38.,141,0,0,0,0,0,0,40,5,0,35,2,47,1,5,15,0,40.,0,40,10,50,0,0,0,12,0,3,14,0,39,13,12,8,11,12,6,0,24,1,30,0,0,0,141,35,137,3,0,1,0,0,138,3,0,0,0,0,136,5,0,0,0,0
39.,141,0,0,0,0,0,0,40,4,0,36,1,48,1,5,15,0,40.,0,40,10,50,0,0,0,13,0,1,12,0,36,15,13,8,11,11,7,0,29,0,30,2,0,0,141,35,137,3,0,1,0,0,137,4,0,0,0,0,137,4,0,0,0,0
40.,140,1,0,0,0,0,0,40,4,0,36,2,47,0,6,15,0,40.,0,40,10,50,0,0,0,12,0,2,17,0,36,18,16,3,12,14,2,0,31,1,30,1,0,0,141,35,137,3,0,1,0,0,137,4,0,0,0,0,136,5,0,0,0,0
41.,141,0,0,0,0,0,0,40,4,0,36,2,47,0,6,15,0,40.,0,40,10,50,0,0,0,13,0,4,14,0,37,16,11,7,16,11,6,0,34,0,30,4,0,0,141,35,137,3,0,1,0,0,137,4,0,0,0,0,137,4,0,0,0,0
42.,141,0,0,0,0,0,0,40,4,0,36,2,47,0,6,15,0,40.,0,40,10,50,0,0,0,11,0,0,14,0,42,17,16,7,11,13,7,0,27,0,30,5,0,0,141,35,137,3,0,1,0,0,137,4,0,0,0,0,136,5,0,0,0,0
43.,140,1,0,0,0,0,0,40,4,0,36,2,47,0,6,15,0,40.,0,40,10,50,0,0,0,13,0,2,14,0,39,19,15,7,12,15,5,0,27,0,30,4,0,0,141,35,137,3,0,1,0,0,136,5,0,0,0,0,136,5,0,0,0,0
44.,141,0,0,0,0,0,0,40,4,0,36,1,48,0,8,15,0,40.,0,40,10,50,0,0,0,13,0,1,14,0,37,20,14,8,13,12,7,0,31,0,30,2,0,0,141,35,137,3,0,1,0,0,137,4,0,0,0,0,136,5,0,0,0,0
45.,141,0,0,0,0,0,0,40,4,0,36,2,47,2,6,15,0,40.,0,40,10,50,0,0,0,11,0,1,19,0,37,20,16,3,10,15,3,0,28,0,30,2,0,0,141,35,136,4,0,1,0,0,137,4,0,0,0,0,136,5,0,0,0,0
46.,140,1,0,0,0,0,0,40,3,0,37,5,44,0,8,15,0,40.,0,40,10,50,0,0,0,12,0,0,16,0,36,21,13,7,10,11,7,0,24,1,30,1,0,0,141,35,137,3,0,0,1,0,136,5,0,0,0,0,136,5,0,0,0,0
47.,139,2,0,0,0,0,0,40,3,0,37,6,43,1,7,15,0,40.,0,40,10,50,0,0,0,9,0,3,12,0,39,16,18,5,13,16,5,0,26,1,30,3,0,0,141,35,137,3,0,0,1,0,136,5,0,0,0,0,137,4,0,0,0,0
48.,141,0,0,0,0,0,0,40,4,0,36,6,43,2,6,15,0,40.,0,40,10,50,0,0,0,8,0,5,17,0,39,13,18,4,8,15,3,0,28,0,30,5,0,0,141,35,137,3,0,0,1,0,136,5,0,0,0,0,137,4,0,0,0,0
49.,141,0,0,0,0,0,0,40,4,0,36,7,42,0,8,15,0,40.,0,40,10,50,0,0,0,5,0,2,17,0,44,11,14,6,12,14,5,0,27,0,30,4,0,0,141,35,137,3,0,0,1,0,135,6,0,0,0,0,137,4,0,0,0,0
50.,138,3,0,0,0,0,0,40,5,0,35,5,44,1,6,15,0,40.,0,40,10,50,0,0,0,5,0,1,17,0,40,13,17,4,21,16,3,0,27,1,30,4,0,0,141,35,137,3,0,0,1,0,136,5,0,0,0,0,137,4,0,0,0,0
51.,141,0,0,0,0,0,0,40,5,0,35,5,44,2,5,15,0,40.,0,40,10,50,0,0,0,9,0,3,20,0,40,15,13,5,14,12,4,0,28,1,30,4,0,0,141,35,136,4,0,0,1,0,136,5,0,0,0,0,138,3,0,0,0,0
52.,140,1,0,0,0,0,0,40,5,0,35,4,45,0,8,15,0,40.,0,40,10,50,0,0,0,10,0,0,10,0,40,14,17,8,8,14,7,0,28,1,30,3,0,0,141,35,136,4,0,0,1,0,136,5,0,0,0,0,138,3,0,0,0,0
53.,140,1,0,0,0,0,0,40,5,0,35,3,46,1,7,15,0,40.,0,40,10,50,0,0,0,12,0,3,17,0,42,12,15,6,13,13,5,0,32,0,30,5,0,0,141,35,135,5,0,1,0,0,135,6,0,0,0,0,136,5,0,0,0,0
54.,141,0,0,0,0,0,0,40,5,0,35,4,45,2,6,15,0,40.,0,40,10,50,0,0,0,14,0,2,17,0,43,11,14,5,12,12,5,0,27,0,30,5,0,0,141,35,135,5,0,1,0,0,135,6,0,0,0,0,136,5,0,0,0,0
55.,141,0,0,0,0,0,0,40,5,0,35,3,46,0,8,15,0,40.,0,40,10,50,0,0,0,14,0,3,14,0,40,11,16,5,23,14,5,0,28,0,30,1,0,0,141,35,135,5,0,1,0,0,135,6,0,0,0,0,136,5,0,0,0,0
56.,139,2,0,0,0,0,0,40,5,0,35,3,46,2,6,15,0,40.,0,40,10,50,0,0,0,13,0,0,11,0,39,17,16,8,13,13,8,0,32,1,30,4,0,0,141,35,135,5,0,1,0,0,135,6,0,0,0,0,135,6,0,0,0,0
57.,141,0,0,0,0,0,0,40,4,0,36,3,46,2,6,15,0,40.,0,40,10,50,0,0,0,12,0,4,15,0,34,18,16,6,12,11,6,0,29,1,30,3,0,0,141,35,134,6,0,1,0,0,135,6,0,0,0,0,134,7,0,0,0,0
58.,141,0,0,0,0,0,0,40,4,0,36,4,45,0,8,15,0,40.,0,40,10,50,0,0,0,8,0,2,14,0,32,19,12,7,14,10,7,0,27,1,30,2,0,0,141,35,133,7,0,1,0,0,134,7,0,0,0,0,134,7,0,0,0,0
59.,141,0,0,0,0,0,0,40,4,0,36,4,45,1,7,15,0,40.,0,40,10,50,0,0,0,10,0,2,13,0,35,13,15,5,17,13,4,0,30,0,30,5,0,0,141,35,133,7,0,1,0,0,134,7,0,0,0,0,134,7,0,0,0,0
60.,140,1,0,0,0,0,0,40,4,0,36,4,45,1,7,15,0,40.,0,40,10,50,0,0,0,12,0,1,17,0,40,12,14,4,15,13,4,0,30,0,30,3,0,0,141,35,133,7,0,1,0,0,134,7,0,0,0,0,134,7,0,0,0,0
61.,140,1,0,0,0,0,0,40,6,0,34,5,44,0,8,15,0,40.,0,40,10,50,0,0,0,10,0,1,17,0,42,11,12,6,10,12,4,0,29,1,30,2,0,0,141,35,134,6,0,1,0,0,135,6,0,0,0,0,136,5,0,0,0,0
62.,141,0,0,0,0,0,0,40,7,0,33,5,44,1,7,15,0,40.,0,40,10,50,0,0,0,11,0,1,12,0,37,16,16,9,10,15,8,0,28,0,30,2,0,0,141,35,134,6,0,1,0,0,135,6,0,0,0,0,135,6,0,0,0,0
63.,141,0,0,0,0,0,0,40,7,0,33,4,45,1,7,15,0,40.,0,40,10,50,0,0,0,9,0,4,18,0,37,12,12,5,12,12,5,0,27,0,30,3,0,0,141,35,134,6,0,1,0,0,134,7,0,0,0,0,134,7,0,0,0,0
64.,140,1,0,0,0,0,0,40,7,0,33,4,45,1,7,15,0,40.,0,40,10,50,0,0,0,11,0,2,20,0,37,11,12,5,15,10,3,0,25,1,30,2,0,0,141,35,134,6,0,1,0,0,134,7,0,0,0,0,134,7,0,0,0,0
65.,140,1,0,0,0,0,0,40,7,0,33,4,45,1,7,15,0,40.,0,40,10,50,0,0,0,11,0,4,12,0,36,12,20,3,9,20,3,0,29,0,30,7,0,0,141,35,133,7,0,1,0,0,135,6,0,0,0,0,134,7,0,0,0,0
66.,142,0,0,0,0,0,0,40,7,0,33,3,46,1,7,15,0,40.,0,40,10,50,0,0,0,10,0,3,10,0,39,9,17,8,16,16,5,0,27,0,30,6,0,0,142,35,134,7,0,1,0,0,136,6,0,0,0,0,136,6,0,0,0,0
67.,142,0,0,0,0,0,0,40,8,0,32,3,46,0,8,15,0,40.,0,40,10,50,0,0,0,7,0,0,20,0,38,13,11,4,14,9,4,0,23,0,30,4,0,0,142,35,135,6,0,1,0,0,135,7,0,0,0,0,136,6,0,0,0,0
68.,141,1,0,0,0,0,0,40,9,0,31,1,48,1,7,15,0,40.,0,40,10,50,0,0,0,8,0,1,18,0,34,16,14,2,11,11,2,0,26,0,30,4,0,0,142,35,135,6,0,1,0,0,135,7,0,0,0,0,137,5,0,0,0,0
69.,141,1,0,0,0,0,0,40,9,0,31,1,48,2,6,15,0,40.,0,40,10,50,0,0,0,12,0,3,23,0,35,14,7,4,20,7,4,0,27,1,30,4,0,0,142,35,136,5,0,1,0,0,136,6,0,0,0,0,137,5,0,0,0,0
70.,141,1,0,0,0,0,0,40,10,0,30,2,47,2,6,15,0,40.,0,40,10,50,0,0,0,8,0,4,19,0,36,13,13,3,8,10,3,0,26,0,30,5,0,0,142,35,136,5,0,1,0,0,136,6,0,0,0,0,137,5,0,0,0,0
71.,141,1,0,0,0,0,0,40,9,0,31,2,47,2,6,15,0,40.,0,40,10,50,0,0,0,8,0,5,16,0,35,12,16,2,13,13,1,0,31,0,30,0,0,0,142,35,136,5,1,0,0,0,136,6,0,0,0,0,137,5,0,0,0,0
72.,141,1,0,0,0,0,0,40,9,0,31,0,49,1,7,15,0,40.,0,40,10,50,0,0,0,12,0,2,16,0,39,11,13,5,12,12,3,0,32,0,30,6,0,0,142,35,136,4,2,0,0,0,136,5,1,0,0,0,136,6,0,0,0,0
73.,142,0,0,0,0,0,0,40,9,0,31,1,48,4,6,15,0,40.,0,40,10,50,0,0,0,12,0,3,17,0,37,10,11,2,13,9,2,0,31,0,30,2,0,0,142,35,136,4,2,0,0,0,136,5,1,0,0,0,136,6,0,0,0,0
74.,141,1,0,0,0,0,0,40,10,0,30,2,47,2,8,15,0,40.,0,40,10,50,0,0,0,11,0,2,15,0,39,14,17,5,10,17,5,0,20,1,30,3,0,0,142,35,136,4,2,0,0,0,136,5,1,0,0,0,138,4,0,0,0,0
75.,142,0,0,0,0,0,0,40,10,0,30,2,47,0,10,15,0,40.,0,40,10,50,0,0,0,11,0,0,17,0,41,14,14,6,10,14,6,0,31,0,30,4,0,0,142,35,135,5,2,0,0,0,134,7,1,0,0,0,138,4,0,0,0,0
76.,142,0,0,0,0,0,0,40,10,0,30,4,45,0,9,15,0,40.,0,40,10,50,0,0,0,9,0,1,15,0,34,18,15,4,10,10,4,0,24,2,30,2,0,0,142,35,135,5,2,0,0,0,135,6,1,0,0,0,138,4,0,0,0,0
77.,141,1,0,0,0,0,0,40,9,0,31,3,46,2,8,15,0,40.,0,40,10,50,0,0,0,9,0,2,13,0,31,18,15,7,17,10,7,0,23,1,30,2,0,0,142,35,136,4,2,0,0,0,134,7,1,0,0,0,138,4,0,0,0,0
78.,141,1,0,0,0,0,0,39,8,1,30,3,46,1,9,15,0,39.,1,39,10,49,0,0,0,6,0,4,14,0,32,16,15,6,9,12,5,0,31,0,30,3,0,0,142,35,136,4,2,0,0,0,134,7,1,0,0,0,139,3,0,0,0,0
79.,142,0,0,0,0,0,0,39,8,1,30,4,45,3,7,15,0,39.,1,39,10,49,0,0,0,4,0,0,13,0,34,20,10,10,8,10,9,0,30,0,30,3,0,0,142,35,136,5,1,0,0,0,133,8,1,0,0,0,139,3,0,0,0,0
80.,141,1,0,0,0,0,0,39,8,1,30,5,44,2,8,15,0,39.,1,39,10,49,0,0,0,10,0,1,18,0,37,17,14,3,16,11,3,0,26,1,30,0,0,0,142,35,136,5,1,0,0,0,133,8,1,0,0,0,140,2,0,0,0,0
81.,142,0,0,0,0,0,0,39,7,1,31,6,43,1,9,15,0,39.,1,39,10,49,0,0,0,9,0,0,12,0,39,15,15,6,10,15,4,0,26,0,30,2,0,0,142,35,136,5,1,0,0,0,134,7,1,0,0,0,140,2,0,0,0,0
82.,141,1,0,0,0,0,0,39,8,1,30,4,45,2,8,15,0,39.,1,39,10,49,0,0,0,6,0,4,19,0,38,15,11,7,11,9,6,0,26,1,30,3,0,0,142,35,136,5,1,0,0,0,135,6,1,0,0,0,140,2,0,0,0,0
83.,142,0,0,0,0,0,0,39,7,1,31,8,41,2,8,15,0,39.,1,39,10,49,0,0,0,6,0,1,14,0,36,17,15,5,14,12,5,0,27,0,30,3,0,0,142,35,136,5,1,0,0,0,135,6,1,0,0,0,140,2,0,0,0,0
84.,142,0,0,0,0,0,0,39,6,1,32,8,41,0,10,15,0,39.,1,39,10,49,0,0,0,5,0,1,15,0,35,16,14,3,16,14,3,0,22,0,30,2,0,0,142,35,136,5,1,0,0,0,135,6,1,0,0,0,140,2,0,0,0,0
85.,143,0,0,0,0,0,0,39,5,2,32,7,42,0,10,15,0,39.,1,39,10,49,0,0,0,5,0,3,14,0,33,19,17,7,18,13,6,0,31,1,30,6,0,0,143,35,137,5,1,0,0,0,136,6,1,0,0,0,140,3,0,0,0,0
86.,143,0,0,0,0,0,0,39,5,2,32,6,43,2,8,15,0,39.,1,39,10,49,0,0,0,6,0,3,16,0,32,19,13,4,11,11,4,0,29,0,30,5,0,0,143,35,137,4,2,0,0,0,136,6,1,0,0,0,140,3,0,0,0,0
87.,142,1,0,0,0,0,0,39,6,2,31,8,41,1,9,15,0,39.,1,39,10,49,0,0,0,3,0,1,15,0,35,19,12,9,10,8,9,0,30,0,30,7,0,0,143,35,137,4,2,0,0,0,136,6,1,0,0,0,140,3,0,0,0,0
88.,142,1,0,0,0,0,0,39,7,2,30,11,38,2,8,15,0,39.,1,39,10,49,0,0,0,1,0,4,15,0,33,20,15,6,15,12,5,0,25,1,30,3,0,0,143,35,137,4,2,0,0,0,136,6,1,0,0,0,140,3,0,0,0,0
89.,143,0,0,0,0,0,0,40,9,2,29,12,37,0,10,15,0,40.,0,40,10,50,0,0,0,1,0,2,16,0,33,20,12,9,11,9,9,0,26,1,30,4,0,0,143,35,137,6,0,0,0,0,135,7,1,0,0,0,139,4,0,0,0,0
90.,143,0,0,0,0,0,0,40,8,3,29,10,39,1,9,15,0,40.,0,40,10,50,0,0,0,1,0,2,14,0,30,21,14,7,12,11,7,0,31,1,30,5,0,0,143,35,138,5,0,0,0,0,136,6,1,0,0,0,139,4,0,0,0,0
91.,140,3,0,0,0,0,0,40,8,3,29,9,40,3,7,15,0,40.,0,40,10,50,0,0,0,1,0,2,15,0,26,23,12,7,14,9,7,0,31,1,30,7,0,0,143,35,139,4,0,0,0,0,136,6,1,0,0,0,139,4,0,0,0,0
92.,143,0,0,0,0,0,0,40,9,3,28,8,41,2,8,15,0,40.,0,40,10,50,0,0,0,2,0,1,14,0,27,21,12,5,11,11,4,0,31,2,30,3,0,0,143,35,139,4,0,0,0,0,136,6,1,0,0,0,140,3,0,0,0,0
93.,143,0,0,0,0,0,0,40,11,3,26,8,41,3,7,15,0,40.,0,40,10,50,0,0,0,2,0,3,14,0,28,16,12,6,15,11,4,0,27,1,30,5,0,0,143,35,139,4,0,0,0,0,137,5,1,0,0,0,140,3,0,0,0,0
94.,142,1,0,0,0,0,0,40,12,3,25,7,42,1,9,15,0,40.,0,40,10,50,0,0,0,1,0,1,17,0,35,13,13,3,9,11,3,0,21,0,30,8,0,0,143,35,139,4,0,0,0,0,136,6,1,0,0,0,140,3,0,0,0,0
95.,142,1,0,0,0,0,0,40,12,3,25,9,40,1,9,15,0,40.,0,40,10,50,0,0,0,1,0,2,14,0,38,11,18,5,12,17,2,0,24,0,30,9,0,0,143,35,141,2,0,0,0,0,136,6,1,0,0,0,140,3,0,0,0,0
