T,AMPAR1,AMPAR12,AMPAR23,AMPAR1homo,AMPAR12hetero,AMPAR23hetero,A1,A2,A3,A2sub1,A2sub2,A2subboth,Basal,Small,Medium,Large,Glu_Trigger,Glutamate_level,S831_P,S831_PP,S831_u,S845_P,S845_PP,S845_u,S818_p,S818_pp,S818_u,I1_P,I1_u,PKA_a,PKA_i,Slots,Synaptic_12,Synaptic_23,Synaptic_receptors,PP2B,Calcium_Levels,R2C2_total,cAMP_levels,Active_CaM,Phos_CK_subunits,Phos_CK_hexamers,Free_PP,CaM_CaMKII_C4,CaMKII_CaM,CaM_CaMKII_all,GRIP_level,PICK1_level,actPKC_level,PKC_membrane,PKC_endo,PKC_PICK1,subunits_AMPA_PSD,subunits_AMPA_X,subunits_AMPA_endo,K868,K868_ub,K868_ub2,K868_ub3,K868_ub4,K868_ub5,K870_ub,K870_ub2,K870_ub3,K870_ub4,K870_ub5,K882_ub,K882_ub2,K882_ub3,K882_ub4,K882_ub5,Gap,Pulse_Number,Pulse_Numberb,Pulse_Numberc,Pulse,Gapb,Pulseb,Gapc,Pulsec
0,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,8,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,0,1,1,1,1
1,48,147,99,4,4,2,2,2,0,6,0,492,147,0,0,0,0,0,0.5,4,0,2,0,1,0,0,5,17,91,2,10,1,5,5,10,0,3,30,2,4,887,6,6,4,464,464,1,16,3,3,0,2,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,1,1,1
2,48,146,96,2,6,6,6,4,2,12,0,484,146,0,0,0,0,0,1.5,2,0,1,2,1,0,0,5,20,88,1,11,0,5,7,12,0,1,30,2,4,889,6,2,4,460,460,0,11,3,3,0,3,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,1,1,1
3,50,148,97,0,4,5,0,1,1,9,0,490,148,0,0,0,0,0,0.5,1,0,0.5,1,0,0,0,2,19,89,2,10,0,2,7,9,0,3,30,1,10,893,7,8,9,468,468,0,19,2,2,0,1,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,1,1,1
4,46,146,97,5,8,4,6,2,2,12,0,486,146,0,0,0,0,0,0,2,1,1,1,0,0,0,3,17,91,2,10,1,3,8,11,0,7,30,2,8,895,8,5,8,472,472,1,14,3,3,0,3,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,1,1,1
5,49,146,96,0,8,6,4,2,2,14,0,484,146,0,0,0,0,0,1.5,3,1,0.5,5,1,0,0,7,19,89,2,10,1,7,7,14,0,3,30,0,11,898,8,5,11,475,475,1,10,6,6,0,2,549,651,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,1,1,1
6,49,146,96,3,6,6,0,4,2,12,0,484,146,0,0,0,0,0,1,5,1,2,4,0,0,0,8,18,90,3,9,0,8,9,17,0,5,30,0,7,898,8,7,7,467,467,0,11,4,4,0,3,550,650,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,1,1,1
7,50,145,97,3,4,6,0,6,0,10,0,484,145,0,0,0,0,0,1.5,2,0,0.5,3,1,0,0,5,22,86,2,10,1,5,7,12,0,5,30,3,7,902,7,6,7,472,472,0,15,1,1,0,0,549,651,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,1,1,1
8,48,145,96,3,7,5,5,6,3,12,0,482,145,0,0,0,0,0,0,3,0,0.5,2,0,0,0,3,23,85,4,8,0,3,3,6,0,5,30,2,7,904,7,5,7,472,472,1,18,8,8,0,8,550,650,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,1,1,1
9,48,149,93,1,4,11,4,1,3,15,0,484,149,0,0,0,0,0,1,4,0,0.5,4,1,0,0,6,21,87,0,12,2,6,6,12,0,1,30,1,3,907,7,5,3,478,478,1,19,8,8,0,6,548,652,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,1,1,1
