T,AMPAR1,AMPAR12,AMPAR23,AMPAR1homo,AMPAR12hetero,AMPAR23hetero,A1,A2,A3,A2sub1,A2sub2,A2subboth,Basal,Small,Medium,Large,Glu_Trigger,Glutamate_level,S831_P,S831_PP,S831_u,S845_P,S845_PP,S845_u,S818_p,S818_pp,S818_u,I1_P,I1_u,PKA_a,PKA_i,Slots,Synaptic_12,Synaptic_23,Synaptic_receptors,PP2B,Calcium_Levels,R2C2_total,cAMP_levels,Active_CaM,Phos_CK_subunits,Phos_CK_hexamers,Free_PP,CaM_CaMKII_C4,CaMKII_CaM,CaM_CaMKII_all,GRIP_level,PICK1_level,actPKC_level,PKC_membrane,PKC_endo,PKC_PICK1,subunits_AMPA_PSD,subunits_AMPA_X,subunits_AMPA_endo,K868,K868_ub,K868_ub2,K868_ub3,K868_ub4,K868_ub5,K870_ub,K870_ub2,K870_ub3,K870_ub4,K870_ub5,K882_ub,K882_ub2,K882_ub3,K882_ub4,K882_ub5,Gap,Pulse_Number,Pulse_Numberb,Pulse_Numberc,Pulse,Gapb,Pulseb,Gapc,Pulsec
0,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,8,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,1,1,2,1,2
1,47,149,95,4,3,6,3,3,4,9,0,488,149,0,0,0,0,0,3,1,0,1,4,1,0,0,7,17,91,3,9,2,7,10,17,0,6,30,4,9,888,6,11,8,480,480,0,19,4,4,0,3,547,653,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
2,48,148,96,2,5,4,3,3,4,9,0,488,148,0,0,0,0,0,0.5,1,0,1,0,0,0,0,2,17,91,0,11,1,2,10,12,0,3,30,4,14,891,6,7,14,485,485,0,10,3,3,0,3,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
3,48,148,96,3,5,5,1,2,3,10,0,488,148,0,0,0,0,0,1.5,4,1,0.5,7,0,0,0,8,19,89,5,7,1,8,6,14,0,6,30,4,6,893,6,10,6,487,487,0,15,2,2,0,1,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
4,49,149,97,1,3,4,1,1,2,7,0,492,149,0,0,0,0,0,0.5,2,1,2,0,0,0,0,4,19,89,4,8,1,4,7,11,0,4,30,0,6,898,7,8,6,506,506,0,12,3,3,0,3,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
5,49,147,97,1,4,4,4,4,2,8,0,488,147,0,0,0,0,0,2,4,0,2,3,1,0,0,8,16,92,1,11,1,8,7,15,0,4,30,2,7,899,7,2,7,499,499,0,20,3,3,0,3,548,652,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
6,48,146,95,2,5,8,7,5,2,13,0,482,146,0,0,0,0,0,2,3,0,0.5,5,1,0,0,7,18,90,4,8,3,7,7,14,1,4,30,0,7,901,7,7,7,501,501,1,10,4,4,0,4,546,654,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
7,49,147,96,2,2,6,4,6,2,8,0,486,147,0,0,0,0,0,2.5,3,0,1,5,1,0,0,8,18,90,3,9,1,8,10,18,0,2,30,1,7,906,7,10,6,495,495,1,11,4,4,0,3,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
8,47,146,97,4,9,4,3,1,2,13,0,486,146,0,0,0,1,2519,1,4,0,1.5,2,1,0,0,6,19,89,2,10,3,6,10,16,0,2,30,2,7,905,7,5,7,501,501,2,26,3,3,0,3,547,653,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
9,47,149,96,5,3,5,1,2,3,8,0,490,149,0,0,0,0,0,0.5,6,0,2,3,0,0,0,7,18,90,3,9,2,7,11,18,0,1,30,2,8,907,7,7,8,497,497,1,9,4,4,0,3,548,652,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
10,50,147,98,0,4,4,2,2,0,8,0,490,147,0,0,0,0,0,0.5,5,0,0.5,4,1,0,0,6,15,93,4,8,3,6,7,13,1,2,30,1,8,909,7,8,8,490,490,0,15,7,7,0,7,547,653,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
11,49,147,95,1,5,5,3,6,5,10,0,484,147,0,0,0,0,0,0.5,8,1,2.5,5,0,0,0,10,20,88,4,8,2,10,9,19,0,5,30,2,8,912,7,11,8,493,493,0,16,5,5,0,5,548,652,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
