T,AMPAR1,AMPAR12,AMPAR23,AMPAR1homo,AMPAR12hetero,AMPAR23hetero,A1,A2,A3,A2sub1,A2sub2,A2subboth,Basal,Small,Medium,Large,Glu_Trigger,Glutamate_level,S831_P,S831_PP,S831_u,S845_P,S845_PP,S845_u,S818_p,S818_pp,S818_u,I1_P,I1_u,PKA_a,PKA_i,Slots,Synaptic_12,Synaptic_23,Synaptic_receptors,PP2B,Calcium_Levels,R2C2_total,cAMP_levels,Active_CaM,Phos_CK_subunits,Phos_CK_hexamers,Free_PP,CaM_CaMKII_C4,CaMKII_CaM,CaM_CaMKII_all,GRIP_level,PICK1_level,actPKC_level,PKC_membrane,PKC_endo,PKC_PICK1,subunits_AMPA_PSD,subunits_AMPA_X,subunits_AMPA_endo,K868,K868_ub,K868_ub2,K868_ub3,K868_ub4,K868_ub5,K870_ub,K870_ub2,K870_ub3,K870_ub4,K870_ub5,K882_ub,K882_ub2,K882_ub3,K882_ub4,K882_ub5,Gap,Pulse_Number,Pulse_Numberb,Pulse_Numberc,Pulse,Gapb,Pulseb,Gapc,Pulsec
0,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,8,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,1,1,2,1,2
1,49,147,99,0,7,0,3,1,2,7,0,492,147,0,0,0,0,0,1.5,4,1,2.5,3,0,0,0,8,20,88,1,11,2,8,7,15,0,7,30,3,7,884,6,4,7,474,474,1,16,5,5,0,5,547,653,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
2,46,146,97,5,8,4,6,2,2,12,0,486,146,0,0,0,0,0,1.5,3,0,2.5,1,0,0,0,6,23,85,3,9,1,6,12,18,0,4,30,2,8,889,6,5,8,461,461,0,11,2,2,0,2,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
3,49,146,98,1,7,2,3,3,2,9,0,488,146,0,0,0,0,0,0.5,2,1,1,2,0,0,0,4,23,85,2,10,5,4,8,12,0,0,30,1,9,890,6,7,9,474,474,1,12,5,5,0,4,544,656,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
4,48,147,97,1,6,5,6,1,1,11,0,488,147,0,0,0,0,0,0,3,1,1.5,1,0,0,0,4,18,90,3,9,2,4,11,15,0,9,30,1,13,892,6,11,13,497,497,1,15,3,3,0,2,547,653,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
5,48,145,95,4,9,8,1,3,2,17,0,480,145,0,0,0,0,0,0.5,1,0,0.5,1,0,0,0,2,20,88,2,10,1,2,13,15,0,3,30,1,10,892,6,8,10,492,492,2,12,2,2,0,2,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
6,48,147,96,3,6,7,2,1,1,13,0,486,147,0,0,0,0,0,0.5,2,0,0,3,0,0,0,3,21,87,2,10,0,3,8,11,0,4,30,2,9,896,6,8,9,483,483,1,17,1,1,0,0,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
7,47,147,96,6,4,5,2,5,3,9,0,486,147,0,0,0,0,0,0.5,5,0,1.5,3,0,0,0,6,20,88,2,10,0,6,12,18,1,2,30,1,13,899,6,7,13,496,496,1,18,1,1,0,0,550,650,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
8,48,146,97,4,7,3,1,4,3,10,0,486,146,0,0,0,0,0,1,5,1,1,5,1,0,0,8,21,87,1,11,0,8,11,19,1,8,30,0,6,897,6,10,6,495,495,0,16,2,2,0,2,551,649,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
9,48,149,97,3,1,4,3,3,2,5,0,492,149,0,0,0,0,0,0.5,2,0,1,1,0,0,0,3,23,85,3,9,0,3,13,16,0,2,30,0,12,900,7,8,12,518,518,0,15,3,3,0,2,551,649,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
10,49,144,97,2,10,5,2,3,1,15,0,482,144,0,0,0,0,0,1.5,3,0,2,2,0,0,0,6,26,82,2,10,0,6,9,15,0,7,30,2,7,900,7,11,7,533,533,1,13,3,3,0,2,551,649,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
11,48,145,96,3,6,6,6,6,2,12,0,482,145,0,0,0,0,0,1.5,3,0,0.5,5,0,0,0,6,25,83,2,9,1,6,11,17,0,8,30,2,10,902,7,12,10,524,524,0,14,2,2,0,2,550,650,0,500,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
12,49,146,98,2,5,3,3,4,1,8,0,488,146,0,0,0,0,0,1,2,0,1.5,1,0,0,0,4,29,79,1,11,1,4,8,12,0,6,30,2,9,909,8,9,9,513,513,1,14,2,2,0,0,550,650,0,500,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
13,48,149,96,4,2,5,0,3,3,7,0,490,149,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,29,79,1,11,2,3,12,15,0,2,30,2,9,910,8,8,9,504,504,0,17,6,6,0,4,549,651,0,500,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
