T,AMPAR1,AMPAR12,AMPAR23,AMPAR1homo,AMPAR12hetero,AMPAR23hetero,A1,A2,A3,A2sub1,A2sub2,A2subboth,Basal,Small,Medium,Large,Glu_Trigger,Glutamate_level,S831_P,S831_PP,S831_u,S845_P,S845_PP,S845_u,S818_p,S818_pp,S818_u,I1_P,I1_u,PKA_a,PKA_i,Slots,Synaptic_12,Synaptic_23,Synaptic_receptors,PP2B,Calcium_Levels,R2C2_total,cAMP_levels,Active_CaM,Phos_CK_subunits,Phos_CK_hexamers,Free_PP,CaM_CaMKII_C4,CaMKII_CaM,CaM_CaMKII_all,GRIP_level,PICK1_level,actPKC_level,PKC_membrane,PKC_endo,PKC_PICK1,subunits_AMPA_PSD,subunits_AMPA_X,subunits_AMPA_endo,K868,K868_ub,K868_ub2,K868_ub3,K868_ub4,K868_ub5,K870_ub,K870_ub2,K870_ub3,K870_ub4,K870_ub5,K882_ub,K882_ub2,K882_ub3,K882_ub4,K882_ub5,Gap,Pulse_Number,Pulse_Numberb,Pulse_Numberc,Pulse,Gapb,Pulseb,Gapc,Pulsec
0,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,8,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
1,48,146,98,4,5,3,3,4,1,8,0,488,146,0,0,0,0,0,0.5,3,1,0.5,3,1,0,0,5,17,91,2,10,1,5,9,14,0,5,30,2,9,887,7,9,9,493,493,1,10,2,2,0,1,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
2,49,145,96,1,10,7,2,1,1,17,0,482,145,0,0,0,0,0,0,3,1,0.5,3,0,0,0,4,17,91,3,8,2,4,5,9,0,6,30,4,9,890,7,6,9,479,479,1,15,4,4,0,4,548,652,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,26,25,25,1,1,2,1,2
3,48,147,95,4,5,6,1,5,4,11,0,484,147,0,0,0,0,0,0.5,2,0,1,1,0,0,0,3,19,89,3,9,2,3,13,16,0,4,30,1,10,893,7,11,10,473,473,0,13,3,3,0,2,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,2,1,2
4,47,147,96,4,6,7,4,1,1,13,0,486,147,0,0,0,0,0,0.5,1,1,1,1,0,0,0,3,20,88,2,10,1,3,9,12,0,6,30,3,13,895,7,11,12,482,482,1,13,4,4,0,2,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,2,1,2
5,48,146,97,3,4,4,6,6,2,8,0,486,146,0,0,0,0,0,1.5,8,0,2,4,3,0,0,11,21,87,2,10,1,11,7,18,0,0,30,2,8,899,7,6,8,491,491,2,17,1,1,0,1,550,650,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
6,49,145,98,2,7,2,3,5,2,9,0,486,145,0,0,0,0,0,0,2,1,0,1,2,0,0,3,17,91,3,9,1,3,7,10,0,5,30,2,13,903,7,2,13,505,505,0,19,1,1,0,0,550,650,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
7,50,147,99,0,2,2,4,4,0,4,0,492,147,0,0,0,0,0,0.5,2,0,0.5,1,1,0,0,3,15,93,4,8,0,3,4,7,0,6,30,1,9,907,9,10,8,501,501,1,11,1,1,0,1,551,649,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
8,49,145,98,4,5,4,1,5,0,9,0,486,145,0,0,0,0,0,0.5,4,0,2,1,0,0,0,5,15,93,2,10,2,5,12,17,0,7,30,3,10,909,9,9,9,500,500,0,19,3,3,0,3,549,651,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
9,50,145,97,1,6,4,2,6,2,10,0,484,145,0,0,0,0,0,0,3,0,1,0,1,0,0,3,13,95,2,10,2,3,10,13,0,8,30,1,4,910,9,9,4,522,522,0,15,4,4,0,4,549,651,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,26,25,25,1,1,2,1,2
