T,AMPAR1,AMPAR12,AMPAR23,AMPAR1homo,AMPAR12hetero,AMPAR23hetero,A1,A2,A3,A2sub1,A2sub2,A2subboth,Basal,Small,Medium,Large,Glu_Trigger,Glutamate_level,S831_P,S831_PP,S831_u,S845_P,S845_PP,S845_u,S818_p,S818_pp,S818_u,I1_P,I1_u,PKA_a,PKA_i,Slots,Synaptic_12,Synaptic_23,Synaptic_receptors,PP2B,Calcium_Levels,R2C2_total,cAMP_levels,Active_CaM,Phos_CK_subunits,Phos_CK_hexamers,Free_PP,CaM_CaMKII_C4,CaMKII_CaM,CaM_CaMKII_all,GRIP_level,PICK1_level,actPKC_level,PKC_membrane,PKC_endo,PKC_PICK1,subunits_AMPA_PSD,subunits_AMPA_X,subunits_AMPA_endo,K868,K868_ub,K868_ub2,K868_ub3,K868_ub4,K868_ub5,K870_ub,K870_ub2,K870_ub3,K870_ub4,K870_ub5,K882_ub,K882_ub2,K882_ub3,K882_ub4,K882_ub5,Gap,Pulse_Number,Pulse_Numberb,Pulse_Numberc,Pulse,Gapb,Pulseb,Gapc,Pulsec
0,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,8,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
1,48,150,96,2,0,4,4,4,4,4,0,492,150,0,0,0,0,0,1.5,3,0,1.5,3,0,0,0,6,19,89,1,11,1,6,7,13,1,4,30,0,10,884,7,8,10,464,464,2,19,3,3,0,3,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
2,49,147,96,2,6,5,0,3,3,11,0,486,147,0,0,0,0,0,0.5,2,1,0,3,1,0,0,4,18,90,1,11,1,4,7,11,0,8,30,1,9,889,8,7,9,472,472,1,20,3,3,0,3,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
3,50,146,97,1,4,5,2,5,1,9,0,486,146,0,0,0,0,0,2.5,5,0,2,6,0,0,0,10,21,87,3,9,4,10,12,22,0,2,30,0,7,891,8,11,7,467,467,0,18,5,5,0,4,547,653,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
4,49,145,97,3,6,4,2,6,2,10,0,484,145,0,0,0,0,0,1.5,4,0,2.5,2,0,0,0,7,22,86,3,9,0,7,4,11,0,4,30,1,11,893,9,8,11,467,467,1,11,6,6,0,4,551,649,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
5,50,146,95,1,4,8,2,6,2,12,0,482,146,0,0,0,0,0,1.5,7,0,2,6,0,0,0,10,22,86,3,9,1,10,12,22,1,4,30,3,9,900,10,8,9,486,486,3,17,2,2,0,2,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
6,50,146,97,1,2,5,4,7,1,7,0,486,146,0,0,0,0,0,1,6,0,1,6,0,0,0,8,20,88,5,7,0,8,11,19,0,4,30,0,7,905,10,6,7,490,490,2,18,1,1,0,0,552,648,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
7,48,146,97,4,6,2,2,6,4,8,0,486,146,0,0,0,0,0,1,5,1,1.5,5,0,0,0,8,20,88,4,8,0,8,9,17,0,6,30,1,12,907,10,10,11,495,495,0,15,2,2,0,2,552,648,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
8,47,148,95,5,5,5,1,4,5,10,0,486,148,0,0,0,0,0,1.5,4,0,0.5,5,1,0,0,7,18,90,2,10,0,7,9,16,1,2,30,1,8,907,10,9,8,510,510,2,13,3,3,0,3,552,648,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
9,47,148,97,4,4,3,4,3,3,7,0,490,148,0,0,0,0,0,1.5,4,0,1,4,1,0,0,7,19,89,3,9,0,7,8,15,0,6,30,3,8,911,11,8,7,526,526,0,15,0,0,0,0,552,648,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
10,46,147,96,6,4,7,6,3,1,11,0,486,147,0,0,0,0,0,2.5,5,0,2.5,4,1,0,0,10,18,90,2,10,3,10,6,16,1,3,30,3,14,915,11,7,12,514,514,1,16,2,2,0,1,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
11,48,148,98,3,3,2,3,3,2,5,0,492,148,0,0,0,0,0,1.5,5,0,2,4,0,0,0,8,16,92,2,10,1,8,7,15,0,5,30,0,7,914,12,8,7,515,515,0,10,4,4,0,4,552,648,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
12,47,150,97,3,3,2,3,1,4,5,0,494,150,0,0,0,0,0,1,3,0,0.5,4,0,0,0,5,21,87,3,9,2,5,7,12,0,4,30,1,11,916,12,8,11,519,519,1,12,4,4,0,4,551,649,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
13,48,148,97,1,7,2,3,1,4,9,0,490,148,0,0,0,0,0,1,1,1,1.5,1,0,0,0,4,18,90,3,9,3,4,11,15,1,4,30,1,8,918,12,13,8,517,517,0,12,3,3,0,3,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
14,48,150,93,2,4,9,0,1,5,13,0,486,150,0,0,0,0,0,1,5,0,1,4,1,0,0,7,19,89,2,10,1,7,13,20,0,6,30,2,11,919,14,4,11,518,518,1,10,6,6,0,4,552,648,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
15,49,147,95,1,7,5,1,4,5,12,0,484,147,0,0,0,0,0,1,3,0,1.5,2,0,0,0,5,17,91,2,10,2,5,13,18,0,4,30,2,1,922,14,10,1,495,495,0,15,5,5,0,5,551,649,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
16,49,146,96,1,8,6,2,2,2,14,0,484,146,0,0,0,0,0,2.5,1,1,2,3,0,0,0,7,19,89,4,8,3,7,7,14,0,5,30,2,12,924,14,9,12,503,503,1,17,1,1,0,1,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
17,50,145,99,1,6,1,2,5,1,7,0,488,145,0,0,0,0,0,0.5,1,0,0,2,0,0,0,2,20,88,2,9,3,2,11,13,1,5,30,1,9,929,16,6,9,500,500,1,13,4,4,0,2,550,650,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
18,50,146,99,2,2,1,2,7,1,3,0,490,146,0,0,0,0,0,2.5,2,0,2,3,0,0,0,7,18,90,3,9,2,7,8,15,1,9,30,2,8,934,16,9,8,501,501,0,15,3,3,0,3,552,648,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
19,49,145,95,3,3,9,5,8,1,12,0,480,145,0,0,0,0,0,0.5,1,0,0.5,1,0,0,0,2,18,90,1,11,0,2,9,11,0,5,30,2,8,934,17,6,8,497,497,0,15,2,2,0,1,554,646,0,499,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
20,49,144,98,1,8,3,6,5,1,11,0,484,144,0,0,0,0,0,0,0,1,0,1,0,0,0,1,19,89,1,11,1,1,11,12,0,4,30,0,7,940,17,7,7,503,503,0,12,3,3,0,2,553,647,0,498,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
21,48,147,96,4,3,5,3,6,3,8,0,486,147,0,0,0,0,0,0.5,3,1,0.5,4,0,0,0,5,18,90,1,11,0,5,8,13,0,4,30,2,9,940,16,6,8,489,489,0,19,4,4,0,3,554,646,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
22,47,148,97,2,5,3,7,2,3,8,0,490,148,0,0,0,0,0,0.5,3,0,1,2,0,0,0,4,20,88,3,9,0,4,10,14,0,1,30,3,17,944,17,10,16,495,495,0,16,4,4,0,3,554,646,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
23,48,145,97,2,8,4,6,4,2,12,0,484,145,0,0,0,0,0,1,1,0,0.5,1,1,0,0,3,20,88,2,9,3,3,9,12,0,2,30,3,9,949,16,6,9,492,492,0,11,3,3,0,3,551,649,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
