T,AMPAR1,AMPAR12,AMPAR23,AMPAR1homo,AMPAR12hetero,AMPAR23hetero,A1,A2,A3,A2sub1,A2sub2,A2subboth,Basal,Small,Medium,Large,Glu_Trigger,Glutamate_level,S831_P,S831_PP,S831_u,S845_P,S845_PP,S845_u,S818_p,S818_pp,S818_u,I1_P,I1_u,PKA_a,PKA_i,Slots,Synaptic_12,Synaptic_23,Synaptic_receptors,PP2B,Calcium_Levels,R2C2_total,cAMP_levels,Active_CaM,Phos_CK_subunits,Phos_CK_hexamers,Free_PP,CaM_CaMKII_C4,CaMKII_CaM,CaM_CaMKII_all,GRIP_level,PICK1_level,actPKC_level,PKC_membrane,PKC_endo,PKC_PICK1,subunits_AMPA_PSD,subunits_AMPA_X,subunits_AMPA_endo,K868,K868_ub,K868_ub2,K868_ub3,K868_ub4,K868_ub5,K870_ub,K870_ub2,K870_ub3,K870_ub4,K870_ub5,K882_ub,K882_ub2,K882_ub3,K882_ub4,K882_ub5,Gap,Pulse_Number,Pulse_Numberb,Pulse_Numberc,Pulse,Gapb,Pulseb,Gapc,Pulsec
0,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,8,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,1,1,2,1,2
1,46,150,98,5,3,1,3,0,3,4,0,496,150,0,0,0,0,0,1,2,0,1,2,0,0,0,4,24,84,2,10,1,4,10,14,0,5,30,1,9,881,6,10,9,465,465,2,17,4,4,0,3,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
2,46,151,92,3,3,9,5,2,7,12,0,486,151,0,0,0,0,0,1.5,3,1,1.5,3,1,0,0,7,23,85,2,10,1,7,7,14,0,2,30,1,9,884,6,3,9,452,452,0,12,2,2,0,2,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
3,49,146,96,0,7,3,5,6,5,10,0,484,146,0,0,0,0,0,1.5,3,0,1.5,2,1,0,0,6,20,88,3,9,0,6,10,16,0,4,30,1,14,891,6,5,13,476,476,0,14,3,3,0,2,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
4,48,146,96,3,7,5,3,4,3,12,0,484,146,0,0,0,0,0,1.5,2,0,1.5,2,0,0,0,5,22,86,2,10,0,5,10,15,0,4,30,3,7,893,6,6,7,474,474,1,13,6,6,0,5,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
5,48,146,97,3,8,2,2,4,4,10,0,486,146,0,0,0,0,0,0.5,2,0,0.5,2,0,0,0,3,23,85,3,9,1,3,9,12,0,2,30,2,6,893,6,10,6,464,464,1,13,5,5,0,3,548,652,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
6,47,148,96,4,7,0,1,5,8,7,0,488,148,0,0,0,0,0,1,2,0,0.5,3,0,0,0,4,26,82,4,8,0,4,9,13,0,11,30,3,7,896,6,12,7,466,466,0,11,2,2,0,1,549,651,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
7,47,149,95,2,7,3,3,2,7,10,0,488,149,0,0,0,0,0,0.5,6,0,1.5,3,1,0,0,7,22,86,4,8,0,7,6,13,1,3,30,1,12,897,6,7,12,473,473,0,10,2,2,0,2,549,651,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
8,47,149,95,4,3,5,3,4,5,8,0,488,149,0,0,0,0,0,1,3,0,0.5,4,0,0,0,5,22,86,5,7,2,5,5,10,0,4,30,2,8,899,6,7,7,455,455,0,11,4,4,0,3,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
9,47,145,97,5,9,4,3,3,2,13,0,484,145,0,0,0,0,0,0,3,0,0.5,1,1,0,0,3,21,87,2,10,1,3,15,18,0,6,30,1,5,902,6,8,5,462,462,0,13,2,2,0,1,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
