T,AMPAR1,AMPAR12,AMPAR23,AMPAR1homo,AMPAR12hetero,AMPAR23hetero,A1,A2,A3,A2sub1,A2sub2,A2subboth,Basal,Small,Medium,Large,Glu_Trigger,Glutamate_level,S831_P,S831_PP,S831_u,S845_P,S845_PP,S845_u,S818_p,S818_pp,S818_u,I1_P,I1_u,PKA_a,PKA_i,Slots,Synaptic_12,Synaptic_23,Synaptic_receptors,PP2B,Calcium_Levels,R2C2_total,cAMP_levels,Active_CaM,Phos_CK_subunits,Phos_CK_hexamers,Free_PP,CaM_CaMKII_C4,CaMKII_CaM,CaM_CaMKII_all,GRIP_level,PICK1_level,actPKC_level,PKC_membrane,PKC_endo,PKC_PICK1,subunits_AMPA_PSD,subunits_AMPA_X,subunits_AMPA_endo,K868,K868_ub,K868_ub2,K868_ub3,K868_ub4,K868_ub5,K870_ub,K870_ub2,K870_ub3,K870_ub4,K870_ub5,K882_ub,K882_ub2,K882_ub3,K882_ub4,K882_ub5,Gap,Pulse_Number,Pulse_Numberb,Pulse_Numberc,Pulse,Gapb,Pulseb,Gapc,Pulsec
0,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,8,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
1,48,144,98,2,10,3,6,3,1,13,0,484,144,0,0,0,0,0,0,5,2,2,2,1,0,0,7,17,91,3,9,0,7,5,12,0,2,30,1,9,884,6,8,9,479,479,0,13,3,3,0,3,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
2,48,145,97,5,6,5,2,5,1,11,0,484,145,0,0,0,0,0,1.5,4,0,0.5,5,1,0,0,7,20,88,3,9,0,7,16,23,1,5,30,1,8,884,6,8,8,476,476,0,14,4,4,0,4,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,2,1,2
3,50,144,99,1,8,2,2,4,0,10,0,486,144,0,0,0,0,0,1.5,6,0,1.5,5,1,0,0,9,21,87,4,8,0,9,8,17,0,4,30,0,5,886,6,8,5,466,466,0,12,1,1,0,0,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,2,1,2
4,48,147,99,3,4,2,4,2,0,6,0,492,147,0,0,0,0,0,2.5,3,0,1.5,4,1,0,0,8,19,89,2,10,1,8,5,13,0,8,30,1,7,886,7,7,7,465,465,1,16,2,2,0,1,548,652,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,2,1,2
5,49,144,97,2,9,4,3,5,2,13,0,482,144,0,0,0,0,0,1,3,0,0.5,4,0,0,0,5,16,92,4,8,1,5,7,12,1,5,30,0,4,887,7,5,4,458,458,1,14,2,2,0,1,548,652,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
6,49,147,97,2,5,3,1,4,3,8,0,488,147,0,0,0,0,0,3,4,0,3,4,0,0,0,10,15,93,2,10,1,10,7,17,0,5,30,1,7,891,7,8,7,452,452,1,12,5,5,0,4,548,652,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
7,47,146,95,3,7,7,7,4,3,14,0,482,146,0,0,0,0,0,0.5,0,1,0.5,1,0,0,0,2,18,90,1,11,3,2,10,12,1,5,30,1,6,896,8,10,6,472,472,0,19,5,5,0,3,546,654,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
8,49,145,98,1,9,2,3,3,2,11,0,486,145,0,0,0,0,0,1.5,0,0,1.5,0,0,0,0,3,14,94,2,10,3,3,11,14,1,2,30,1,9,896,8,11,9,469,469,3,16,2,2,0,2,546,654,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
9,49,147,96,3,2,6,2,6,2,8,0,486,147,0,0,0,0,0,1,2,0,1,2,0,0,0,4,15,93,3,11,2,4,9,13,1,7,30,1,11,903,8,6,11,478,478,0,19,3,3,0,3,547,653,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
