T,AMPAR1,AMPAR12,AMPAR23,AMPAR1homo,AMPAR12hetero,AMPAR23hetero,A1,A2,A3,A2sub1,A2sub2,A2subboth,Basal,Small,Medium,Large,Glu_Trigger,Glutamate_level,S831_P,S831_PP,S831_u,S845_P,S845_PP,S845_u,S818_p,S818_pp,S818_u,I1_P,I1_u,PKA_a,PKA_i,Slots,Synaptic_12,Synaptic_23,Synaptic_receptors,PP2B,Calcium_Levels,R2C2_total,cAMP_levels,Active_CaM,Phos_CK_subunits,Phos_CK_hexamers,Free_PP,CaM_CaMKII_C4,CaMKII_CaM,CaM_CaMKII_all,GRIP_level,PICK1_level,actPKC_level,PKC_membrane,PKC_endo,PKC_PICK1,subunits_AMPA_PSD,subunits_AMPA_X,subunits_AMPA_endo,K868,K868_ub,K868_ub2,K868_ub3,K868_ub4,K868_ub5,K870_ub,K870_ub2,K870_ub3,K870_ub4,K870_ub5,K882_ub,K882_ub2,K882_ub3,K882_ub4,K882_ub5,Gap,Pulse_Number,Pulse_Numberb,Pulse_Numberc,Pulse,Gapb,Pulseb,Gapc,Pulsec
0,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,8,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
1,49,147,96,1,5,6,3,3,2,11,0,486,147,0,0,0,0,0,1,4,0,1,3,1,0,0,6,13,95,1,9,0,6,8,14,0,2,30,4,9,887,6,13,9,468,468,0,6,3,3,0,3,549,651,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
2,49,148,98,1,4,1,2,3,3,5,0,492,148,0,0,0,0,0,1.5,3,0,0.5,3,2,0,0,6,16,92,1,9,0,6,7,13,0,5,30,2,11,892,6,6,11,483,483,0,10,3,3,0,3,549,651,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
3,48,148,96,4,2,7,2,3,1,9,0,488,148,0,0,0,0,0,1.5,5,0,0,7,1,0,0,8,18,90,1,9,0,8,5,13,0,7,30,4,15,896,7,5,13,492,492,0,18,3,3,0,3,549,651,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
4,49,147,94,2,4,11,2,3,1,15,0,482,147,0,0,0,0,0,1.5,6,0,2,5,0,0,0,9,15,93,0,10,0,9,9,18,0,7,30,3,8,896,7,5,8,503,503,0,15,2,2,0,2,549,651,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
5,49,147,96,1,7,6,1,1,2,13,0,486,147,0,0,0,0,0,1,3,0,1,3,0,0,0,5,13,95,3,7,2,5,8,13,1,5,30,2,10,900,7,12,10,496,496,0,13,4,4,0,3,548,652,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
6,47,147,97,2,8,3,6,1,3,11,0,488,147,0,0,0,0,0,1,3,0,1,1,2,0,0,5,16,92,2,8,2,5,7,12,0,3,30,0,7,905,8,5,6,493,493,2,16,1,1,0,1,548,652,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
7,47,148,96,3,6,3,4,3,5,9,0,488,148,0,0,0,0,0,1,1,1,1,2,0,0,0,4,16,92,1,9,1,4,9,13,0,3,30,3,5,905,9,2,5,495,495,0,15,2,2,0,2,549,651,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
8,48,148,96,1,6,5,4,1,3,11,0,488,148,0,0,0,0,0,0.5,4,1,1.5,2,1,0,0,6,15,93,1,9,0,6,10,16,0,4,30,0,8,907,10,14,8,493,493,0,12,4,4,0,3,550,650,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
9,48,149,95,2,3,5,3,4,5,8,0,488,149,0,0,0,0,0,1,3,0,1.5,0,2,0,0,5,16,92,2,8,0,5,6,11,0,9,30,3,7,909,10,8,7,480,480,0,16,2,2,0,2,550,650,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
10,48,146,97,3,6,4,4,4,2,10,0,486,146,0,0,0,0,0,1.5,3,0,1,1,3,0,0,6,14,94,0,10,1,6,10,16,0,8,30,2,12,911,10,9,11,484,484,1,15,3,3,0,3,549,651,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
11,48,149,98,3,1,1,3,4,3,2,0,494,149,0,0,0,0,0,1,1,0,0.5,1,1,0,0,3,15,93,0,9,3,3,8,11,0,4,30,4,5,910,10,7,5,475,475,1,15,1,1,0,1,548,652,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
12,48,148,97,3,6,3,0,1,3,9,0,490,148,0,0,0,0,0,1,4,0,2.5,1,0,0,0,6,14,94,1,9,3,6,12,18,0,5,30,4,8,913,10,6,8,470,470,0,12,2,2,0,2,548,652,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
13,48,148,96,3,5,4,1,3,4,9,0,488,148,0,0,0,0,0,1.5,2,0,1,1,2,0,0,5,13,95,1,9,0,5,6,11,0,4,30,5,15,915,10,10,14,487,487,0,14,5,5,0,4,551,649,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
14,47,146,96,5,7,5,3,4,3,12,0,484,146,0,0,0,0,0,1.5,2,0,2,0,1,0,0,5,14,94,0,10,0,5,7,12,1,8,30,4,5,918,10,8,5,488,488,0,12,3,3,0,2,551,649,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
15,49,146,97,2,8,3,0,3,3,11,0,486,146,0,0,0,0,0,0.5,4,0,2,1,0,0,0,5,16,92,3,7,0,5,12,17,0,6,30,3,9,916,10,9,9,479,479,0,14,1,1,0,1,551,649,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
16,48,149,96,1,2,6,6,2,2,8,0,490,149,0,0,0,0,0,0.5,2,0,0.5,2,0,0,0,3,17,91,2,8,0,3,8,11,0,5,30,1,6,917,10,11,6,484,484,1,8,5,5,0,3,551,649,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
17,49,148,95,0,4,6,4,4,4,10,0,486,148,0,0,0,0,0,2,4,0,0,4,4,0,0,8,15,93,0,10,0,8,10,18,0,1,30,2,10,921,10,12,10,502,502,1,16,7,7,0,6,551,649,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
18,47,149,95,4,3,6,3,3,4,9,0,488,149,0,0,0,0,0,0.5,6,0,2,2,1,0,0,7,15,93,1,9,0,7,8,15,0,3,30,4,15,925,10,13,14,501,501,1,12,2,2,0,1,551,649,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
19,48,144,96,4,10,4,2,6,4,14,0,480,144,0,0,0,0,0,1,3,0,2,0,1,0,0,5,14,94,1,9,1,5,6,11,0,3,30,4,7,926,10,10,7,500,500,0,15,5,5,0,5,550,650,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
20,47,146,96,5,6,7,4,3,1,13,0,484,146,0,0,0,0,0,0.5,1,0,1,0,0,0,0,2,13,95,2,8,0,2,9,11,0,5,30,2,11,927,10,14,11,496,496,0,7,7,7,0,6,551,649,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
21,49,149,96,1,1,5,3,4,3,6,0,490,149,0,0,0,0,0,1.5,6,0,2.5,0,4,0,0,9,15,93,2,8,1,9,5,14,0,2,30,3,13,931,10,9,12,494,494,0,8,4,4,0,3,550,650,0,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
22,47,149,97,3,3,2,5,3,4,5,0,492,149,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,14,94,4,6,0,3,5,8,0,4,30,2,17,931,10,12,16,508,508,2,16,4,4,0,3,551,649,0,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,25,0,1,2,1,2
