T,AMPAR1,AMPAR12,AMPAR23,AMPAR1homo,AMPAR12hetero,AMPAR23hetero,A1,A2,A3,A2sub1,A2sub2,A2subboth,Basal,Small,Medium,Large,Glu_Trigger,Glutamate_level,S831_P,S831_PP,S831_u,S845_P,S845_PP,S845_u,S818_p,S818_pp,S818_u,I1_P,I1_u,PKA_a,PKA_i,Slots,Synaptic_12,Synaptic_23,Synaptic_receptors,PP2B,Calcium_Levels,R2C2_total,cAMP_levels,Active_CaM,Phos_CK_subunits,Phos_CK_hexamers,Free_PP,CaM_CaMKII_C4,CaMKII_CaM,CaM_CaMKII_all,GRIP_level,PICK1_level,actPKC_level,PKC_membrane,PKC_endo,PKC_PICK1,subunits_AMPA_PSD,subunits_AMPA_X,subunits_AMPA_endo,K868,K868_ub,K868_ub2,K868_ub3,K868_ub4,K868_ub5,K870_ub,K870_ub2,K870_ub3,K870_ub4,K870_ub5,K882_ub,K882_ub2,K882_ub3,K882_ub4,K882_ub5,Gap,Pulse_Number,Pulse_Numberb,Pulse_Numberc,Pulse,Gapb,Pulseb,Gapc,Pulsec
0,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,8,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,1,1,2,1,2
1,50,143,97,2,7,5,3,8,1,12,0,480,143,0,0,0,0,0,0.5,4,0,0.5,4,0,0,0,5,21,87,4,8,2,5,11,16,0,6,30,1,12,886,7,12,12,469,469,1,15,4,4,0,3,547,653,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,26,25,25,1,1,2,1,2
2,49,146,97,3,5,5,1,4,1,10,0,486,146,0,0,0,0,0,1.5,4,0,1,3,2,0,0,7,22,86,0,12,1,7,7,14,0,4,30,1,9,890,8,9,9,465,465,1,10,3,3,0,3,548,652,0,500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,26,25,25,1,1,2,1,2
3,49,146,96,1,5,7,5,4,1,12,0,484,146,0,0,0,0,0,0,5,0,0.5,3,1,0,0,5,22,86,1,11,1,5,6,11,0,11,30,3,7,892,8,5,7,466,466,0,11,2,2,0,2,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
4,49,149,97,1,2,3,2,3,3,5,0,492,149,0,0,0,0,0,1.5,4,0,1,5,0,0,0,7,21,87,3,9,5,7,5,12,0,5,30,3,8,896,8,10,8,472,472,1,14,2,2,0,2,544,656,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
5,47,148,96,3,6,5,4,1,3,11,0,488,148,0,0,0,0,0,2,2,0,1,3,1,0,0,6,20,88,2,10,0,6,7,13,0,7,30,0,6,900,8,4,5,480,480,1,10,3,3,0,3,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
6,47,148,98,5,4,1,2,3,3,5,0,492,148,0,0,0,0,0,0.5,7,1,2.5,3,1,0,0,9,20,88,2,10,0,9,8,17,0,12,30,0,12,900,8,9,12,472,472,2,18,4,4,0,3,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
7,49,142,96,2,10,6,6,8,2,16,0,476,142,0,0,0,0,0,1.5,3,0,1.5,3,0,0,0,6,17,91,1,10,2,6,7,13,0,4,30,0,6,904,8,6,6,473,473,0,16,3,3,0,3,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
8,47,144,97,6,8,3,4,7,3,11,0,482,144,0,0,0,0,0,1,5,0,1.5,4,0,0,0,7,16,92,1,10,2,7,5,12,0,6,30,2,13,903,8,15,13,487,487,0,13,2,2,0,2,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
9,49,146,98,0,5,2,7,5,2,7,0,488,146,0,0,0,0,0,0.5,7,0,1.5,5,0,0,0,8,24,84,4,8,2,8,5,13,0,6,30,2,10,906,8,9,10,489,489,1,14,2,2,0,2,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
