T,AMPAR1,AMPAR12,AMPAR23,AMPAR1homo,AMPAR12hetero,AMPAR23hetero,A1,A2,A3,A2sub1,A2sub2,A2subboth,Basal,Small,Medium,Large,Glu_Trigger,Glutamate_level,S831_P,S831_PP,S831_u,S845_P,S845_PP,S845_u,S818_p,S818_pp,S818_u,I1_P,I1_u,PKA_a,PKA_i,Slots,Synaptic_12,Synaptic_23,Synaptic_receptors,PP2B,Calcium_Levels,R2C2_total,cAMP_levels,Active_CaM,Phos_CK_subunits,Phos_CK_hexamers,Free_PP,CaM_CaMKII_C4,CaMKII_CaM,CaM_CaMKII_all,GRIP_level,PICK1_level,actPKC_level,PKC_membrane,PKC_endo,PKC_PICK1,subunits_AMPA_PSD,subunits_AMPA_X,subunits_AMPA_endo,K868,K868_ub,K868_ub2,K868_ub3,K868_ub4,K868_ub5,K870_ub,K870_ub2,K870_ub3,K870_ub4,K870_ub5,K882_ub,K882_ub2,K882_ub3,K882_ub4,K882_ub5,Gap,Pulse_Number,Pulse_Numberb,Pulse_Numberc,Pulse,Gapb,Pulseb,Gapc,Pulsec
0,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,8,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
1,49,149,95,0,2,7,4,3,3,9,0,488,149,0,0,0,0,0,2.5,2,0,2,3,0,0,0,7,16,92,1,11,1,7,8,15,0,5,30,3,9,883,6,6,9,466,466,1,12,3,3,0,3,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
2,46,148,96,5,5,4,5,3,4,9,0,488,148,0,0,0,0,0,2,5,0,3,3,0,0,0,9,16,92,4,8,1,9,7,16,0,7,30,3,7,886,6,7,7,461,461,0,11,4,4,0,2,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
3,48,146,99,3,7,1,3,2,1,8,0,490,146,0,0,0,0,0,1,3,0,1.5,2,0,0,0,5,20,88,3,9,1,5,13,18,0,8,30,1,11,890,6,11,11,477,477,0,15,3,3,0,2,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
4,49,145,98,4,5,3,1,6,1,8,0,486,145,0,0,0,0,0,2.5,2,0,1.5,3,1,0,0,7,22,86,1,11,1,7,4,11,0,2,30,1,15,890,6,4,14,496,496,0,7,5,5,0,2,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
5,49,146,97,1,4,5,6,5,1,9,0,486,146,0,0,0,0,0,1,1,0,0,3,0,0,0,3,19,89,3,9,1,3,12,15,0,1,30,1,4,896,7,3,4,486,486,1,13,4,4,0,4,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
6,48,147,95,4,5,7,1,4,3,12,0,484,147,0,0,0,0,0,1,6,0,1,5,1,0,0,8,16,92,2,10,0,8,15,23,0,6,30,0,8,900,7,10,8,486,486,3,10,3,3,0,3,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
7,49,146,96,1,6,7,4,3,1,13,0,484,146,0,0,0,0,0,0.5,4,0,1.5,2,0,0,0,5,15,93,1,11,2,5,11,16,0,5,30,1,6,898,7,8,5,480,480,0,8,2,2,0,2,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
8,50,145,97,0,5,4,5,7,2,9,0,484,145,0,0,0,0,0,0.5,3,0,0.5,3,0,0,0,4,13,95,3,9,0,4,10,14,1,7,30,2,11,899,7,8,11,463,463,0,10,3,3,0,3,551,649,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
9,48,145,97,3,7,4,5,5,2,11,0,484,145,0,0,0,0,0,1,4,0,1.5,1,2,0,0,6,16,92,1,11,0,6,11,17,0,6,30,3,11,903,7,4,11,441,441,0,19,1,1,0,1,551,649,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
