T,AMPAR1,AMPAR12,AMPAR23,AMPAR1homo,AMPAR12hetero,AMPAR23hetero,A1,A2,A3,A2sub1,A2sub2,A2subboth,Basal,Small,Medium,Large,Glu_Trigger,Glutamate_level,S831_P,S831_PP,S831_u,S845_P,S845_PP,S845_u,S818_p,S818_pp,S818_u,I1_P,I1_u,PKA_a,PKA_i,Slots,Synaptic_12,Synaptic_23,Synaptic_receptors,PP2B,Calcium_Levels,R2C2_total,cAMP_levels,Active_CaM,Phos_CK_subunits,Phos_CK_hexamers,Free_PP,CaM_CaMKII_C4,CaMKII_CaM,CaM_CaMKII_all,GRIP_level,PICK1_level,actPKC_level,PKC_membrane,PKC_endo,PKC_PICK1,subunits_AMPA_PSD,subunits_AMPA_X,subunits_AMPA_endo,K868,K868_ub,K868_ub2,K868_ub3,K868_ub4,K868_ub5,K870_ub,K870_ub2,K870_ub3,K870_ub4,K870_ub5,K882_ub,K882_ub2,K882_ub3,K882_ub4,K882_ub5,Gap,Pulse_Number,Pulse_Numberb,Pulse_Numberc,Pulse,Gapb,Pulseb,Gapc,Pulsec
0,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,8,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,25,25,0,1,2,1,2
1,48,145,97,4,6,5,4,5,1,11,0,484,145,0,0,0,0,0,0.5,5,0,2.5,1,0,0,0,6,17,91,5,7,1,6,11,17,0,5,30,1,7,882,6,5,7,477,477,3,12,2,2,0,1,548,652,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
2,50,147,97,0,4,5,2,3,1,9,0,488,147,0,0,0,0,0,0,4,0,0.5,2,1,0,0,4,17,91,4,8,1,4,8,12,1,2,30,2,10,887,6,8,10,487,487,0,14,2,2,0,1,548,652,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,2,1,2
3,49,144,98,5,5,3,1,8,1,8,0,484,144,0,0,0,0,0,1.5,4,0,1.5,3,1,0,0,7,14,94,4,8,1,7,9,16,0,6,30,0,9,889,6,6,9,491,491,1,16,4,4,0,2,548,652,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,2,1,2
4,50,145,95,1,6,6,2,8,4,12,0,480,145,0,0,0,0,0,0.5,4,0,0.5,3,1,0,0,5,16,92,2,10,3,5,5,10,0,6,30,2,10,893,6,5,10,490,490,0,14,3,3,0,0,547,653,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,2,1,2
5,50,145,96,0,7,5,3,6,3,12,0,482,145,0,0,0,0,0,0.5,5,0,1.5,2,1,0,0,6,14,94,1,11,2,6,9,15,0,7,30,1,11,898,6,10,11,488,488,0,15,3,3,0,2,548,652,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
6,49,148,97,2,1,5,3,4,1,6,0,490,148,0,0,0,0,0,1,4,1,2,3,0,0,0,7,14,94,1,11,0,7,9,16,1,5,30,0,6,896,6,5,6,485,485,0,12,4,4,0,3,550,650,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
7,47,149,95,4,1,7,5,4,3,8,0,488,149,0,0,0,0,0,1,1,0,0.5,1,1,0,0,3,16,92,3,8,0,3,8,11,0,8,30,0,5,897,6,9,4,476,476,1,12,7,7,0,5,550,650,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
8,49,147,95,0,7,5,3,4,5,12,0,484,147,0,0,0,0,0,1,2,0,0,4,0,0,0,4,14,94,3,9,0,4,9,13,0,5,30,2,7,898,6,6,7,482,482,0,15,5,5,0,5,550,650,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
9,49,150,96,1,1,7,1,0,1,8,0,492,150,0,0,0,0,0,1,3,0,1,3,0,0,0,5,12,96,2,10,4,5,8,13,0,5,30,1,8,900,6,7,7,471,471,0,19,4,4,0,4,546,654,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
10,49,145,97,1,10,4,2,2,2,14,0,484,145,0,0,0,0,0,1.5,3,0,1,3,1,0,0,6,11,97,4,8,2,6,8,14,1,2,30,0,9,907,6,6,8,479,479,0,11,3,3,0,2,548,652,0,499,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,26,25,25,1,1,2,1,2
