T,AMPAR1,AMPAR12,AMPAR23,AMPAR1homo,AMPAR12hetero,AMPAR23hetero,A1,A2,A3,A2sub1,A2sub2,A2subboth,Basal,Small,Medium,Large,Glu_Trigger,Glutamate_level,S831_P,S831_PP,S831_u,S845_P,S845_PP,S845_u,S818_p,S818_pp,S818_u,I1_P,I1_u,PKA_a,PKA_i,Slots,Synaptic_12,Synaptic_23,Synaptic_receptors,PP2B,Calcium_Levels,R2C2_total,cAMP_levels,Active_CaM,Phos_CK_subunits,Phos_CK_hexamers,Free_PP,CaM_CaMKII_C4,CaMKII_CaM,CaM_CaMKII_all,GRIP_level,PICK1_level,actPKC_level,PKC_membrane,PKC_endo,PKC_PICK1,subunits_AMPA_PSD,subunits_AMPA_X,subunits_AMPA_endo,K868,K868_ub,K868_ub2,K868_ub3,K868_ub4,K868_ub5,K870_ub,K870_ub2,K870_ub3,K870_ub4,K870_ub5,K882_ub,K882_ub2,K882_ub3,K882_ub4,K882_ub5,Gap,Pulse_Number,Pulse_Numberb,Pulse_Numberc,Pulse,Gapb,Pulseb,Gapc,Pulsec
0,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,8,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,0,1,1,1,1
1,48,147,97,3,6,3,2,3,3,9,0,488,147,0,0,0,0,0,0.5,2,0,0.5,2,0,0,0,3,20,88,3,9,3,3,9,12,0,2,30,3,14,885,6,9,14,468,468,1,9,5,5,0,5,547,653,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,1,1,1
2,49,145,95,2,6,6,4,8,4,12,0,480,145,0,0,0,0,0,1,3,1,2,2,0,0,0,6,18,90,4,8,2,6,8,14,0,1,30,2,11,889,6,10,11,451,451,1,13,5,5,0,4,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,1,1,1
3,49,143,97,2,10,6,4,4,0,16,0,480,143,0,0,0,0,0,0.5,2,1,1,2,0,0,0,4,17,91,3,9,1,4,9,13,0,2,30,2,3,894,7,8,3,453,453,0,18,3,3,0,2,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,1,1,1
4,49,144,98,1,11,2,3,3,2,13,0,484,144,0,0,0,0,0,1,3,0,0.5,4,0,0,0,5,18,90,2,10,1,5,7,12,0,3,30,3,5,895,7,10,5,444,444,0,14,3,3,0,2,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,25,25,1,1,1,1,1
5,49,148,95,0,7,6,1,1,4,13,0,486,148,0,0,0,0,0,4,2,0,3,4,0,0,0,10,19,89,2,10,0,10,9,19,0,3,30,3,7,897,7,5,7,455,455,0,18,4,4,0,2,550,650,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,1,1,1
6,47,148,94,3,6,7,4,3,5,13,0,484,148,0,0,0,0,0,1.5,6,0,1,5,2,0,0,9,18,90,3,7,0,9,7,16,0,2,30,2,6,899,7,5,6,446,446,0,14,2,2,0,2,550,650,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,1,1,1
7,47,148,96,3,7,4,3,1,4,11,0,488,148,0,0,0,0,0,1.5,4,0,1,5,0,0,0,7,17,91,0,10,0,7,5,12,0,4,30,3,9,905,7,4,9,454,454,2,17,3,3,0,1,550,650,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,1,1,1
8,47,147,94,4,9,7,1,2,5,16,0,482,147,0,0,0,0,0,1.5,8,1,1,10,0,0,0,12,15,93,0,10,0,12,10,22,0,2,30,3,9,904,6,10,9,454,454,2,14,2,2,0,2,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,1,1,1
9,48,149,97,2,5,3,1,0,3,8,0,492,149,0,0,0,0,0,1,8,0,1.5,5,2,0,0,10,13,95,0,10,0,10,6,16,0,4,30,1,7,911,7,11,6,467,467,2,13,3,3,0,1,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,1,1,1
10,49,147,96,1,5,5,3,4,3,10,0,486,147,0,0,0,0,0,1.5,8,0,1.5,5,3,0,0,11,14,94,1,9,0,11,7,18,0,4,30,1,13,913,7,13,13,479,479,1,13,2,2,0,2,550,650,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,1,1,1
11,47,148,97,3,4,4,6,2,2,8,0,490,148,0,0,0,0,0,0,8,0,1.5,5,0,0,0,8,15,93,4,6,2,8,5,13,0,4,30,2,7,914,7,14,7,474,474,1,20,4,4,0,4,549,651,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,1,1,1
12,50,147,97,1,2,6,2,4,0,8,0,488,147,0,0,0,0,0,1.5,3,2,1.5,5,0,0,0,8,17,91,0,10,1,8,6,14,1,1,30,0,9,914,7,7,9,460,460,0,7,2,2,0,2,550,650,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,1,1,1
13,48,147,95,2,4,8,6,4,2,12,0,484,147,0,0,0,0,0,3,3,0,2,4,1,0,0,9,15,93,1,9,0,9,10,19,1,8,30,1,11,914,6,12,11,483,483,1,11,2,2,0,2,551,649,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,1,1,1
14,50,145,96,1,7,4,1,7,4,11,0,482,145,0,0,0,0,0,1,6,0,1,4,2,0,0,8,18,90,2,7,1,8,8,16,0,4,30,1,8,917,6,6,8,483,483,0,13,2,2,0,2,550,650,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,1,1,1
15,50,148,96,1,1,2,1,9,6,3,0,488,148,0,0,0,0,0,0.5,3,1,2,1,0,0,0,5,17,91,1,9,0,5,7,12,1,6,30,0,13,920,6,9,13,490,490,0,8,1,1,0,1,551,649,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,1,1,1
