T,AMPAR1,AMPAR12,AMPAR23,AMPAR1homo,AMPAR12hetero,AMPAR23hetero,A1,A2,A3,A2sub1,A2sub2,A2subboth,Basal,Small,Medium,Large,Glu_Trigger,Glutamate_level,S831_P,S831_PP,S831_u,S845_P,S845_PP,S845_u,S818_p,S818_pp,S818_u,I1_P,I1_u,PKA_a,PKA_i,Slots,Synaptic_12,Synaptic_23,Synaptic_receptors,PP2B,Calcium_Levels,R2C2_total,cAMP_levels,Active_CaM,Phos_CK_subunits,Phos_CK_hexamers,Free_PP,CaM_CaMKII_C4,CaMKII_CaM,CaM_CaMKII_all,GRIP_level,PICK1_level,actPKC_level,PKC_membrane,PKC_endo,PKC_PICK1,subunits_AMPA_PSD,subunits_AMPA_X,subunits_AMPA_endo,K868,K868_ub,K868_ub2,K868_ub3,K868_ub4,K868_ub5,K870_ub,K870_ub2,K870_ub3,K870_ub4,K870_ub5,K882_ub,K882_ub2,K882_ub3,K882_ub4,K882_ub5,Gap,Pulse_Number,Pulse_Numberb,Pulse_Numberc,Pulse,Gapb,Pulseb,Gapc,Pulsec
0,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,68,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
1,48,149,99,3,2,0,2,2,2,2,0,496,149,0,0,0,0,0,2,1,0,1.5,2,0,0,0,5,19,89,1,10,0,5,8,13,0,5,30,1,8,882,7,5,8,477,477,0,12,1,1,0,1,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
2,49,142,96,4,12,7,0,5,1,19,0,476,142,0,0,0,0,0,0,3,1,0.5,2,1,0,0,4,19,89,3,9,0,4,12,16,0,4,30,3,10,885,7,6,9,477,477,0,17,2,2,0,1,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
3,51,145,97,0,5,4,1,7,2,9,0,484,145,0,0,0,0,0,1,3,0,2.5,0,0,0,0,5,20,88,1,11,3,5,10,15,1,3,30,0,11,887,7,8,11,474,474,2,17,2,2,0,2,546,654,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
4,50,145,96,2,6,7,0,5,1,13,0,482,145,0,0,0,0,0,0.5,6,0,2,2,1,0,0,7,16,92,2,10,5,7,6,13,0,2,30,2,7,892,8,7,7,481,481,0,13,2,2,0,2,544,656,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
5,50,148,96,0,2,6,2,4,2,8,0,488,148,0,0,0,0,0,2,2,0,1,4,0,0,0,6,13,95,2,10,1,6,8,14,2,3,30,2,13,892,8,7,13,505,505,1,11,3,3,0,3,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
6,50,142,98,1,10,4,4,6,0,14,0,480,142,0,0,0,0,0,0.5,4,1,2,2,0,0,0,6,13,95,1,9,1,6,9,15,1,4,30,2,10,898,8,6,10,536,536,0,14,3,3,0,3,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
7,49,146,99,3,2,1,4,7,1,3,0,490,146,0,0,0,0,0,0.5,1,0,0.5,1,0,0,0,2,12,96,0,10,1,2,6,8,0,4,30,5,9,900,8,9,9,520,520,0,12,6,6,0,6,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
8,49,147,98,3,2,2,2,6,2,4,0,490,147,0,0,0,0,0,1.5,3,0,1.5,2,1,0,0,6,13,95,1,9,0,6,9,15,0,5,30,4,7,904,9,8,7,544,544,0,18,5,5,0,5,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
9,50,144,97,2,6,5,2,7,1,11,0,482,144,0,0,0,0,0,2.5,2,0,1.5,2,2,0,0,7,15,93,1,9,1,7,11,18,1,6,30,5,10,908,9,11,10,533,533,0,8,3,3,0,3,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
10,50,144,97,3,6,5,0,7,1,11,0,482,144,0,0,0,0,0,2,1,0,1.5,2,0,0,0,5,15,93,1,9,0,5,6,11,0,5,30,7,8,915,10,15,8,568,568,0,16,4,4,0,4,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
11,49,147,98,1,4,3,4,3,1,7,0,490,147,0,0,0,0,0,1,3,0,2,1,0,0,0,5,15,93,1,9,0,5,9,14,0,6,30,4,14,922,10,9,14,580,580,3,12,5,5,0,3,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
12,48,149,93,3,3,10,1,3,4,13,0,484,149,0,0,0,0,0,0,1,1,0,2,0,0,0,2,19,89,0,10,0,2,8,10,1,4,30,8,7,925,11,10,7,593,593,1,6,5,5,0,5,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
13,49,147,94,0,5,10,5,3,2,15,0,482,147,0,0,0,0,0,0.5,4,1,1.5,1,2,0,0,6,19,89,2,10,0,6,6,12,0,4,30,2,13,927,11,10,13,598,598,0,10,5,5,0,4,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
14,49,148,97,0,5,4,3,1,2,9,0,490,148,0,0,0,0,0,0,2,0,0,2,0,0,0,2,19,89,2,10,2,2,11,13,1,4,30,4,9,932,12,9,9,602,602,0,13,2,2,0,1,547,653,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
15,48,147,95,3,6,7,2,3,3,13,0,484,147,0,0,0,0,0,0.5,4,0,1,3,0,0,0,5,19,89,2,10,0,5,9,14,1,7,30,3,25,934,12,7,25,609,609,2,14,5,5,0,5,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
16,50,146,95,0,5,9,3,4,1,14,0,482,146,0,0,0,0,0,0.5,3,1,1,2,1,0,0,5,19,89,2,10,0,5,7,12,0,5,30,4,14,940,12,10,14,622,622,0,22,4,4,0,2,551,649,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,25,25,0,1,1,1,1
