T,AMPAR1,AMPAR12,AMPAR23,AMPAR1homo,AMPAR12hetero,AMPAR23hetero,A1,A2,A3,A2sub1,A2sub2,A2subboth,Basal,Small,Medium,Large,Glu_Trigger,Glutamate_level,S831_P,S831_PP,S831_u,S845_P,S845_PP,S845_u,S818_p,S818_pp,S818_u,I1_P,I1_u,PKA_a,PKA_i,Slots,Synaptic_12,Synaptic_23,Synaptic_receptors,PP2B,Calcium_Levels,R2C2_total,cAMP_levels,Active_CaM,Phos_CK_subunits,Phos_CK_hexamers,Free_PP,CaM_CaMKII_C4,CaMKII_CaM,CaM_CaMKII_all,GRIP_level,PICK1_level,actPKC_level,PKC_membrane,PKC_endo,PKC_PICK1,subunits_AMPA_PSD,subunits_AMPA_X,subunits_AMPA_endo,K868,K868_ub,K868_ub2,K868_ub3,K868_ub4,K868_ub5,K870_ub,K870_ub2,K870_ub3,K870_ub4,K870_ub5,K882_ub,K882_ub2,K882_ub3,K882_ub4,K882_ub5,Gap,Pulse_Number,Pulse_Numberb,Pulse_Numberc,Pulse,Gapb,Pulseb,Gapc,Pulsec
0,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,68,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
1,50,144,99,1,9,0,1,5,2,9,0,486,144,0,0,0,0,0,1,1,1,1.5,1,0,0,0,4,19,89,5,7,1,4,7,11,0,5,30,1,11,887,7,9,11,471,471,1,14,4,4,0,3,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
2,49,143,95,2,12,8,2,4,2,20,0,476,143,0,0,0,0,0,0.5,5,0,2,1,1,0,0,6,22,86,5,7,0,6,10,16,0,7,30,2,14,894,7,6,13,487,487,2,14,4,4,0,4,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
3,48,146,95,2,8,7,4,3,3,15,0,482,146,0,0,0,0,0,2,2,0,1,3,1,0,0,6,24,84,1,11,0,6,3,9,0,6,30,2,11,900,7,8,11,498,498,0,17,4,4,0,2,549,651,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
4,49,145,96,1,8,7,4,3,1,15,0,482,145,0,0,0,0,0,1,3,0,1.5,1,1,0,0,5,25,83,2,10,0,5,5,10,0,1,30,1,7,906,7,5,7,512,512,2,12,7,7,0,4,549,651,0,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
5,48,145,98,2,9,1,5,4,3,10,0,486,145,0,0,0,0,0,1,2,1,0.5,3,1,0,0,5,27,81,4,8,0,5,10,15,0,3,30,1,7,909,8,9,7,532,532,2,18,4,4,0,3,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
6,48,148,97,3,4,3,2,3,3,7,0,490,148,0,0,0,0,0,2,2,0,1.5,1,2,0,0,6,25,83,1,11,0,6,11,17,1,3,30,2,9,913,8,4,9,536,536,1,16,3,3,0,3,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
7,48,147,94,2,7,7,3,4,5,14,0,482,147,0,0,0,0,0,1.5,4,0,1.5,4,0,0,0,7,25,83,2,10,2,7,6,13,0,5,30,5,8,915,8,4,8,545,545,0,13,2,2,0,2,547,653,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
8,49,150,96,0,2,5,2,1,3,7,0,492,150,0,0,0,0,0,1,7,0,1,6,1,0,0,9,23,85,2,10,1,9,5,14,0,2,30,5,11,918,9,5,11,555,555,0,13,2,2,0,2,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
9,47,149,96,4,4,5,2,1,3,9,0,490,149,0,0,0,0,0,0.5,10,0,1.5,6,2,0,0,11,23,85,3,9,1,11,9,20,0,4,30,4,19,927,10,8,18,587,587,0,15,2,2,0,2,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
10,49,147,96,1,5,4,3,5,4,9,0,486,147,0,0,0,0,0,1,4,0,2,1,1,0,0,6,29,79,6,6,1,6,10,16,1,4,30,5,14,930,12,8,13,599,599,1,14,2,2,0,2,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
11,48,148,97,2,4,1,4,5,5,5,0,490,148,0,0,0,0,0,0.5,3,0,1.5,0,1,0,0,4,26,82,6,8,1,4,11,15,0,9,30,2,18,937,15,9,18,603,603,0,14,5,5,0,3,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
12,48,148,97,4,2,3,2,5,3,5,0,490,148,0,0,0,0,0,1.5,3,0,1,3,1,0,0,6,26,82,2,12,1,6,9,15,0,6,30,1,21,944,17,8,21,599,599,2,12,4,4,0,2,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
13,47,146,96,5,8,6,2,2,2,14,0,484,146,0,0,0,0,0,1.5,1,0,1,2,0,0,0,4,26,82,2,12,2,4,12,16,1,9,30,0,17,954,17,9,16,627,627,1,12,7,7,0,4,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
14,49,147,96,1,5,4,3,5,4,9,0,486,147,0,0,0,0,0,1,5,0,2,2,1,0,0,7,22,86,3,11,0,7,6,13,0,2,30,3,20,958,18,7,20,624,624,2,18,6,6,0,5,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
15,48,148,97,3,4,3,2,3,3,7,0,490,148,0,0,0,0,0,1,4,0,1.5,3,0,0,0,6,17,91,3,11,0,6,10,16,1,9,30,4,20,968,21,9,20,642,642,0,17,6,6,0,6,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
16,49,146,98,2,5,3,3,4,1,8,0,488,146,0,0,0,0,0,1,3,0,1.5,2,0,0,0,5,19,89,5,9,0,5,8,13,0,8,30,5,8,976,21,6,8,646,646,0,18,6,6,0,5,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
17,47,147,94,3,6,7,6,5,5,13,0,482,147,0,0,0,0,0,0,2,0,1,0,0,0,0,2,21,87,1,13,0,2,6,8,0,6,30,7,7,982,21,5,7,657,657,0,11,6,6,0,4,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
18,49,144,96,3,7,4,3,9,4,11,0,480,144,0,0,0,0,0,0.5,4,0,1,2,1,0,0,5,20,88,4,10,0,5,11,16,0,5,30,4,18,984,21,8,17,682,682,1,16,7,7,0,7,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
19,49,147,97,1,5,3,3,4,3,8,0,488,147,0,0,0,0,0,0,6,0,1,4,0,0,0,6,20,88,4,10,0,6,8,14,1,6,30,7,18,993,21,8,18,684,684,2,13,6,6,0,5,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
20,49,147,95,2,4,7,2,5,3,11,0,484,147,0,0,0,0,0,0,2,0,0.5,1,0,0,0,2,22,86,2,12,0,2,7,9,0,7,30,3,14,996,20,10,14,687,687,1,15,5,5,0,5,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
21,49,149,97,0,2,3,4,3,3,5,0,492,149,0,0,0,0,0,1.5,3,0,2,1,1,0,0,6,18,90,1,12,0,6,8,14,1,4,30,4,14,999,20,7,14,705,705,0,15,5,5,0,5,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
22,49,146,97,2,7,1,1,6,5,8,0,486,146,0,0,0,0,0,1,5,0,0.5,3,3,0,0,7,18,90,5,11,0,7,8,15,0,2,30,2,11,1001,20,1,11,698,698,0,14,5,5,0,5,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
23,49,146,96,2,7,5,1,4,3,12,0,484,146,0,0,0,0,0,0.5,6,0,1,4,1,0,0,7,19,89,5,11,0,7,10,17,1,2,30,6,14,1008,22,8,14,721,721,0,13,4,4,0,3,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
24,49,146,97,2,5,3,3,6,3,8,0,486,146,0,0,0,0,0,1,2,0,1.5,1,0,0,0,4,20,88,3,13,0,4,8,12,0,10,30,4,12,1012,22,5,11,724,724,2,14,7,7,0,7,550,650,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,25,25,25,0,1,1,1,1
25,50,145,95,1,6,8,2,6,2,14,0,480,145,0,0,0,0,0,1,3,0,0.5,4,0,0,0,5,24,84,5,10,0,5,8,13,0,12,30,7,12,1015,22,6,12,702,702,1,14,10,10,0,8,550,650,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25,25,25,0,1,1,1,1
26,49,146,96,2,4,6,4,6,2,10,0,484,146,0,0,0,0,0,0.5,4,0,0.5,4,0,0,0,5,25,83,6,11,1,5,6,11,0,5,30,4,11,1022,23,12,11,690,690,0,18,12,12,0,10,549,651,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25,25,25,0,1,1,1,1
