T,AMPAR1,AMPAR12,AMPAR23,AMPAR1homo,AMPAR12hetero,AMPAR23hetero,A1,A2,A3,A2sub1,A2sub2,A2subboth,Basal,Small,Medium,Large,Glu_Trigger,Glutamate_level,S831_P,S831_PP,S831_u,S845_P,S845_PP,S845_u,S818_p,S818_pp,S818_u,I1_P,I1_u,PKA_a,PKA_i,Slots,Synaptic_12,Synaptic_23,Synaptic_receptors,PP2B,Calcium_Levels,R2C2_total,cAMP_levels,Active_CaM,Phos_CK_subunits,Phos_CK_hexamers,Free_PP,CaM_CaMKII_C4,CaMKII_CaM,CaM_CaMKII_all,GRIP_level,PICK1_level,actPKC_level,PKC_membrane,PKC_endo,PKC_PICK1,subunits_AMPA_PSD,subunits_AMPA_X,subunits_AMPA_endo,K868,K868_ub,K868_ub2,K868_ub3,K868_ub4,K868_ub5,K870_ub,K870_ub2,K870_ub3,K870_ub4,K870_ub5,K882_ub,K882_ub2,K882_ub3,K882_ub4,K882_ub5,Gap,Pulse_Number,Pulse_Numberb,Pulse_Numberc,Pulse,Gapb,Pulseb,Gapc,Pulsec
0,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,8,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,1,1,2,1,2
1,50,146,97,1,5,5,1,4,1,10,0,486,146,0,0,0,0,0,0.5,2,0,1,1,0,0,0,3,19,89,0,11,3,3,5,8,1,3,30,2,12,886,6,6,12,474,474,0,18,4,4,0,4,546,654,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
2,49,146,96,2,6,5,2,5,3,11,0,484,146,0,0,0,0,0,2,3,0,2,3,0,0,0,7,17,91,4,8,1,7,6,13,0,0,30,1,16,885,6,4,16,477,477,1,16,3,3,0,3,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
3,49,148,97,2,3,4,1,3,2,7,0,490,148,0,0,0,0,0,2.5,3,0,1.5,5,0,0,0,8,21,87,4,8,2,8,6,14,0,6,30,0,8,884,6,6,7,482,482,1,14,3,3,0,3,547,653,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
4,48,144,95,4,8,6,4,8,4,14,0,478,144,0,0,0,0,0,1,3,0,0,4,1,0,0,5,20,88,1,11,0,5,9,14,0,6,30,0,7,888,8,7,7,490,490,0,13,4,4,0,4,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
5,46,146,99,7,6,0,4,4,2,6,0,490,146,0,0,0,0,0,2,4,0,1,4,2,0,0,8,19,89,3,9,0,8,9,17,1,6,30,1,8,890,8,7,8,495,495,0,13,3,3,0,3,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
6,48,147,98,1,6,2,6,2,2,8,0,490,147,0,0,0,0,0,0,3,0,0.5,2,0,0,0,3,17,91,1,11,0,3,12,15,0,2,30,1,10,899,9,7,10,487,487,0,14,3,3,0,2,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
7,48,145,96,2,10,5,4,3,3,15,0,482,145,0,0,0,0,0,1.5,3,0,0.5,4,1,0,0,6,18,90,1,11,0,6,9,15,1,2,30,1,7,901,9,8,7,490,490,0,13,4,4,0,3,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
8,48,147,96,2,6,4,4,4,4,10,0,486,147,0,0,0,0,0,1,3,0,1.5,2,0,0,0,5,15,93,0,11,0,5,12,17,0,2,30,1,6,902,9,7,6,481,481,2,16,1,1,0,1,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
9,47,147,96,2,9,4,5,1,4,13,0,486,147,0,0,0,0,0,0.5,3,0,1.5,1,0,0,0,4,16,92,3,9,1,4,6,10,0,6,30,0,7,905,9,12,7,477,477,0,12,3,3,0,2,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
10,47,148,96,2,6,5,6,1,3,11,0,488,148,0,0,0,0,0,0,5,0,1.5,2,0,0,0,5,12,96,2,10,1,5,8,13,0,6,30,1,9,908,10,10,9,485,485,1,14,4,4,0,4,548,652,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
11,47,146,98,3,9,2,5,1,2,11,0,488,146,0,0,0,0,0,0.5,3,0,1,2,0,0,0,4,11,97,2,10,1,4,10,14,0,6,30,2,7,908,9,9,7,487,487,0,19,1,1,0,1,548,652,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,1,1,2,1,2
12,49,148,98,3,2,3,0,3,1,5,0,492,148,0,0,0,0,0,1.5,2,0,1,3,0,0,0,5,11,97,5,7,1,5,8,13,0,2,30,0,11,912,9,6,9,502,502,0,20,2,2,0,0,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
13,48,146,97,5,5,5,1,4,1,10,0,486,146,0,0,0,0,0,0,3,0,0.5,2,0,0,0,3,12,96,4,8,1,3,10,13,0,1,30,0,13,918,9,9,12,508,508,0,11,3,3,0,3,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
14,49,147,97,3,3,5,1,4,1,8,0,488,147,0,0,0,0,0,0.5,4,0,1,3,0,0,0,5,14,94,4,8,1,5,5,10,0,6,30,2,6,919,9,8,6,500,500,0,15,2,2,0,2,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
15,49,146,96,2,4,6,4,6,2,10,0,484,146,0,0,0,0,0,0,3,0,1,1,0,0,0,3,23,85,3,8,1,3,10,13,0,7,30,2,5,922,9,5,5,503,503,2,13,4,4,0,4,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
16,48,146,99,3,5,1,5,4,1,6,0,490,146,0,0,0,0,0,2,4,0,2.5,3,0,0,0,8,22,86,1,11,1,8,10,18,1,6,30,2,10,927,9,5,9,497,497,1,11,5,5,0,4,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
17,49,147,98,2,3,3,3,4,1,6,0,490,147,0,0,0,0,0,1.5,1,0,1.5,1,0,0,0,4,22,86,3,9,0,4,10,14,1,5,30,6,11,931,9,5,11,490,490,1,9,4,4,0,3,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
18,49,144,98,1,10,4,4,2,0,14,0,484,144,0,0,0,0,0,1,3,0,2,1,0,0,0,5,24,84,1,11,0,5,9,14,1,1,30,3,10,931,9,12,10,468,468,2,12,3,3,0,3,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
19,50,146,98,1,5,4,1,3,0,9,0,488,146,0,0,0,0,0,0.5,2,0,1.5,0,0,0,0,3,24,84,1,11,2,3,11,14,0,4,30,2,5,934,10,7,5,468,468,0,11,5,5,0,5,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
20,50,146,99,2,2,2,2,6,0,4,0,490,146,0,0,0,0,0,0.5,3,0,1.5,1,0,0,0,4,22,86,1,11,0,4,8,12,0,5,30,3,9,938,10,4,9,474,474,1,15,4,4,0,4,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
21,51,142,96,0,11,6,1,7,2,17,0,476,142,0,0,0,0,0,0.5,1,0,1,0,0,0,0,2,25,83,2,10,0,2,8,10,0,9,30,1,8,940,10,10,8,473,473,0,12,5,5,0,4,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
22,50,145,98,1,4,4,4,6,0,8,0,486,145,0,0,0,0,0,0.5,3,1,1.5,0,2,0,0,5,25,83,3,9,0,5,7,12,0,9,30,2,8,942,9,8,8,468,468,1,12,3,3,0,2,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
23,48,146,96,4,5,5,3,6,3,10,0,484,146,0,0,0,0,0,1.5,3,1,2.5,2,0,0,0,7,22,86,2,10,0,7,14,21,0,5,30,1,9,945,11,12,9,464,464,1,11,3,3,0,3,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
24,49,148,97,2,1,5,3,4,1,6,0,490,148,0,0,0,0,0,2,3,0,0.5,4,2,0,0,7,21,87,2,10,2,7,14,21,0,4,30,3,5,948,11,11,4,465,465,0,12,3,3,0,2,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
25,48,147,97,4,3,5,3,4,1,8,0,488,147,0,0,0,0,0,0.5,4,1,2,2,0,0,0,6,19,89,1,11,2,6,11,17,0,5,30,1,15,947,11,8,15,475,475,1,13,2,2,0,1,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
26,49,146,97,2,4,5,4,5,1,9,0,486,146,0,0,0,0,0,1.5,3,0,1,3,1,0,0,6,18,90,3,9,0,6,11,17,0,4,30,3,13,953,11,9,13,481,481,1,16,2,2,0,2,550,650,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
