T,AMPAR1,AMPAR12,AMPAR23,AMPAR1homo,AMPAR12hetero,AMPAR23hetero,A1,A2,A3,A2sub1,A2sub2,A2subboth,Basal,Small,Medium,Large,Glu_Trigger,Glutamate_level,S831_P,S831_PP,S831_u,S845_P,S845_PP,S845_u,S818_p,S818_pp,S818_u,I1_P,I1_u,PKA_a,PKA_i,Slots,Synaptic_12,Synaptic_23,Synaptic_receptors,PP2B,Calcium_Levels,R2C2_total,cAMP_levels,Active_CaM,Phos_CK_subunits,Phos_CK_hexamers,Free_PP,CaM_CaMKII_C4,CaMKII_CaM,CaM_CaMKII_all,GRIP_level,PICK1_level,actPKC_level,PKC_membrane,PKC_endo,PKC_PICK1,subunits_AMPA_PSD,subunits_AMPA_X,subunits_AMPA_endo,K868,K868_ub,K868_ub2,K868_ub3,K868_ub4,K868_ub5,K870_ub,K870_ub2,K870_ub3,K870_ub4,K870_ub5,K882_ub,K882_ub2,K882_ub3,K882_ub4,K882_ub5,Gap,Pulse_Number,Pulse_Numberb,Pulse_Numberc,Pulse,Gapb,Pulseb,Gapc,Pulsec
0,48,147,97,2,4,3,6,5,3,7,0,488,147,0,0,0,0,0,1,1,0,0.5,2,0,0,0,3,18,90,3,9,61,3,2,5,0,8,30,5,5,883,6,8,5,470,470,1,16,5,5,0,4,488,712,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,25,25,1,1,2,1,2
1,49,149,97,1,2,3,2,3,3,5,0,492,149,0,0,0,0,0,0,2,1,0,2,1,0,0,3,19,89,4,8,0,3,6,9,0,3,30,2,8,887,6,11,8,483,483,2,15,2,2,0,1,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
2,50,146,94,0,7,9,1,4,3,16,0,480,146,0,0,0,0,0,0.5,2,1,0.5,3,0,0,0,4,17,91,1,10,0,4,10,14,0,3,30,1,9,890,6,6,9,483,483,1,6,5,5,0,4,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
3,49,147,97,0,5,2,5,5,4,7,0,488,147,0,0,0,0,0,1,7,0,1.5,4,2,0,0,9,14,94,4,8,0,9,9,18,0,5,30,2,8,894,6,4,8,477,477,0,9,5,5,0,4,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
4,48,150,95,1,4,5,2,1,5,9,0,490,150,0,0,0,0,0,1.5,3,0,1.5,3,0,0,0,6,16,92,3,9,2,6,7,13,0,5,30,6,4,894,6,7,4,467,467,1,13,0,0,0,0,547,653,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
5,49,147,97,0,9,2,1,1,4,11,0,488,147,0,0,0,0,0,1,5,0,3,1,0,0,0,7,15,93,3,9,2,7,5,12,1,8,30,3,8,898,6,7,7,478,478,0,11,1,1,0,1,547,653,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
6,48,150,98,2,2,1,2,1,3,3,0,496,150,0,0,0,0,0,1,4,2,2.5,2,1,0,0,8,17,91,1,11,0,8,7,15,0,3,30,2,6,901,7,4,6,478,478,1,10,1,1,0,0,549,651,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
7,49,146,97,2,5,5,3,4,1,10,0,486,146,0,0,0,0,0,1.5,7,2,2.5,4,3,0,0,12,17,91,2,10,1,12,10,22,1,6,30,3,12,906,7,4,12,477,477,0,12,3,3,0,3,548,652,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
8,47,147,97,4,7,4,3,1,2,11,0,488,147,0,0,0,0,0,0.5,4,0,0.5,3,1,0,0,5,17,91,4,8,1,5,7,12,1,2,30,2,11,911,8,8,11,464,464,0,10,0,0,0,0,548,652,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
9,47,149,97,4,4,2,2,2,4,6,0,492,149,0,0,0,0,0,2,4,0,1.5,5,0,0,0,8,15,93,3,9,3,8,9,17,0,3,30,2,9,914,8,9,9,460,460,0,14,2,2,0,1,546,654,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,25,25,1,1,2,1,2
